tm	deltaT	execTm	deltaTExecTm	CoMean	CoMax
6.000000000000000152e-05	1.999999999999999909e-06	1.528190000000000055e+03	2.943000000000006366e+01	8.859785600000000261e-02	6.351214699999999658e-01
6.200000000000000270e-05	1.999999999999999909e-06	1.561089999999999918e+03	3.289999999999986358e+01	8.994853099999999824e-02	6.474809099999999651e-01
6.399999999999999710e-05	1.999999999999999909e-06	1.594420000000000073e+03	3.333000000000015461e+01	9.122107599999999816e-02	6.594045200000000495e-01
6.600000000000000506e-05	1.999999999999999909e-06	1.623299999999999955e+03	2.887999999999988177e+01	9.245468299999999584e-02	6.707887500000000447e-01
6.799999999999999946e-05	1.999999999999999909e-06	1.657450000000000045e+03	3.415000000000009095e+01	9.371357199999999499e-02	6.822751400000000022e-01
6.999999999999999387e-05	1.999999999999999909e-06	1.694190000000000055e+03	3.674000000000000909e+01	9.484290700000000407e-02	6.934137999999999691e-01
7.200000000000000182e-05	1.999999999999999909e-06	1.735619999999999891e+03	4.142999999999983629e+01	9.632874199999999498e-02	7.077828299999999739e-01
7.399999999999999623e-05	1.999999999999999909e-06	1.777970000000000027e+03	4.235000000000013642e+01	9.773561699999999686e-02	7.210885799999999790e-01
7.600000000000000418e-05	1.999999999999999909e-06	1.822849999999999909e+03	4.487999999999988177e+01	9.904944300000000090e-02	7.338635799999999598e-01
7.799999999999999859e-05	1.999999999999999909e-06	1.865690000000000055e+03	4.284000000000014552e+01	1.003852999999999968e-01	7.454083599999999921e-01
8.000000000000000654e-05	1.999999999999999909e-06	1.907779999999999973e+03	4.208999999999991815e+01	1.016481099999999999e-01	7.571891800000000172e-01
8.200000000000000095e-05	1.999999999999999909e-06	1.961400000000000091e+03	5.362000000000011823e+01	1.027806899999999940e-01	7.684705099999999955e-01
8.399999999999999535e-05	1.999999999999999909e-06	2.012089999999999918e+03	5.068999999999982720e+01	1.039266499999999954e-01	7.791703300000000221e-01
8.600000000000000331e-05	1.999999999999999909e-06	2.069780000000000200e+03	5.769000000000028194e+01	1.050326899999999980e-01	7.891575199999999457e-01
8.799999999999999771e-05	1.999999999999999909e-06	2.124179999999999836e+03	5.439999999999963620e+01	1.060764399999999941e-01	7.990939400000000026e-01
9.000000000000000567e-05	1.999999999999999909e-06	2.178730000000000018e+03	5.455000000000018190e+01	1.070487200000000000e-01	8.082357100000000516e-01
9.200000000000000007e-05	1.999999999999999909e-06	2.239480000000000018e+03	6.075000000000000000e+01	1.080928000000000028e-01	8.175848999999999478e-01
9.399999999999999448e-05	1.999999999999999909e-06	2.307110000000000127e+03	6.763000000000010914e+01	1.088991400000000054e-01	8.262153199999999753e-01
9.600000000000000243e-05	1.999999999999999909e-06	2.364989999999999782e+03	5.787999999999965439e+01	1.097753900000000005e-01	8.343944300000000203e-01
9.799999999999999684e-05	1.999999999999999909e-06	2.426139999999999873e+03	6.115000000000009095e+01	1.105926899999999935e-01	8.425873099999999782e-01
1.000000000000000048e-04	1.999999999999999909e-06	2.485739999999999782e+03	5.959999999999990905e+01	1.113278899999999988e-01	8.499733299999999714e-01
1.019999999999999992e-04	1.999999999999999909e-06	2.551920000000000073e+03	6.618000000000029104e+01	1.121116399999999985e-01	8.665630100000000224e-01
1.035999999999999974e-04	1.599999999999999928e-06	2.621639999999999873e+03	6.971999999999979991e+01	1.127888900000000028e-01	1.021153100000000036e+00
1.048799999999999987e-04	1.280000000000000027e-06	2.687000000000000000e+03	6.536000000000012733e+01	9.072023399999999682e-02	9.444642899999999841e-01
1.061600000000000000e-04	1.280000000000000027e-06	2.750360000000000127e+03	6.336000000000012733e+01	7.287653099999999440e-02	8.555850499999999581e-01
1.074400000000000013e-04	1.280000000000000027e-06	2.817170000000000073e+03	6.680999999999994543e+01	7.309343199999999985e-02	8.857004099999999935e-01
1.087200000000000026e-04	1.280000000000000027e-06	2.885260000000000218e+03	6.809000000000014552e+01	7.338465600000000644e-02	8.858688099999999510e-01
1.100000000000000039e-04	1.280000000000000027e-06	2.963670000000000073e+03	7.840999999999985448e+01	7.364514399999999572e-02	7.771641700000000430e-01
1.112499999999999936e-04	1.250000000000000102e-06	3.040500000000000000e+03	7.682999999999992724e+01	7.393444200000000299e-02	7.884387999999999952e-01
1.124999999999999969e-04	1.250000000000000102e-06	3.118840000000000146e+03	7.834000000000014552e+01	7.243805700000000014e-02	7.647178599999999715e-01
1.137500000000000002e-04	1.250000000000000102e-06	3.200260000000000218e+03	8.142000000000007276e+01	7.265232500000000371e-02	7.386385500000000048e-01
1.150000000000000035e-04	1.250000000000000102e-06	3.285860000000000127e+03	8.559999999999990905e+01	7.292476500000000250e-02	7.076109999999999900e-01
1.162500000000000068e-04	1.250000000000000102e-06	3.372969999999999800e+03	8.710999999999967258e+01	7.308486999999999623e-02	7.650147299999999762e-01
1.174999999999999965e-04	1.250000000000000102e-06	3.460429999999999836e+03	8.746000000000003638e+01	7.328184899999999613e-02	8.014177599999999790e-01
1.187499999999999998e-04	1.250000000000000102e-06	3.551050000000000182e+03	9.062000000000034561e+01	7.346112100000000422e-02	7.972704200000000352e-01
1.200000000000000030e-04	1.250000000000000102e-06	3.637480000000000018e+03	8.642999999999983629e+01	7.365985299999999736e-02	7.871739899999999901e-01
1.212500000000000063e-04	1.250000000000000102e-06	3.730809999999999945e+03	9.332999999999992724e+01	7.388451999999999520e-02	7.600413000000000308e-01
1.224999999999999960e-04	1.250000000000000102e-06	3.828190000000000055e+03	9.738000000000010914e+01	7.396785499999999902e-02	7.327793099999999615e-01
1.237499999999999993e-04	1.250000000000000102e-06	3.931789999999999964e+03	1.035999999999999091e+02	7.411215699999999795e-02	6.909611100000000450e-01
1.250000000000000026e-04	1.250000000000000102e-06	4.029449999999999818e+03	9.765999999999985448e+01	7.417634900000000253e-02	8.029231999999999481e-01
1.262500000000000059e-04	1.250000000000000102e-06	4.125640000000000327e+03	9.619000000000050932e+01	7.429049499999999806e-02	8.054027700000000456e-01
1.275000000000000092e-04	1.250000000000000102e-06	4.229100000000000364e+03	1.034600000000000364e+02	7.430842000000000003e-02	8.441727399999999770e-01
1.283333299999999885e-04	8.333333300000000208e-07	4.337439999999999600e+03	1.083399999999992360e+02	7.436903799999999842e-02	9.372472299999999867e-01
1.291666700000000092e-04	8.333333300000000208e-07	4.454859999999999673e+03	1.174200000000000728e+02	4.955895500000000176e-02	6.409995200000000448e-01
1.299999999999999886e-04	8.333333300000000208e-07	4.566050000000000182e+03	1.111900000000005093e+02	4.954057600000000283e-02	7.163861200000000151e-01
1.309090900000000094e-04	9.090909099999999622e-07	4.684369999999999891e+03	1.183199999999997090e+02	4.951408499999999935e-02	7.478486500000000037e-01
1.317355399999999954e-04	8.264462799999999975e-07	4.804149999999999636e+03	1.197799999999997453e+02	5.399580500000000088e-02	9.621550500000000117e-01
1.325619799999999942e-04	8.264462799999999975e-07	4.931479999999999563e+03	1.273299999999999272e+02	4.907951700000000306e-02	8.576800700000000166e-01
1.334917400000000109e-04	9.297520699999999624e-07	5.051779999999999745e+03	1.203000000000001819e+02	4.904000399999999815e-02	6.389928499999999456e-01
1.344214900000000133e-04	9.297520699999999624e-07	5.185359999999999673e+03	1.335799999999999272e+02	5.515746299999999686e-02	6.913530700000000140e-01
1.353512399999999886e-04	9.297520699999999624e-07	5.319430000000000291e+03	1.340700000000006185e+02	5.512856099999999954e-02	6.711036700000000410e-01
1.362809899999999910e-04	9.297520699999999624e-07	5.460239999999999782e+03	1.408099999999994907e+02	5.513596700000000100e-02	6.589695899999999940e-01
1.372107399999999934e-04	9.297520699999999624e-07	5.602750000000000000e+03	1.425100000000002183e+02	5.506755700000000309e-02	6.486240599999999468e-01
1.381405000000000100e-04	9.297520699999999624e-07	5.780260000000000218e+03	1.775100000000002183e+02	5.507491500000000206e-02	6.497766699999999451e-01
1.390702500000000124e-04	9.297520699999999624e-07	5.959319999999999709e+03	1.790599999999994907e+02	5.501301499999999844e-02	6.356512300000000115e-01
1.399999999999999877e-04	9.297520699999999624e-07	6.141090000000000146e+03	1.817700000000004366e+02	5.498775300000000033e-02	6.314153599999999811e-01
1.410000000000000120e-04	9.999999999999999547e-07	6.315670000000000073e+03	1.745799999999999272e+02	5.491863599999999984e-02	6.502358999999999778e-01
1.420000000000000092e-04	9.999999999999999547e-07	6.485760000000000218e+03	1.700900000000001455e+02	5.899924000000000140e-02	7.500970099999999530e-01
1.430000000000000064e-04	9.999999999999999547e-07	6.660689999999999600e+03	1.749299999999993815e+02	5.891180800000000300e-02	7.642963400000000185e-01
1.440000000000000036e-04	9.999999999999999547e-07	6.832340000000000146e+03	1.716500000000005457e+02	5.884200700000000173e-02	8.133614599999999806e-01
1.443333299999999980e-04	3.333333299999999905e-07	6.996159999999999854e+03	1.638199999999997090e+02	5.876773600000000097e-02	2.595460099999999937e+00
1.443834799999999961e-04	5.014749300000000063e-08	7.150460000000000036e+03	1.543000000000001819e+02	1.973460900000000018e-02	5.949627999999999695e+00
1.444390899999999968e-04	5.560910100000000095e-08	7.306859999999999673e+03	1.563999999999996362e+02	2.962478699999999965e-03	7.652213799999999511e-01
1.445008799999999960e-04	6.178788999999999517e-08	7.466140000000000327e+03	1.592800000000006548e+02	3.278312099999999840e-03	7.636082400000000492e-01
1.445696200000000072e-04	6.873902699999999633e-08	7.610180000000000291e+03	1.440399999999999636e+02	3.641111099999999861e-03	7.725972800000000529e-01
1.446460999999999906e-04	7.648426999999999855e-08	7.751420000000000073e+03	1.412399999999997817e+02	4.047277400000000303e-03	7.733287199999999695e-01
1.447310799999999994e-04	8.498252200000000053e-08	7.892130000000000109e+03	1.407100000000000364e+02	4.500149600000000367e-03	8.009776699999999749e-01
1.448235199999999879e-04	9.243712900000000057e-08	8.033250000000000000e+03	1.411199999999998909e+02	4.996157900000000075e-03	8.204450699999999985e-01
1.449230699999999995e-04	9.954767799999999572e-08	8.174380000000000109e+03	1.411300000000001091e+02	5.430523799999999873e-03	8.222141899999999559e-01
1.450310899999999938e-04	1.080198200000000059e-07	8.310170000000000073e+03	1.357899999999999636e+02	5.844021100000000059e-03	8.122034200000000093e-01
1.451493999999999896e-04	1.183074200000000034e-07	8.446159999999999854e+03	1.359899999999997817e+02	6.338116799999999815e-03	8.048071100000000477e-01
1.452804900000000121e-04	1.310974100000000042e-07	8.586159999999999854e+03	1.400000000000000000e+02	6.935736199999999706e-03	7.976542399999999589e-01
1.454235099999999883e-04	1.430153599999999961e-07	8.737440000000000509e+03	1.512800000000006548e+02	7.682374500000000231e-03	8.022236600000000051e-01
1.455813200000000097e-04	1.578100500000000043e-07	8.874639999999999418e+03	1.371999999999989086e+02	8.374063899999999172e-03	7.968799800000000433e-01
1.457512700000000131e-04	1.699492900000000018e-07	9.012250000000000000e+03	1.376100000000005821e+02	9.234283500000000852e-03	7.923928399999999872e-01
1.459359999999999932e-04	1.847274899999999878e-07	9.153450000000000728e+03	1.412000000000007276e+02	9.937797400000000086e-03	7.666055000000000508e-01
1.461392000000000051e-04	2.032002399999999902e-07	9.297860000000000582e+03	1.444099999999998545e+02	1.079458099999999927e-02	7.435657900000000042e-01
1.463663000000000084e-04	2.271061500000000103e-07	9.440670000000000073e+03	1.428099999999994907e+02	1.186552599999999950e-02	7.285232000000000374e-01
1.466085500000000009e-04	2.422465600000000039e-07	9.587950000000000728e+03	1.472800000000006548e+02	1.324894000000000072e-02	7.235529200000000438e-01
1.468694300000000091e-04	2.608809100000000096e-07	9.725389999999999418e+03	1.374399999999986903e+02	1.412223200000000019e-02	6.835784499999999486e-01
1.471540299999999962e-04	2.845973500000000163e-07	9.862680000000000291e+03	1.372900000000008731e+02	1.519437899999999918e-02	6.508414700000000330e-01
1.474702499999999998e-04	3.162192799999999908e-07	1.000273999999999978e+04	1.400599999999994907e+02	1.656011599999999973e-02	6.255902599999999536e-01
1.478316400000000055e-04	3.613934599999999867e-07	1.014170999999999913e+04	1.389699999999993452e+02	1.838227699999999895e-02	6.132353799999999966e-01
1.481930300000000112e-04	3.613934599999999867e-07	1.028013999999999942e+04	1.384300000000002910e+02	2.098361199999999871e-02	6.171247800000000394e-01
1.485544300000000040e-04	3.613934599999999867e-07	1.041401000000000022e+04	1.338700000000008004e+02	2.096481799999999965e-02	5.531715299999999669e-01
1.489158200000000097e-04	3.613934599999999867e-07	1.055914999999999964e+04	1.451399999999994179e+02	2.094703800000000116e-02	4.957948200000000250e-01
1.492772099999999883e-04	3.613934599999999867e-07	1.070246999999999935e+04	1.433199999999997090e+02	2.092191300000000032e-02	4.511962299999999759e-01
1.496386100000000083e-04	3.613934599999999867e-07	1.085394000000000051e+04	1.514700000000011642e+02	2.090117799999999942e-02	4.132405900000000187e-01
1.499999999999999869e-04	3.613934599999999867e-07	1.100945999999999913e+04	1.555199999999986176e+02	2.088257099999999908e-02	3.799107199999999795e-01
1.504166700000000108e-04	4.166666699999999756e-07	1.116387000000000080e+04	1.544100000000016735e+02	2.086455699999999885e-02	3.517613900000000071e-01
1.508958300000000016e-04	4.791666700000000125e-07	1.130629999999999927e+04	1.424299999999984720e+02	2.403485199999999891e-02	3.741763900000000254e-01
1.514648400000000031e-04	5.690104199999999728e-07	1.145112000000000080e+04	1.448200000000015280e+02	2.760853599999999949e-02	3.966260699999999972e-01
1.521213900000000028e-04	6.565504800000000334e-07	1.159087999999999920e+04	1.397599999999983993e+02	3.274346399999999990e-02	4.332908200000000210e-01
1.528376299999999904e-04	7.162368900000000078e-07	1.173404999999999927e+04	1.431700000000000728e+02	3.773186900000000121e-02	5.347208900000000042e-01
1.536334499999999885e-04	7.958187600000000433e-07	1.188073999999999978e+04	1.466900000000005093e+02	4.110668900000000181e-02	5.768080500000000166e-01
1.544292699999999866e-04	7.958187600000000433e-07	1.203101000000000022e+04	1.502700000000004366e+02	4.563935200000000109e-02	6.951011900000000354e-01
1.552250900000000117e-04	7.958187600000000433e-07	1.218279999999999927e+04	1.517899999999990541e+02	4.557783499999999710e-02	6.715254499999999682e-01
1.560209100000000098e-04	7.958187600000000433e-07	1.233945000000000073e+04	1.566500000000014552e+02	4.548209899999999806e-02	6.294349099999999586e-01
1.568167199999999937e-04	7.958187600000000433e-07	1.251010000000000036e+04	1.706499999999996362e+02	4.538871500000000309e-02	6.017823100000000425e-01
1.576125399999999917e-04	7.958187600000000433e-07	1.266754000000000087e+04	1.574400000000005093e+02	4.532005499999999798e-02	5.174214599999999997e-01
1.584083599999999898e-04	7.958187600000000433e-07	1.283689999999999964e+04	1.693599999999987631e+02	4.524983500000000214e-02	6.929471099999999772e-01
1.588062700000000024e-04	3.979093800000000216e-07	1.300811000000000058e+04	1.712100000000009459e+02	4.515958600000000156e-02	1.483785899999999991e+00
1.592041799999999879e-04	3.979093800000000216e-07	1.318692000000000007e+04	1.788099999999994907e+02	2.253259900000000038e-02	3.283446300000000262e-01
1.596020900000000005e-04	3.979093800000000216e-07	1.336130999999999949e+04	1.743899999999994179e+02	2.249246599999999915e-02	3.727649299999999943e-01
1.600000000000000131e-04	3.979093800000000216e-07	1.353840999999999985e+04	1.771000000000003638e+02	2.246183399999999997e-02	2.992531500000000233e-01
1.604761899999999995e-04	4.761904800000000250e-07	1.371471999999999935e+04	1.763099999999994907e+02	2.242331300000000027e-02	3.278979699999999831e-01
1.610364099999999959e-04	5.602240899999999834e-07	1.388329000000000087e+04	1.685700000000015280e+02	2.680313600000000171e-02	3.905534299999999792e-01
1.616766700000000080e-04	6.402561000000000311e-07	1.404989999999999964e+04	1.666099999999987631e+02	3.147740300000000102e-02	4.474869100000000155e-01
1.623702799999999981e-04	6.936107800000000519e-07	1.420887999999999920e+04	1.589799999999995634e+02	3.591500300000000090e-02	5.108367299999999611e-01
1.631332499999999886e-04	7.629718600000000326e-07	1.437764999999999964e+04	1.687700000000004366e+02	3.885388399999999826e-02	5.437394300000000236e-01
1.639916000000000106e-04	8.583433399999999879e-07	1.454517000000000007e+04	1.675200000000004366e+02	4.266752499999999781e-02	6.684637300000000337e-01
1.648499399999999913e-04	8.583433399999999879e-07	1.471771999999999935e+04	1.725499999999992724e+02	4.793059200000000103e-02	7.071174300000000468e-01
1.657082799999999990e-04	8.583433399999999879e-07	1.489678000000000065e+04	1.790600000000013097e+02	4.780638799999999827e-02	6.734483599999999681e-01
1.665666299999999940e-04	8.583433399999999879e-07	1.507209000000000015e+04	1.753099999999994907e+02	4.769781199999999916e-02	7.006561100000000541e-01
1.674249700000000017e-04	8.583433399999999879e-07	1.524086000000000058e+04	1.687700000000004366e+02	4.761674700000000093e-02	6.884607200000000260e-01
1.682833100000000095e-04	8.583433399999999879e-07	1.540837999999999920e+04	1.675199999999986176e+02	4.749751399999999762e-02	6.723940299999999759e-01
1.691416600000000044e-04	8.583433399999999879e-07	1.557014999999999964e+04	1.617700000000004366e+02	4.737684699999999971e-02	6.921718500000000329e-01
1.700000000000000122e-04	8.583433399999999879e-07	1.574379000000000087e+04	1.736400000000012369e+02	4.723681899999999934e-02	7.838892200000000532e-01
1.709090900000000059e-04	9.090909099999999622e-07	1.591631999999999971e+04	1.725299999999988358e+02	4.708196399999999698e-02	7.511881900000000334e-01
1.718181799999999996e-04	9.090909099999999622e-07	1.609752000000000044e+04	1.812000000000007276e+02	4.970367800000000114e-02	8.193579600000000518e-01
1.727272699999999933e-04	9.090909099999999622e-07	1.626893000000000029e+04	1.714099999999998545e+02	4.955904299999999707e-02	8.184301000000000492e-01
1.736363599999999870e-04	9.090909099999999622e-07	1.644909999999999854e+04	1.801699999999982538e+02	4.944446999999999731e-02	7.961118299999999648e-01
1.745454500000000078e-04	9.090909099999999622e-07	1.662913000000000102e+04	1.800300000000024738e+02	4.930713999999999930e-02	7.461056200000000249e-01
1.746096299999999981e-04	6.417112299999999556e-08	1.682300999999999840e+04	1.938799999999973807e+02	4.951267699999999800e-02	1.269359399999999916e+01
1.746866299999999908e-04	7.700534799999999877e-08	1.703611999999999898e+04	2.131100000000005821e+02	3.506266300000000172e-03	2.472752099999999953e-01
1.747782399999999890e-04	9.160980999999999676e-08	1.724824000000000160e+04	2.121200000000026193e+02	4.190566399999999872e-03	3.059756299999999984e-01
1.748870299999999965e-04	1.087866499999999943e-07	1.744679999999999927e+04	1.985599999999976717e+02	4.980994199999999941e-03	4.262078200000000150e-01
1.750148499999999935e-04	1.278243100000000065e-07	1.763597000000000116e+04	1.891700000000018917e+02	5.898027299999999799e-03	2.269386100000000128e-01
1.751659200000000042e-04	1.510651000000000019e-07	1.783022999999999956e+04	1.942599999999983993e+02	6.916809999999999799e-03	2.496276299999999893e-01
1.753449600000000065e-04	1.790401200000000056e-07	1.800779999999999927e+04	1.775699999999997090e+02	8.164983500000000394e-03	2.746107600000000093e-01
1.755565499999999955e-04	2.115928600000000026e-07	1.818013999999999942e+04	1.723400000000001455e+02	9.665089400000000108e-03	3.001101299999999750e-01
1.758034099999999987e-04	2.468583399999999886e-07	1.834729000000000087e+04	1.671500000000014552e+02	1.141187599999999962e-02	3.240807099999999941e-01
1.760831799999999867e-04	2.797727899999999793e-07	1.851881000000000131e+04	1.715200000000004366e+02	1.329437399999999943e-02	3.467307299999999870e-01
1.764095799999999977e-04	3.264015800000000250e-07	1.868965000000000146e+04	1.708400000000001455e+02	1.504275700000000035e-02	3.498480800000000057e-01
1.767686199999999881e-04	3.590417399999999766e-07	1.887434000000000015e+04	1.846899999999986903e+02	1.753699400000000019e-02	3.776565399999999850e-01
1.771725499999999881e-04	4.039219599999999959e-07	1.904706000000000131e+04	1.727200000000011642e+02	1.925844399999999956e-02	4.030756400000000128e-01
1.776437899999999941e-04	4.712422900000000250e-07	1.921354000000000087e+04	1.664799999999995634e+02	2.163470899999999850e-02	4.397249999999999770e-01
1.781150300000000001e-04	4.712422900000000250e-07	1.938204000000000087e+04	1.685000000000000000e+02	2.520259099999999988e-02	4.976143399999999883e-01
1.785862700000000062e-04	4.712422900000000250e-07	1.956013999999999942e+04	1.780999999999985448e+02	2.515458400000000067e-02	4.843578399999999839e-01
1.790575199999999993e-04	4.712422900000000250e-07	1.973765000000000146e+04	1.775100000000020373e+02	2.511046700000000090e-02	4.731517199999999979e-01
1.795287600000000053e-04	4.712422900000000250e-07	1.992238999999999942e+04	1.847399999999979627e+02	2.506354499999999957e-02	4.633851900000000024e-01
1.800000000000000113e-04	4.712422900000000250e-07	2.009811999999999898e+04	1.757299999999995634e+02	2.501719700000000143e-02	4.552423500000000178e-01
1.805555600000000071e-04	5.555555599999999675e-07	2.028640000000000146e+04	1.882800000000024738e+02	2.496887299999999907e-02	4.485231399999999868e-01
1.810802499999999982e-04	5.246913600000000318e-07	2.045843999999999869e+04	1.720399999999972351e+02	2.938205400000000120e-02	9.526660799999999707e-01
1.814856900000000090e-04	4.054433199999999825e-07	2.062970999999999913e+04	1.712700000000004366e+02	2.770926099999999892e-02	1.123078800000000044e+00
1.819587100000000040e-04	4.730172099999999740e-07	2.080666999999999825e+04	1.769599999999991269e+02	2.136584299999999895e-02	3.711646499999999849e-01
1.824947899999999922e-04	5.360861699999999551e-07	2.098238000000000102e+04	1.757100000000027649e+02	2.488832900000000070e-02	4.287376700000000151e-01
1.831202299999999976e-04	6.254338700000000187e-07	2.115531999999999971e+04	1.729399999999986903e+02	2.816406000000000118e-02	4.810691400000000062e-01
1.838081999999999997e-04	6.879772499999999740e-07	2.134122000000000116e+04	1.859000000000014552e+02	3.280213900000000099e-02	5.553630499999999692e-01
1.845821799999999879e-04	7.739744100000000506e-07	2.152022999999999956e+04	1.790099999999983993e+02	3.599037100000000017e-02	6.069955900000000293e-01
1.853561499999999888e-04	7.739744100000000506e-07	2.169345000000000073e+04	1.732200000000011642e+02	4.040963899999999720e-02	6.635449199999999825e-01
1.861301300000000041e-04	7.739744100000000506e-07	2.186797000000000116e+04	1.745200000000004366e+02	4.032241799999999876e-02	6.721979200000000043e-01
1.869041000000000051e-04	7.739744100000000506e-07	2.204722000000000116e+04	1.792500000000000000e+02	4.023144299999999868e-02	8.126228599999999469e-01
1.876780799999999932e-04	7.739744100000000506e-07	2.223091999999999825e+04	1.836999999999970896e+02	4.013816299999999754e-02	6.274992400000000137e-01
1.884520499999999942e-04	7.739744100000000506e-07	2.242008000000000175e+04	1.891600000000034925e+02	4.003130399999999672e-02	6.193661599999999989e-01
1.892260300000000095e-04	7.739744100000000506e-07	2.261125999999999840e+04	1.911799999999966531e+02	3.995054600000000344e-02	6.124783200000000205e-01
1.900000000000000105e-04	7.739744100000000506e-07	2.280231000000000131e+04	1.910500000000029104e+02	3.985935200000000067e-02	6.063577700000000181e-01
1.908333299999999898e-04	8.333333300000000208e-07	2.299490999999999985e+04	1.925999999999985448e+02	3.979207600000000261e-02	6.704764699999999911e-01
1.917499999999999988e-04	9.166666699999999530e-07	2.319011000000000058e+04	1.952000000000007276e+02	4.275416099999999886e-02	7.253394499999999967e-01
1.926666700000000077e-04	9.166666699999999530e-07	2.339016999999999825e+04	2.000599999999976717e+02	4.694726099999999708e-02	7.675821499999999631e-01
1.935833300000000025e-04	9.166666699999999530e-07	2.358347000000000116e+04	1.933000000000029104e+02	4.683583100000000138e-02	7.423818599999999490e-01
1.945000000000000114e-04	9.166666699999999530e-07	2.379288000000000102e+04	2.094099999999998545e+02	4.672760399999999897e-02	7.342165000000000497e-01
1.954166699999999933e-04	9.166666699999999530e-07	2.400181000000000131e+04	2.089300000000002910e+02	4.662092500000000056e-02	7.144669999999999632e-01
1.963333299999999880e-04	9.166666699999999530e-07	2.421259000000000015e+04	2.107799999999988358e+02	4.653072500000000195e-02	7.061807500000000237e-01
1.965777799999999988e-04	2.444444399999999963e-07	2.443513000000000102e+04	2.225400000000008731e+02	4.649384699999999787e-02	3.355773300000000070e+00
1.968410299999999967e-04	2.632478599999999976e-07	2.466018999999999869e+04	2.250599999999976717e+02	1.240494099999999919e-02	6.989116699999999849e-01
1.971282100000000016e-04	2.871794900000000108e-07	2.488711999999999898e+04	2.269300000000002910e+02	1.333158499999999996e-02	6.062423999999999591e-01
1.974472899999999884e-04	3.190883199999999745e-07	2.511913000000000102e+04	2.320100000000020373e+02	1.453234899999999996e-02	6.509861799999999699e-01
1.977663799999999895e-04	3.190883199999999745e-07	2.534654999999999927e+04	2.274199999999982538e+02	1.612561200000000097e-02	7.577240899999999613e-01
1.980854699999999905e-04	3.190883199999999745e-07	2.557309999999999854e+04	2.265499999999992724e+02	1.608955299999999949e-02	7.377884399999999898e-01
1.984683800000000109e-04	3.829059800000000079e-07	2.578099000000000160e+04	2.078900000000030559e+02	1.604476300000000008e-02	4.329871699999999768e-01
1.988512799999999899e-04	3.829059800000000079e-07	2.599624000000000160e+04	2.152500000000000000e+02	1.921603100000000147e-02	3.692562400000000133e-01
1.992341900000000102e-04	3.829059800000000079e-07	2.620879000000000087e+04	2.125499999999992724e+02	1.918163100000000107e-02	3.380880099999999944e-01
1.996170899999999892e-04	3.829059800000000079e-07	2.642825000000000000e+04	2.194599999999991269e+02	1.914722199999999847e-02	3.289493900000000082e-01
2.000000000000000096e-04	3.829059800000000079e-07	2.664233000000000175e+04	2.140800000000017462e+02	1.911894399999999883e-02	3.058317799999999975e-01
2.004545500000000000e-04	4.545454500000000159e-07	2.685411999999999898e+04	2.117899999999972351e+02	1.909365899999999894e-02	3.378686000000000189e-01
2.009848499999999905e-04	5.303030300000000102e-07	2.707647000000000116e+04	2.223500000000021828e+02	2.262288599999999830e-02	3.834434899999999979e-01
2.015858600000000080e-04	6.010101000000000515e-07	2.729895000000000073e+04	2.224799999999995634e+02	2.634383900000000084e-02	4.205724100000000076e-01
2.022870399999999991e-04	7.011784500000000248e-07	2.751902000000000044e+04	2.200699999999997090e+02	2.980407599999999879e-02	4.520536800000000133e-01
2.030583300000000024e-04	7.712962999999999501e-07	2.773977000000000044e+04	2.207500000000000000e+02	3.469603100000000218e-02	5.337617199999999951e-01
2.039260400000000016e-04	8.677083300000000093e-07	2.794715000000000146e+04	2.073800000000010186e+02	3.809315900000000144e-02	5.939130799999999821e-01
2.047937500000000007e-04	8.677083300000000093e-07	2.816200000000000000e+04	2.148499999999985448e+02	4.276852400000000221e-02	6.716117200000000231e-01
2.056614599999999999e-04	8.677083300000000093e-07	2.838402000000000044e+04	2.220200000000004366e+02	4.267793000000000281e-02	7.126927199999999463e-01
2.065291699999999991e-04	8.677083300000000093e-07	2.859238999999999942e+04	2.083699999999989814e+02	4.259476499999999971e-02	7.156171300000000457e-01
2.073968700000000112e-04	8.677083300000000093e-07	2.880447000000000116e+04	2.120800000000017462e+02	4.249057800000000107e-02	6.825978900000000404e-01
2.082645800000000103e-04	8.677083300000000093e-07	2.901627000000000044e+04	2.117999999999992724e+02	4.240000199999999914e-02	6.843604899999999880e-01
2.091322900000000095e-04	8.677083300000000093e-07	2.922615000000000146e+04	2.098800000000010186e+02	4.231192599999999970e-02	6.733366299999999915e-01
2.100000000000000087e-04	8.677083300000000093e-07	2.944084999999999854e+04	2.146999999999970896e+02	4.222435900000000297e-02	6.596842499999999720e-01
2.109090900000000024e-04	9.090909099999999622e-07	2.967036000000000058e+04	2.295100000000020373e+02	4.216123699999999724e-02	6.477458799999999961e-01
2.119191900000000014e-04	1.010100999999999894e-06	2.988774000000000160e+04	2.173800000000010186e+02	4.408253399999999961e-02	6.695507200000000436e-01
2.129292900000000004e-04	1.010100999999999894e-06	3.010290999999999985e+04	2.151699999999982538e+02	4.887965400000000155e-02	7.546787499999999538e-01
2.139393899999999995e-04	1.010100999999999894e-06	3.033345000000000073e+04	2.305400000000008731e+02	4.875442800000000243e-02	7.657852600000000232e-01
2.149494899999999985e-04	1.010100999999999894e-06	3.056191999999999825e+04	2.284699999999975262e+02	4.862614199999999720e-02	7.755056900000000253e-01
2.159596000000000118e-04	1.010100999999999894e-06	3.079384999999999854e+04	2.319300000000002910e+02	4.851271100000000003e-02	7.845065300000000352e-01
