tm	deltaT	execTm	deltaTExecTm	CoMean	CoMax
2.169697000000000108e-04	1.010100999999999894e-06	3.102597999999999956e+04	2.321300000000010186e+02	4.840056200000000114e-02	7.977173800000000314e-01
2.179798000000000098e-04	1.010100999999999894e-06	3.125593000000000029e+04	2.299500000000007276e+02	4.826958700000000269e-02	8.107261599999999735e-01
2.184848500000000093e-04	5.050505099999999833e-07	3.148470999999999913e+04	2.287799999999988358e+02	4.817680500000000310e-02	1.643548699999999974e+00
2.189899000000000088e-04	5.050505099999999833e-07	3.171945000000000073e+04	2.347400000000016007e+02	2.404105100000000078e-02	4.801989899999999922e-01
2.194949500000000083e-04	5.050505099999999833e-07	3.196361000000000058e+04	2.441599999999998545e+02	2.398524499999999879e-02	4.775757500000000211e-01
2.200000000000000078e-04	5.050505099999999833e-07	3.219038999999999942e+04	2.267799999999988358e+02	2.393664900000000081e-02	4.618703200000000009e-01
2.205882400000000129e-04	5.882352900000000456e-07	3.242888000000000102e+04	2.384900000000016007e+02	2.388989600000000074e-02	4.431785599999999992e-01
2.212604999999999867e-04	6.722689099999999873e-07	3.266831000000000131e+04	2.394300000000002910e+02	2.778836599999999837e-02	4.989330799999999733e-01
2.219888000000000048e-04	7.282913200000000422e-07	3.290294999999999709e+04	2.346399999999957799e+02	3.170129700000000328e-02	5.548093499999999789e-01
2.227899199999999942e-04	8.011204500000000074e-07	3.313865000000000146e+04	2.357000000000043656e+02	3.428617400000000259e-02	6.019252800000000070e-01
2.236911799999999958e-04	9.012605000000000254e-07	3.340138999999999942e+04	2.627399999999979627e+02	3.764447800000000205e-02	6.629240800000000267e-01
2.245924399999999974e-04	9.012605000000000254e-07	3.364750000000000000e+04	2.461100000000005821e+02	4.227502899999999869e-02	7.452059100000000269e-01
2.254936999999999990e-04	9.012605000000000254e-07	3.388540000000000146e+04	2.379000000000014552e+02	4.217815600000000137e-02	7.445211499999999649e-01
2.263949600000000006e-04	9.012605000000000254e-07	3.415037000000000262e+04	2.649700000000011642e+02	4.209145200000000142e-02	7.409333099999999561e-01
2.272962200000000022e-04	9.012605000000000254e-07	3.440115000000000146e+04	2.507799999999988358e+02	4.197908899999999721e-02	7.344018700000000122e-01
2.281974800000000038e-04	9.012605000000000254e-07	3.466062999999999738e+04	2.594799999999959255e+02	4.184347900000000287e-02	7.232528999999999764e-01
2.290987400000000054e-04	9.012605000000000254e-07	3.492452999999999884e+04	2.639000000000014552e+02	4.171910699999999833e-02	7.070098599999999900e-01
2.300000000000000070e-04	9.012605000000000254e-07	3.519769000000000233e+04	2.731600000000034925e+02	4.160494900000000218e-02	6.759708500000000120e-01
2.310000000000000042e-04	9.999999999999999547e-07	3.547518000000000029e+04	2.774899999999979627e+02	4.148430100000000120e-02	6.528329099999999885e-01
2.321249999999999908e-04	1.125000000000000029e-06	3.572501999999999680e+04	2.498399999999965075e+02	4.590909800000000235e-02	7.144152700000000467e-01
2.332500000000000046e-04	1.125000000000000029e-06	3.598333999999999651e+04	2.583199999999997090e+02	5.148405400000000132e-02	7.577821599999999824e-01
2.343749999999999913e-04	1.125000000000000029e-06	3.625368000000000029e+04	2.703400000000037835e+02	5.131707299999999777e-02	7.489652999999999450e-01
2.355000000000000051e-04	1.125000000000000029e-06	3.652161000000000058e+04	2.679300000000002910e+02	5.114673799999999715e-02	7.495646599999999937e-01
2.366249999999999918e-04	1.125000000000000029e-06	3.678588999999999942e+04	2.642799999999988358e+02	5.098068099999999991e-02	7.498089700000000191e-01
2.377500000000000056e-04	1.125000000000000029e-06	3.706050000000000000e+04	2.746100000000005821e+02	5.080876299999999984e-02	7.487729800000000324e-01
2.388749999999999923e-04	1.125000000000000029e-06	3.733548000000000320e+04	2.749800000000032014e+02	5.067595200000000327e-02	7.499376599999999504e-01
2.400000000000000061e-04	1.125000000000000029e-06	3.761076000000000204e+04	2.752799999999988358e+02	5.051946100000000162e-02	7.495646200000000148e-01
2.412500000000000094e-04	1.250000000000000102e-06	3.788126999999999680e+04	2.705099999999947613e+02	5.036801700000000104e-02	7.484696800000000261e-01
2.425000000000000126e-04	1.250000000000000102e-06	3.816819000000000233e+04	2.869200000000055297e+02	5.580804999999999794e-02	8.338510300000000486e-01
2.437499999999999888e-04	1.250000000000000102e-06	3.846287999999999738e+04	2.946899999999950523e+02	5.560412399999999783e-02	8.350237799999999933e-01
2.449999999999999921e-04	1.250000000000000102e-06	3.873723999999999796e+04	2.743600000000005821e+02	5.543924000000000074e-02	8.344165900000000136e-01
2.453846199999999830e-04	3.846153799999999821e-07	3.902679000000000087e+04	2.895500000000029104e+02	5.535403800000000124e-02	2.788556499999999883e+00
2.458461499999999738e-04	4.615384600000000143e-07	3.930866000000000349e+04	2.818700000000026193e+02	1.697803399999999949e-02	2.576731299999999725e-01
2.463653800000000166e-04	5.192307699999999589e-07	3.957808999999999651e+04	2.694299999999930151e+02	2.030338500000000018e-02	3.095646100000000178e-01
2.469711500000000147e-04	6.057692299999999637e-07	3.985497000000000116e+04	2.768800000000046566e+02	2.280115300000000109e-02	3.482668300000000272e-01
2.475769200000000128e-04	6.057692299999999637e-07	4.014094999999999709e+04	2.859799999999959255e+02	2.655183499999999933e-02	4.056069299999999767e-01
2.481826900000000109e-04	6.057692299999999637e-07	4.042350000000000000e+04	2.825500000000029104e+02	2.651803399999999936e-02	4.050210499999999936e-01
2.487884600000000090e-04	6.057692299999999637e-07	4.070870999999999913e+04	2.852099999999991269e+02	2.646241400000000007e-02	4.050380399999999881e-01
2.493942300000000071e-04	6.057692299999999637e-07	4.098219000000000233e+04	2.734800000000032014e+02	2.642070800000000108e-02	4.046994999999999898e-01
2.500000000000000052e-04	6.057692299999999637e-07	4.126488999999999942e+04	2.826999999999970896e+02	2.638594000000000009e-02	4.046858600000000084e-01
2.507142900000000054e-04	7.142857100000000278e-07	4.154372000000000116e+04	2.788300000000017462e+02	2.634479099999999935e-02	4.055918299999999865e-01
2.515584400000000099e-04	8.441558400000000072e-07	4.183140000000000146e+04	2.876800000000002910e+02	3.101752899999999855e-02	4.807337300000000258e-01
2.524963900000000167e-04	9.379509399999999734e-07	4.210819999999999709e+04	2.767999999999956344e+02	3.657117900000000227e-02	5.702331800000000062e-01
2.535683400000000192e-04	1.071943900000000067e-06	4.239837999999999738e+04	2.901800000000002910e+02	4.055901499999999688e-02	6.357848699999999464e-01
2.546402800000000075e-04	1.071943900000000067e-06	4.268708999999999651e+04	2.887099999999991269e+02	4.624632399999999838e-02	7.297667700000000091e-01
2.557122199999999957e-04	1.071943900000000067e-06	4.296233000000000175e+04	2.752400000000052387e+02	4.612456599999999879e-02	7.346706499999999807e-01
2.567841699999999982e-04	1.071943900000000067e-06	4.324459999999999854e+04	2.822699999999967986e+02	4.602827500000000044e-02	7.379306300000000318e-01
2.578561099999999865e-04	1.071943900000000067e-06	4.352890000000000146e+04	2.843000000000029104e+02	4.590717999999999882e-02	7.502139799999999470e-01
2.589280599999999890e-04	1.071943900000000067e-06	4.382020999999999913e+04	2.913099999999976717e+02	4.580187499999999884e-02	7.509791799999999684e-01
2.599999999999999772e-04	1.071943900000000067e-06	4.410376999999999680e+04	2.835599999999976717e+02	4.572304700000000277e-02	7.508985500000000535e-01
2.611111100000000087e-04	1.111111100000000074e-06	4.439115000000000146e+04	2.873800000000046566e+02	4.565315300000000187e-02	7.505822500000000064e-01
2.622222199999999859e-04	1.111111100000000074e-06	4.468848000000000320e+04	2.973300000000017462e+02	4.720368999999999954e-02	7.762455900000000408e-01
2.633333300000000174e-04	1.111111100000000074e-06	4.497902999999999884e+04	2.905499999999956344e+02	4.710693900000000045e-02	7.697164300000000070e-01
2.644444399999999946e-04	1.111111100000000074e-06	4.526851999999999680e+04	2.894899999999979627e+02	4.701776800000000145e-02	7.656842000000000370e-01
2.655555599999999861e-04	1.111111100000000074e-06	4.556450000000000000e+04	2.959800000000032014e+02	4.694969300000000068e-02	7.662537900000000457e-01
2.666666700000000175e-04	1.111111100000000074e-06	4.585336000000000058e+04	2.888600000000005821e+02	4.689620099999999847e-02	7.636077799999999582e-01
2.677777799999999948e-04	1.111111100000000074e-06	4.615145999999999913e+04	2.980999999999985448e+02	4.680019600000000224e-02	7.659199500000000160e-01
2.688888900000000262e-04	1.111111100000000074e-06	4.645826000000000204e+04	3.068000000000029104e+02	4.670130900000000335e-02	7.736531800000000514e-01
2.700000000000000035e-04	1.111111100000000074e-06	4.676212000000000262e+04	3.038600000000005821e+02	4.663788099999999909e-02	7.735771599999999859e-01
2.711111099999999807e-04	1.111111100000000074e-06	4.707231999999999971e+04	3.101999999999970896e+02	4.656961200000000328e-02	7.737148200000000253e-01
2.722222200000000121e-04	1.111111100000000074e-06	4.737633999999999651e+04	3.040199999999967986e+02	4.649902699999999833e-02	7.726735200000000026e-01
2.733333299999999894e-04	1.111111100000000074e-06	4.766865000000000146e+04	2.923100000000049477e+02	4.643103500000000244e-02	7.724356399999999789e-01
2.744444400000000208e-04	1.111111100000000074e-06	4.796451999999999680e+04	2.958699999999953434e+02	4.631822599999999707e-02	7.694673100000000154e-01
2.755555600000000123e-04	1.111111100000000074e-06	4.827351000000000204e+04	3.089900000000052387e+02	4.623695099999999836e-02	7.652696599999999627e-01
2.764444400000000152e-04	8.888888900000000109e-07	4.859172000000000116e+04	3.182099999999991269e+02	4.614410299999999882e-02	1.061763900000000094e+00
2.771555599999999970e-04	7.111111100000000226e-07	4.890494999999999709e+04	3.132299999999959255e+02	3.691102500000000008e-02	1.061293000000000042e+00
2.778666700000000187e-04	7.111111100000000226e-07	4.921473000000000320e+04	3.097800000000061118e+02	2.950180000000000163e-02	6.970214399999999921e-01
2.785777799999999862e-04	7.111111100000000226e-07	4.952341999999999825e+04	3.086899999999950523e+02	2.945231599999999922e-02	6.327984899999999913e-01
2.792888900000000080e-04	7.111111100000000226e-07	4.984680999999999767e+04	3.233899999999994179e+02	2.939035200000000153e-02	6.238012400000000346e-01
2.799999999999999755e-04	7.111111100000000226e-07	5.017861000000000058e+04	3.318000000000029104e+02	2.933952100000000035e-02	5.222350300000000445e-01
2.808333300000000090e-04	8.333333300000000208e-07	5.049983000000000175e+04	3.212200000000011642e+02	2.924977499999999869e-02	4.766745099999999957e-01
2.817499999999999909e-04	9.166666699999999530e-07	5.082941999999999825e+04	3.295899999999965075e+02	3.420560999999999741e-02	5.573595300000000474e-01
2.827812499999999923e-04	1.031250000000000079e-06	5.115170999999999913e+04	3.222900000000008731e+02	3.755143899999999896e-02	6.104694899999999480e-01
2.838124999999999936e-04	1.031250000000000079e-06	5.147858000000000175e+04	3.268700000000026193e+02	4.216433099999999934e-02	6.868075900000000233e-01
2.848437499999999950e-04	1.031250000000000079e-06	5.182355999999999767e+04	3.449799999999959255e+02	4.210436499999999777e-02	6.875403700000000118e-01
2.858749999999999963e-04	1.031250000000000079e-06	5.215172000000000116e+04	3.281600000000034925e+02	4.201033800000000124e-02	6.875651699999999478e-01
2.869062499999999977e-04	1.031250000000000079e-06	5.247211000000000058e+04	3.203899999999994179e+02	4.196422699999999978e-02	6.885024400000000488e-01
2.879374999999999990e-04	1.031250000000000079e-06	5.280083000000000175e+04	3.287200000000011642e+02	4.185858299999999782e-02	7.593550300000000419e-01
2.889687500000000004e-04	1.031250000000000079e-06	5.313345999999999913e+04	3.326299999999973807e+02	4.178573399999999799e-02	7.488701899999999911e-01
2.900000000000000017e-04	1.031250000000000079e-06	5.346451999999999680e+04	3.310599999999976717e+02	4.171978600000000176e-02	7.336688700000000285e-01
2.911111099999999789e-04	1.111111100000000074e-06	5.379438999999999942e+04	3.298700000000026193e+02	4.164795100000000250e-02	7.215895799999999527e-01
2.922222200000000104e-04	1.111111100000000074e-06	5.413869999999999709e+04	3.443099999999976717e+02	4.479718700000000220e-02	7.670314999999999772e-01
2.933333299999999876e-04	1.111111100000000074e-06	5.448937000000000262e+04	3.506700000000055297e+02	4.471695600000000215e-02	7.589395899999999973e-01
2.944444400000000191e-04	1.111111100000000074e-06	5.484051000000000204e+04	3.511399999999994179e+02	4.464152400000000187e-02	7.574379599999999657e-01
2.955555600000000106e-04	1.111111100000000074e-06	5.519643000000000029e+04	3.559199999999982538e+02	4.457609099999999824e-02	7.566539300000000301e-01
2.966666699999999878e-04	1.111111100000000074e-06	5.554708000000000175e+04	3.506500000000014552e+02	4.446321500000000038e-02	7.605790700000000237e-01
2.977777800000000192e-04	1.111111100000000074e-06	5.590358999999999651e+04	3.565099999999947613e+02	4.437907199999999858e-02	7.608759200000000389e-01
2.983333300000000007e-04	5.555555599999999675e-07	5.626006999999999971e+04	3.564800000000032014e+02	4.427969300000000191e-02	1.527232399999999934e+00
2.988888899999999965e-04	5.555555599999999675e-07	5.661904000000000087e+04	3.589700000000011642e+02	2.209854099999999932e-02	4.993327900000000263e-01
2.994444399999999780e-04	5.555555599999999675e-07	5.697340000000000146e+04	3.543600000000005821e+02	2.204983799999999869e-02	4.822169399999999828e-01
2.999999999999999737e-04	5.555555599999999675e-07	5.730545999999999913e+04	3.320599999999976717e+02	2.201411099999999940e-02	4.793773000000000062e-01
3.006666699999999766e-04	6.666666700000000172e-07	5.766380999999999767e+04	3.583499999999985448e+02	2.198026700000000125e-02	3.530049299999999945e-01
3.014444400000000266e-04	7.777777799999999611e-07	5.800826000000000204e+04	3.444500000000043656e+02	2.631841799999999967e-02	4.177109500000000253e-01
3.022999999999999754e-04	8.555555599999999539e-07	5.833820999999999913e+04	3.299499999999970896e+02	3.064850900000000086e-02	4.850132400000000121e-01
3.032625000000000056e-04	9.625000000000001020e-07	5.868248000000000320e+04	3.442700000000040745e+02	3.365287200000000034e-02	5.345012099999999489e-01
3.042249999999999815e-04	9.625000000000001020e-07	5.902166000000000349e+04	3.391800000000002910e+02	3.778290100000000068e-02	6.050884699999999894e-01
3.051875000000000117e-04	9.625000000000001020e-07	5.937669000000000233e+04	3.550299999999988358e+02	3.769588200000000000e-02	6.112152600000000380e-01
3.061499999999999877e-04	9.625000000000001020e-07	5.972688999999999942e+04	3.501999999999970896e+02	3.760071599999999931e-02	6.100708900000000323e-01
3.071125000000000179e-04	9.625000000000001020e-07	6.008062999999999738e+04	3.537399999999979627e+02	3.753137699999999771e-02	6.058262199999999709e-01
3.080749999999999938e-04	9.625000000000001020e-07	6.043983000000000175e+04	3.592000000000043656e+02	3.744417800000000157e-02	6.026311899999999833e-01
3.090375000000000240e-04	9.625000000000001020e-07	6.079616000000000349e+04	3.563300000000017462e+02	3.735382500000000022e-02	6.211947700000000072e-01
3.099999999999999999e-04	9.625000000000001020e-07	6.115520999999999913e+04	3.590499999999956344e+02	3.727454499999999921e-02	6.882096399999999559e-01
3.110000000000000243e-04	9.999999999999999547e-07	6.151552999999999884e+04	3.603199999999997090e+02	3.718505800000000000e-02	7.481646199999999469e-01
3.119999999999999944e-04	9.999999999999999547e-07	6.189691999999999825e+04	3.813899999999994179e+02	3.855781300000000328e-02	7.477334700000000112e-01
3.130000000000000187e-04	9.999999999999999547e-07	6.225670999999999913e+04	3.597900000000008731e+02	3.845444600000000324e-02	6.915183999999999775e-01
3.139999999999999888e-04	9.999999999999999547e-07	6.261097000000000116e+04	3.542600000000020373e+02	3.838160000000000183e-02	6.844043400000000554e-01
3.150000000000000131e-04	9.999999999999999547e-07	6.296908999999999651e+04	3.581199999999953434e+02	3.830503400000000169e-02	6.461757999999999669e-01
3.159999999999999832e-04	9.999999999999999547e-07	6.332894000000000233e+04	3.598500000000058208e+02	3.822651400000000310e-02	6.414541400000000060e-01
3.170000000000000075e-04	9.999999999999999547e-07	6.369026000000000204e+04	3.613199999999997090e+02	3.812769600000000259e-02	6.748436700000000066e-01
3.179999999999999776e-04	9.999999999999999547e-07	6.403876000000000204e+04	3.485000000000000000e+02	3.802751199999999943e-02	6.956147900000000384e-01
3.190000000000000019e-04	9.999999999999999547e-07	6.438398999999999796e+04	3.452299999999959255e+02	3.795601500000000267e-02	6.796858900000000148e-01
3.200000000000000262e-04	9.999999999999999547e-07	6.473766000000000349e+04	3.536700000000055297e+02	3.785684200000000166e-02	6.598956499999999448e-01
3.211111100000000034e-04	1.111111100000000074e-06	6.512181999999999971e+04	3.841599999999962165e+02	3.777087400000000289e-02	6.819542400000000448e-01
3.222222199999999807e-04	1.111111100000000074e-06	6.549148999999999796e+04	3.696699999999982538e+02	4.188071899999999681e-02	7.079945399999999500e-01
3.233333300000000121e-04	1.111111100000000074e-06	6.585100000000000000e+04	3.595100000000020373e+02	4.177328200000000186e-02	7.072273999999999505e-01
3.244444399999999893e-04	1.111111100000000074e-06	6.620883999999999651e+04	3.578399999999965075e+02	4.168949999999999739e-02	7.144360499999999892e-01
3.255555599999999808e-04	1.111111100000000074e-06	6.655388000000000466e+04	3.450400000000081491e+02	4.161167300000000180e-02	7.183905299999999716e-01
3.266666700000000123e-04	1.111111100000000074e-06	6.690110000000000582e+04	3.472200000000011642e+02	4.149508300000000205e-02	7.188900599999999974e-01
3.277777799999999895e-04	1.111111100000000074e-06	6.726977000000000407e+04	3.686699999999982538e+02	4.140237399999999873e-02	7.191409199999999613e-01
3.288888900000000210e-04	1.111111100000000074e-06	6.763213999999999942e+04	3.623699999999953434e+02	4.129800100000000085e-02	7.183558199999999783e-01
3.299999999999999982e-04	1.111111100000000074e-06	6.800597999999999593e+04	3.738399999999965075e+02	4.119223899999999855e-02	7.176517900000000116e-01
3.311111099999999754e-04	1.111111100000000074e-06	6.836922999999999593e+04	3.632500000000000000e+02	4.109312400000000171e-02	7.286145699999999614e-01
3.322222200000000069e-04	1.111111100000000074e-06	6.874849000000000524e+04	3.792600000000093132e+02	4.098766699999999846e-02	7.480385400000000296e-01
3.324814800000000102e-04	2.592592600000000223e-07	6.911989999999999418e+04	3.714099999999889405e+02	4.093795699999999704e-02	3.787632900000000191e+00
3.327822199999999880e-04	3.007407400000000159e-07	6.950044999999999709e+04	3.805500000000029104e+02	9.544089900000000265e-03	4.743406399999999801e-01
3.331431099999999858e-04	3.608888899999999945e-07	6.987450999999999476e+04	3.740599999999976717e+02	1.104055500000000051e-02	2.075556400000000135e-01
3.335716699999999877e-04	4.285555600000000081e-07	7.023719999999999709e+04	3.626900000000023283e+02	1.323500499999999934e-02	2.496546500000000057e-01
3.340661499999999931e-04	4.944871799999999641e-07	7.057219999999999709e+04	3.350000000000000000e+02	1.570104400000000081e-02	2.968730099999999927e-01
3.346595400000000197e-04	5.933846200000000138e-07	7.091513999999999942e+04	3.429400000000023283e+02	1.809556799999999938e-02	3.427324700000000113e-01
3.353270999999999899e-04	6.675576900000000148e-07	7.127960000000000582e+04	3.644600000000064028e+02	2.169433700000000104e-02	4.115582199999999746e-01
3.361059100000000043e-04	7.788173099999999649e-07	7.164150000000000000e+04	3.618999999999941792e+02	2.438055500000000167e-02	4.633307199999999737e-01
3.368847299999999786e-04	7.788173099999999649e-07	7.199552000000000407e+04	3.540200000000040745e+02	2.842168399999999914e-02	5.402937500000000171e-01
3.376635500000000072e-04	7.788173099999999649e-07	7.235378999999999360e+04	3.582699999999895226e+02	2.839291700000000016e-02	5.394598200000000343e-01
3.384423699999999815e-04	7.788173099999999649e-07	7.271463999999999942e+04	3.608500000000058208e+02	2.836650799999999861e-02	5.382620599999999866e-01
3.392211799999999959e-04	7.788173099999999649e-07	7.306927999999999884e+04	3.546399999999994179e+02	2.834264300000000070e-02	5.364779699999999707e-01
3.400000000000000244e-04	7.788173099999999649e-07	7.342510000000000582e+04	3.558200000000069849e+02	2.831859200000000007e-02	5.344442799999999938e-01
3.409090899999999910e-04	9.090909099999999622e-07	7.377932000000000698e+04	3.542200000000011642e+02	2.828614399999999918e-02	5.327935200000000204e-01
3.419191899999999900e-04	1.010100999999999894e-06	7.415677999999999884e+04	3.774599999999918509e+02	3.297066800000000159e-02	6.186595499999999470e-01
3.429292899999999891e-04	1.010100999999999894e-06	7.451788999999999942e+04	3.611100000000005821e+02	3.659906000000000270e-02	6.844470700000000463e-01
3.439393899999999881e-04	1.010100999999999894e-06	7.488916999999999825e+04	3.712799999999988358e+02	3.654858799999999991e-02	6.836784700000000381e-01
3.449494899999999871e-04	1.010100999999999894e-06	7.526822999999999593e+04	3.790599999999976717e+02	3.648593099999999922e-02	7.174085199999999940e-01
3.459596000000000004e-04	1.010100999999999894e-06	7.564296000000000640e+04	3.747300000000104774e+02	3.642670800000000209e-02	7.121960600000000197e-01
3.469696999999999994e-04	1.010100999999999894e-06	7.601167999999999302e+04	3.687199999999866122e+02	3.636211699999999936e-02	7.306297800000000064e-01
3.479797999999999984e-04	1.010100999999999894e-06	7.639116999999999825e+04	3.794900000000052387e+02	3.630226999999999760e-02	6.828341399999999783e-01
3.489898999999999974e-04	1.010100999999999894e-06	7.677241999999999825e+04	3.812500000000000000e+02	3.625299700000000208e-02	6.305116200000000504e-01
3.499999999999999964e-04	1.010100999999999894e-06	7.713314999999999418e+04	3.607299999999959255e+02	3.617672599999999933e-02	6.299685800000000002e-01
3.511111099999999737e-04	1.111111100000000074e-06	7.751486999999999534e+04	3.817200000000011642e+02	3.611429699999999660e-02	6.291717799999999583e-01
3.522222200000000051e-04	1.111111100000000074e-06	7.787747000000000116e+04	3.626000000000058208e+02	3.966193300000000338e-02	6.911639200000000427e-01
3.533333299999999824e-04	1.111111100000000074e-06	7.825552999999999884e+04	3.780599999999976717e+02	3.961308300000000032e-02	6.913018100000000166e-01
3.544444400000000138e-04	1.111111100000000074e-06	7.862858999999999651e+04	3.730599999999976717e+02	3.954568900000000192e-02	6.994505699999999937e-01
3.555555600000000053e-04	1.111111100000000074e-06	7.901352999999999884e+04	3.849400000000023283e+02	3.949275499999999745e-02	7.043003199999999797e-01
3.566666699999999825e-04	1.111111100000000074e-06	7.938652000000000407e+04	3.729900000000052387e+02	3.942695200000000122e-02	7.066834300000000013e-01
3.577777800000000140e-04	1.111111100000000074e-06	7.976016999999999825e+04	3.736499999999941792e+02	3.938013600000000308e-02	7.086111099999999885e-01
3.588888899999999912e-04	1.111111100000000074e-06	8.014782000000000698e+04	3.876500000000087311e+02	3.930424600000000102e-02	7.098568200000000550e-01
3.600000000000000227e-04	1.111111100000000074e-06	8.054810000000000582e+04	4.002799999999988358e+02	3.924201599999999762e-02	7.105035299999999943e-01
3.612500000000000260e-04	1.250000000000000102e-06	8.094027999999999884e+04	3.921799999999930151e+02	3.916220599999999802e-02	7.128721199999999980e-01
3.624999999999999750e-04	1.250000000000000102e-06	8.133836999999999534e+04	3.980899999999965075e+02	4.395678900000000305e-02	8.077620699999999987e-01
3.637499999999999783e-04	1.250000000000000102e-06	8.175269999999999709e+04	4.143300000000017462e+02	4.387777100000000291e-02	8.133166800000000141e-01
3.649999999999999816e-04	1.250000000000000102e-06	8.216824000000000524e+04	4.155400000000081491e+02	4.379697099999999704e-02	8.179008100000000336e-01
3.662499999999999849e-04	1.250000000000000102e-06	8.258983999999999651e+04	4.215999999999912689e+02	4.372828000000000132e-02	8.211117500000000291e-01
3.674999999999999881e-04	1.250000000000000102e-06	8.300674000000000524e+04	4.169000000000087311e+02	4.366841899999999999e-02	8.252962400000000143e-01
3.687499999999999914e-04	1.250000000000000102e-06	8.342236000000000058e+04	4.156199999999953434e+02	4.359709400000000290e-02	8.276881699999999453e-01
3.699999999999999947e-04	1.250000000000000102e-06	8.384508999999999651e+04	4.227299999999959255e+02	4.353482599999999869e-02	8.289924899999999708e-01
3.712499999999999980e-04	1.250000000000000102e-06	8.428777000000000407e+04	4.426800000000075670e+02	4.348381300000000310e-02	8.298063700000000154e-01
3.725000000000000012e-04	1.250000000000000102e-06	8.472247000000000116e+04	4.346999999999970896e+02	4.345842500000000191e-02	8.309123400000000270e-01
3.737500000000000045e-04	1.250000000000000102e-06	8.513461000000000058e+04	4.121399999999994179e+02	4.339584400000000286e-02	8.310660899999999796e-01
3.750000000000000078e-04	1.250000000000000102e-06	8.553913999999999942e+04	4.045299999999988358e+02	4.334194400000000030e-02	8.297339700000000429e-01
3.762500000000000111e-04	1.250000000000000102e-06	8.595986000000000058e+04	4.207200000000011642e+02	4.328978299999999835e-02	8.299150100000000085e-01
3.775000000000000144e-04	1.250000000000000102e-06	8.639208999999999651e+04	4.322299999999959255e+02	4.321556399999999798e-02	8.316813100000000070e-01
3.787500000000000176e-04	1.250000000000000102e-06	8.682053999999999360e+04	4.284499999999970896e+02	4.314977700000000027e-02	8.344223299999999899e-01
3.800000000000000209e-04	1.250000000000000102e-06	8.724996000000000640e+04	4.294200000000128057e+02	4.311235699999999699e-02	8.386263400000000257e-01
3.812500000000000242e-04	1.250000000000000102e-06	8.769642999999999302e+04	4.464699999999866122e+02	4.304632800000000176e-02	8.455588499999999730e-01
3.824999999999999733e-04	1.250000000000000102e-06	8.813308000000000175e+04	4.366500000000087311e+02	4.298850800000000166e-02	8.737116400000000116e-01
3.837499999999999765e-04	1.250000000000000102e-06	8.857139999999999418e+04	4.383199999999924330e+02	4.294288200000000166e-02	8.767230599999999985e-01
3.849999999999999798e-04	1.250000000000000102e-06	8.902947000000000116e+04	4.580700000000069849e+02	4.288618300000000133e-02	8.727544600000000097e-01
3.862499999999999831e-04	1.250000000000000102e-06	8.948547999999999593e+04	4.560099999999947613e+02	4.282981500000000025e-02	8.557961899999999567e-01
3.874999999999999864e-04	1.250000000000000102e-06	8.991894000000000233e+04	4.334600000000064028e+02	4.276868400000000126e-02	8.542015800000000159e-01
3.883333300000000200e-04	8.333333300000000208e-07	9.036208999999999651e+04	4.431499999999941792e+02	4.273248200000000219e-02	9.337626700000000168e-01
3.891666700000000136e-04	8.333333300000000208e-07	9.083652000000000407e+04	4.744300000000075670e+02	2.844907099999999939e-02	6.289448300000000103e-01
3.899999999999999929e-04	8.333333300000000208e-07	9.128980000000000291e+04	4.532799999999988358e+02	2.839624400000000104e-02	5.928686899999999760e-01
3.909090900000000137e-04	9.090909099999999622e-07	9.174013000000000466e+04	4.503300000000017462e+02	2.836638899999999880e-02	5.643828300000000020e-01
3.919191900000000128e-04	1.010100999999999894e-06	9.217369000000000233e+04	4.335599999999976717e+02	3.091165699999999864e-02	6.120682600000000306e-01
3.929292900000000118e-04	1.010100999999999894e-06	9.261719999999999709e+04	4.435099999999947613e+02	3.429409700000000255e-02	6.831536999999999749e-01
3.939393900000000108e-04	1.010100999999999894e-06	9.303905000000000291e+04	4.218500000000058208e+02	3.424255699999999986e-02	6.845951099999999512e-01
3.949494900000000098e-04	1.010100999999999894e-06	9.348628999999999360e+04	4.472399999999906868e+02	3.420396600000000231e-02	6.873034399999999877e-01
3.959596000000000231e-04	1.010100999999999894e-06	9.391341000000000349e+04	4.271200000000098953e+02	3.415510199999999968e-02	6.746018200000000187e-01
3.969697000000000221e-04	1.010100999999999894e-06	9.434024000000000524e+04	4.268300000000017462e+02	3.410391200000000012e-02	6.677880800000000061e-01
3.979798000000000211e-04	1.010100999999999894e-06	9.477572999999999593e+04	4.354899999999906868e+02	3.406610100000000141e-02	6.687139399999999512e-01
3.989899000000000201e-04	1.010100999999999894e-06	9.519041999999999825e+04	4.146900000000023283e+02	3.401875099999999985e-02	6.707706500000000238e-01
4.000000000000000192e-04	1.010100999999999894e-06	9.562658000000000175e+04	4.361600000000034925e+02	3.396697800000000184e-02	6.734085199999999549e-01
4.011111099999999964e-04	1.111111100000000074e-06	9.607328999999999360e+04	4.467099999999918509e+02	3.391352899999999781e-02	6.746272700000000011e-01
4.022222199999999736e-04	1.111111100000000074e-06	9.652277999999999884e+04	4.494900000000052387e+02	3.726690500000000295e-02	7.316391700000000053e-01
4.033333300000000051e-04	1.111111100000000074e-06	9.696946000000000640e+04	4.466800000000075670e+02	3.721713199999999999e-02	7.238400299999999676e-01
4.044444399999999823e-04	1.111111100000000074e-06	9.742177999999999884e+04	4.523199999999924330e+02	3.716418700000000130e-02	7.230334999999999956e-01
