t,	etaU
0,	63.1457
0.332945,	50.529
0.66589,	31.6548
0.998835,	18.5004
1.33178,	18.5004
1.66472,	31.6548
1.99767,	50.529
2.33061,	63.1457
2.66356,	63.0326
2.9965,	54.368
3.32945,	42.7288
3.66239,	31.5918
3.99534,	22.7787
4.32828,	16.3314
4.66123,	13.0194
4.99417,	12.1066
5.32712,	10.4979
5.66006,	8.55931
5.99301,	8.39345
6.32595,	11.0837
6.6589,	17.4172
6.99184,	27.2615
7.32479,	35.2075
7.65773,	36.088
7.99068,	31.0853
8.32362,	24.8282
8.65657,	20.7507
8.98951,	19.0447
9.32246,	17.5036
9.6554,	19.8633
9.98835,	29.0879
10.3213,	39.3397
10.6542,	42.6217
10.9872,	36.7879
11.3201,	27.7942
11.6531,	24.8222
11.986,	32.8146
12.319,	45.0929
12.6519,	50.5265
12.9849,	46.3041
13.3178,	39.3419
13.6507,	35.9459
13.9837,	35.8499
14.3166,	32.0066
14.6496,	24.5771
14.9825,	21.5584
15.3155,	23.7597
15.6484,	24.9447
15.9814,	21.4857
16.3143,	18.5157
16.6472,	23.07
16.9802,	34.9906
17.3131,	46.3265
17.6461,	50.6487
17.979,	47.0584
18.312,	38.317
18.6449,	28.2304
18.9779,	19.4762
19.3108,	13.3073
19.6437,	10.4178
19.9767,	9.72005
20.3096,	10.2549
20.6426,	15.0903
20.9755,	23.6537
21.3085,	30.1517
21.6414,	31.6441
21.9744,	30.9437
22.3073,	31.9401
22.6403,	37.0183
22.9732,	43.8988
23.3061,	46.5728
23.6391,	43.746
23.972,	37.8828
24.305,	33.2992
24.6379,	33.351
24.9709,	34.1784
25.3038,	29.0202
25.6368,	20.9676
25.9697,	17.6674
26.3026,	19.8233
26.6356,	24.4187
26.9685,	27.6315
27.3015,	27.0132
27.6344,	24.2103
27.9674,	21.2289
28.3003,	20.3207
28.6333,	22.9879
28.9662,	25.4649
29.2992,	25.3178
29.6321,	24.1768
29.965,	22.3427
30.298,	20.0489
30.6309,	20.6717
30.9639,	32.1462
31.2968,	51.7368
31.6298,	63.8704
31.9627,	58.6166
32.2957,	41.8698
32.6286,	29.3504
32.9615,	27.0817
33.2945,	29.0745
33.6274,	29.2832
33.9604,	29.7767
34.2933,	33.1949
34.6263,	35.4998
34.9592,	36.9234
35.2922,	42.4979
35.6251,	48.3911
35.958,	48.9758
36.291,	44.2587
36.6239,	37.4849
36.9569,	34.0667
37.2898,	33.5794
37.6228,	30.9989
37.9557,	25.1611
38.2887,	21.1545
38.6216,	25.1809
38.9546,	35.5038
39.2875,	43.2874
39.6204,	44.5915
39.9534,	43.9905
40.2863,	46.9528
40.6193,	53.8662
40.9522,	57.8861
41.2852,	58.7202
41.6181,	60.2714
41.9511,	59.5299
42.284,	52.7246
42.6169,	44.0648
42.9499,	40.4587
43.2828,	42.2732
43.6158,	43.4989
43.9487,	39.7293
44.2817,	32.4279
44.6146,	26.9775
44.9476,	28.3551
45.2805,	36.5646
45.6135,	49.3092
45.9464,	58.5897
46.2793,	64.3273
46.6123,	67.9739
46.9452,	66.9319
47.2782,	60.3568
47.6111,	51.2936
47.9441,	46.5244
48.277,	47.9958
48.61,	47.7574
48.9429,	41.6441
49.2758,	35.1235
49.6088,	34.2294
49.9417,	40.7468
50.2747,	45.5494
50.6076,	44.1981
50.9406,	40.5573
51.2735,	36.9536
51.6065,	33.9538
51.9394,	31.042
52.2723,	28.7468
52.6053,	33.2546
52.9382,	45.9346
53.2712,	56.0589
53.6041,	54.222
53.9371,	42.096
54.27,	28.9433
54.603,	25.0993
54.9359,	33.0088
55.2689,	42.2902
55.6018,	44.6376
55.9347,	39.6196
56.2677,	28.703
56.6006,	19.4155
56.9336,	16.16
57.2665,	14.7144
57.5995,	15.8004
57.9324,	19.3661
58.2654,	25.8428
58.5983,	35.2103
58.9312,	41.0537
59.2642,	39.3373
59.5971,	31.7171
59.9301,	22.9662
60.263,	18.4888
60.596,	17.2081
60.9289,	15.8355
61.2619,	15.8284
61.5948,	19.8325
61.9278,	27.1451
62.2607,	36.6198
62.5936,	46.1971
62.9266,	49.2801
63.2595,	43.9647
63.5925,	37.428
63.9254,	37.5551
64.2584,	47.9124
64.5913,	59.1396
64.9243,	57.6922
65.2572,	48.9473
65.5901,	46.8007
65.9231,	52.586
66.256,	58.5765
66.589,	58.0058
66.9219,	52.014
67.2549,	48.0037
67.5878,	44.8296
67.9208,	38.2455
68.2537,	34.3877
68.5866,	37.2776
68.9196,	43.0802
69.2525,	51.7397
69.5855,	60.4155
69.9184,	65.8599
70.2514,	71.94
70.5843,	80.9863
70.9173,	89.4682
71.2502,	93.9733
71.5832,	88.5164
71.9161,	75.8126
72.249,	65.8305
72.582,	58.7017
72.9149,	48.7016
73.2479,	37.2785
73.5808,	30.4888
73.9138,	28.6681
74.2467,	30.578
74.5797,	34.3561
74.9126,	37.0476
75.2455,	37.2845
75.5785,	34.9445
75.9114,	32.8429
76.2444,	37.9964
76.5773,	46.9904
76.9103,	49.509
77.2432,	47.8948
77.5762,	50.9386
77.9091,	64.3264
78.2421,	83.2922
78.575,	97.3052
78.9079,	100
79.2409,	92.3546
79.5738,	78.9646
79.9068,	61.8453
80.2397,	44.5348
80.5727,	38.1381
80.9056,	44.1563
81.2386,	51.0745
81.5715,	50.9117
81.9044,	40.5707
82.2374,	30.1531
82.5703,	30.0892
82.9033,	34.1196
83.2362,	37.9106
83.5692,	43.7403
83.9021,	49.6424
84.2351,	52.3123
84.568,	46.5854
84.9009,	37.8776
85.2339,	38.648
85.5668,	46.0549
85.8998,	51.896
86.2327,	53.1229
86.5657,	49.0739
86.8986,	43.2738
87.2316,	36.4638
87.5645,	29.772
87.8975,	28.8761
88.2304,	33.5742
88.5633,	36.4803
88.8963,	33.3913
89.2292,	28.3626
89.5622,	29.5581
