t,	etaU
0,	31.8769
0.332945,	25.6069
0.66589,	19.2141
0.998835,	13.9302
1.33178,	13.9302
1.66472,	19.2141
1.99767,	25.6069
2.33061,	31.8769
2.66356,	37.531
2.9965,	38.6484
3.32945,	35.7833
3.66239,	37.9642
3.99534,	49.35
4.32828,	64.6802
4.66123,	71.6544
4.99417,	65.677
5.32712,	58.7052
5.66006,	56.8587
5.99301,	55.6725
6.32595,	50.7898
6.6589,	41.5026
6.99184,	31.5107
7.32479,	26.2742
7.65773,	28.4037
7.99068,	40.9705
8.32362,	55.3179
8.65657,	58.4697
8.98951,	51.4708
9.32246,	43.238
9.6554,	40.4138
9.98835,	43.1595
10.3213,	43.9145
10.6542,	39.6034
10.9872,	36.854
11.3201,	35.9316
11.6531,	34.2508
11.986,	32.5125
12.319,	28.7411
12.6519,	23.8143
12.9849,	23.4405
13.3178,	25.9578
13.6507,	28.7251
13.9837,	30.8676
14.3166,	31.1761
14.6496,	32.452
14.9825,	37.0845
15.3155,	43.0192
15.6484,	47.6316
15.9814,	49.5456
16.3143,	46.6424
16.6472,	37.8625
16.9802,	26.8858
17.3131,	21.835
17.6461,	25.0332
17.979,	35.0262
18.312,	47.5183
18.6449,	56.3541
18.9779,	57.934
19.3108,	53.5876
19.6437,	46.2794
19.9767,	39.6192
20.3096,	34.1319
20.6426,	28.7881
20.9755,	27.4476
21.3085,	35.812
21.6414,	50.4828
21.9744,	58.3671
22.3073,	51.7908
22.6403,	35.2763
22.9732,	20.0515
23.3061,	12.629
23.6391,	10.938
23.972,	10.6078
24.305,	12.5673
24.6379,	17.3438
24.9709,	21.6739
25.3038,	24.0454
25.6368,	27.5896
25.9697,	32.3489
26.3026,	34.1562
26.6356,	32.687
26.9685,	31.2753
27.3015,	34.0946
27.6344,	42.5763
27.9674,	50.9261
28.3003,	54.232
28.6333,	53.2192
28.9662,	48.8811
29.2992,	44.1567
29.6321,	45.7915
29.965,	52.4619
30.298,	54.3566
30.6309,	49.3463
30.9639,	42.8322
31.2968,	39.5397
31.6298,	42.0191
31.9627,	43.2844
32.2957,	39.8569
32.6286,	39.2843
32.9615,	43.0074
33.2945,	45.6188
33.6274,	43.5728
33.9604,	39.2858
34.2933,	36.6548
34.6263,	36.1266
34.9592,	34.6796
35.2922,	33.5067
35.6251,	36.8035
35.958,	43.4491
36.291,	45.208
36.6239,	38.6645
36.9569,	28.9931
37.2898,	23.2137
37.6228,	21.5896
37.9557,	20.4616
38.2887,	21.4153
38.6216,	26.711
38.9546,	36.0077
39.2875,	43.4135
39.6204,	46.0189
39.9534,	44.9188
40.2863,	40.7168
40.6193,	34.7913
40.9522,	28.5764
41.2852,	26.6903
41.6181,	30.8205
41.9511,	33.5273
42.284,	34.2625
42.6169,	38.6886
42.9499,	44.7753
43.2828,	48.6391
43.6158,	45.348
43.9487,	36.5484
44.2817,	33.1267
44.6146,	35.791
44.9476,	40.8916
45.2805,	48.7792
45.6135,	58.44
45.9464,	66.9383
46.2793,	73.7054
46.6123,	75.9406
46.9452,	72.2777
47.2782,	64.2664
47.6111,	54.7442
47.9441,	51.0391
48.277,	54.4017
48.61,	60.8879
48.9429,	67.6337
49.2758,	73.1858
49.6088,	75.3249
49.9417,	70.3993
50.2747,	56.9949
50.6076,	41.6063
50.9406,	32.1004
51.2735,	31.8366
51.6065,	37.4633
51.9394,	44.3613
52.2723,	50.6687
52.6053,	51.5459
52.9382,	46.0694
53.2712,	36.9313
53.6041,	26.9797
53.9371,	21.5904
54.27,	20.2179
54.603,	21.5935
54.9359,	29.1086
55.2689,	42.0317
55.6018,	55.3487
55.9347,	63.7634
56.2677,	61.9713
56.6006,	53.881
56.9336,	52.3762
57.2665,	59.8276
57.5995,	65.3752
57.9324,	63.5087
58.2654,	61.014
58.5983,	64.7746
58.9312,	70.4546
59.2642,	66.3185
59.5971,	50.6655
59.9301,	38.512
60.263,	37.1986
60.596,	38.2713
60.9289,	39.769
61.2619,	43.8934
61.5948,	46.6248
61.9278,	43.6204
62.2607,	36.248
62.5936,	32.9927
62.9266,	42.4808
63.2595,	59.1124
63.5925,	67.6742
63.9254,	63.5253
64.2584,	54.194
64.5913,	49.1416
64.9243,	50.2706
65.2572,	51.4082
65.5901,	48.7671
65.9231,	46.3342
66.256,	50.7127
66.589,	60.2207
66.9219,	65.5177
67.2549,	62.965
67.5878,	53.807
67.9208,	45.395
68.2537,	45.3295
68.5866,	49.3087
68.9196,	51.1853
69.2525,	51.416
69.5855,	54.0172
69.9184,	61.3948
70.2514,	66.3662
70.5843,	71.1184
70.9173,	79.2767
71.2502,	81.5114
71.5832,	78.9634
71.9161,	74.7086
72.249,	70.7964
72.582,	72.6082
72.9149,	72.5321
73.2479,	64.1386
73.5808,	56.7483
73.9138,	51.307
74.2467,	46.3028
74.5797,	46.3419
74.9126,	50.7946
75.2455,	53.8508
75.5785,	54.1524
75.9114,	57.3095
76.2444,	66.404
76.5773,	74.3041
76.9103,	69.1603
77.2432,	52.8424
77.5762,	39.5986
77.9091,	36.3901
78.2421,	42.2963
78.575,	48.7015
78.9079,	46.499
79.2409,	38.0895
79.5738,	28.8297
79.9068,	25.1289
80.2397,	33.9051
80.5727,	55.555
80.9056,	82.6638
81.2386,	100
81.5715,	98.3994
81.9044,	80.4752
82.2374,	55.6842
82.5703,	37.3282
82.9033,	30.2718
83.2362,	31.0224
83.5692,	38.1853
83.9021,	49.2657
84.2351,	59.7749
84.568,	66.0853
84.9009,	64.516
85.2339,	57.2962
85.5668,	48.834
85.8998,	43.5369
86.2327,	43.6541
86.5657,	44.1136
86.8986,	40.5821
87.2316,	36.4613
87.5645,	36.1965
87.8975,	39.9119
88.2304,	42.7658
88.5633,	40.9673
88.8963,	38.3299
89.2292,	37.6685
89.5622,	38.3468
89.8951,	38.7424
90.2281,	38.8818
90.561,	40.8763
90.894,	41.6944
91.2269,	38.6451
91.5598,	33.8261
91.8928,	28.8206
92.2257,	24.2841
92.5587,	22.5461
92.8916,	28.4543
93.2246,	39.6163
93.5575,	46.3307
93.8905,	44.6479
94.2234,	36.3834
94.5564,	29.2314
94.8893,	29.5513
95.2222,	32.8931
95.5552,	38.6878
95.8881,	50.3804
96.2211,	63.1567
96.554,	70.0753
96.887,	63.4845
97.2199,	45.9025
97.5529,	30.8386
97.8858,	24.4328
98.2187,	26.7911
98.5517,	33.9545
98.8846,	39.558
99.2176,	40.9436
99.5505,	41.6291
99.8835,	43.9315
100.216,	45.4666
100.549,	41.2324
100.882,	29.7187
101.215,	20.6102
101.548,	23.8097
101.881,	32.9371
102.214,	37.2909
102.547,	35.6227
102.88,	30.5092
103.213,	29.4858
103.546,	33.6066
103.879,	36.0864
104.212,	39.2235
104.545,	47.3276
104.878,	56.4776
105.211,	60.1237
105.544,	52.2118
105.876,	38.3995
106.209,	31.6224
106.542,	34.5075
106.875,	39.8879
107.208,	39.7845
107.541,	35.4439
107.874,	32.6856
108.207,	32.8186
108.54,	34.4562
108.873,	34.1205
109.206,	33.097
109.539,	34.7635
109.872,	37.0165
