t,	etaU
0,	53.2729
0.332945,	48.1069
0.66589,	38.5244
0.998835,	31.6251
1.33178,	31.6251
1.66472,	38.5244
1.99767,	48.1069
2.33061,	53.2729
2.66356,	51.1518
2.9965,	45.0569
3.32945,	36.9022
3.66239,	28.4116
3.99534,	22.2306
4.32828,	18.4676
4.66123,	16.4068
4.99417,	15.2308
5.32712,	14.5083
5.66006,	17.721
5.99301,	24.2609
6.32595,	29.94
6.6589,	31.1885
6.99184,	27.4159
7.32479,	23.4374
7.65773,	21.4924
7.99068,	18.7085
8.32362,	15.1983
8.65657,	12.9531
8.98951,	13.125
9.32246,	15.6525
9.6554,	21.2896
9.98835,	30.1103
10.3213,	36.6526
10.6542,	37.8164
10.9872,	33.0557
11.3201,	23.8899
11.6531,	18.0752
11.986,	20.5301
12.319,	28.6339
12.6519,	38.9133
12.9849,	44.702
13.3178,	41.0934
13.6507,	31.2116
13.9837,	20.768
14.3166,	13.6324
14.6496,	11.7699
14.9825,	13.5199
15.3155,	14.6139
15.6484,	12.7923
15.9814,	13.1118
16.3143,	19.6958
16.6472,	28.1356
16.9802,	32.4628
17.3131,	28.8996
17.6461,	19.9945
17.979,	12.9803
18.312,	11.2708
18.6449,	15.0749
18.9779,	22.4967
19.3108,	27.4677
19.6437,	25.7855
19.9767,	20.0855
20.3096,	16.8972
20.6426,	20.4408
20.9755,	31.3286
21.3085,	42.6885
21.6414,	44.9753
21.9744,	37.5563
22.3073,	26.148
22.6403,	19.4276
22.9732,	23.5778
23.3061,	32.6038
23.6391,	38.6373
23.972,	39.3446
24.305,	34.5453
24.6379,	31.9222
24.9709,	36.2003
25.3038,	41.6112
25.6368,	42.2491
25.9697,	37.6019
26.3026,	32.4637
26.6356,	34.6882
26.9685,	42.3809
27.3015,	46.1603
27.6344,	41.4417
27.9674,	31.134
28.3003,	24.247
28.6333,	25.1769
28.9662,	27.743
29.2992,	23.9548
29.6321,	15.539
29.965,	11.758
30.298,	17.4999
30.6309,	25.5092
30.9639,	26.9644
31.2968,	21.4641
31.6298,	15.9546
31.9627,	17.9214
32.2957,	25.4241
32.6286,	30.3641
32.9615,	33.191
33.2945,	37.2002
33.6274,	40.6917
33.9604,	41.1806
34.2933,	38.2194
34.6263,	34.4545
34.9592,	32.6338
35.2922,	29.1034
35.6251,	21.7962
35.958,	16.0484
36.291,	16.4303
36.6239,	22.2681
36.9569,	27.4586
37.2898,	29.1199
37.6228,	28.2837
37.9557,	29.0206
38.2887,	36.8137
38.6216,	48.8061
38.9546,	55.5648
39.2875,	52.7368
39.6204,	42.0853
39.9534,	31.7598
40.2863,	28.6694
40.6193,	31.0384
40.9522,	33.8497
41.2852,	33.0279
41.6181,	33.0405
41.9511,	39.7537
42.284,	50.2858
42.6169,	59.6262
42.9499,	60.9635
43.2828,	52.0807
43.6158,	42.0448
43.9487,	34.952
44.2817,	31.0621
44.6146,	31.3392
44.9476,	30.2974
45.2805,	24.8213
45.6135,	19.8808
45.9464,	18.8564
46.2793,	22.497
46.6123,	27.3174
46.9452,	29.1364
47.2782,	29.1955
47.6111,	28.4716
47.9441,	25.3922
48.277,	20.3018
48.61,	16.5803
48.9429,	16.6823
49.2758,	19.7601
49.6088,	21.2544
49.9417,	18.9477
50.2747,	17.5915
50.6076,	21.6563
50.9406,	28
51.2735,	32.8051
51.6065,	34.0547
51.9394,	32.053
52.2723,	32.3091
52.6053,	34.3931
52.9382,	33.13
53.2712,	31.978
53.6041,	34.3196
53.9371,	38.0224
54.27,	46.0261
54.603,	57.0861
54.9359,	66.4242
55.2689,	70.0791
55.6018,	61.5856
55.9347,	44.0016
56.2677,	29.286
56.6006,	22.8916
56.9336,	23.5911
57.2665,	27.1727
57.5995,	29.8301
57.9324,	34.4884
58.2654,	40.8017
58.5983,	45.48
58.9312,	46.7706
59.2642,	47.176
59.5971,	49.1341
59.9301,	52.7443
60.263,	52.7071
60.596,	44.597
60.9289,	32.9055
61.2619,	26.3725
61.5948,	26.8912
61.9278,	29.8443
62.2607,	31.5642
62.5936,	30.4371
62.9266,	32.8445
63.2595,	41.375
63.5925,	46.6583
63.9254,	41.7608
64.2584,	38.6326
64.5913,	45.65
64.9243,	63.5621
65.2572,	82.9038
65.5901,	88.8915
65.9231,	82.355
66.256,	70.06
66.589,	53.979
66.9219,	41.052
67.2549,	35.5283
67.5878,	33.2592
67.9208,	30.1408
68.2537,	26.4828
68.5866,	32.8036
68.9196,	52.2387
69.2525,	79.9393
69.5855,	100
69.9184,	98.9642
70.2514,	83.6889
70.5843,	64.831
70.9173,	54.6876
71.2502,	57.4587
71.5832,	60.2735
71.9161,	56.8115
72.249,	49.9794
72.582,	46.084
72.9149,	52.0181
73.2479,	58.3548
73.5808,	56.1979
73.9138,	47.1422
74.2467,	37.5662
74.5797,	37.12
74.9126,	43.8177
75.2455,	51.2821
75.5785,	56.3994
75.9114,	55.0531
76.2444,	46.9902
76.5773,	36.3243
76.9103,	32.8429
77.2432,	44.4246
77.5762,	61.2177
77.9091,	68.5306
78.2421,	60.4726
78.575,	41.9309
78.9079,	26.0573
79.2409,	21.5142
79.5738,	30.6374
79.9068,	47.0399
80.2397,	55.1344
80.5727,	46.7182
80.9056,	29.7625
81.2386,	18.2866
81.5715,	18.2614
81.9044,	24.1439
82.2374,	28.6874
82.5703,	29.5554
82.9033,	27.2307
83.2362,	24.8358
83.5692,	24.556
83.9021,	29.4478
84.2351,	36.9298
84.568,	39.7218
84.9009,	35.9143
85.2339,	27.9753
85.5668,	19.6242
85.8998,	18.644
86.2327,	26.3081
86.5657,	35.8502
86.8986,	43.1227
87.2316,	45.0383
87.5645,	41.8748
87.8975,	37.7659
88.2304,	34.1208
88.5633,	29.0742
88.8963,	25.1764
89.2292,	24.9314
89.5622,	29.8465
89.8951,	40.2291
90.2281,	50.7152
90.561,	54.8209
90.894,	50.3031
91.2269,	40.8912
91.5598,	33.5478
91.8928,	30.5055
92.2257,	29.1141
92.5587,	28.1055
92.8916,	26.8862
93.2246,	25.4577
93.5575,	22.0826
93.8905,	15.227
94.2234,	8.18951
94.5564,	7.70432
94.8893,	15.2033
95.2222,	26.768
95.5552,	36.3221
95.8881,	39.1084
96.2211,	36.0743
96.554,	30.2538
96.887,	25.3414
97.2199,	23.504
97.5529,	24.1284
97.8858,	25.8161
98.2187,	26.9796
98.5517,	26.3775
98.8846,	24.5935
99.2176,	20.6469
99.5505,	17.0593
99.8835,	17.1729
100.216,	23.6242
100.549,	35.193
100.882,	42.3217
101.215,	39.0938
101.548,	28.0158
101.881,	15.3252
102.214,	9.35437
102.547,	12.6433
102.88,	19.703
103.213,	25.6112
103.546,	28.3393
103.879,	28.6011
104.212,	26.7512
104.545,	22.4929
104.878,	17.13
105.211,	14.0486
105.544,	15.6304
105.876,	20.4731
106.209,	24.205
106.542,	23.3213
106.875,	19.7498
107.208,	16.9047
107.541,	17.5189
107.874,	22.4026
108.207,	27.0895
108.54,	26.7305
108.873,	23.3141
109.206,	19.7422
109.539,	18.3496
109.872,	19.6543
110.205,	19.723
110.538,	16.5822
110.871,	12.2541
111.204,	9.96468
111.537,	12.0618
111.869,	17.0501
112.202,	19.2666
112.535,	16.8998
112.868,	12.845
113.201,	11.7375
113.534,	14.8816
113.867,	18.9628
114.2,	20.3171
114.533,	18.8661
114.866,	17.8403
115.199,	19.0051
115.532,	20.0361
115.865,	19.4457
116.198,	18.6819
116.531,	19.1071
116.864,	20.4111
117.197,	20.0917
117.53,	17.072
117.862,	13.5337
118.195,	11.3301
