u_div,U:0,U:1,U:2,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,vtkOriginalIndices,__vtkIsSelected__
-0.332507,-1.66253,-0.0358841,0.0808802,1,0.0150036,0.0222536,0,0.125,153,0
-0.333321,-1.6666,-0.0339254,0.0820979,1,0.0151017,0.0223517,0,0.125,154,0
-0.33408,-1.6704,-0.031984,0.0832676,1,0.0151998,0.0224498,0,0.125,155,0
-0.334153,-1.67076,-0.0298922,0.0838851,1,0.0152978,0.0225478,0,0.125,156,0
-0.334226,-1.67113,-0.0278004,0.0845027,1,0.0153959,0.0226459,0,0.125,157,0
-0.334299,-1.67149,-0.0257086,0.0851203,1,0.015494,0.022744,0,0.125,158,0
-0.334372,-1.67186,-0.0236168,0.0857378,1,0.015592,0.022842,0,0.125,159,0
-0.334445,-1.67223,-0.021525,0.0863554,1,0.0156901,0.0229401,0,0.125,160,0
-0.334153,-1.67076,-0.0194863,0.086723,1,0.0157881,0.0230381,0,0.125,161,0
-0.333453,-1.66726,-0.0174578,0.0868186,1,0.0158862,0.0231362,0,0.125,162,0
-0.332752,-1.66376,-0.0154292,0.0869143,1,0.0159843,0.0232343,0,0.125,163,0
-0.332052,-1.66026,-0.0134006,0.08701,1,0.0160823,0.0233323,0,0.125,164,0
-0.331352,-1.65676,-0.011372,0.0871057,1,0.0161804,0.0234304,0,0.125,165,0
-0.330652,-1.65326,-0.00934339,0.0872013,1,0.0162785,0.0235285,0,0.125,166,0
-0.329281,-1.64641,-0.00742663,0.0870936,1,0.0163765,0.0236265,0,0.125,167,0
-0.327812,-1.63906,-0.0055038,0.0869596,1,0.0164746,0.0237246,0,0.125,168,0
-0.326343,-1.63171,-0.00358097,0.0868256,1,0.0165726,0.0238226,0,0.125,169,0
-0.324874,-1.62437,-0.00165814,0.0866916,1,0.0166707,0.0239207,0,0.125,170,0
-0.323405,-1.61702,0.000264732,0.0865577,1,0.0167688,0.0240188,0,0.125,171,0
-0.321731,-1.60865,0.00210989,0.0864076,1,0.0168668,0.0241168,0,0.125,172,0
-0.319516,-1.59758,0.00380683,0.0862243,1,0.0169649,0.0242149,0,0.125,173,0
-0.3173,-1.5865,0.00550377,0.086041,1,0.017063,0.024313,0,0.125,174,0
-0.315085,-1.57543,0.00720071,0.0858577,1,0.017161,0.024411,0,0.125,175,0
-0.31287,-1.56435,0.00889765,0.0856744,1,0.0172591,0.0245091,0,0.125,176,0
-0.310655,-1.55327,0.0105946,0.085491,1,0.0173572,0.0246072,0,0.125,177,0
-0.307961,-1.53981,0.0119899,0.0851894,1,0.0174552,0.0247052,0,0.125,178,0
