x	k
0.5478013753890991 0.003205940593034029
0.6497775912284851 0.006746536120772362
0.7517538070678711 0.01034753024578094
0.8537300825119019 0.01532394997775555
0.9557062983512878 0.02205892279744148
1.057682514190674 0.03154579550027847
1.159658789634705 0.04430932179093361
1.261634945869446 0.0600820928812027
1.363611221313477 0.07903671264648438
1.465587496757507 0.1007405444979668
1.567563652992249 0.1290781199932098
1.669539928436279 0.1642562747001648
1.77151620388031 0.1983778327703476
1.873492479324341 0.2284024357795715
1.975468754768372 0.2538782358169556
2.077444791793823 0.2718643546104431
2.179421186447144 0.2810323238372803
2.281397342681885 0.2834032475948334
2.383373498916626 0.2815643846988678
2.485349893569946 0.2774004936218262
2.587326049804688 0.2707788348197937
2.689302206039429 0.2624307572841644
2.791278600692749 0.2524887919425964
2.893254518508911 0.2411300987005234
2.995230913162231 0.2310356199741364
3.097207069396973 0.2222080528736115
3.199183464050293 0.2133715450763702
3.301159620285034 0.2056812196969986
3.403136014938354 0.1993878036737442
3.505112171173096 0.194234773516655
3.607088327407837 0.1897326707839966
3.709064722061157 0.1850915551185608
3.811040639877319 0.1805441975593567
3.91301703453064 0.1761713474988937
4.014993190765381 0.1720471978187561
4.116969585418701 0.1684332638978958
4.218945503234863 0.1656659543514252
4.320921897888184 0.1626778542995453
4.422898292541504 0.1593154966831207
4.524874210357666 0.1563333570957184
4.626851081848145 0.1533806324005127
4.728826999664307 0.1506200432777405
4.830802917480469 0.1484460830688477
4.932779312133789 0.1467378884553909
5.034755229949951 0.1449451297521591
5.13673210144043 0.1430034786462784
5.238708019256592 0.140885591506958
5.340684413909912 0.1387448459863663
5.442660331726074 0.136698305606842
5.544636726379395 0.1345004141330719
5.646613121032715 0.132131040096283
5.748589038848877 0.1301896423101425
5.850565433502197 0.1284004747867584
5.952541828155518 0.1265018135309219
6.054518222808838 0.1248869448900223
6.156494140625 0.1234661713242531
6.258470058441162 0.1219861060380936
6.360445976257324 0.1207529082894325
6.462423324584961 0.1200345009565353
6.564399242401123 0.1190907433629036
6.666375160217285 0.1183288395404816
6.768351554870605 0.1186345592141151
6.870327949523926 0.1214762032032013
7 0.1279492974281311
