"k","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.13536,1,0.068452,0.060356,0,0.125
0.13505,1,0.068565,0.060469,0,0.125
0.13474,1,0.068678,0.060583,0,0.125
0.13442,1,0.068792,0.060696,0,0.125
0.13411,1,0.068905,0.060809,0,0.125
0.1338,1,0.069018,0.060923,0,0.125
0.13349,1,0.069132,0.061036,0,0.125
0.13319,1,0.069245,0.061149,0,0.125
0.13288,1,0.069358,0.061263,0,0.125
0.13259,1,0.069472,0.061376,0,0.125
0.1323,1,0.069585,0.061489,0,0.125
0.13201,1,0.069698,0.061603,0,0.125
0.13172,1,0.069812,0.061716,0,0.125
0.13144,1,0.069925,0.061829,0,0.125
0.13115,1,0.070038,0.061943,0,0.125
0.13087,1,0.070152,0.062056,0,0.125
0.13059,1,0.070265,0.062169,0,0.125
0.13031,1,0.070378,0.062283,0,0.125
0.13003,1,0.070492,0.062396,0,0.125
0.12975,1,0.070605,0.062509,0,0.125
0.12947,1,0.070718,0.062623,0,0.125
0.12919,1,0.070832,0.062736,0,0.125
0.12892,1,0.070945,0.062849,0,0.125
0.12864,1,0.071058,0.062963,0,0.125
0.12837,1,0.071172,0.063076,0,0.125
0.12811,1,0.071285,0.063189,0,0.125
0.12784,1,0.071398,0.063303,0,0.125
0.12758,1,0.071512,0.063416,0,0.125
0.12732,1,0.071625,0.063529,0,0.125
0.12707,1,0.071738,0.063643,0,0.125
0.12683,1,0.071852,0.063756,0,0.125
0.12658,1,0.071965,0.063869,0,0.125
0.12633,1,0.072078,0.063983,0,0.125
0.12609,1,0.072192,0.064096,0,0.125
0.12585,1,0.072305,0.064209,0,0.125
0.12561,1,0.072418,0.064323,0,0.125
0.12536,1,0.072532,0.064436,0,0.125
0.12511,1,0.072645,0.064549,0,0.125
0.12485,1,0.072758,0.064663,0,0.125
0.1246,1,0.072872,0.064776,0,0.125
0.12434,1,0.072985,0.064889,0,0.125
0.12407,1,0.073098,0.065003,0,0.125
0.12381,1,0.073212,0.065116,0,0.125
0.12354,1,0.073325,0.065229,0,0.125
0.12329,1,0.073438,0.065343,0,0.125
0.12304,1,0.073552,0.065456,0,0.125
0.12279,1,0.073665,0.065569,0,0.125
0.12255,1,0.073778,0.065683,0,0.125
0.12231,1,0.073892,0.065796,0,0.125
0.12209,1,0.074005,0.065909,0,0.125
0.12188,1,0.074118,0.066023,0,0.125
0.12166,1,0.074232,0.066136,0,0.125
0.12144,1,0.074345,0.066249,0,0.125
0.12121,1,0.074458,0.066363,0,0.125
0.12099,1,0.074572,0.066476,0,0.125
0.12076,1,0.074685,0.066589,0,0.125
0.12053,1,0.074798,0.066703,0,0.125
0.12028,1,0.074912,0.066816,0,0.125
0.12002,1,0.075025,0.066929,0,0.125
0.11977,1,0.075138,0.067043,0,0.125
0.11951,1,0.075252,0.067156,0,0.125
0.11926,1,0.075365,0.067269,0,0.125
0.119,1,0.075478,0.067383,0,0.125
0.11875,1,0.075592,0.067496,0,0.125
0.1185,1,0.075705,0.067609,0,0.125
0.11828,1,0.075818,0.067723,0,0.125
0.11806,1,0.075932,0.067836,0,0.125
0.11783,1,0.076045,0.067949,0,0.125
0.11762,1,0.076158,0.068063,0,0.125
0.11742,1,0.076272,0.068176,0,0.125
0.11722,1,0.076385,0.068289,0,0.125
0.11702,1,0.076498,0.068403,0,0.125
0.11682,1,0.076612,0.068516,0,0.125
0.11661,1,0.076725,0.068629,0,0.125
0.11641,1,0.076838,0.068743,0,0.125
0.1162,1,0.076952,0.068856,0,0.125
0.11599,1,0.077065,0.068969,0,0.125
0.11578,1,0.077178,0.069083,0,0.125
0.11556,1,0.077291,0.069196,0,0.125
0.11534,1,0.077405,0.069309,0,0.125
0.11512,1,0.077518,0.069423,0,0.125
0.1149,1,0.077631,0.069536,0,0.125
0.11469,1,0.077745,0.069649,0,0.125
0.11448,1,0.077858,0.069763,0,0.125
0.11427,1,0.077971,0.069876,0,0.125
0.11407,1,0.078085,0.069989,0,0.125
0.11388,1,0.078198,0.070102,0,0.125
0.11369,1,0.078311,0.070216,0,0.125
0.1135,1,0.078425,0.070329,0,0.125
0.11331,1,0.078538,0.070442,0,0.125
0.11312,1,0.078651,0.070556,0,0.125
0.11294,1,0.078765,0.070669,0,0.125
0.11275,1,0.078878,0.070782,0,0.125
0.11255,1,0.078991,0.070896,0,0.125
0.11235,1,0.079105,0.071009,0,0.125
0.11215,1,0.079218,0.071122,0,0.125
0.11195,1,0.079331,0.071236,0,0.125
0.11175,1,0.079445,0.071349,0,0.125
0.11155,1,0.079558,0.071462,0,0.125
0.11135,1,0.079671,0.071576,0,0.125
0.11116,1,0.079785,0.071689,0,0.125
0.11098,1,0.079898,0.071802,0,0.125
0.1108,1,0.080011,0.071916,0,0.125
0.11062,1,0.080125,0.072029,0,0.125
0.11044,1,0.080238,0.072142,0,0.125
0.11027,1,0.080351,0.072256,0,0.125
0.11009,1,0.080465,0.072369,0,0.125
0.10991,1,0.080578,0.072482,0,0.125
0.10973,1,0.080691,0.072596,0,0.125
0.10954,1,0.080805,0.072709,0,0.125
0.10934,1,0.080918,0.072822,0,0.125
0.10915,1,0.081031,0.072936,0,0.125
0.10895,1,0.081145,0.073049,0,0.125
0.10876,1,0.081258,0.073162,0,0.125
0.10856,1,0.081371,0.073276,0,0.125
0.10836,1,0.081485,0.073389,0,0.125
0.10817,1,0.081598,0.073502,0,0.125
0.108,1,0.081711,0.073616,0,0.125
0.10782,1,0.081825,0.073729,0,0.125
0.10764,1,0.081938,0.073842,0,0.125
0.10747,1,0.082051,0.073956,0,0.125
0.1073,1,0.082165,0.074069,0,0.125
0.10713,1,0.082278,0.074182,0,0.125
0.10696,1,0.082391,0.074296,0,0.125
0.10679,1,0.082505,0.074409,0,0.125
0.10661,1,0.082618,0.074522,0,0.125
0.10643,1,0.082731,0.074636,0,0.125
0.10625,1,0.082845,0.074749,0,0.125
0.10607,1,0.082958,0.074862,0,0.125
0.10588,1,0.083071,0.074976,0,0.125
0.1057,1,0.083185,0.075089,0,0.125
0.10552,1,0.083298,0.075202,0,0.125
0.10534,1,0.083411,0.075316,0,0.125
0.10517,1,0.083525,0.075429,0,0.125
0.105,1,0.083638,0.075542,0,0.125
0.10483,1,0.083751,0.075656,0,0.125
0.10466,1,0.083865,0.075769,0,0.125
0.10449,1,0.083978,0.075882,0,0.125
0.10432,1,0.084091,0.075996,0,0.125
0.10415,1,0.084205,0.076109,0,0.125
0.10399,1,0.084318,0.076222,0,0.125
0.10382,1,0.084431,0.076336,0,0.125
0.10366,1,0.084545,0.076449,0,0.125
0.10349,1,0.084658,0.076562,0,0.125
0.10333,1,0.084771,0.076676,0,0.125
0.10316,1,0.084885,0.076789,0,0.125
0.103,1,0.084998,0.076902,0,0.125
0.10283,1,0.085111,0.077016,0,0.125
0.10267,1,0.085225,0.077129,0,0.125
0.10252,1,0.085338,0.077242,0,0.125
0.10236,1,0.085451,0.077356,0,0.125
0.10221,1,0.085565,0.077469,0,0.125
0.10206,1,0.085678,0.077582,0,0.125
0.10191,1,0.085791,0.077696,0,0.125
0.10177,1,0.085905,0.077809,0,0.125
0.10163,1,0.086018,0.077922,0,0.125
0.10148,1,0.086131,0.078036,0,0.125
0.10134,1,0.086245,0.078149,0,0.125
0.1012,1,0.086358,0.078262,0,0.125
0.10105,1,0.086471,0.078376,0,0.125
0.1009,1,0.086585,0.078489,0,0.125
0.10075,1,0.086698,0.078602,0,0.125
0.10059,1,0.086811,0.078716,0,0.125
0.10044,1,0.086925,0.078829,0,0.125
0.10028,1,0.087038,0.078942,0,0.125
0.10013,1,0.087151,0.079056,0,0.125
0.099974,1,0.087265,0.079169,0,0.125
0.099821,1,0.087378,0.079282,0,0.125
0.09967,1,0.087491,0.079396,0,0.125
0.099532,1,0.087605,0.079509,0,0.125
0.099394,1,0.087718,0.079622,0,0.125
0.099256,1,0.087831,0.079736,0,0.125
0.09912,1,0.087945,0.079849,0,0.125
0.098989,1,0.088058,0.079962,0,0.125
0.098858,1,0.088171,0.080076,0,0.125
0.098728,1,0.088285,0.080189,0,0.125
0.098595,1,0.088398,0.080302,0,0.125
0.098457,1,0.088511,0.080416,0,0.125
0.098319,1,0.088625,0.080529,0,0.125
0.09818,1,0.088738,0.080642,0,0.125
0.098039,1,0.088851,0.080756,0,0.125
0.097887,1,0.088965,0.080869,0,0.125
0.097734,1,0.089078,0.080982,0,0.125
0.097582,1,0.089191,0.081096,0,0.125
0.09743,1,0.089305,0.081209,0,0.125
0.097277,1,0.089418,0.081322,0,0.125
0.097125,1,0.089531,0.081436,0,0.125
0.096973,1,0.089645,0.081549,0,0.125
0.096823,1,0.089758,0.081662,0,0.125
0.096684,1,0.089871,0.081776,0,0.125
0.096544,1,0.089985,0.081889,0,0.125
0.096405,1,0.090098,0.082002,0,0.125
0.096267,1,0.090211,0.082116,0,0.125
0.096133,1,0.090325,0.082229,0,0.125
0.096,1,0.090438,0.082342,0,0.125
0.095866,1,0.090551,0.082456,0,0.125
0.095731,1,0.090665,0.082569,0,0.125
0.09559,1,0.090778,0.082682,0,0.125
0.095448,1,0.090891,0.082796,0,0.125
0.095306,1,0.091004,0.082909,0,0.125
0.095163,1,0.091118,0.083022,0,0.125
0.095013,1,0.091231,0.083136,0,0.125
0.094863,1,0.091344,0.083249,0,0.125
0.094713,1,0.091458,0.083362,0,0.125
0.094564,1,0.091571,0.083476,0,0.125
0.094415,1,0.091684,0.083589,0,0.125
0.094265,1,0.091798,0.083702,0,0.125
0.094116,1,0.091911,0.083816,0,0.125
0.093968,1,0.092024,0.083929,0,0.125
0.093827,1,0.092138,0.084042,0,0.125
0.093685,1,0.092251,0.084155,0,0.125
0.093544,1,0.092364,0.084269,0,0.125
0.093403,1,0.092478,0.084382,0,0.125
0.093264,1,0.092591,0.084495,0,0.125
0.093126,1,0.092704,0.084609,0,0.125
0.092987,1,0.092818,0.084722,0,0.125
0.092848,1,0.092931,0.084835,0,0.125
0.092703,1,0.093044,0.084949,0,0.125
0.092558,1,0.093158,0.085062,0,0.125
0.092413,1,0.093271,0.085175,0,0.125
0.092267,1,0.093384,0.085289,0,0.125
0.092118,1,0.093498,0.085402,0,0.125
0.091969,1,0.093611,0.085515,0,0.125
0.09182,1,0.093724,0.085629,0,0.125
0.091672,1,0.093838,0.085742,0,0.125
0.091532,1,0.093951,0.085855,0,0.125
0.091392,1,0.094064,0.085969,0,0.125
0.091253,1,0.094178,0.086082,0,0.125
0.091114,1,0.094291,0.086195,0,0.125
0.090983,1,0.094404,0.086309,0,0.125
0.090851,1,0.094518,0.086422,0,0.125
0.09072,1,0.094631,0.086535,0,0.125
0.090588,1,0.094744,0.086649,0,0.125
0.090453,1,0.094858,0.086762,0,0.125
0.090318,1,0.094971,0.086875,0,0.125
0.090183,1,0.095084,0.086989,0,0.125
0.090048,1,0.095198,0.087102,0,0.125
0.089914,1,0.095311,0.087215,0,0.125
0.089781,1,0.095424,0.087329,0,0.125
0.089647,1,0.095538,0.087442,0,0.125
0.089515,1,0.095651,0.087555,0,0.125
0.089401,1,0.095764,0.087669,0,0.125
0.089287,1,0.095878,0.087782,0,0.125
0.089172,1,0.095991,0.087895,0,0.125
nan,0,0.096104,0.088009,0,0.125
nan,0,0.096218,0.088122,0,0.125
0.08886,1,0.096331,0.088235,0,0.125
0.088761,1,0.096444,0.088349,0,0.125
0.088661,1,0.096558,0.088462,0,0.125
0.088555,1,0.096671,0.088575,0,0.125
0.088449,1,0.096784,0.088689,0,0.125
0.088343,1,0.096898,0.088802,0,0.125
0.088236,1,0.097011,0.088915,0,0.125
0.088121,1,0.097124,0.089029,0,0.125
0.088006,1,0.097238,0.089142,0,0.125
0.08789,1,0.097351,0.089255,0,0.125
0.087776,1,0.097464,0.089369,0,0.125
0.08767,1,0.097578,0.089482,0,0.125
0.087563,1,0.097691,0.089595,0,0.125
0.087457,1,0.097804,0.089709,0,0.125
0.087351,1,0.097918,0.089822,0,0.125
0.087262,1,0.098031,0.089935,0,0.125
0.087173,1,0.098144,0.090049,0,0.125
0.087083,1,0.098258,0.090162,0,0.125
0.086994,1,0.098371,0.090275,0,0.125
0.086906,1,0.098484,0.090389,0,0.125
0.086819,1,0.098598,0.090502,0,0.125
0.086732,1,0.098711,0.090615,0,0.125
0.086643,1,0.098824,0.090729,0,0.125
0.086541,1,0.098938,0.090842,0,0.125
0.086439,1,0.099051,0.090955,0,0.125
0.086336,1,0.099164,0.091069,0,0.125
0.086233,1,0.099278,0.091182,0,0.125
0.086122,1,0.099391,0.091295,0,0.125
0.086011,1,0.099504,0.091409,0,0.125
0.0859,1,0.099618,0.091522,0,0.125
0.085789,1,0.099731,0.091635,0,0.125
0.085687,1,0.099844,0.091749,0,0.125
0.085584,1,0.099958,0.091862,0,0.125
0.085481,1,0.10007,0.091975,0,0.125
0.085379,1,0.10018,0.092089,0,0.125
0.085288,1,0.1003,0.092202,0,0.125
0.085198,1,0.10041,0.092315,0,0.125
0.085107,1,0.10052,0.092429,0,0.125
0.085016,1,0.10064,0.092542,0,0.125
0.084925,1,0.10075,0.092655,0,0.125
0.084834,1,0.10086,0.092769,0,0.125
0.084743,1,0.10098,0.092882,0,0.125
0.084652,1,0.10109,0.092995,0,0.125
0.084556,1,0.1012,0.093109,0,0.125
0.084459,1,0.10132,0.093222,0,0.125
0.084363,1,0.10143,0.093335,0,0.125
0.084267,1,0.10154,0.093449,0,0.125
0.084172,1,0.10166,0.093562,0,0.125
0.084076,1,0.10177,0.093675,0,0.125
0.083981,1,0.10188,0.093789,0,0.125
0.083886,1,0.102,0.093902,0,0.125
0.083796,1,0.10211,0.094015,0,0.125
0.083707,1,0.10222,0.094129,0,0.125
0.083618,1,0.10234,0.094242,0,0.125
0.083529,1,0.10245,0.094355,0,0.125
0.083442,1,0.10256,0.094469,0,0.125
0.083354,1,0.10268,0.094582,0,0.125
0.083267,1,0.10279,0.094695,0,0.125
0.08318,1,0.1029,0.094809,0,0.125
0.083087,1,0.10302,0.094922,0,0.125
0.082994,1,0.10313,0.095035,0,0.125
0.082901,1,0.10324,0.095149,0,0.125
0.082809,1,0.10336,0.095262,0,0.125
0.082709,1,0.10347,0.095375,0,0.125
0.082609,1,0.10358,0.095489,0,0.125
0.082509,1,0.1037,0.095602,0,0.125
0.082409,1,0.10381,0.095715,0,0.125
0.08231,1,0.10392,0.095829,0,0.125
0.082212,1,0.10404,0.095942,0,0.125
0.082114,1,0.10415,0.096055,0,0.125
0.082015,1,0.10426,0.096169,0,0.125
0.081927,1,0.10438,0.096282,0,0.125
0.081839,1,0.10449,0.096395,0,0.125
0.08175,1,0.1046,0.096509,0,0.125
0.081662,1,0.10472,0.096622,0,0.125
0.081579,1,0.10483,0.096735,0,0.125
0.081496,1,0.10494,0.096849,0,0.125
0.081413,1,0.10506,0.096962,0,0.125
0.08133,1,0.10517,0.097075,0,0.125
0.081239,1,0.10528,0.097189,0,0.125
0.081148,1,0.1054,0.097302,0,0.125
0.081056,1,0.10551,0.097415,0,0.125
0.080965,1,0.10562,0.097529,0,0.125
0.080864,1,0.10574,0.097642,0,0.125
0.080762,1,0.10585,0.097755,0,0.125
0.08066,1,0.10596,0.097869,0,0.125
0.080558,1,0.10608,0.097982,0,0.125
0.080459,1,0.10619,0.098095,0,0.125
0.080359,1,0.1063,0.098209,0,0.125
nan,0,0.10642,0.098322,0,0.125
nan,0,0.10653,0.098435,0,0.125
0.080072,1,0.10664,0.098548,0,0.125
0.079984,1,0.10676,0.098662,0,0.125
0.079896,1,0.10687,0.098775,0,0.125
0.079809,1,0.10698,0.098888,0,0.125
0.079723,1,0.1071,0.099002,0,0.125
0.079637,1,0.10721,0.099115,0,0.125
0.079552,1,0.10732,0.099228,0,0.125
0.079466,1,0.10744,0.099342,0,0.125
0.079372,1,0.10755,0.099455,0,0.125
0.079277,1,0.10766,0.099568,0,0.125
0.079182,1,0.10778,0.099682,0,0.125
0.079088,1,0.10789,0.099795,0,0.125
0.07899,1,0.108,0.099908,0,0.125
0.078892,1,0.10812,0.10002,0,0.125
0.078794,1,0.10823,0.10014,0,0.125
0.078696,1,0.10834,0.10025,0,0.125
0.078606,1,0.10846,0.10036,0,0.125
0.078517,1,0.10857,0.10048,0,0.125
0.078428,1,0.10868,0.10059,0,0.125
0.078339,1,0.1088,0.1007,0,0.125
0.078255,1,0.10891,0.10082,0,0.125
0.078171,1,0.10902,0.10093,0,0.125
0.078087,1,0.10914,0.10104,0,0.125
0.078003,1,0.10925,0.10116,0,0.125
0.077914,1,0.10936,0.10127,0,0.125
0.077825,1,0.10948,0.10138,0,0.125
0.077737,1,0.10959,0.1015,0,0.125
0.077648,1,0.1097,0.10161,0,0.125
0.077554,1,0.10982,0.10172,0,0.125
0.077459,1,0.10993,0.10184,0,0.125
0.077365,1,0.11004,0.10195,0,0.125
0.07727,1,0.11016,0.10206,0,0.125
0.077179,1,0.11027,0.10218,0,0.125
0.077089,1,0.11038,0.10229,0,0.125
0.076998,1,0.1105,0.1024,0,0.125
0.076908,1,0.11061,0.10252,0,0.125
0.07682,1,0.11072,0.10263,0,0.125
0.076733,1,0.11084,0.10274,0,0.125
0.076645,1,0.11095,0.10286,0,0.125
0.076558,1,0.11106,0.10297,0,0.125
0.076472,1,0.11118,0.10308,0,0.125
0.076385,1,0.11129,0.1032,0,0.125
0.076299,1,0.1114,0.10331,0,0.125
0.076212,1,0.11152,0.10342,0,0.125
0.076126,1,0.11163,0.10354,0,0.125
0.076041,1,0.11174,0.10365,0,0.125
0.075955,1,0.11186,0.10376,0,0.125
0.075869,1,0.11197,0.10388,0,0.125
0.075781,1,0.11208,0.10399,0,0.125
0.075692,1,0.1122,0.1041,0,0.125
0.075603,1,0.11231,0.10422,0,0.125
0.075515,1,0.11242,0.10433,0,0.125
0.075473,1,0.11254,0.10444,0,0.125
0.075443,1,0.11265,0.10456,0,0.125
0.075412,1,0.11276,0.10467,0,0.125
0.075382,1,0.11288,0.10478,0,0.125
nan,0,0.11299,0.1049,0,0.125
nan,0,0.1131,0.10501,0,0.125
nan,0,0.11322,0.10512,0,0.125
nan,0,0.11333,0.10524,0,0.125
