U:0,U:1,U:2,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,vtkOriginalIndices,__vtkIsSelected__
3.91035,-0.159035,-0.0481534,1,0.0374487,0.05745,0.00696056,0.125,614,0
3.91741,-0.160526,-0.0475002,1,0.0375096,0.05745,0.00702155,0.125,615,0
3.92446,-0.162017,-0.046847,1,0.0375706,0.05745,0.00708254,0.125,616,0
3.93152,-0.163508,-0.0461939,1,0.0376316,0.05745,0.00714353,0.125,617,0
3.93858,-0.165,-0.0455407,1,0.0376926,0.05745,0.00720452,0.125,618,0
3.94563,-0.166491,-0.0448876,1,0.0377536,0.05745,0.00726551,0.125,619,0
3.95269,-0.167982,-0.0442344,1,0.0378146,0.05745,0.00732651,0.125,620,0
3.95975,-0.169473,-0.0435812,1,0.0378756,0.05745,0.0073875,0.125,621,0
3.9668,-0.170964,-0.0429281,1,0.0379366,0.05745,0.00744849,0.125,622,0
3.97409,-0.172566,-0.0421029,1,0.0379976,0.05745,0.00750948,0.125,623,0
3.98183,-0.17439,-0.0409315,1,0.0380586,0.05745,0.00757047,0.125,624,0
3.98958,-0.176215,-0.03976,1,0.0381196,0.05745,0.00763146,0.125,625,0
3.99732,-0.17804,-0.0385886,1,0.0381806,0.05745,0.00769245,0.125,626,0
4.00507,-0.179865,-0.0374171,1,0.0382415,0.05745,0.00775345,0.125,627,0
4.01281,-0.181689,-0.0362457,1,0.0383025,0.05745,0.00781444,0.125,628,0
4.02056,-0.183514,-0.0350743,1,0.0383635,0.05745,0.00787543,0.125,629,0
4.0283,-0.185339,-0.0339028,1,0.0384245,0.05745,0.00793642,0.125,630,0
4.03605,-0.187164,-0.0327314,1,0.0384855,0.05745,0.00799741,0.125,631,0
4.04379,-0.188989,-0.0315599,1,0.0385465,0.05745,0.0080584,0.125,632,0
4.05153,-0.190813,-0.0303885,1,0.0386075,0.05745,0.00811939,0.125,633,0
4.05928,-0.192638,-0.029217,1,0.0386685,0.05745,0.00818038,0.125,634,0
4.067,-0.194483,-0.02798,1,0.0387295,0.05745,0.00824138,0.125,635,0
4.07452,-0.196458,-0.0263131,1,0.0387905,0.05745,0.00830237,0.125,636,0
4.08205,-0.198432,-0.0246461,1,0.0388515,0.05745,0.00836336,0.125,637,0
4.08957,-0.200407,-0.0229791,1,0.0389124,0.05745,0.00842435,0.125,638,0
4.0971,-0.202382,-0.021312,1,0.0389734,0.05745,0.00848534,0.125,639,0
4.10463,-0.204356,-0.019645,1,0.0390344,0.05745,0.00854633,0.125,640,0
4.11215,-0.206331,-0.017978,1,0.0390954,0.05745,0.00860732,0.125,641,0
4.11968,-0.208306,-0.016311,1,0.0391564,0.05745,0.00866831,0.125,642,0
4.12721,-0.210281,-0.014644,1,0.0392174,0.05745,0.00872931,0.125,643,0
4.13473,-0.212255,-0.012977,1,0.0392784,0.05745,0.0087903,0.125,644,0
4.14226,-0.21423,-0.01131,1,0.0393394,0.05745,0.00885129,0.125,645,0
4.14979,-0.216205,-0.009643,1,0.0394004,0.05745,0.00891228,0.125,646,0
4.15741,-0.218186,-0.00788339,1,0.0394614,0.05745,0.00897327,0.125,647,0
4.16514,-0.220174,-0.006013,1,0.0395224,0.05745,0.00903426,0.125,648,0
4.17287,-0.222163,-0.00414262,1,0.0395834,0.05745,0.00909525,0.125,649,0
4.18061,-0.224151,-0.00227224,1,0.0396443,0.05745,0.00915624,0.125,650,0
4.18834,-0.226139,-0.000401857,1,0.0397053,0.05745,0.00921724,0.125,651,0
4.19608,-0.228128,0.00146852,1,0.0397663,0.05745,0.00927823,0.125,652,0
4.20381,-0.230116,0.00333891,1,0.0398273,0.05745,0.00933922,0.125,653,0
4.21155,-0.232105,0.00520929,1,0.0398883,0.05745,0.00940021,0.125,654,0
4.21928,-0.234093,0.00707967,1,0.0399493,0.05745,0.0094612,0.125,655,0
4.22701,-0.236081,0.00895005,1,0.0400103,0.05745,0.00952219,0.125,656,0
4.23475,-0.23807,0.0108204,1,0.0400713,0.05745,0.00958318,0.125,657,0
4.24248,-0.240058,0.0126908,1,0.0401323,0.05745,0.00964417,0.125,658,0
4.24984,-0.241951,0.0143515,1,0.0401933,0.05745,0.00970517,0.125,659,0
4.25712,-0.243823,0.015968,1,0.0402543,0.05745,0.00976616,0.125,660,0
4.26441,-0.245695,0.0175845,1,0.0403152,0.05745,0.00982715,0.125,661,0
4.27169,-0.247568,0.019201,1,0.0403762,0.05745,0.00988814,0.125,662,0
4.27897,-0.24944,0.0208175,1,0.0404372,0.05745,0.00994913,0.125,663,0
4.28625,-0.251312,0.0224341,1,0.0404982,0.05745,0.0100101,0.125,664,0
4.29353,-0.253185,0.0240506,1,0.0405592,0.05745,0.0100711,0.125,665,0
4.30081,-0.255057,0.0256671,1,0.0406202,0.05745,0.0101321,0.125,666,0
4.3081,-0.25693,0.0272836,1,0.0406812,0.05745,0.0101931,0.125,667,0
4.31538,-0.258802,0.0289001,1,0.0407422,0.05745,0.0102541,0.125,668,0
4.32266,-0.260674,0.0305166,1,0.0408032,0.05745,0.0103151,0.125,669,0
4.32991,-0.262434,0.0319453,1,0.0408642,0.05745,0.0103761,0.125,670,0
4.33703,-0.26374,0.0326125,1,0.0409252,0.05745,0.0104371,0.125,671,0
4.34415,-0.265046,0.0332797,1,0.0409862,0.05745,0.0104981,0.125,672,0
4.35126,-0.266352,0.033947,1,0.0410471,0.05745,0.010559,0.125,673,0
4.35838,-0.267657,0.0346142,1,0.0411081,0.05745,0.01062,0.125,674,0
4.3655,-0.268963,0.0352815,1,0.0411691,0.05745,0.010681,0.125,675,0
4.37262,-0.270269,0.0359487,1,0.0412301,0.05745,0.010742,0.125,676,0
4.37974,-0.271574,0.036616,1,0.0412911,0.05745,0.010803,0.125,677,0
4.38686,-0.27288,0.0372832,1,0.0413521,0.05745,0.010864,0.125,678,0
4.39397,-0.274186,0.0379505,1,0.0414131,0.05745,0.010925,0.125,679,0
4.40109,-0.275491,0.0386177,1,0.0414741,0.05745,0.010986,0.125,680,0
4.40821,-0.276797,0.039285,1,0.0415351,0.05745,0.011047,0.125,681,0
4.41522,-0.27811,0.0399747,1,0.0415961,0.05745,0.011108,0.125,682,0
4.42215,-0.279428,0.0406814,1,0.0416571,0.05745,0.011169,0.125,683,0
4.42908,-0.280746,0.0413881,1,0.0417181,0.05745,0.0112299,0.125,684,0
4.43601,-0.282064,0.0420948,1,0.041779,0.05745,0.0112909,0.125,685,0
4.44293,-0.283382,0.0428014,1,0.04184,0.05745,0.0113519,0.125,686,0
4.44986,-0.2847,0.0435081,1,0.041901,0.05745,0.0114129,0.125,687,0
4.45679,-0.286018,0.0442148,1,0.041962,0.05745,0.0114739,0.125,688,0
4.46372,-0.287336,0.0449215,1,0.042023,0.05745,0.0115349,0.125,689,0
4.47065,-0.288654,0.0456282,1,0.042084,0.05745,0.0115959,0.125,690,0
4.47757,-0.289972,0.0463349,1,0.042145,0.05745,0.0116569,0.125,691,0
4.4845,-0.29129,0.0470416,1,0.042206,0.05745,0.0117179,0.125,692,0
4.49143,-0.292608,0.0477483,1,0.042267,0.05745,0.0117789,0.125,693,0
4.4979,-0.293471,0.047975,1,0.042328,0.05745,0.0118399,0.125,694,0
4.50434,-0.294308,0.0481731,1,0.042389,0.05745,0.0119009,0.125,695,0
4.51079,-0.295144,0.0483712,1,0.0424499,0.05745,0.0119618,0.125,696,0
4.51723,-0.29598,0.0485694,1,0.0425109,0.05745,0.0120228,0.125,697,0
4.52367,-0.296817,0.0487675,1,0.0425719,0.05745,0.0120838,0.125,698,0
4.53012,-0.297653,0.0489656,1,0.0426329,0.05745,0.0121448,0.125,699,0
4.53656,-0.298489,0.0491637,1,0.0426939,0.05745,0.0122058,0.125,700,0
4.543,-0.299326,0.0493618,1,0.0427549,0.05745,0.0122668,0.125,701,0
4.54945,-0.300162,0.04956,1,0.0428159,0.05745,0.0123278,0.125,702,0
4.55589,-0.300999,0.0497581,1,0.0428769,0.05745,0.0123888,0.125,703,0
4.56233,-0.301835,0.0499562,1,0.0429379,0.05745,0.0124498,0.125,704,0
4.56879,-0.302657,0.0501603,1,0.0429989,0.05745,0.0125108,0.125,705,0
4.57527,-0.303448,0.0503771,1,0.0430599,0.05745,0.0125718,0.125,706,0
4.58175,-0.304239,0.0505939,1,0.0431208,0.05745,0.0126327,0.125,707,0
4.58823,-0.305031,0.0508108,1,0.0431818,0.05745,0.0126937,0.125,708,0
4.59472,-0.305822,0.0510276,1,0.0432428,0.05745,0.0127547,0.125,709,0
4.6012,-0.306613,0.0512444,1,0.0433038,0.05745,0.0128157,0.125,710,0
4.60768,-0.307404,0.0514613,1,0.0433648,0.05745,0.0128767,0.125,711,0
4.61416,-0.308196,0.0516781,1,0.0434258,0.05745,0.0129377,0.125,712,0
4.62065,-0.308987,0.0518949,1,0.0434868,0.05745,0.0129987,0.125,713,0
4.62713,-0.309778,0.0521118,1,0.0435478,0.05745,0.0130597,0.125,714,0
4.63361,-0.310569,0.0523286,1,0.0436088,0.05745,0.0131207,0.125,715,0
4.64009,-0.31136,0.0525454,1,0.0436698,0.05745,0.0131817,0.125,716,0
4.64557,-0.311893,0.0523337,1,0.0437308,0.05745,0.0132427,0.125,717,0
4.6506,-0.312312,0.051932,1,0.0437918,0.05745,0.0133037,0.125,718,0
4.65563,-0.31273,0.0515303,1,0.0438527,0.05745,0.0133646,0.125,719,0
4.66067,-0.313148,0.0511286,1,0.0439137,0.05745,0.0134256,0.125,720,0
4.6657,-0.313566,0.0507269,1,0.0439747,0.05745,0.0134866,0.125,721,0
4.67073,-0.313985,0.0503253,1,0.0440357,0.05745,0.0135476,0.125,722,0
4.67576,-0.314403,0.0499236,1,0.0440967,0.05745,0.0136086,0.125,723,0
4.6808,-0.314821,0.0495219,1,0.0441577,0.05745,0.0136696,0.125,724,0
4.68583,-0.31524,0.0491202,1,0.0442187,0.05745,0.0137306,0.125,725,0
4.69086,-0.315658,0.0487185,1,0.0442797,0.05745,0.0137916,0.125,726,0
4.69589,-0.316076,0.0483168,1,0.0443407,0.05745,0.0138526,0.125,727,0
4.70091,-0.316467,0.0478662,1,0.0444017,0.05745,0.0139136,0.125,728,0
4.7057,-0.316485,0.0467481,1,0.0444627,0.05745,0.0139746,0.125,729,0
4.71049,-0.316503,0.04563,1,0.0445236,0.05745,0.0140355,0.125,730,0
4.71528,-0.31652,0.0445119,1,0.0445846,0.05745,0.0140965,0.125,731,0
4.72007,-0.316538,0.0433938,1,0.0446456,0.05745,0.0141575,0.125,732,0
4.72487,-0.316556,0.0422757,1,0.0447066,0.05745,0.0142185,0.125,733,0
4.72966,-0.316573,0.0411576,1,0.0447676,0.05745,0.0142795,0.125,734,0
4.73445,-0.316591,0.0400395,1,0.0448286,0.05745,0.0143405,0.125,735,0
4.73924,-0.316609,0.0389215,1,0.0448896,0.05745,0.0144015,0.125,736,0
4.74403,-0.316626,0.0378034,1,0.0449506,0.05745,0.0144625,0.125,737,0
4.74883,-0.316644,0.0366853,1,0.0450116,0.05745,0.0145235,0.125,738,0
4.75362,-0.316662,0.0355672,1,0.0450726,0.05745,0.0145845,0.125,739,0
4.75849,-0.316557,0.0343219,1,0.0451336,0.05745,0.0146455,0.125,740,0
4.76348,-0.316299,0.0329173,1,0.0451946,0.05745,0.0147065,0.125,741,0
4.76846,-0.31604,0.0315127,1,0.0452555,0.05745,0.0147674,0.125,742,0
4.77344,-0.315782,0.030108,1,0.0453165,0.05745,0.0148284,0.125,743,0
4.77843,-0.315523,0.0287034,1,0.0453775,0.05745,0.0148894,0.125,744,0
4.78341,-0.315265,0.0272988,1,0.0454385,0.05745,0.0149504,0.125,745,0
4.78839,-0.315007,0.0258941,1,0.0454995,0.05745,0.0150114,0.125,746,0
4.79338,-0.314748,0.0244895,1,0.0455605,0.05745,0.0150724,0.125,747,0
4.79836,-0.31449,0.0230849,1,0.0456215,0.05745,0.0151334,0.125,748,0
4.80334,-0.314231,0.0216803,1,0.0456825,0.05745,0.0151944,0.125,749,0
4.80832,-0.313973,0.0202756,1,0.0457435,0.05745,0.0152554,0.125,750,0
4.81331,-0.313715,0.018871,1,0.0458045,0.05745,0.0153164,0.125,751,0
4.8179,-0.313201,0.0175924,1,0.0458655,0.05745,0.0153774,0.125,752,0
4.82241,-0.312633,0.0163414,1,0.0459264,0.0574501,0.0154383,0.125,753,0
4.82692,-0.312064,0.0150904,1,0.0459874,0.0574501,0.0154993,0.125,754,0
4.83143,-0.311495,0.0138393,1,0.0460484,0.0574501,0.0155603,0.125,755,0
4.83594,-0.310926,0.0125883,1,0.0461094,0.0574501,0.0156213,0.125,756,0
4.84045,-0.310357,0.0113373,1,0.0461704,0.0574501,0.0156823,0.125,757,0
4.84496,-0.309788,0.0100862,1,0.0462314,0.0574501,0.0157433,0.125,758,0
4.84946,-0.309219,0.00883523,1,0.0462924,0.0574501,0.0158043,0.125,759,0
4.85397,-0.30865,0.00758418,1,0.0463534,0.0574501,0.0158653,0.125,760,0
4.85848,-0.308081,0.00633317,1,0.0464144,0.0574501,0.0159263,0.125,761,0
4.86299,-0.307512,0.00508212,1,0.0464754,0.0574501,0.0159873,0.125,762,0
4.86735,-0.306916,0.00391319,1,0.0465364,0.0574501,0.0160483,0.125,763,0
4.8711,-0.306209,0.00308069,1,0.0465974,0.0574501,0.0161093,0.125,764,0
4.87485,-0.305502,0.00224817,1,0.0466583,0.0574501,0.0161702,0.125,765,0
4.8786,-0.304796,0.00141568,1,0.0467193,0.0574501,0.0162312,0.125,766,0
4.88235,-0.304089,0.000583154,1,0.0467803,0.0574501,0.0162922,0.125,767,0
4.8861,-0.303382,-0.000249343,1,0.0468413,0.0574501,0.0163532,0.125,768,0
4.88985,-0.302675,-0.00108186,1,0.0469023,0.0574501,0.0164142,0.125,769,0
4.8936,-0.301968,-0.00191436,1,0.0469633,0.0574501,0.0164752,0.125,770,0
4.89735,-0.301261,-0.00274688,1,0.0470243,0.0574501,0.0165362,0.125,771,0
4.9011,-0.300554,-0.00357938,1,0.0470853,0.0574501,0.0165972,0.125,772,0
4.90485,-0.299847,-0.0044119,1,0.0471463,0.0574501,0.0166582,0.125,773,0
4.9086,-0.29914,-0.0052444,1,0.0472073,0.0574501,0.0167192,0.125,774,0
4.91211,-0.298384,-0.00570789,1,0.0472683,0.0574501,0.0167802,0.125,775,0
4.91544,-0.29759,-0.00589657,1,0.0473293,0.0574501,0.0168411,0.125,776,0
4.91876,-0.296797,-0.00608524,1,0.0473902,0.0574501,0.0169021,0.125,777,0
4.92209,-0.296004,-0.00627392,1,0.0474512,0.0574501,0.0169631,0.125,778,0
4.92542,-0.29521,-0.0064626,1,0.0475122,0.0574501,0.0170241,0.125,779,0
4.92875,-0.294417,-0.00665128,1,0.0475732,0.0574501,0.0170851,0.125,780,0
4.93208,-0.293623,-0.00683996,1,0.0476342,0.0574501,0.0171461,0.125,781,0
4.93541,-0.29283,-0.00702864,1,0.0476952,0.0574501,0.0172071,0.125,782,0
4.93874,-0.292037,-0.00721731,1,0.0477562,0.0574501,0.0172681,0.125,783,0
4.94206,-0.291243,-0.00740599,1,0.0478172,0.0574501,0.0173291,0.125,784,0
4.94539,-0.29045,-0.00759467,1,0.0478782,0.0574501,0.0173901,0.125,785,0
4.94872,-0.289657,-0.00778334,1,0.0479392,0.0574501,0.0174511,0.125,786,0
4.95146,-0.288985,-0.00758746,1,0.0480002,0.0574501,0.0175121,0.125,787,0
4.95417,-0.28832,-0.00737141,1,0.0480611,0.0574501,0.017573,0.125,788,0
4.95689,-0.287655,-0.00715536,1,0.0481221,0.0574501,0.017634,0.125,789,0
4.9596,-0.286989,-0.00693932,1,0.0481831,0.0574501,0.017695,0.125,790,0
4.96231,-0.286324,-0.00672326,1,0.0482441,0.0574501,0.017756,0.125,791,0
4.96502,-0.285659,-0.00650722,1,0.0483051,0.0574501,0.017817,0.125,792,0
4.96773,-0.284993,-0.00629117,1,0.0483661,0.0574501,0.017878,0.125,793,0
4.97044,-0.284328,-0.00607512,1,0.0484271,0.0574501,0.017939,0.125,794,0
4.97316,-0.283663,-0.00585907,1,0.0484881,0.0574501,0.018,0.125,795,0
4.97587,-0.282998,-0.00564303,1,0.0485491,0.0574501,0.018061,0.125,796,0
4.97858,-0.282332,-0.00542698,1,0.0486101,0.0574501,0.018122,0.125,797,0
4.98112,-0.281656,-0.0051274,1,0.0486711,0.0574501,0.018183,0.125,798,0
4.98331,-0.280958,-0.00465734,1,0.048732,0.0574501,0.0182439,0.125,799,0
4.9855,-0.280259,-0.00418727,1,0.048793,0.0574501,0.0183049,0.125,800,0
4.98769,-0.279561,-0.00371721,1,0.048854,0.0574501,0.0183659,0.125,801,0
4.98989,-0.278862,-0.00324714,1,0.048915,0.0574501,0.0184269,0.125,802,0
4.99208,-0.278164,-0.00277708,1,0.048976,0.0574501,0.0184879,0.125,803,0
4.99427,-0.277465,-0.00230701,1,0.049037,0.0574501,0.0185489,0.125,804,0
4.99646,-0.276767,-0.00183696,1,0.049098,0.0574501,0.0186099,0.125,805,0
4.99865,-0.276068,-0.00136689,1,0.049159,0.0574501,0.0186709,0.125,806,0
5.00084,-0.27537,-0.00089683,1,0.04922,0.0574501,0.0187319,0.125,807,0
5.00303,-0.274671,-0.000426774,1,0.049281,0.0574501,0.0187929,0.125,808,0
5.00523,-0.273973,4.32971e-05,1,0.049342,0.0574501,0.0188539,0.125,809,0
5.00736,-0.273253,0.000503072,1,0.049403,0.0574501,0.0189149,0.125,810,0
5.00946,-0.272525,0.000958611,1,0.0494639,0.0574501,0.0189758,0.125,811,0
5.01157,-0.271797,0.00141414,1,0.0495249,0.0574501,0.0190368,0.125,812,0
5.01368,-0.271069,0.00186967,1,0.0495859,0.0574501,0.0190978,0.125,813,0
5.01578,-0.270341,0.0023252,1,0.0496469,0.0574501,0.0191588,0.125,814,0
5.01789,-0.269613,0.00278074,1,0.0497079,0.0574501,0.0192198,0.125,815,0
5.02,-0.268884,0.00323626,1,0.0497689,0.0574501,0.0192808,0.125,816,0
5.0221,-0.268156,0.0036918,1,0.0498299,0.0574501,0.0193418,0.125,817,0
5.02421,-0.267428,0.00414733,1,0.0498909,0.0574501,0.0194028,0.125,818,0
5.02632,-0.2667,0.00460285,1,0.0499519,0.0574501,0.0194638,0.125,819,0
5.02842,-0.265972,0.00505839,1,0.0500129,0.0574501,0.0195248,0.125,820,0
5.03051,-0.265242,0.00551119,1,0.0500739,0.0574501,0.0195858,0.125,821,0
5.03238,-0.264486,0.00593515,1,0.0501348,0.0574501,0.0196467,0.125,822,0
5.03425,-0.263731,0.0063591,1,0.0501958,0.0574501,0.0197077,0.125,823,0
5.03612,-0.262976,0.00678306,1,0.0502568,0.0574501,0.0197687,0.125,824,0
5.03799,-0.262221,0.00720701,1,0.0503178,0.0574501,0.0198297,0.125,825,0
5.03986,-0.261466,0.00763097,1,0.0503788,0.0574501,0.0198907,0.125,826,0
5.04172,-0.26071,0.00805492,1,0.0504398,0.0574501,0.0199517,0.125,827,0
5.04359,-0.259955,0.00847888,1,0.0505008,0.0574501,0.0200127,0.125,828,0
5.04546,-0.2592,0.00890283,1,0.0505618,0.0574501,0.0200737,0.125,829,0
5.04733,-0.258445,0.00932678,1,0.0506228,0.0574501,0.0201347,0.125,830,0
5.0492,-0.25769,0.00975074,1,0.0506838,0.0574501,0.0201957,0.125,831,0
5.05107,-0.256935,0.0101747,1,0.0507448,0.0574501,0.0202567,0.125,832,0
5.05286,-0.25617,0.0105622,1,0.0508058,0.0574501,0.0203177,0.125,833,0
5.05456,-0.255393,0.0109079,1,0.0508667,0.0574501,0.0203786,0.125,834,0
5.05627,-0.254617,0.0112536,1,0.0509277,0.0574501,0.0204396,0.125,835,0
5.05797,-0.253841,0.0115993,1,0.0509887,0.0574501,0.0205006,0.125,836,0
5.05967,-0.253065,0.011945,1,0.0510497,0.0574501,0.0205616,0.125,837,0
5.06137,-0.252289,0.0122908,1,0.0511107,0.0574501,0.0206226,0.125,838,0
5.06308,-0.251513,0.0126365,1,0.0511717,0.0574501,0.0206836,0.125,839,0
5.06478,-0.250737,0.0129822,1,0.0512327,0.0574501,0.0207446,0.125,840,0
5.06648,-0.249961,0.0133279,1,0.0512937,0.0574501,0.0208056,0.125,841,0
5.06818,-0.249184,0.0136737,1,0.0513547,0.0574501,0.0208666,0.125,842,0
5.06989,-0.248408,0.0140194,1,0.0514157,0.0574501,0.0209276,0.125,843,0
5.07159,-0.247632,0.0143651,1,0.0514767,0.0574501,0.0209886,0.125,844,0
5.07312,-0.246843,0.0145692,1,0.0515376,0.0574501,0.0210495,0.125,845,0
5.07462,-0.246052,0.0147477,1,0.0515986,0.0574501,0.0211105,0.125,846,0
5.07613,-0.245261,0.0149261,1,0.0516596,0.0574501,0.0211715,0.125,847,0
5.07763,-0.244469,0.0151046,1,0.0517206,0.0574501,0.0212325,0.125,848,0
5.07913,-0.243678,0.0152831,1,0.0517816,0.0574501,0.0212935,0.125,849,0
5.08063,-0.242887,0.0154615,1,0.0518426,0.0574501,0.0213545,0.125,850,0
5.08213,-0.242095,0.01564,1,0.0519036,0.0574501,0.0214155,0.125,851,0
5.08364,-0.241304,0.0158185,1,0.0519646,0.0574501,0.0214765,0.125,852,0
5.08514,-0.240513,0.0159969,1,0.0520256,0.0574501,0.0215375,0.125,853,0
5.08664,-0.239722,0.0161754,1,0.0520866,0.0574501,0.0215985,0.125,854,0
5.08814,-0.23893,0.0163539,1,0.0521476,0.0574501,0.0216595,0.125,855,0
5.08958,-0.238144,0.0165013,1,0.0522086,0.0574501,0.0217205,0.125,856,0
5.09082,-0.237376,0.0165442,1,0.0522695,0.0574501,0.0217814,0.125,857,0
5.09205,-0.236608,0.016587,1,0.0523305,0.0574501,0.0218424,0.125,858,0
5.09328,-0.235839,0.0166299,1,0.0523915,0.0574501,0.0219034,0.125,859,0
5.09452,-0.235071,0.0166727,1,0.0524525,0.0574501,0.0219644,0.125,860,0
5.09575,-0.234302,0.0167156,1,0.0525135,0.0574501,0.0220254,0.125,861,0
5.09698,-0.233534,0.0167584,1,0.0525745,0.0574501,0.0220864,0.125,862,0
5.09822,-0.232766,0.0168013,1,0.0526355,0.0574501,0.0221474,0.125,863,0
5.09945,-0.231997,0.0168441,1,0.0526965,0.0574501,0.0222084,0.125,864,0
5.10069,-0.231229,0.016887,1,0.0527575,0.0574501,0.0222694,0.125,865,0
5.10192,-0.230461,0.0169298,1,0.0528185,0.0574501,0.0223304,0.125,866,0
5.10315,-0.229692,0.0169727,1,0.0528795,0.0574501,0.0223914,0.125,867,0
5.10428,-0.228941,0.0169921,1,0.0529405,0.0574501,0.0224523,0.125,868,0
5.10533,-0.228201,0.0169967,1,0.0530014,0.0574501,0.0225133,0.125,869,0
5.10638,-0.22746,0.0170012,1,0.0530624,0.0574501,0.0225743,0.125,870,0
5.10744,-0.226719,0.0170058,1,0.0531234,0.0574501,0.0226353,0.125,871,0
5.10849,-0.225979,0.0170103,1,0.0531844,0.0574501,0.0226963,0.125,872,0
5.10954,-0.225238,0.0170149,1,0.0532454,0.0574501,0.0227573,0.125,873,0
5.1106,-0.224498,0.0170195,1,0.0533064,0.0574501,0.0228183,0.125,874,0
5.11165,-0.223757,0.017024,1,0.0533674,0.0574501,0.0228793,0.125,875,0
5.1127,-0.223017,0.0170286,1,0.0534284,0.0574501,0.0229403,0.125,876,0
5.11376,-0.222276,0.0170331,1,0.0534894,0.0574501,0.0230013,0.125,877,0
5.11481,-0.221536,0.0170377,1,0.0535504,0.0574501,0.0230623,0.125,878,0
5.11586,-0.220795,0.0170422,1,0.0536114,0.0574501,0.0231233,0.125,879,0
5.11672,-0.220205,0.01693,1,0.0536723,0.0574501,0.0231842,0.125,880,0
5.11758,-0.219616,0.0168168,1,0.0537333,0.0574501,0.0232452,0.125,881,0
5.11844,-0.219028,0.0167035,1,0.0537943,0.0574501,0.0233062,0.125,882,0
5.11929,-0.218439,0.0165903,1,0.0538553,0.0574501,0.0233672,0.125,883,0
5.12015,-0.21785,0.016477,1,0.0539163,0.0574501,0.0234282,0.125,884,0
5.12101,-0.217261,0.0163638,1,0.0539773,0.0574501,0.0234892,0.125,885,0
5.12187,-0.216673,0.0162505,1,0.0540383,0.0574501,0.0235502,0.125,886,0
5.12272,-0.216084,0.0161373,1,0.0540993,0.0574501,0.0236112,0.125,887,0
5.12358,-0.215495,0.016024,1,0.0541603,0.0574501,0.0236722,0.125,888,0
5.12444,-0.214906,0.0159108,1,0.0542213,0.0574501,0.0237332,0.125,889,0
5.1253,-0.214318,0.0157975,1,0.0542823,0.0574501,0.0237942,0.125,890,0
5.12598,-0.213746,0.0157468,1,0.0543432,0.0574501,0.0238551,0.125,891,0
5.12637,-0.213205,0.0158011,1,0.0544042,0.0574501,0.0239161,0.125,892,0
5.12676,-0.212664,0.0158555,1,0.0544652,0.0574501,0.0239771,0.125,893,0
5.12715,-0.212123,0.0159098,1,0.0545262,0.0574501,0.0240381,0.125,894,0
5.12754,-0.211582,0.0159642,1,0.0545872,0.0574501,0.0240991,0.125,895,0
5.12794,-0.21104,0.0160186,1,0.0546482,0.0574501,0.0241601,0.125,896,0
5.12833,-0.210499,0.0160729,1,0.0547092,0.0574501,0.0242211,0.125,897,0
5.12872,-0.209958,0.0161273,1,0.0547702,0.0574501,0.0242821,0.125,898,0
5.12911,-0.209417,0.0161816,1,0.0548312,0.0574501,0.0243431,0.125,899,0
5.13013,-0.208256,0.0161084,1,0.0548922,0.0574501,0.0244041,0.125,900,0
5.13127,-0.206989,0.0160131,1,0.0549532,0.0574501,0.0244651,0.125,901,0
5.1324,-0.205721,0.0159177,1,0.0550142,0.0574501,0.0245261,0.125,902,0
5.13306,-0.205182,0.0158256,1,0.0550751,0.0574501,0.024587,0.125,903,0
5.13357,-0.204881,0.0157346,1,0.0551361,0.0574501,0.024648,0.125,904,0
5.13408,-0.204581,0.0156436,1,0.0551971,0.0574501,0.024709,0.125,905,0
5.13459,-0.204281,0.0155526,1,0.0552581,0.0574501,0.02477,0.125,906,0
5.1351,-0.20398,0.0154616,1,0.0553191,0.0574501,0.024831,0.125,907,0
5.13561,-0.20368,0.0153706,1,0.0553801,0.0574501,0.024892,0.125,908,0
5.13612,-0.20338,0.0152796,1,0.0554411,0.0574501,0.024953,0.125,909,0
5.13663,-0.203079,0.0151885,1,0.0555021,0.0574501,0.025014,0.125,910,0
5.13714,-0.202779,0.0150975,1,0.0555631,0.0574501,0.025075,0.125,911,0
5.13765,-0.202479,0.0150065,1,0.0556241,0.0574501,0.025136,0.125,912,0
5.13816,-0.202178,0.0149155,1,0.0556851,0.0574501,0.025197,0.125,913,0
5.13867,-0.201878,0.0148245,1,0.055746,0.0574501,0.0252579,0.125,914,0
5.13918,-0.201578,0.0147335,1,0.055807,0.0574501,0.0253189,0.125,915,0
5.13969,-0.201277,0.0146425,1,0.055868,0.0574501,0.0253799,0.125,916,0
5.1402,-0.200977,0.0145514,1,0.055929,0.0574501,0.0254409,0.125,917,0
5.14071,-0.200677,0.0144604,1,0.05599,0.0574501,0.0255019,0.125,918,0
5.14122,-0.200376,0.0143694,1,0.056051,0.0574501,0.0255629,0.125,919,0
5.14173,-0.200076,0.0142784,1,0.056112,0.0574501,0.0256239,0.125,920,0
5.14224,-0.199776,0.0141874,1,0.056173,0.0574501,0.0256849,0.125,921,0
5.14275,-0.199475,0.0140964,1,0.056234,0.0574501,0.0257459,0.125,922,0
5.14326,-0.199175,0.0140054,1,0.056295,0.0574501,0.0258069,0.125,923,0
5.14377,-0.198875,0.0139143,1,0.056356,0.0574501,0.0258679,0.125,924,0
5.14428,-0.198574,0.0138233,1,0.056417,0.0574501,0.0259289,0.125,925,0
5.14479,-0.198274,0.0137323,1,0.0564779,0.0574501,0.0259898,0.125,926,0
