U:0,U:1,U:2,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,vtkOriginalIndices,__vtkIsSelected__
4.46861,0.254068,-0.0341263,1,0.0184804,0.05745,-0.0120077,0.125,303,0
4.46355,0.254569,-0.0332352,1,0.0185414,0.05745,-0.0119467,0.125,304,0
4.4585,0.255069,-0.0323441,1,0.0186023,0.05745,-0.0118858,0.125,305,0
4.45344,0.25557,-0.031453,1,0.0186633,0.05745,-0.0118248,0.125,306,0
4.44772,0.255809,-0.0305899,1,0.0187243,0.05745,-0.0117638,0.125,307,0
4.44156,0.255875,-0.0297456,1,0.0187853,0.05745,-0.0117028,0.125,308,0
4.4354,0.25594,-0.0289012,1,0.0188463,0.05745,-0.0116418,0.125,309,0
4.42925,0.256005,-0.0280569,1,0.0189073,0.05745,-0.0115808,0.125,310,0
4.42309,0.25607,-0.0272126,1,0.0189683,0.05745,-0.0115198,0.125,311,0
4.41693,0.256136,-0.0263682,1,0.0190293,0.05745,-0.0114588,0.125,312,0
4.41077,0.256201,-0.0255239,1,0.0190903,0.05745,-0.0113978,0.125,313,0
4.40461,0.256266,-0.0246796,1,0.0191513,0.05745,-0.0113368,0.125,314,0
4.39845,0.256332,-0.0238352,1,0.0192123,0.05745,-0.0112758,0.125,315,0
4.39229,0.256397,-0.0229909,1,0.0192733,0.05745,-0.0112148,0.125,316,0
4.38614,0.256462,-0.0221465,1,0.0193342,0.05745,-0.0111539,0.125,317,0
4.37998,0.256528,-0.0213022,1,0.0193952,0.05745,-0.0110929,0.125,318,0
4.37327,0.256488,-0.0205134,1,0.0194562,0.05745,-0.0110319,0.125,319,0
4.36633,0.256403,-0.0197481,1,0.0195172,0.05745,-0.0109709,0.125,320,0
4.35939,0.256319,-0.0189828,1,0.0195782,0.05745,-0.0109099,0.125,321,0
4.35245,0.256234,-0.0182175,1,0.0196392,0.05745,-0.0108489,0.125,322,0
4.34551,0.256149,-0.0174523,1,0.0197002,0.05745,-0.0107879,0.125,323,0
4.33857,0.256065,-0.016687,1,0.0197612,0.05745,-0.0107269,0.125,324,0
4.33163,0.25598,-0.0159217,1,0.0198222,0.05745,-0.0106659,0.125,325,0
4.32469,0.255896,-0.0151564,1,0.0198832,0.05745,-0.0106049,0.125,326,0
4.31774,0.255811,-0.0143912,1,0.0199442,0.05745,-0.0105439,0.125,327,0
4.3108,0.255727,-0.0136259,1,0.0200051,0.05745,-0.010483,0.125,328,0
4.30386,0.255642,-0.0128606,1,0.0200661,0.05745,-0.010422,0.125,329,0
4.29689,0.255543,-0.0121259,1,0.0201271,0.05745,-0.010361,0.125,330,0
4.28939,0.255172,-0.0119771,1,0.0201881,0.05745,-0.0103,0.125,331,0
4.28189,0.254801,-0.0118283,1,0.0202491,0.05745,-0.010239,0.125,332,0
4.27438,0.25443,-0.0116794,1,0.0203101,0.05745,-0.010178,0.125,333,0
4.26688,0.254059,-0.0115306,1,0.0203711,0.05745,-0.010117,0.125,334,0
4.25938,0.253688,-0.0113817,1,0.0204321,0.05745,-0.010056,0.125,335,0
4.25187,0.253317,-0.0112329,1,0.0204931,0.05745,-0.00999502,0.125,336,0
4.24437,0.252946,-0.011084,1,0.0205541,0.05745,-0.00993403,0.125,337,0
4.23687,0.252575,-0.0109352,1,0.0206151,0.05745,-0.00987304,0.125,338,0
4.22936,0.252204,-0.0107863,1,0.0206761,0.05745,-0.00981205,0.125,339,0
4.22186,0.251833,-0.0106375,1,0.020737,0.05745,-0.00975106,0.125,340,0
4.21435,0.251462,-0.0104887,1,0.020798,0.05745,-0.00969007,0.125,341,0
4.20661,0.250897,-0.0106038,1,0.020859,0.05745,-0.00962908,0.125,342,0
4.19853,0.250067,-0.011081,1,0.02092,0.05745,-0.00956808,0.125,343,0
4.19045,0.249237,-0.0115583,1,0.020981,0.05745,-0.00950709,0.125,344,0
4.18237,0.248406,-0.0120356,1,0.021042,0.05745,-0.0094461,0.125,345,0
4.17429,0.247576,-0.0125128,1,0.021103,0.05745,-0.00938511,0.125,346,0
4.16622,0.246746,-0.0129901,1,0.021164,0.05745,-0.00932412,0.125,347,0
4.15814,0.245916,-0.0134673,1,0.021225,0.05745,-0.00926313,0.125,348,0
4.15006,0.245085,-0.0139446,1,0.021286,0.05745,-0.00920214,0.125,349,0
4.14198,0.244255,-0.0144218,1,0.021347,0.05745,-0.00914115,0.125,350,0
4.1339,0.243425,-0.0148991,1,0.0214079,0.05745,-0.00908015,0.125,351,0
4.12582,0.242595,-0.0153763,1,0.0214689,0.05745,-0.00901916,0.125,352,0
4.11775,0.241764,-0.0158536,1,0.0215299,0.05745,-0.00895817,0.125,353,0
4.10971,0.240812,-0.0165459,1,0.0215909,0.05745,-0.00889718,0.125,354,0
4.10169,0.239828,-0.0172946,1,0.0216519,0.05745,-0.00883619,0.125,355,0
4.09367,0.238844,-0.0180433,1,0.0217129,0.05745,-0.0087752,0.125,356,0
4.08565,0.23786,-0.018792,1,0.0217739,0.05745,-0.00871421,0.125,357,0
4.07763,0.236876,-0.0195407,1,0.0218349,0.05745,-0.00865321,0.125,358,0
4.0696,0.235891,-0.0202893,1,0.0218959,0.05745,-0.00859222,0.125,359,0
4.06158,0.234907,-0.021038,1,0.0219569,0.05745,-0.00853123,0.125,360,0
4.05356,0.233923,-0.0217867,1,0.0220179,0.05745,-0.00847024,0.125,361,0
4.04554,0.232939,-0.0225354,1,0.0220789,0.05745,-0.00840925,0.125,362,0
4.03752,0.231955,-0.0232841,1,0.0221398,0.05745,-0.00834826,0.125,363,0
4.0295,0.230971,-0.0240328,1,0.0222008,0.05745,-0.00828727,0.125,364,0
4.02142,0.229954,-0.0248142,1,0.0222618,0.05745,-0.00822628,0.125,365,0
4.01296,0.228688,-0.0258467,1,0.0223228,0.05745,-0.00816528,0.125,366,0
4.00451,0.227423,-0.0268791,1,0.0223838,0.05745,-0.00810429,0.125,367,0
3.99605,0.226157,-0.0279115,1,0.0224448,0.05745,-0.0080433,0.125,368,0
3.98759,0.224892,-0.0289439,1,0.0225058,0.05745,-0.00798231,0.125,369,0
3.97913,0.223626,-0.0299764,1,0.0225668,0.05745,-0.00792132,0.125,370,0
3.97067,0.22236,-0.0310088,1,0.0226278,0.05745,-0.00786033,0.125,371,0
3.96221,0.221095,-0.0320412,1,0.0226888,0.05745,-0.00779934,0.125,372,0
3.95375,0.219829,-0.0330736,1,0.0227498,0.05745,-0.00773835,0.125,373,0
3.94529,0.218564,-0.0341061,1,0.0228107,0.05745,-0.00767735,0.125,374,0
3.93683,0.217298,-0.0351385,1,0.0228717,0.05745,-0.00761636,0.125,375,0
3.92837,0.216032,-0.0361709,1,0.0229327,0.05745,-0.00755537,0.125,376,0
3.91991,0.214767,-0.0372033,1,0.0229937,0.05745,-0.00749438,0.125,377,0
3.91222,0.213453,-0.0381766,1,0.0230547,0.05745,-0.00743339,0.125,378,0
3.90459,0.212136,-0.0391444,1,0.0231157,0.05745,-0.0073724,0.125,379,0
3.89696,0.210818,-0.0401122,1,0.0231767,0.05745,-0.00731141,0.125,380,0
3.88934,0.2095,-0.04108,1,0.0232377,0.05745,-0.00725041,0.125,381,0
3.88171,0.208183,-0.0420478,1,0.0232987,0.05745,-0.00718942,0.125,382,0
3.87408,0.206865,-0.0430156,1,0.0233597,0.05745,-0.00712843,0.125,383,0
3.86646,0.205547,-0.0439834,1,0.0234207,0.05745,-0.00706744,0.125,384,0
3.85883,0.20423,-0.0449512,1,0.0234817,0.05745,-0.00700645,0.125,385,0
3.8512,0.202912,-0.045919,1,0.0235426,0.05745,-0.00694546,0.125,386,0
3.84358,0.201594,-0.0468868,1,0.0236036,0.05745,-0.00688447,0.125,387,0
3.83595,0.200277,-0.0478546,1,0.0236646,0.05745,-0.00682348,0.125,388,0
3.82832,0.198959,-0.0488224,1,0.0237256,0.05745,-0.00676248,0.125,389,0
3.8207,0.197641,-0.0497902,1,0.0237866,0.05745,-0.00670149,0.125,390,0
3.81307,0.196324,-0.050758,1,0.0238476,0.05745,-0.0066405,0.125,391,0
3.8051,0.194887,-0.0516856,1,0.0239086,0.05745,-0.00657951,0.125,392,0
3.7971,0.193438,-0.0526091,1,0.0239696,0.05745,-0.00651852,0.125,393,0
3.7891,0.191989,-0.0535327,1,0.0240306,0.05745,-0.00645753,0.125,394,0
3.7811,0.19054,-0.0544563,1,0.0240916,0.05745,-0.00639654,0.125,395,0
3.7731,0.189091,-0.0553798,1,0.0241526,0.05745,-0.00633555,0.125,396,0
3.7651,0.187642,-0.0563034,1,0.0242135,0.05745,-0.00627455,0.125,397,0
3.7571,0.186193,-0.057227,1,0.0242745,0.05745,-0.00621356,0.125,398,0
3.7491,0.184744,-0.0581505,1,0.0243355,0.05745,-0.00615257,0.125,399,0
3.7411,0.183295,-0.0590741,1,0.0243965,0.05745,-0.00609158,0.125,400,0
3.7331,0.181847,-0.0599977,1,0.0244575,0.05745,-0.00603059,0.125,401,0
3.7251,0.180398,-0.0609212,1,0.0245185,0.05745,-0.0059696,0.125,402,0
3.7171,0.178949,-0.0618448,1,0.0245795,0.05745,-0.00590861,0.125,403,0
3.70947,0.17757,-0.0626334,1,0.0246405,0.05745,-0.00584761,0.125,404,0
3.70202,0.176225,-0.0633565,1,0.0247015,0.05745,-0.00578662,0.125,405,0
3.69457,0.17488,-0.0640795,1,0.0247625,0.05745,-0.00572563,0.125,406,0
3.68711,0.173535,-0.0648026,1,0.0248235,0.05745,-0.00566464,0.125,407,0
3.67966,0.17219,-0.0655256,1,0.0248845,0.05745,-0.00560365,0.125,408,0
3.67221,0.170846,-0.0662487,1,0.0249454,0.05745,-0.00554266,0.125,409,0
3.66476,0.169501,-0.0669717,1,0.0250064,0.05745,-0.00548167,0.125,410,0
3.65731,0.168156,-0.0676948,1,0.0250674,0.05745,-0.00542068,0.125,411,0
3.64986,0.166811,-0.0684178,1,0.0251284,0.05745,-0.00535968,0.125,412,0
3.6424,0.165466,-0.0691409,1,0.0251894,0.05745,-0.00529869,0.125,413,0
3.63495,0.164121,-0.0698639,1,0.0252504,0.05745,-0.0052377,0.125,414,0
3.6275,0.162776,-0.070587,1,0.0253114,0.05745,-0.00517671,0.125,415,0
3.62121,0.161466,-0.0712214,1,0.0253724,0.05745,-0.00511572,0.125,416,0
3.61494,0.160157,-0.0718543,1,0.0254334,0.05745,-0.00505473,0.125,417,0
3.60866,0.158848,-0.0724872,1,0.0254944,0.05745,-0.00499374,0.125,418,0
3.60239,0.157538,-0.0731201,1,0.0255554,0.05745,-0.00493275,0.125,419,0
3.59611,0.156229,-0.0737531,1,0.0256163,0.05745,-0.00487175,0.125,420,0
3.58984,0.154919,-0.074386,1,0.0256773,0.05745,-0.00481076,0.125,421,0
3.58357,0.15361,-0.0750189,1,0.0257383,0.05745,-0.00474977,0.125,422,0
3.57729,0.1523,-0.0756519,1,0.0257993,0.05745,-0.00468878,0.125,423,0
3.57102,0.150991,-0.0762848,1,0.0258603,0.05745,-0.00462779,0.125,424,0
3.56474,0.149681,-0.0769177,1,0.0259213,0.05745,-0.0045668,0.125,425,0
3.55847,0.148372,-0.0775507,1,0.0259823,0.05745,-0.00450581,0.125,426,0
3.55236,0.147207,-0.0781415,1,0.0260433,0.05745,-0.00444481,0.125,427,0
3.54656,0.146317,-0.0786522,1,0.0261043,0.05745,-0.00438382,0.125,428,0
3.54075,0.145427,-0.0791628,1,0.0261653,0.05745,-0.00432283,0.125,429,0
3.53495,0.144537,-0.0796735,1,0.0262263,0.05745,-0.00426184,0.125,430,0
3.52914,0.143647,-0.0801842,1,0.0262873,0.05745,-0.00420085,0.125,431,0
3.52334,0.142756,-0.0806949,1,0.0263482,0.05745,-0.00413986,0.125,432,0
3.51754,0.141866,-0.0812056,1,0.0264092,0.05745,-0.00407887,0.125,433,0
3.51173,0.140976,-0.0817163,1,0.0264702,0.05745,-0.00401788,0.125,434,0
3.50593,0.140086,-0.082227,1,0.0265312,0.05745,-0.00395688,0.125,435,0
3.50013,0.139196,-0.0827377,1,0.0265922,0.05745,-0.00389589,0.125,436,0
3.49432,0.138306,-0.0832484,1,0.0266532,0.05745,-0.0038349,0.125,437,0
3.48852,0.137416,-0.0837591,1,0.0267142,0.05745,-0.00377391,0.125,438,0
3.48292,0.13602,-0.0845116,1,0.0267752,0.05745,-0.00371292,0.125,439,0
3.4774,0.134414,-0.0853646,1,0.0268362,0.05745,-0.00365193,0.125,440,0
3.47188,0.132808,-0.0862176,1,0.0268972,0.05745,-0.00359094,0.125,441,0
3.46636,0.131202,-0.0870706,1,0.0269582,0.05745,-0.00352995,0.125,442,0
3.46084,0.129596,-0.0879236,1,0.0270191,0.05745,-0.00346895,0.125,443,0
3.45532,0.12799,-0.0887765,1,0.0270801,0.05745,-0.00340796,0.125,444,0
3.4498,0.126385,-0.0896295,1,0.0271411,0.05745,-0.00334697,0.125,445,0
3.44429,0.124779,-0.0904825,1,0.0272021,0.05745,-0.00328598,0.125,446,0
3.43877,0.123173,-0.0913355,1,0.0272631,0.05745,-0.00322499,0.125,447,0
3.43325,0.121567,-0.0921884,1,0.0273241,0.05745,-0.003164,0.125,448,0
3.42773,0.119961,-0.0930414,1,0.0273851,0.05745,-0.00310301,0.125,449,0
3.42234,0.118381,-0.0938844,1,0.0274461,0.05745,-0.00304202,0.125,450,0
3.41873,0.117155,-0.0945886,1,0.0275071,0.05745,-0.00298102,0.125,451,0
3.41513,0.115928,-0.0952928,1,0.0275681,0.05745,-0.00292003,0.125,452,0
3.41152,0.114702,-0.095997,1,0.0276291,0.05745,-0.00285904,0.125,453,0
3.40791,0.113476,-0.0967013,1,0.0276901,0.05745,-0.00279805,0.125,454,0
3.40431,0.11225,-0.0974055,1,0.027751,0.05745,-0.00273706,0.125,455,0
3.4007,0.111023,-0.0981097,1,0.027812,0.05745,-0.00267607,0.125,456,0
3.39709,0.109797,-0.0988139,1,0.027873,0.05745,-0.00261508,0.125,457,0
3.39349,0.108571,-0.0995181,1,0.027934,0.05745,-0.00255408,0.125,458,0
3.38988,0.107345,-0.100222,1,0.027995,0.05745,-0.00249309,0.125,459,0
3.38627,0.106118,-0.100927,1,0.028056,0.05745,-0.0024321,0.125,460,0
3.38267,0.104892,-0.101631,1,0.028117,0.05745,-0.00237111,0.125,461,0
3.37931,0.103493,-0.102428,1,0.028178,0.05745,-0.00231012,0.125,462,0
3.37632,0.10184,-0.103361,1,0.028239,0.05745,-0.00224913,0.125,463,0
3.37333,0.100187,-0.104294,1,0.0283,0.05745,-0.00218814,0.125,464,0
3.37034,0.0985337,-0.105227,1,0.028361,0.05745,-0.00212715,0.125,465,0
3.36735,0.0968805,-0.10616,1,0.0284219,0.05745,-0.00206615,0.125,466,0
3.36437,0.0952274,-0.107094,1,0.0284829,0.05745,-0.00200516,0.125,467,0
3.36138,0.0935743,-0.108027,1,0.0285439,0.05745,-0.00194417,0.125,468,0
3.35839,0.0919211,-0.10896,1,0.0286049,0.05745,-0.00188318,0.125,469,0
3.3554,0.090268,-0.109893,1,0.0286659,0.05745,-0.00182219,0.125,470,0
3.35241,0.0886149,-0.110826,1,0.0287269,0.05745,-0.0017612,0.125,471,0
3.34942,0.0869617,-0.11176,1,0.0287879,0.05745,-0.00170021,0.125,472,0
3.34643,0.0853086,-0.112693,1,0.0288489,0.05745,-0.00163922,0.125,473,0
3.34403,0.083723,-0.113574,1,0.0289099,0.05745,-0.00157822,0.125,474,0
3.3423,0.0822139,-0.114397,1,0.0289709,0.05745,-0.00151723,0.125,475,0
3.34057,0.0807048,-0.11522,1,0.0290319,0.05745,-0.00145624,0.125,476,0
3.33884,0.0791957,-0.116043,1,0.0290929,0.05745,-0.00139525,0.125,477,0
3.3371,0.0776866,-0.116866,1,0.0291538,0.05745,-0.00133426,0.125,478,0
3.33537,0.0761775,-0.117689,1,0.0292148,0.05745,-0.00127327,0.125,479,0
3.33364,0.0746684,-0.118512,1,0.0292758,0.05745,-0.00121228,0.125,480,0
3.33191,0.0731593,-0.119335,1,0.0293368,0.05745,-0.00115128,0.125,481,0
3.33018,0.0716503,-0.120158,1,0.0293978,0.05745,-0.00109029,0.125,482,0
3.32844,0.0701412,-0.120981,1,0.0294588,0.05745,-0.0010293,0.125,483,0
3.32671,0.0686321,-0.121804,1,0.0295198,0.05745,-0.000968311,0.125,484,0
3.32498,0.067123,-0.122627,1,0.0295808,0.05745,-0.000907319,0.125,485,0
3.32325,0.0656139,-0.12345,1,0.0296418,0.05745,-0.000846328,0.125,486,0
3.32211,0.0642107,-0.124071,1,0.0297028,0.05745,-0.000785337,0.125,487,0
3.32178,0.0629517,-0.124415,1,0.0297638,0.05745,-0.000724346,0.125,488,0
3.32146,0.0616927,-0.12476,1,0.0298247,0.05745,-0.000663354,0.125,489,0
3.32113,0.0604337,-0.125105,1,0.0298857,0.05745,-0.000602363,0.125,490,0
3.3208,0.0591747,-0.125449,1,0.0299467,0.05745,-0.000541372,0.125,491,0
3.32048,0.0579157,-0.125794,1,0.0300077,0.05745,-0.00048038,0.125,492,0
3.32015,0.0566567,-0.126138,1,0.0300687,0.05745,-0.000419389,0.125,493,0
3.31982,0.0553977,-0.126483,1,0.0301297,0.05745,-0.000358398,0.125,494,0
3.31949,0.0541387,-0.126827,1,0.0301907,0.05745,-0.000297407,0.125,495,0
3.31917,0.0528797,-0.127172,1,0.0302517,0.05745,-0.000236415,0.125,496,0
3.31884,0.0516207,-0.127516,1,0.0303127,0.05745,-0.000175424,0.125,497,0
3.31851,0.0503617,-0.127861,1,0.0303737,0.05745,-0.000114433,0.125,498,0
3.31819,0.0491027,-0.128206,1,0.0304347,0.05745,-5.34413e-05,0.125,499,0
3.31796,0.0478307,-0.128506,1,0.0304956,0.05745,7.55e-06,0.125,500,0
3.31846,0.0464674,-0.12849,1,0.0305566,0.05745,6.85413e-05,0.125,501,0
3.31896,0.0451041,-0.128475,1,0.0306176,0.05745,0.000129533,0.125,502,0
3.31946,0.0437407,-0.12846,1,0.0306786,0.05745,0.000190524,0.125,503,0
3.31996,0.0423774,-0.128444,1,0.0307396,0.05745,0.000251515,0.125,504,0
3.32046,0.0410141,-0.128429,1,0.0308006,0.05745,0.000312507,0.125,505,0
3.32095,0.0396508,-0.128413,1,0.0308616,0.05745,0.000373498,0.125,506,0
3.32145,0.0382874,-0.128398,1,0.0309226,0.05745,0.000434489,0.125,507,0
3.32195,0.0369241,-0.128383,1,0.0309836,0.05745,0.00049548,0.125,508,0
3.32245,0.0355608,-0.128367,1,0.0310446,0.05745,0.000556472,0.125,509,0
3.32295,0.0341974,-0.128352,1,0.0311056,0.05745,0.000617463,0.125,510,0
3.32345,0.0328341,-0.128337,1,0.0311666,0.05745,0.000678454,0.125,511,0
3.32395,0.0314708,-0.128321,1,0.0312275,0.05745,0.000739446,0.125,512,0
3.32445,0.0301074,-0.128306,1,0.0312885,0.05745,0.000800437,0.125,513,0
3.32599,0.0283945,-0.127891,1,0.0313495,0.05745,0.000861428,0.125,514,0
3.32775,0.026607,-0.127391,1,0.0314105,0.05745,0.000922419,0.125,515,0
3.32951,0.0248194,-0.126891,1,0.0314715,0.05745,0.000983411,0.125,516,0
3.33127,0.0230319,-0.126391,1,0.0315325,0.05745,0.0010444,0.125,517,0
3.33303,0.0212444,-0.12589,1,0.0315935,0.05745,0.00110539,0.125,518,0
3.33479,0.0194568,-0.12539,1,0.0316545,0.05745,0.00116638,0.125,519,0
3.33656,0.0176693,-0.12489,1,0.0317155,0.05745,0.00122738,0.125,520,0
3.33832,0.0158818,-0.12439,1,0.0317765,0.05745,0.00128837,0.125,521,0
3.34008,0.0140942,-0.12389,1,0.0318375,0.05745,0.00134936,0.125,522,0
3.34184,0.0123067,-0.123389,1,0.0318985,0.05745,0.00141035,0.125,523,0
3.3436,0.0105191,-0.122889,1,0.0319594,0.05745,0.00147134,0.125,524,0
3.34537,0.00873161,-0.122389,1,0.0320204,0.05745,0.00153233,0.125,525,0
3.34713,0.00694407,-0.121889,1,0.0320814,0.05745,0.00159332,0.125,526,0
3.35011,0.00507474,-0.121032,1,0.0321424,0.05745,0.00165432,0.125,527,0
3.35343,0.0031822,-0.120073,1,0.0322034,0.05745,0.00171531,0.125,528,0
3.35676,0.00128966,-0.119114,1,0.0322644,0.05745,0.0017763,0.125,529,0
3.36008,-0.000602889,-0.118155,1,0.0323254,0.05745,0.00183729,0.125,530,0
3.3634,-0.00249544,-0.117196,1,0.0323864,0.05745,0.00189828,0.125,531,0
3.36673,-0.00438798,-0.116237,1,0.0324474,0.05745,0.00195927,0.125,532,0
3.37005,-0.00628052,-0.115278,1,0.0325084,0.05745,0.00202026,0.125,533,0
3.37338,-0.00817307,-0.11432,1,0.0325694,0.05745,0.00208125,0.125,534,0
3.3767,-0.0100656,-0.113361,1,0.0326303,0.05745,0.00214225,0.125,535,0
3.38003,-0.0119582,-0.112402,1,0.0326913,0.05745,0.00220324,0.125,536,0
3.38335,-0.0138507,-0.111443,1,0.0327523,0.05745,0.00226423,0.125,537,0
3.38668,-0.0157432,-0.110484,1,0.0328133,0.05745,0.00232522,0.125,538,0
3.39119,-0.0176316,-0.109374,1,0.0328743,0.05745,0.00238621,0.125,539,0
3.39593,-0.0195191,-0.108236,1,0.0329353,0.05745,0.0024472,0.125,540,0
3.40066,-0.0214067,-0.107098,1,0.0329963,0.05745,0.00250819,0.125,541,0
3.40539,-0.0232942,-0.10596,1,0.0330573,0.05745,0.00256918,0.125,542,0
3.41013,-0.0251818,-0.104822,1,0.0331183,0.05745,0.00263018,0.125,543,0
3.41486,-0.0270693,-0.103684,1,0.0331793,0.05745,0.00269117,0.125,544,0
3.4196,-0.0289569,-0.102546,1,0.0332403,0.05745,0.00275216,0.125,545,0
3.42433,-0.0308444,-0.101408,1,0.0333012,0.05745,0.00281315,0.125,546,0
3.42907,-0.032732,-0.10027,1,0.0333622,0.05745,0.00287414,0.125,547,0
3.4338,-0.0346195,-0.0991323,1,0.0334232,0.05745,0.00293513,0.125,548,0
3.43854,-0.0365071,-0.0979943,1,0.0334842,0.05745,0.00299612,0.125,549,0
3.44359,-0.0384437,-0.0968462,1,0.0335452,0.05745,0.00305712,0.125,550,0
3.45012,-0.0406037,-0.0956519,1,0.0336062,0.05745,0.00311811,0.125,551,0
3.45665,-0.0427637,-0.0944577,1,0.0336672,0.05745,0.0031791,0.125,552,0
3.46318,-0.0449236,-0.0932634,1,0.0337282,0.05745,0.00324009,0.125,553,0
3.46971,-0.0470836,-0.0920691,1,0.0337892,0.05745,0.00330108,0.125,554,0
3.47623,-0.0492436,-0.0908749,1,0.0338502,0.05745,0.00336207,0.125,555,0
3.48276,-0.0514036,-0.0896806,1,0.0339112,0.05745,0.00342306,0.125,556,0
3.48929,-0.0535635,-0.0884863,1,0.0339722,0.05745,0.00348405,0.125,557,0
3.49582,-0.0557235,-0.087292,1,0.0340331,0.05745,0.00354505,0.125,558,0
3.50235,-0.0578835,-0.0860978,1,0.0340941,0.05745,0.00360604,0.125,559,0
3.50888,-0.0600435,-0.0849035,1,0.0341551,0.05745,0.00366703,0.125,560,0
3.5154,-0.0622034,-0.0837092,1,0.0342161,0.05745,0.00372802,0.125,561,0
3.522,-0.0643928,-0.0827063,1,0.0342771,0.05745,0.00378901,0.125,562,0
3.52867,-0.0666071,-0.0818657,1,0.0343381,0.05745,0.00385,0.125,563,0
3.53533,-0.0688214,-0.0810251,1,0.0343991,0.05745,0.00391099,0.125,564,0
3.54199,-0.0710357,-0.0801844,1,0.0344601,0.05745,0.00397198,0.125,565,0
3.54866,-0.07325,-0.0793438,1,0.0345211,0.05745,0.00403298,0.125,566,0
3.55532,-0.0754643,-0.0785032,1,0.0345821,0.05745,0.00409397,0.125,567,0
3.56198,-0.0776786,-0.0776626,1,0.0346431,0.05745,0.00415496,0.125,568,0
3.56864,-0.0798929,-0.076822,1,0.034704,0.05745,0.00421595,0.125,569,0
3.57531,-0.0821072,-0.0759813,1,0.034765,0.05745,0.00427694,0.125,570,0
3.58197,-0.0843215,-0.0751407,1,0.034826,0.05745,0.00433793,0.125,571,0
3.58863,-0.0865358,-0.0743001,1,0.034887,0.05745,0.00439892,0.125,572,0
3.59529,-0.0887501,-0.0734595,1,0.034948,0.05745,0.00445991,0.125,573,0
3.60242,-0.0905813,-0.0728066,1,0.035009,0.05745,0.00452091,0.125,574,0
3.60961,-0.0923713,-0.0721739,1,0.03507,0.05745,0.0045819,0.125,575,0
3.61679,-0.0941612,-0.0715413,1,0.035131,0.05745,0.00464289,0.125,576,0
3.62397,-0.0959512,-0.0709086,1,0.035192,0.05745,0.00470388,0.125,577,0
3.63115,-0.0977412,-0.0702759,1,0.035253,0.05745,0.00476487,0.125,578,0
3.63833,-0.0995311,-0.0696433,1,0.035314,0.05745,0.00482586,0.125,579,0
3.64552,-0.101321,-0.0690106,1,0.035375,0.05745,0.00488685,0.125,580,0
3.6527,-0.103111,-0.068378,1,0.0354359,0.05745,0.00494785,0.125,581,0
3.65988,-0.104901,-0.0677453,1,0.0354969,0.05745,0.00500884,0.125,582,0
3.66706,-0.106691,-0.0671126,1,0.0355579,0.05745,0.00506983,0.125,583,0
3.67424,-0.108481,-0.06648,1,0.0356189,0.05745,0.00513082,0.125,584,0
3.68167,-0.110279,-0.0658599,1,0.0356799,0.05745,0.00519181,0.125,585,0
3.68978,-0.112099,-0.0652749,1,0.0357409,0.05745,0.0052528,0.125,586,0
3.69789,-0.11392,-0.0646899,1,0.0358019,0.05745,0.00531379,0.125,587,0
3.706,-0.11574,-0.0641049,1,0.0358629,0.05745,0.00537478,0.125,588,0
3.71411,-0.117561,-0.0635199,1,0.0359239,0.05745,0.00543578,0.125,589,0
3.72222,-0.119381,-0.0629349,1,0.0359849,0.05745,0.00549677,0.125,590,0
3.73033,-0.121202,-0.0623499,1,0.0360459,0.05745,0.00555776,0.125,591,0
3.73844,-0.123022,-0.0617649,1,0.0361069,0.05745,0.00561875,0.125,592,0
3.74655,-0.124843,-0.0611799,1,0.0361678,0.05745,0.00567974,0.125,593,0
3.75466,-0.126663,-0.0605949,1,0.0362288,0.05745,0.00574073,0.125,594,0
3.76277,-0.128483,-0.0600099,1,0.0362898,0.05745,0.00580172,0.125,595,0
3.77088,-0.130304,-0.0594249,1,0.0363508,0.05745,0.00586271,0.125,596,0
3.77895,-0.132017,-0.0588221,1,0.0364118,0.05745,0.00592371,0.125,597,0
3.78699,-0.133652,-0.0582063,1,0.0364728,0.05745,0.0059847,0.125,598,0
3.79503,-0.135286,-0.0575904,1,0.0365338,0.05745,0.00604569,0.125,599,0
3.80306,-0.13692,-0.0569745,1,0.0365948,0.05745,0.00610668,0.125,600,0
3.8111,-0.138554,-0.0563587,1,0.0366558,0.05745,0.00616767,0.125,601,0
3.81914,-0.140189,-0.0557428,1,0.0367168,0.05745,0.00622866,0.125,602,0
3.82717,-0.141823,-0.0551269,1,0.0367778,0.05745,0.00628965,0.125,603,0
3.83521,-0.143457,-0.0545111,1,0.0368387,0.05745,0.00635065,0.125,604,0
3.84325,-0.145091,-0.0538952,1,0.0368997,0.05745,0.00641164,0.125,605,0
3.85129,-0.146726,-0.0532793,1,0.0369607,0.05745,0.00647263,0.125,606,0
3.85932,-0.14836,-0.0526635,1,0.0370217,0.05745,0.00653362,0.125,607,0
3.86736,-0.149994,-0.0520476,1,0.0370827,0.05745,0.00659461,0.125,608,0
3.87507,-0.15158,-0.0514191,1,0.0371437,0.05745,0.0066556,0.125,609,0
3.88212,-0.153071,-0.050766,1,0.0372047,0.05745,0.00671659,0.125,610,0
3.88918,-0.154562,-0.0501128,1,0.0372657,0.05745,0.00677758,0.125,611,0
3.89624,-0.156053,-0.0494597,1,0.0373267,0.05745,0.00683858,0.125,612,0
3.90329,-0.157544,-0.0488065,1,0.0373877,0.05745,0.00689957,0.125,613,0
