k,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,vtkOriginalIndices,__vtkIsSelected__
0.13397,1,0.0243355,0.0574498,-0.00615257,0.125,399,0
0.134231,1,0.0243965,0.0574498,-0.00609158,0.125,400,0
0.134491,1,0.0244575,0.0574498,-0.00603059,0.125,401,0
0.134751,1,0.0245185,0.0574498,-0.0059696,0.125,402,0
0.135012,1,0.0245795,0.0574498,-0.00590861,0.125,403,0
0.135221,1,0.0246405,0.0574498,-0.00584761,0.125,404,0
0.135407,1,0.0247015,0.0574498,-0.00578662,0.125,405,0
0.135592,1,0.0247625,0.0574498,-0.00572563,0.125,406,0
0.135777,1,0.0248235,0.0574498,-0.00566464,0.125,407,0
0.135962,1,0.0248845,0.0574498,-0.00560365,0.125,408,0
0.136147,1,0.0249454,0.0574498,-0.00554266,0.125,409,0
0.136333,1,0.0250064,0.0574498,-0.00548167,0.125,410,0
0.136518,1,0.0250674,0.0574498,-0.00542068,0.125,411,0
0.136703,1,0.0251284,0.0574498,-0.00535968,0.125,412,0
0.136888,1,0.0251894,0.0574498,-0.00529869,0.125,413,0
0.137073,1,0.0252504,0.0574498,-0.0052377,0.125,414,0
0.137259,1,0.0253114,0.0574498,-0.00517671,0.125,415,0
0.137345,1,0.0253724,0.0574498,-0.00511572,0.125,416,0
0.137429,1,0.0254334,0.0574498,-0.00505473,0.125,417,0
0.137514,1,0.0254944,0.0574498,-0.00499374,0.125,418,0
0.137598,1,0.0255554,0.0574498,-0.00493275,0.125,419,0
0.137682,1,0.0256163,0.0574498,-0.00487175,0.125,420,0
0.137767,1,0.0256773,0.0574498,-0.00481076,0.125,421,0
0.137851,1,0.0257383,0.0574498,-0.00474977,0.125,422,0
0.137936,1,0.0257993,0.0574498,-0.00468878,0.125,423,0
0.13802,1,0.0258603,0.0574498,-0.00462779,0.125,424,0
0.138104,1,0.0259213,0.0574499,-0.0045668,0.125,425,0
0.138189,1,0.0259823,0.0574499,-0.00450581,0.125,426,0
0.138266,1,0.0260433,0.0574499,-0.00444481,0.125,427,0
0.138328,1,0.0261043,0.0574499,-0.00438382,0.125,428,0
0.13839,1,0.0261653,0.0574499,-0.00432283,0.125,429,0
0.138453,1,0.0262263,0.0574499,-0.00426184,0.125,430,0
0.138515,1,0.0262873,0.0574499,-0.00420085,0.125,431,0
0.138577,1,0.0263482,0.0574499,-0.00413986,0.125,432,0
0.13864,1,0.0264092,0.0574499,-0.00407887,0.125,433,0
0.138702,1,0.0264702,0.0574499,-0.00401788,0.125,434,0
0.138765,1,0.0265312,0.0574499,-0.00395688,0.125,435,0
0.138827,1,0.0265922,0.0574499,-0.00389589,0.125,436,0
0.138889,1,0.0266532,0.0574499,-0.0038349,0.125,437,0
0.138952,1,0.0267142,0.0574499,-0.00377391,0.125,438,0
0.13899,1,0.0267752,0.0574499,-0.00371292,0.125,439,0
0.139017,1,0.0268362,0.0574499,-0.00365193,0.125,440,0
0.139045,1,0.0268972,0.0574499,-0.00359094,0.125,441,0
0.139072,1,0.0269582,0.0574499,-0.00352995,0.125,442,0
0.1391,1,0.0270191,0.0574499,-0.00346895,0.125,443,0
0.139128,1,0.0270801,0.0574499,-0.00340796,0.125,444,0
0.139155,1,0.0271411,0.0574499,-0.00334697,0.125,445,0
0.139183,1,0.0272021,0.0574499,-0.00328598,0.125,446,0
0.139211,1,0.0272631,0.0574499,-0.00322499,0.125,447,0
0.139238,1,0.0273241,0.0574499,-0.003164,0.125,448,0
0.139266,1,0.0273851,0.0574499,-0.00310301,0.125,449,0
0.139294,1,0.0274461,0.0574499,-0.00304202,0.125,450,0
0.139327,1,0.0275071,0.0574499,-0.00298102,0.125,451,0
0.139361,1,0.0275681,0.0574499,-0.00292003,0.125,452,0
0.139394,1,0.0276291,0.0574499,-0.00285904,0.125,453,0
0.139427,1,0.0276901,0.0574499,-0.00279805,0.125,454,0
0.13946,1,0.027751,0.0574499,-0.00273706,0.125,455,0
0.139494,1,0.027812,0.0574499,-0.00267607,0.125,456,0
0.139527,1,0.027873,0.0574499,-0.00261508,0.125,457,0
0.13956,1,0.027934,0.0574499,-0.00255408,0.125,458,0
0.139594,1,0.027995,0.0574499,-0.00249309,0.125,459,0
0.139627,1,0.028056,0.0574499,-0.0024321,0.125,460,0
0.13966,1,0.028117,0.0574499,-0.00237111,0.125,461,0
0.139671,1,0.028178,0.0574499,-0.00231012,0.125,462,0
0.13965,1,0.028239,0.0574499,-0.00224913,0.125,463,0
0.139628,1,0.0283,0.0574499,-0.00218814,0.125,464,0
0.139607,1,0.028361,0.0574499,-0.00212715,0.125,465,0
0.139586,1,0.0284219,0.0574499,-0.00206615,0.125,466,0
0.139564,1,0.0284829,0.0574499,-0.00200516,0.125,467,0
0.139543,1,0.0285439,0.0574499,-0.00194417,0.125,468,0
0.139521,1,0.0286049,0.0574499,-0.00188318,0.125,469,0
0.1395,1,0.0286659,0.0574499,-0.00182219,0.125,470,0
0.139479,1,0.0287269,0.0574499,-0.0017612,0.125,471,0
0.139457,1,0.0287879,0.0574499,-0.00170021,0.125,472,0
0.139436,1,0.0288489,0.0574499,-0.00163922,0.125,473,0
0.13942,1,0.0289099,0.0574499,-0.00157822,0.125,474,0
0.13941,1,0.0289709,0.05745,-0.00151723,0.125,475,0
0.139401,1,0.0290319,0.05745,-0.00145624,0.125,476,0
0.139392,1,0.0290929,0.05745,-0.00139525,0.125,477,0
0.139382,1,0.0291538,0.05745,-0.00133426,0.125,478,0
0.139373,1,0.0292148,0.05745,-0.00127327,0.125,479,0
0.139363,1,0.0292758,0.05745,-0.00121228,0.125,480,0
0.139354,1,0.0293368,0.05745,-0.00115128,0.125,481,0
0.139345,1,0.0293978,0.05745,-0.00109029,0.125,482,0
0.139335,1,0.0294588,0.05745,-0.0010293,0.125,483,0
0.139326,1,0.0295198,0.05745,-0.000968311,0.125,484,0
0.139316,1,0.0295808,0.05745,-0.000907319,0.125,485,0
0.139307,1,0.0296418,0.05745,-0.000846328,0.125,486,0
0.139298,1,0.0297028,0.05745,-0.000785337,0.125,487,0
0.139289,1,0.0297638,0.05745,-0.000724346,0.125,488,0
0.139281,1,0.0298247,0.05745,-0.000663354,0.125,489,0
0.139272,1,0.0298857,0.05745,-0.000602363,0.125,490,0
0.139264,1,0.0299467,0.05745,-0.000541372,0.125,491,0
0.139255,1,0.0300077,0.05745,-0.00048038,0.125,492,0
0.139247,1,0.0300687,0.05745,-0.000419389,0.125,493,0
0.139238,1,0.0301297,0.05745,-0.000358398,0.125,494,0
0.139229,1,0.0301907,0.05745,-0.000297407,0.125,495,0
0.139221,1,0.0302517,0.05745,-0.000236415,0.125,496,0
0.139212,1,0.0303127,0.05745,-0.000175424,0.125,497,0
0.139204,1,0.0303737,0.05745,-0.000114433,0.125,498,0
0.139195,1,0.0304347,0.05745,-5.34413e-05,0.125,499,0
0.139187,1,0.0304956,0.05745,7.55e-06,0.125,500,0
0.13918,1,0.0305566,0.05745,6.85413e-05,0.125,501,0
0.139174,1,0.0306176,0.05745,0.000129533,0.125,502,0
0.139168,1,0.0306786,0.05745,0.000190524,0.125,503,0
0.139161,1,0.0307396,0.05745,0.000251515,0.125,504,0
0.139155,1,0.0308006,0.05745,0.000312507,0.125,505,0
0.139149,1,0.0308616,0.05745,0.000373498,0.125,506,0
0.139142,1,0.0309226,0.05745,0.000434489,0.125,507,0
0.139136,1,0.0309836,0.05745,0.00049548,0.125,508,0
0.13913,1,0.0310446,0.05745,0.000556472,0.125,509,0
0.139123,1,0.0311056,0.05745,0.000617463,0.125,510,0
0.139117,1,0.0311666,0.05745,0.000678454,0.125,511,0
0.139111,1,0.0312275,0.05745,0.000739446,0.125,512,0
0.139104,1,0.0312885,0.05745,0.000800437,0.125,513,0
0.139099,1,0.0313495,0.05745,0.000861428,0.125,514,0
0.139094,1,0.0314105,0.05745,0.000922419,0.125,515,0
0.139089,1,0.0314715,0.05745,0.000983411,0.125,516,0
0.139084,1,0.0315325,0.05745,0.0010444,0.125,517,0
0.139079,1,0.0315935,0.05745,0.00110539,0.125,518,0
0.139074,1,0.0316545,0.05745,0.00116638,0.125,519,0
0.139069,1,0.0317155,0.05745,0.00122738,0.125,520,0
0.139064,1,0.0317765,0.05745,0.00128837,0.125,521,0
0.139059,1,0.0318375,0.05745,0.00134936,0.125,522,0
0.139054,1,0.0318985,0.05745,0.00141035,0.125,523,0
0.139049,1,0.0319594,0.05745,0.00147134,0.125,524,0
0.139044,1,0.0320204,0.05745,0.00153233,0.125,525,0
0.139039,1,0.0320814,0.0574501,0.00159332,0.125,526,0
0.139037,1,0.0321424,0.0574501,0.00165432,0.125,527,0
0.139036,1,0.0322034,0.0574501,0.00171531,0.125,528,0
0.139035,1,0.0322644,0.0574501,0.0017763,0.125,529,0
0.139034,1,0.0323254,0.0574501,0.00183729,0.125,530,0
0.139033,1,0.0323864,0.0574501,0.00189828,0.125,531,0
0.139032,1,0.0324474,0.0574501,0.00195927,0.125,532,0
0.139031,1,0.0325084,0.0574501,0.00202026,0.125,533,0
0.13903,1,0.0325694,0.0574501,0.00208125,0.125,534,0
0.139029,1,0.0326303,0.0574501,0.00214225,0.125,535,0
0.139027,1,0.0326913,0.0574501,0.00220324,0.125,536,0
0.139026,1,0.0327523,0.0574501,0.00226423,0.125,537,0
0.139025,1,0.0328133,0.0574501,0.00232522,0.125,538,0
0.139016,1,0.0328743,0.0574501,0.00238621,0.125,539,0
0.139005,1,0.0329353,0.0574501,0.0024472,0.125,540,0
0.138994,1,0.0329963,0.0574501,0.00250819,0.125,541,0
0.138983,1,0.0330573,0.0574501,0.00256918,0.125,542,0
0.138972,1,0.0331183,0.0574501,0.00263018,0.125,543,0
0.138962,1,0.0331793,0.0574501,0.00269117,0.125,544,0
0.138951,1,0.0332403,0.0574501,0.00275216,0.125,545,0
0.13894,1,0.0333012,0.0574501,0.00281315,0.125,546,0
0.138929,1,0.0333622,0.0574501,0.00287414,0.125,547,0
0.138918,1,0.0334232,0.0574501,0.00293513,0.125,548,0
0.138907,1,0.0334842,0.0574501,0.00299612,0.125,549,0
0.138891,1,0.0335452,0.0574501,0.00305712,0.125,550,0
0.13885,1,0.0336062,0.0574501,0.00311811,0.125,551,0
0.138809,1,0.0336672,0.0574501,0.0031791,0.125,552,0
0.138768,1,0.0337282,0.0574501,0.00324009,0.125,553,0
0.138728,1,0.0337892,0.0574501,0.00330108,0.125,554,0
0.138687,1,0.0338502,0.0574501,0.00336207,0.125,555,0
0.138646,1,0.0339112,0.0574501,0.00342306,0.125,556,0
0.138605,1,0.0339722,0.0574501,0.00348405,0.125,557,0
0.138564,1,0.0340331,0.0574501,0.00354505,0.125,558,0
0.138523,1,0.0340941,0.0574501,0.00360604,0.125,559,0
0.138482,1,0.0341551,0.0574501,0.00366703,0.125,560,0
0.138442,1,0.0342161,0.0574501,0.00372802,0.125,561,0
0.138355,1,0.0342771,0.0574501,0.00378901,0.125,562,0
0.138229,1,0.0343381,0.0574501,0.00385,0.125,563,0
0.138104,1,0.0343991,0.0574501,0.00391099,0.125,564,0
0.137978,1,0.0344601,0.0574501,0.00397198,0.125,565,0
0.137853,1,0.0345211,0.0574501,0.00403298,0.125,566,0
0.137727,1,0.0345821,0.0574501,0.00409397,0.125,567,0
0.137602,1,0.0346431,0.0574501,0.00415496,0.125,568,0
0.137476,1,0.034704,0.0574501,0.00421595,0.125,569,0
0.137351,1,0.034765,0.0574501,0.00427694,0.125,570,0
0.137225,1,0.034826,0.0574501,0.00433793,0.125,571,0
0.1371,1,0.034887,0.0574501,0.00439892,0.125,572,0
0.136974,1,0.034948,0.0574501,0.00445991,0.125,573,0
0.136801,1,0.035009,0.0574501,0.00452091,0.125,574,0
0.136624,1,0.03507,0.0574501,0.0045819,0.125,575,0
0.136446,1,0.035131,0.0574502,0.00464289,0.125,576,0
0.136268,1,0.035192,0.0574502,0.00470388,0.125,577,0
0.13609,1,0.035253,0.0574502,0.00476487,0.125,578,0
0.135912,1,0.035314,0.0574502,0.00482586,0.125,579,0
0.135734,1,0.035375,0.0574502,0.00488685,0.125,580,0
0.135556,1,0.0354359,0.0574502,0.00494785,0.125,581,0
0.135378,1,0.0354969,0.0574502,0.00500884,0.125,582,0
0.135201,1,0.0355579,0.0574502,0.00506983,0.125,583,0
0.135023,1,0.0356189,0.0574502,0.00513082,0.125,584,0
0.134826,1,0.0356799,0.0574502,0.00519181,0.125,585,0
0.134575,1,0.0357409,0.0574502,0.0052528,0.125,586,0
0.134324,1,0.0358019,0.0574502,0.00531379,0.125,587,0
0.134074,1,0.0358629,0.0574502,0.00537478,0.125,588,0
0.133823,1,0.0359239,0.0574502,0.00543578,0.125,589,0
0.133572,1,0.0359849,0.0574502,0.00549677,0.125,590,0
0.133322,1,0.0360459,0.0574502,0.00555776,0.125,591,0
0.133071,1,0.0361069,0.0574502,0.00561875,0.125,592,0
0.13282,1,0.0361678,0.0574502,0.00567974,0.125,593,0
0.13257,1,0.0362288,0.0574502,0.00574073,0.125,594,0
0.132319,1,0.0362898,0.0574502,0.00580172,0.125,595,0
0.132068,1,0.0363508,0.0574502,0.00586271,0.125,596,0
0.131794,1,0.0364118,0.0574502,0.00592371,0.125,597,0
0.131503,1,0.0364728,0.0574502,0.0059847,0.125,598,0
0.131211,1,0.0365338,0.0574502,0.00604569,0.125,599,0
0.130919,1,0.0365948,0.0574502,0.00610668,0.125,600,0
0.130628,1,0.0366558,0.0574502,0.00616767,0.125,601,0
0.130336,1,0.0367168,0.0574502,0.00622866,0.125,602,0
0.130045,1,0.0367778,0.0574502,0.00628965,0.125,603,0
0.129753,1,0.0368387,0.0574502,0.00635065,0.125,604,0
0.129461,1,0.0368997,0.0574502,0.00641164,0.125,605,0
0.12917,1,0.0369607,0.0574502,0.00647263,0.125,606,0
0.128878,1,0.0370217,0.0574502,0.00653362,0.125,607,0
0.128586,1,0.0370827,0.0574502,0.00659461,0.125,608,0
0.128293,1,0.0371437,0.0574502,0.0066556,0.125,609,0
0.127997,1,0.0372047,0.0574502,0.00671659,0.125,610,0
0.127701,1,0.0372657,0.0574502,0.00677758,0.125,611,0
0.127404,1,0.0373267,0.0574502,0.00683858,0.125,612,0
0.127108,1,0.0373877,0.0574502,0.00689957,0.125,613,0
0.126812,1,0.0374487,0.0574502,0.00696056,0.125,614,0
0.126515,1,0.0375096,0.0574502,0.00702155,0.125,615,0
0.126219,1,0.0375706,0.0574502,0.00708254,0.125,616,0
0.125923,1,0.0376316,0.0574502,0.00714353,0.125,617,0
0.125627,1,0.0376926,0.0574502,0.00720452,0.125,618,0
0.12533,1,0.0377536,0.0574502,0.00726551,0.125,619,0
0.125034,1,0.0378146,0.0574502,0.00732651,0.125,620,0
0.124738,1,0.0378756,0.0574502,0.0073875,0.125,621,0
0.124441,1,0.0379366,0.0574502,0.00744849,0.125,622,0
0.124122,1,0.0379976,0.0574502,0.00750948,0.125,623,0
0.123757,1,0.0380586,0.0574502,0.00757047,0.125,624,0
0.123391,1,0.0381196,0.0574502,0.00763146,0.125,625,0
0.123026,1,0.0381806,0.0574503,0.00769245,0.125,626,0
0.122661,1,0.0382415,0.0574503,0.00775345,0.125,627,0
0.122296,1,0.0383025,0.0574503,0.00781444,0.125,628,0
0.12193,1,0.0383635,0.0574503,0.00787543,0.125,629,0
0.121565,1,0.0384245,0.0574503,0.00793642,0.125,630,0
0.1212,1,0.0384855,0.0574503,0.00799741,0.125,631,0
0.120834,1,0.0385465,0.0574503,0.0080584,0.125,632,0
0.120469,1,0.0386075,0.0574503,0.00811939,0.125,633,0
0.120104,1,0.0386685,0.0574503,0.00818038,0.125,634,0
0.119729,1,0.0387295,0.0574503,0.00824138,0.125,635,0
0.11929,1,0.0387905,0.0574503,0.00830237,0.125,636,0
0.118851,1,0.0388515,0.0574503,0.00836336,0.125,637,0
0.118412,1,0.0389124,0.0574503,0.00842435,0.125,638,0
0.117973,1,0.0389734,0.0574503,0.00848534,0.125,639,0
0.117534,1,0.0390344,0.0574503,0.00854633,0.125,640,0
0.117095,1,0.0390954,0.0574503,0.00860732,0.125,641,0
0.116656,1,0.0391564,0.0574503,0.00866831,0.125,642,0
0.116217,1,0.0392174,0.0574503,0.00872931,0.125,643,0
0.115778,1,0.0392784,0.0574503,0.0087903,0.125,644,0
0.11534,1,0.0393394,0.0574503,0.00885129,0.125,645,0
0.114901,1,0.0394004,0.0574503,0.00891228,0.125,646,0
0.114406,1,0.0394614,0.0574503,0.00897327,0.125,647,0
0.113844,1,0.0395224,0.0574503,0.00903426,0.125,648,0
0.113282,1,0.0395834,0.0574503,0.00909525,0.125,649,0
0.11272,1,0.0396443,0.0574503,0.00915624,0.125,650,0
0.112159,1,0.0397053,0.0574503,0.00921724,0.125,651,0
0.111597,1,0.0397663,0.0574503,0.00927823,0.125,652,0
0.111035,1,0.0398273,0.0574503,0.00933922,0.125,653,0
0.110473,1,0.0398883,0.0574503,0.00940021,0.125,654,0
0.109912,1,0.0399493,0.0574503,0.0094612,0.125,655,0
0.10935,1,0.0400103,0.0574503,0.00952219,0.125,656,0
0.108788,1,0.0400713,0.0574503,0.00958318,0.125,657,0
0.108226,1,0.0401323,0.0574503,0.00964417,0.125,658,0
0.107674,1,0.0401933,0.0574503,0.00970517,0.125,659,0
0.107124,1,0.0402543,0.0574503,0.00976616,0.125,660,0
0.106573,1,0.0403152,0.0574503,0.00982715,0.125,661,0
0.106023,1,0.0403762,0.0574503,0.00988814,0.125,662,0
0.105472,1,0.0404372,0.0574503,0.00994913,0.125,663,0
0.104922,1,0.0404982,0.0574503,0.0100101,0.125,664,0
0.104372,1,0.0405592,0.0574503,0.0100711,0.125,665,0
0.103821,1,0.0406202,0.0574503,0.0101321,0.125,666,0
0.103271,1,0.0406812,0.0574503,0.0101931,0.125,667,0
0.10272,1,0.0407422,0.0574503,0.0102541,0.125,668,0
0.10217,1,0.0408032,0.0574503,0.0103151,0.125,669,0
0.101617,1,0.0408642,0.0574503,0.0103761,0.125,670,0
0.101052,1,0.0409252,0.0574503,0.0104371,0.125,671,0
0.100488,1,0.0409862,0.0574503,0.0104981,0.125,672,0
0.0999237,1,0.0410471,0.0574503,0.010559,0.125,673,0
0.0993593,1,0.0411081,0.0574503,0.01062,0.125,674,0
0.098795,1,0.0411691,0.0574504,0.010681,0.125,675,0
0.0982307,1,0.0412301,0.0574504,0.010742,0.125,676,0
0.0976663,1,0.0412911,0.0574504,0.010803,0.125,677,0
0.097102,1,0.0413521,0.0574504,0.010864,0.125,678,0
0.0965376,1,0.0414131,0.0574504,0.010925,0.125,679,0
0.0959733,1,0.0414741,0.0574504,0.010986,0.125,680,0
0.0954089,1,0.0415351,0.0574504,0.011047,0.125,681,0
0.0948503,1,0.0415961,0.0574504,0.011108,0.125,682,0
0.0942959,1,0.0416571,0.0574504,0.011169,0.125,683,0
0.0937415,1,0.0417181,0.0574504,0.0112299,0.125,684,0
0.0931871,1,0.041779,0.0574504,0.0112909,0.125,685,0
0.0926327,1,0.04184,0.0574504,0.0113519,0.125,686,0
0.0920783,1,0.041901,0.0574504,0.0114129,0.125,687,0
0.0915239,1,0.041962,0.0574504,0.0114739,0.125,688,0
0.0909695,1,0.042023,0.0574504,0.0115349,0.125,689,0
0.0904151,1,0.042084,0.0574504,0.0115959,0.125,690,0
0.0898607,1,0.042145,0.0574504,0.0116569,0.125,691,0
0.0893064,1,0.042206,0.0574504,0.0117179,0.125,692,0
0.088752,1,0.042267,0.0574504,0.0117789,0.125,693,0
0.0881406,1,0.042328,0.0574504,0.0118399,0.125,694,0
0.0875257,1,0.042389,0.0574504,0.0119009,0.125,695,0
0.0869109,1,0.0424499,0.0574504,0.0119618,0.125,696,0
0.0862961,1,0.0425109,0.0574504,0.0120228,0.125,697,0
0.0856813,1,0.0425719,0.0574504,0.0120838,0.125,698,0
0.0850665,1,0.0426329,0.0574504,0.0121448,0.125,699,0
0.0844517,1,0.0426939,0.0574504,0.0122058,0.125,700,0
0.0838369,1,0.0427549,0.0574504,0.0122668,0.125,701,0
0.0832221,1,0.0428159,0.0574504,0.0123278,0.125,702,0
0.0826073,1,0.0428769,0.0574504,0.0123888,0.125,703,0
0.0819924,1,0.0429379,0.0574504,0.0124498,0.125,704,0
0.0813555,1,0.0429989,0.0574504,0.0125108,0.125,705,0
0.0806709,1,0.0430599,0.0574504,0.0125718,0.125,706,0
0.0799863,1,0.0431208,0.0574504,0.0126327,0.125,707,0
0.0793018,1,0.0431818,0.0574504,0.0126937,0.125,708,0
0.0786172,1,0.0432428,0.0574504,0.0127547,0.125,709,0
0.0779326,1,0.0433038,0.0574504,0.0128157,0.125,710,0
0.0772481,1,0.0433648,0.0574504,0.0128767,0.125,711,0
0.0765635,1,0.0434258,0.0574504,0.0129377,0.125,712,0
0.0758789,1,0.0434868,0.0574504,0.0129987,0.125,713,0
0.0751944,1,0.0435478,0.0574504,0.0130597,0.125,714,0
0.0745098,1,0.0436088,0.0574504,0.0131207,0.125,715,0
0.0738252,1,0.0436698,0.0574504,0.0131817,0.125,716,0
0.0732029,1,0.0437308,0.0574504,0.0132427,0.125,717,0
0.0726081,1,0.0437918,0.0574504,0.0133037,0.125,718,0
0.0720134,1,0.0438527,0.0574504,0.0133646,0.125,719,0
0.0714186,1,0.0439137,0.0574504,0.0134256,0.125,720,0
0.0708239,1,0.0439747,0.0574504,0.0134866,0.125,721,0
0.0702291,1,0.0440357,0.0574504,0.0135476,0.125,722,0
0.0696343,1,0.0440967,0.0574504,0.0136086,0.125,723,0
0.0690396,1,0.0441577,0.0574504,0.0136696,0.125,724,0
0.0684448,1,0.0442187,0.0574505,0.0137306,0.125,725,0
0.0678501,1,0.0442797,0.0574505,0.0137916,0.125,726,0
0.0672553,1,0.0443407,0.0574505,0.0138526,0.125,727,0
0.0666602,1,0.0444017,0.0574505,0.0139136,0.125,728,0
0.0660603,1,0.0444627,0.0574505,0.0139746,0.125,729,0
0.0654604,1,0.0445236,0.0574505,0.0140355,0.125,730,0
0.0648605,1,0.0445846,0.0574505,0.0140965,0.125,731,0
0.0642605,1,0.0446456,0.0574505,0.0141575,0.125,732,0
0.0636606,1,0.0447066,0.0574505,0.0142185,0.125,733,0
0.0630607,1,0.0447676,0.0574505,0.0142795,0.125,734,0
0.0624608,1,0.0448286,0.0574505,0.0143405,0.125,735,0
0.0618608,1,0.0448896,0.0574505,0.0144015,0.125,736,0
0.0612609,1,0.0449506,0.0574505,0.0144625,0.125,737,0
0.060661,1,0.0450116,0.0574505,0.0145235,0.125,738,0
0.0600611,1,0.0450726,0.0574505,0.0145845,0.125,739,0
0.0594547,1,0.0451336,0.0574505,0.0146455,0.125,740,0
0.0588403,1,0.0451946,0.0574505,0.0147065,0.125,741,0
0.0582258,1,0.0452555,0.0574505,0.0147674,0.125,742,0
0.0576114,1,0.0453165,0.0574505,0.0148284,0.125,743,0
0.056997,1,0.0453775,0.0574505,0.0148894,0.125,744,0
0.0563826,1,0.0454385,0.0574505,0.0149504,0.125,745,0
0.0557681,1,0.0454995,0.0574505,0.0150114,0.125,746,0
0.0551537,1,0.0455605,0.0574505,0.0150724,0.125,747,0
0.0545393,1,0.0456215,0.0574505,0.0151334,0.125,748,0
0.0539248,1,0.0456825,0.0574505,0.0151944,0.125,749,0
0.0533104,1,0.0457435,0.0574505,0.0152554,0.125,750,0
0.052696,1,0.0458045,0.0574505,0.0153164,0.125,751,0
0.0521258,1,0.0458655,0.0574505,0.0153774,0.125,752,0
0.0515654,1,0.0459264,0.0574505,0.0154383,0.125,753,0
0.0510049,1,0.0459874,0.0574505,0.0154993,0.125,754,0
0.0504445,1,0.0460484,0.0574505,0.0155603,0.125,755,0
0.049884,1,0.0461094,0.0574505,0.0156213,0.125,756,0
0.0493235,1,0.0461704,0.0574505,0.0156823,0.125,757,0
0.0487631,1,0.0462314,0.0574505,0.0157433,0.125,758,0
0.0482026,1,0.0462924,0.0574505,0.0158043,0.125,759,0
0.0476421,1,0.0463534,0.0574505,0.0158653,0.125,760,0
0.0470817,1,0.0464144,0.0574505,0.0159263,0.125,761,0
0.0465212,1,0.0464754,0.0574505,0.0159873,0.125,762,0
0.0459695,1,0.0465364,0.0574505,0.0160483,0.125,763,0
0.0454534,1,0.0465974,0.0574505,0.0161093,0.125,764,0
0.0449374,1,0.0466583,0.0574505,0.0161702,0.125,765,0
0.0444214,1,0.0467193,0.0574505,0.0162312,0.125,766,0
0.0439053,1,0.0467803,0.0574505,0.0162922,0.125,767,0
0.0433893,1,0.0468413,0.0574505,0.0163532,0.125,768,0
0.0428733,1,0.0469023,0.0574505,0.0164142,0.125,769,0
0.0423572,1,0.0469633,0.0574505,0.0164752,0.125,770,0
0.0418412,1,0.0470243,0.0574505,0.0165362,0.125,771,0
0.0413252,1,0.0470853,0.0574505,0.0165972,0.125,772,0
0.0408091,1,0.0471463,0.0574505,0.0166582,0.125,773,0
0.0402931,1,0.0472073,0.0574505,0.0167192,0.125,774,0
0.0397691,1,0.0472683,0.0574506,0.0167802,0.125,775,0
0.039239,1,0.0473293,0.0574506,0.0168411,0.125,776,0
0.038709,1,0.0473902,0.0574506,0.0169021,0.125,777,0
0.038179,1,0.0474512,0.0574506,0.0169631,0.125,778,0
0.037649,1,0.0475122,0.0574506,0.0170241,0.125,779,0
0.037119,1,0.0475732,0.0574506,0.0170851,0.125,780,0
0.036589,1,0.0476342,0.0574506,0.0171461,0.125,781,0
0.036059,1,0.0476952,0.0574506,0.0172071,0.125,782,0
0.035529,1,0.0477562,0.0574506,0.0172681,0.125,783,0
0.034999,1,0.0478172,0.0574506,0.0173291,0.125,784,0
0.034469,1,0.0478782,0.0574506,0.0173901,0.125,785,0
0.033939,1,0.0479392,0.0574506,0.0174511,0.125,786,0
0.0334904,1,0.0480002,0.0574506,0.0175121,0.125,787,0
0.033046,1,0.0480611,0.0574506,0.017573,0.125,788,0
0.0326017,1,0.0481221,0.0574506,0.017634,0.125,789,0
0.0321574,1,0.0481831,0.0574506,0.017695,0.125,790,0
0.031713,1,0.0482441,0.0574506,0.017756,0.125,791,0
0.0312687,1,0.0483051,0.0574506,0.017817,0.125,792,0
0.0308244,1,0.0483661,0.0574506,0.017878,0.125,793,0
0.03038,1,0.0484271,0.0574506,0.017939,0.125,794,0
0.0299357,1,0.0484881,0.0574506,0.018,0.125,795,0
0.0294913,1,0.0485491,0.0574506,0.018061,0.125,796,0
0.029047,1,0.0486101,0.0574506,0.018122,0.125,797,0
0.028622,1,0.0486711,0.0574506,0.018183,0.125,798,0
0.0282364,1,0.048732,0.0574506,0.0182439,0.125,799,0
0.0278508,1,0.048793,0.0574506,0.0183049,0.125,800,0
0.0274653,1,0.048854,0.0574506,0.0183659,0.125,801,0
0.0270797,1,0.048915,0.0574506,0.0184269,0.125,802,0
0.0266941,1,0.048976,0.0574506,0.0184879,0.125,803,0
0.0263085,1,0.049037,0.0574506,0.0185489,0.125,804,0
0.0259229,1,0.049098,0.0574506,0.0186099,0.125,805,0
0.0255373,1,0.049159,0.0574506,0.0186709,0.125,806,0
0.0251518,1,0.04922,0.0574506,0.0187319,0.125,807,0
0.0247662,1,0.049281,0.0574506,0.0187929,0.125,808,0
0.0243806,1,0.049342,0.0574506,0.0188539,0.125,809,0
0.0240102,1,0.049403,0.0574506,0.0189149,0.125,810,0
0.0236459,1,0.0494639,0.0574506,0.0189758,0.125,811,0
0.0232818,1,0.0495249,0.0574506,0.0190368,0.125,812,0
0.0229175,1,0.0495859,0.0574506,0.0190978,0.125,813,0
0.0225534,1,0.0496469,0.0574506,0.0191588,0.125,814,0
0.0221891,1,0.0497079,0.0574506,0.0192198,0.125,815,0
0.0218249,1,0.0497689,0.0574506,0.0192808,0.125,816,0
0.0214607,1,0.0498299,0.0574506,0.0193418,0.125,817,0
