u_div,U:0,U:1,U:2,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,vtkOriginalIndices,__vtkIsSelected__
nan,nan,nan,nan,0,0,0.00725,0,0.125,0,0
nan,nan,nan,nan,0,9.80631e-05,0.00734806,0,0.125,1,0
nan,nan,nan,nan,0,0.000196126,0.00744613,0,0.125,2,0
-1.21825e-05,-6.09124e-05,-0.00642847,0.00441743,1,0.000294189,0.00754419,0,0.125,3,0
-7.07802e-05,-0.000353901,-0.0178436,0.0117225,1,0.000392252,0.00764225,0,0.125,4,0
-0.000271866,-0.00135933,-0.0315606,0.0198162,1,0.000490315,0.00774032,0,0.125,5,0
-0.00067361,-0.00336805,-0.0415882,0.0254073,1,0.000588378,0.00783838,0,0.125,6,0
-0.00124719,-0.00623595,-0.0480029,0.0292775,1,0.000686442,0.00793644,0,0.125,7,0
-0.00193025,-0.00965123,-0.0522678,0.0321099,1,0.000784504,0.0080345,0,0.125,8,0
-0.00267836,-0.0133918,-0.0552892,0.0343305,1,0.000882567,0.00813257,0,0.125,9,0
-0.00349839,-0.017492,-0.056906,0.0356446,1,0.000980631,0.00823063,0,0.125,10,0
-0.00431563,-0.0215781,-0.0584062,0.0368973,1,0.00107869,0.00832869,0,0.125,11,0
-0.00511728,-0.0255864,-0.0592573,0.037808,1,0.00117676,0.00842676,0,0.125,12,0
-0.00591894,-0.0295947,-0.0601084,0.0387188,1,0.00127482,0.00852482,0,0.125,13,0
-0.0066379,-0.0331895,-0.0603844,0.0395014,1,0.00137288,0.00862288,0,0.125,14,0
-0.00734975,-0.0367488,-0.060611,0.0402729,1,0.00147094,0.00872094,0,0.125,15,0
-0.00802644,-0.0401322,-0.0606769,0.0410083,1,0.00156901,0.00881901,0,0.125,16,0
-0.00859357,-0.0429679,-0.0602423,0.0416312,1,0.00166707,0.00891707,0,0.125,17,0
-0.00916071,-0.0458035,-0.0598077,0.042254,1,0.00176513,0.00901513,0,0.125,18,0
-0.00972476,-0.0486238,-0.0593434,0.042881,1,0.0018632,0.0091132,0,0.125,19,0
-0.0101878,-0.0509388,-0.0579053,0.0436452,1,0.00196126,0.00921126,0,0.125,20,0
-0.0106507,-0.0532537,-0.0564672,0.0444095,1,0.00205932,0.00930932,0,0.125,21,0
-0.0111137,-0.0555687,-0.055029,0.0451738,1,0.00215739,0.00940739,0,0.125,22,0
-0.0115001,-0.0575007,-0.0533982,0.0460281,1,0.00225545,0.00950545,0,0.125,23,0
-0.0117313,-0.0586565,-0.0513769,0.0470654,1,0.00235351,0.00960351,0,0.125,24,0
-0.0119625,-0.0598123,-0.0493557,0.0481026,1,0.00245158,0.00970158,0,0.125,25,0
-0.0121936,-0.0609681,-0.0473344,0.0491398,1,0.00254964,0.00979964,0,0.125,26,0
-0.0124248,-0.0621239,-0.0453131,0.050177,1,0.0026477,0.0098977,0,0.125,27,0
-0.0126145,-0.0630724,-0.0433216,0.0511485,1,0.00274576,0.00999576,0,0.125,28,0
-0.0127885,-0.0639423,-0.0413413,0.0520953,1,0.00284383,0.0100938,0,0.125,29,0
-0.0129624,-0.0648121,-0.0393611,0.0530422,1,0.00294189,0.0101919,0,0.125,30,0
-0.0131364,-0.0656819,-0.0373808,0.053989,1,0.00303995,0.01029,0,0.125,31,0
-0.013312,-0.0665602,-0.0354222,0.0549173,1,0.00313802,0.010388,0,0.125,32,0
-0.0135021,-0.0675103,-0.0336464,0.0556915,1,0.00323608,0.0104861,0,0.125,33,0
-0.0136921,-0.0684603,-0.0318705,0.0564658,1,0.00333414,0.0105841,0,0.125,34,0
-0.0138821,-0.0694103,-0.0300947,0.0572401,1,0.0034322,0.0106822,0,0.125,35,0
-0.0140721,-0.0703604,-0.0283189,0.0580143,1,0.00353027,0.0107803,0,0.125,36,0
-0.014286,-0.0714301,-0.0268935,0.0587722,1,0.00362833,0.0108783,0,0.125,37,0
-0.0145267,-0.0726333,-0.0258573,0.0595128,1,0.00372639,0.0109764,0,0.125,38,0
