Result,TKE[[m_s]²],U[m_s],V[m_s],W[m_s],vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,Point ID
0.0089384,0.000148973,0.0669961,0.293344,4.26199,1,17.46,45,17.46,0,291
0.00900512,0.000150085,0.0662527,0.292878,4.2561,1,17.52,45,17.52,0,292
0.00907183,0.000151197,0.0655093,0.292412,4.25021,1,17.58,45,17.58,0,293
0.00913855,0.000152309,0.0647659,0.291947,4.24432,1,17.64,45,17.64,0,294
0.00920526,0.000153421,0.0640225,0.291481,4.23843,1,17.7,45,17.7,0,295
0.00927198,0.000154533,0.0632791,0.291015,4.23254,1,17.76,45,17.76,0,296
0.00933869,0.000155645,0.0625357,0.290549,4.22665,1,17.82,45,17.82,0,297
0.0094054,0.000156757,0.0617923,0.290084,4.22076,1,17.88,45,17.88,0,298
0.00947212,0.000157869,0.0610489,0.289618,4.21487,1,17.94,45,17.94,0,299
0.00953883,0.000158981,0.0603055,0.289152,4.20898,1,18,45,18,0,300
0.00959769,0.000159962,0.0593017,0.288211,4.20272,1,18.06,45,18.06,0,301
0.00965656,0.000160943,0.058298,0.28727,4.19646,1,18.12,45,18.12,0,302
0.00971542,0.000161924,0.0572942,0.286329,4.19019,1,18.18,45,18.18,0,303
0.00977428,0.000162905,0.0562904,0.285389,4.18393,1,18.24,45,18.24,0,304
0.00983314,0.000163886,0.0552867,0.284448,4.17766,1,18.3,45,18.3,0,305
0.009892,0.000164867,0.0542829,0.283507,4.1714,1,18.36,45,18.36,0,306
0.00995086,0.000165848,0.0532792,0.282566,4.16513,1,18.42,45,18.42,0,307
0.0100097,0.000166829,0.0522754,0.281625,4.15887,1,18.48,45,18.48,0,308
0.0100686,0.00016781,0.0512716,0.280684,4.1526,1,18.54,45,18.54,0,309
0.0101274,0.000168791,0.0502679,0.279743,4.14634,1,18.6,45,18.6,0,310
0.0101863,0.000169772,0.0492641,0.278802,4.14007,1,18.66,45,18.66,0,311
0.0102452,0.000170753,0.0482604,0.277862,4.13381,1,18.72,45,18.72,0,312
0.010304,0.000171734,0.0472566,0.276921,4.12755,1,18.78,45,18.78,0,313
0.0103629,0.000172715,0.0462528,0.27598,4.12128,1,18.84,45,18.84,0,314
0.0104218,0.000173696,0.0452491,0.275039,4.11502,1,18.9,45,18.9,0,315
0.0104806,0.000174677,0.0442453,0.274098,4.10875,1,18.96,45,18.96,0,316
0.0105414,0.00017569,0.0432227,0.273043,4.10253,1,19.02,45,19.02,0,317
0.010606,0.000176767,0.0421624,0.271758,4.09641,1,19.08,45,19.08,0,318
0.0106706,0.000177843,0.0411021,0.270473,4.09028,1,19.14,45,19.14,0,319
0.0107352,0.00017892,0.0400418,0.269189,4.08416,1,19.2,45,19.2,0,320
0.0107998,0.000179997,0.0389815,0.267904,4.07803,1,19.26,45,19.26,0,321
0.0108644,0.000181074,0.0379213,0.26662,4.07191,1,19.32,45,19.32,0,322
0.010929,0.000182151,0.036861,0.265335,4.06578,1,19.38,45,19.38,0,323
0.0109936,0.000183227,0.0358007,0.26405,4.05966,1,19.44,45,19.44,0,324
0.0110582,0.000184304,0.0347404,0.262766,4.05353,1,19.5,45,19.5,0,325
0.0111229,0.000185381,0.0336801,0.261481,4.04741,1,19.56,45,19.56,0,326
0.0111875,0.000186458,0.0326198,0.260196,4.04128,1,19.62,45,19.62,0,327
0.0112521,0.000187534,0.0315595,0.258912,4.03516,1,19.68,45,19.68,0,328
0.0113167,0.000188611,0.0304992,0.257627,4.02903,1,19.74,45,19.74,0,329
0.0113813,0.000189688,0.029439,0.256343,4.0229,1,19.8,45,19.8,0,330
0.0114459,0.000190765,0.0283786,0.255058,4.01678,1,19.86,45,19.86,0,331
0.0115105,0.000191842,0.0273184,0.253773,4.01065,1,19.92,45,19.92,0,332
0.0115751,0.000192918,0.0262581,0.252489,4.00453,1,19.98,45,19.98,0,333
0.01164,0.000194,0.0251465,0.250892,3.99853,1,20.04,45,20.04,0,334
0.0117051,0.000195085,0.0240094,0.24914,3.99259,1,20.1,45,20.1,0,335
0.0117702,0.00019617,0.0228722,0.247388,3.98666,1,20.16,45,20.16,0,336
0.0118353,0.000197255,0.0217351,0.245636,3.98072,1,20.22,45,20.22,0,337
0.0119004,0.000198339,0.0205979,0.243884,3.97479,1,20.28,45,20.28,0,338
0.0119654,0.000199424,0.0194607,0.242132,3.96885,1,20.34,45,20.34,0,339
0.0120305,0.000200509,0.0183236,0.24038,3.96291,1,20.4,45,20.4,0,340
0.0120956,0.000201593,0.0171864,0.238628,3.95698,1,20.46,45,20.46,0,341
0.0121607,0.000202678,0.0160492,0.236876,3.95104,1,20.52,45,20.52,0,342
0.0122258,0.000203763,0.0149121,0.235124,3.9451,1,20.58,45,20.58,0,343
0.0122909,0.000204848,0.0137749,0.233372,3.93917,1,20.64,45,20.64,0,344
0.0123559,0.000205932,0.0126378,0.23162,3.93323,1,20.7,45,20.7,0,345
0.012421,0.000207017,0.0115006,0.229868,3.9273,1,20.76,45,20.76,0,346
0.0124861,0.000208102,0.0103635,0.228116,3.92136,1,20.82,45,20.82,0,347
0.0125512,0.000209186,0.00922632,0.226364,3.91542,1,20.88,45,20.88,0,348
0.0126163,0.000210271,0.00808913,0.224612,3.90949,1,20.94,45,20.94,0,349
0.0126814,0.000211356,0.00695198,0.22286,3.90355,1,21,45,21,0,350
0.0127348,0.000212247,0.00574574,0.221206,3.89742,1,21.06,45,21.06,0,351
0.0127883,0.000213138,0.00453946,0.219552,3.89128,1,21.12,45,21.12,0,352
0.0128417,0.000214029,0.00333322,0.217898,3.88514,1,21.18,45,21.18,0,353
0.0128952,0.00021492,0.00212698,0.216244,3.879,1,21.24,45,21.24,0,354
0.0129486,0.000215811,0.000920745,0.21459,3.87287,1,21.3,45,21.3,0,355
0.0130021,0.000216702,-0.000285533,0.212936,3.86673,1,21.36,45,21.36,0,356
0.0130556,0.000217593,-0.00149177,0.211282,3.86059,1,21.42,45,21.42,0,357
0.013109,0.000218484,-0.00269801,0.209628,3.85445,1,21.48,45,21.48,0,358
0.0131625,0.000219375,-0.00390429,0.207974,3.84832,1,21.54,45,21.54,0,359
0.0132159,0.000220266,-0.00511053,0.20632,3.84218,1,21.6,45,21.6,0,360
0.0132694,0.000221157,-0.00631677,0.204666,3.83604,1,21.66,45,21.66,0,361
0.0133228,0.000222047,-0.00752301,0.203012,3.82991,1,21.72,45,21.72,0,362
0.0133763,0.000222938,-0.00872929,0.201357,3.82377,1,21.78,45,21.78,0,363
0.0134298,0.000223829,-0.00993553,0.199704,3.81763,1,21.84,45,21.84,0,364
0.0134832,0.00022472,-0.0111418,0.19805,3.81149,1,21.9,45,21.9,0,365
0.0135367,0.000225611,-0.012348,0.196396,3.80536,1,21.96,45,21.96,0,366
0.0135924,0.00022654,-0.0135637,0.194755,3.79919,1,22.02,45,22.02,0,367
0.0136527,0.000227546,-0.0147982,0.193141,3.79297,1,22.08,45,22.08,0,368
0.0137131,0.000228551,-0.0160327,0.191527,3.78675,1,22.14,45,22.14,0,369
0.0137734,0.000229556,-0.0172673,0.189913,3.78053,1,22.2,45,22.2,0,370
0.0138337,0.000230561,-0.0185018,0.188299,3.77432,1,22.26,45,22.26,0,371
0.013894,0.000231567,-0.0197363,0.186685,3.7681,1,22.32,45,22.32,0,372
0.0139543,0.000232572,-0.0209709,0.185072,3.76188,1,22.38,45,22.38,0,373
0.0140146,0.000233577,-0.0222054,0.183458,3.75566,1,22.44,45,22.44,0,374
0.0140749,0.000234582,-0.0234399,0.181844,3.74944,1,22.5,45,22.5,0,375
0.0141352,0.000235587,-0.0246745,0.18023,3.74322,1,22.56,45,22.56,0,376
0.0141956,0.000236593,-0.025909,0.178616,3.737,1,22.62,45,22.62,0,377
0.0142559,0.000237598,-0.0271435,0.177002,3.73078,1,22.68,45,22.68,0,378
0.0143162,0.000238603,-0.0283781,0.175388,3.72456,1,22.74,45,22.74,0,379
0.0143765,0.000239608,-0.0296126,0.173774,3.71834,1,22.8,45,22.8,0,380
0.0144368,0.000240613,-0.0308471,0.172161,3.71212,1,22.86,45,22.86,0,381
0.0144971,0.000241619,-0.0320817,0.170547,3.7059,1,22.92,45,22.92,0,382
0.0145574,0.000242624,-0.0333162,0.168933,3.69968,1,22.98,45,22.98,0,383
0.0146014,0.000243356,-0.0344841,0.167204,3.6938,1,23.04,45,23.04,0,384
0.0146371,0.000243951,-0.0356187,0.165418,3.68809,1,23.1,45,23.1,0,385
0.0146728,0.000244547,-0.0367533,0.163633,3.68239,1,23.16,45,23.16,0,386
0.0147085,0.000245142,-0.0378879,0.161847,3.67668,1,23.22,45,23.22,0,387
0.0147443,0.000245738,-0.0390225,0.160061,3.67097,1,23.28,45,23.28,0,388
0.01478,0.000246333,-0.0401571,0.158275,3.66526,1,23.34,45,23.34,0,389
0.0148157,0.000246929,-0.0412917,0.156489,3.65955,1,23.4,45,23.4,0,390
0.0148514,0.000247524,-0.0424263,0.154703,3.65385,1,23.46,45,23.46,0,391
0.0148872,0.00024812,-0.0435609,0.152918,3.64814,1,23.52,45,23.52,0,392
0.0149229,0.000248715,-0.0446955,0.151132,3.64243,1,23.58,45,23.58,0,393
0.0149586,0.000249311,-0.0458301,0.149346,3.63672,1,23.64,45,23.64,0,394
0.0149944,0.000249906,-0.0469647,0.14756,3.63101,1,23.7,45,23.7,0,395
0.0150301,0.000250501,-0.0480993,0.145774,3.6253,1,23.76,45,23.76,0,396
0.0150658,0.000251097,-0.0492339,0.143988,3.6196,1,23.82,45,23.82,0,397
0.0151015,0.000251692,-0.0503685,0.142203,3.61389,1,23.88,45,23.88,0,398
0.0151373,0.000252288,-0.0515032,0.140417,3.60818,1,23.94,45,23.94,0,399
0.015173,0.000252883,-0.0526378,0.138631,3.60247,1,24,45,24,0,400
0.0152153,0.000253588,-0.0537069,0.136825,3.59705,1,24.06,45,24.06,0,401
0.0152575,0.000254292,-0.0547761,0.135019,3.59164,1,24.12,45,24.12,0,402
0.0152998,0.000254996,-0.0558453,0.133213,3.58622,1,24.18,45,24.18,0,403
0.015342,0.0002557,-0.0569145,0.131407,3.5808,1,24.24,45,24.24,0,404
0.0153843,0.000256404,-0.0579837,0.129601,3.57539,1,24.3,45,24.3,0,405
0.0154265,0.000257109,-0.0590529,0.127794,3.56997,1,24.36,45,24.36,0,406
0.0154688,0.000257813,-0.0601221,0.125988,3.56456,1,24.42,45,24.42,0,407
0.015511,0.000258517,-0.0611913,0.124182,3.55914,1,24.48,45,24.48,0,408
0.0155533,0.000259221,-0.0622605,0.122376,3.55372,1,24.54,45,24.54,0,409
0.0155955,0.000259925,-0.0633297,0.12057,3.54831,1,24.6,45,24.6,0,410
0.0156378,0.00026063,-0.0643988,0.118764,3.54289,1,24.66,45,24.66,0,411
0.01568,0.000261334,-0.065468,0.116958,3.53747,1,24.72,45,24.72,0,412
0.0157223,0.000262038,-0.0665372,0.115152,3.53206,1,24.78,45,24.78,0,413
0.0157645,0.000262742,-0.0676064,0.113346,3.52664,1,24.84,45,24.84,0,414
0.0158068,0.000263446,-0.0686756,0.11154,3.52122,1,24.9,45,24.9,0,415
0.015849,0.000264151,-0.0697448,0.109734,3.51581,1,24.96,45,24.96,0,416
0.0158874,0.00026479,-0.0707587,0.107911,3.51064,1,25.02,45,25.02,0,417
0.015918,0.0002653,-0.0716618,0.106056,3.50596,1,25.08,45,25.08,0,418
0.0159486,0.00026581,-0.072565,0.1042,3.50128,1,25.14,45,25.14,0,419
0.0159792,0.00026632,-0.0734682,0.102344,3.49661,1,25.2,45,25.2,0,420
0.0160098,0.00026683,-0.0743714,0.100489,3.49193,1,25.26,45,25.26,0,421
0.0160404,0.000267339,-0.0752745,0.0986331,3.48725,1,25.32,45,25.32,0,422
0.016071,0.000267849,-0.0761777,0.0967774,3.48258,1,25.38,45,25.38,0,423
0.0161015,0.000268359,-0.0770809,0.0949217,3.4779,1,25.44,45,25.44,0,424
0.0161321,0.000268869,-0.077984,0.093066,3.47322,1,25.5,45,25.5,0,425
0.0161627,0.000269379,-0.0788872,0.0912104,3.46855,1,25.56,45,25.56,0,426
0.0161933,0.000269889,-0.0797904,0.0893547,3.46387,1,25.62,45,25.62,0,427
0.0162239,0.000270399,-0.0806936,0.087499,3.45919,1,25.68,45,25.68,0,428
0.0162545,0.000270908,-0.0815967,0.0856434,3.45452,1,25.74,45,25.74,0,429
0.0162851,0.000271418,-0.0824999,0.0837877,3.44984,1,25.8,45,25.8,0,430
0.0163157,0.000271928,-0.0834031,0.081932,3.44516,1,25.86,45,25.86,0,431
0.0163463,0.000272438,-0.0843063,0.0800764,3.44049,1,25.92,45,25.92,0,432
0.0163769,0.000272948,-0.0852094,0.0782207,3.43581,1,25.98,45,25.98,0,433
0.0164035,0.000273391,-0.085978,0.0763381,3.43173,1,26.04,45,26.04,0,434
0.016428,0.0002738,-0.0866792,0.074442,3.42795,1,26.1,45,26.1,0,435
0.0164526,0.00027421,-0.0873804,0.072546,3.42417,1,26.16,45,26.16,0,436
0.0164771,0.000274619,-0.0880816,0.0706499,3.4204,1,26.22,45,26.22,0,437
0.0165017,0.000275029,-0.0887829,0.0687538,3.41662,1,26.28,45,26.28,0,438
0.0165263,0.000275438,-0.0894841,0.0668578,3.41284,1,26.34,45,26.34,0,439
0.0165508,0.000275847,-0.0901853,0.0649617,3.40906,1,26.4,45,26.4,0,440
0.0165754,0.000276257,-0.0908865,0.0630657,3.40528,1,26.46,45,26.46,0,441
0.0166,0.000276666,-0.0915878,0.0611696,3.4015,1,26.52,45,26.52,0,442
0.0166245,0.000277076,-0.092289,0.0592736,3.39772,1,26.58,45,26.58,0,443
0.0166491,0.000277485,-0.0929902,0.0573775,3.39394,1,26.64,45,26.64,0,444
0.0166737,0.000277895,-0.0936914,0.0554814,3.39016,1,26.7,45,26.7,0,445
0.0166982,0.000278304,-0.0943926,0.0535854,3.38639,1,26.76,45,26.76,0,446
0.0167228,0.000278713,-0.0950938,0.0516893,3.38261,1,26.82,45,26.82,0,447
0.0167474,0.000279123,-0.0957951,0.0497933,3.37883,1,26.88,45,26.88,0,448
0.0167719,0.000279532,-0.0964963,0.0478972,3.37505,1,26.94,45,26.94,0,449
0.0167965,0.000279942,-0.0971975,0.0460012,3.37127,1,27,45,27,0,450
0.0168222,0.00028037,-0.0977445,0.0440743,3.36818,1,27.06,45,27.06,0,451
0.0168479,0.000280799,-0.0982916,0.0421473,3.36508,1,27.12,45,27.12,0,452
0.0168737,0.000281228,-0.0988386,0.0402205,3.36199,1,27.18,45,27.18,0,453
0.0168994,0.000281656,-0.0993856,0.0382936,3.3589,1,27.24,45,27.24,0,454
0.0169251,0.000282085,-0.0999326,0.0363667,3.3558,1,27.3,45,27.3,0,455
0.0169508,0.000282514,-0.10048,0.0344397,3.35271,1,27.36,45,27.36,0,456
0.0169765,0.000282942,-0.101027,0.0325129,3.34962,1,27.42,45,27.42,0,457
0.0170023,0.000283371,-0.101574,0.030586,3.34652,1,27.48,45,27.48,0,458
0.017028,0.0002838,-0.102121,0.028659,3.34343,1,27.54,45,27.54,0,459
0.0170537,0.000284228,-0.102668,0.0267322,3.34034,1,27.6,45,27.6,0,460
0.0170794,0.000284657,-0.103215,0.0248053,3.33724,1,27.66,45,27.66,0,461
0.0171051,0.000285086,-0.103762,0.0228784,3.33415,1,27.72,45,27.72,0,462
0.0171309,0.000285514,-0.104309,0.0209515,3.33105,1,27.78,45,27.78,0,463
0.0171566,0.000285943,-0.104856,0.0190246,3.32796,1,27.84,45,27.84,0,464
0.0171823,0.000286372,-0.105403,0.0170977,3.32487,1,27.9,45,27.9,0,465
0.017208,0.0002868,-0.10595,0.0151708,3.32177,1,27.96,45,27.96,0,466
0.0172249,0.000287082,-0.106358,0.013257,3.31932,1,28.02,45,28.02,0,467
0.0172243,0.000287071,-0.106489,0.0113697,3.31815,1,28.08,45,28.08,0,468
0.0172236,0.000287061,-0.106619,0.00948227,3.31697,1,28.14,45,28.14,0,469
0.017223,0.00028705,-0.10675,0.00759483,3.3158,1,28.2,45,28.2,0,470
0.0172223,0.000287039,-0.10688,0.00570745,3.31462,1,28.26,45,28.26,0,471
0.0172217,0.000287028,-0.107011,0.00382007,3.31345,1,28.32,45,28.32,0,472
0.017221,0.000287017,-0.107142,0.00193268,3.31228,1,28.38,45,28.38,0,473
0.0172203,0.000287006,-0.107272,4.52415e-05,3.3111,1,28.44,45,28.44,0,474
0.0172197,0.000286995,-0.107403,-0.00184214,3.30993,1,28.5,45,28.5,0,475
0.017219,0.000286984,-0.107533,-0.00372952,3.30875,1,28.56,45,28.56,0,476
0.0172184,0.000286973,-0.107664,-0.00561697,3.30758,1,28.62,45,28.62,0,477
0.0172177,0.000286962,-0.107794,-0.00750435,3.3064,1,28.68,45,28.68,0,478
0.0172171,0.000286951,-0.107925,-0.00939173,3.30523,1,28.74,45,28.74,0,479
0.0172164,0.00028694,-0.108056,-0.0112791,3.30406,1,28.8,45,28.8,0,480
0.0172157,0.000286929,-0.108186,-0.0131666,3.30288,1,28.86,45,28.86,0,481
0.0172151,0.000286918,-0.108317,-0.0150539,3.30171,1,28.92,45,28.92,0,482
0.0172144,0.000286907,-0.108447,-0.0169413,3.30053,1,28.98,45,28.98,0,483
0.0172174,0.000286957,-0.108486,-0.0188261,3.29978,1,29.04,45,29.04,0,484
0.0172222,0.000287037,-0.108479,-0.0207094,3.29925,1,29.1,45,29.1,0,485
0.017227,0.000287117,-0.108471,-0.0225928,3.29871,1,29.16,45,29.16,0,486
0.0172319,0.000287198,-0.108464,-0.0244761,3.29818,1,29.22,45,29.22,0,487
0.0172367,0.000287278,-0.108456,-0.0263595,3.29764,1,29.28,45,29.28,0,488
0.0172415,0.000287358,-0.108449,-0.0282428,3.2971,1,29.34,45,29.34,0,489
0.0172463,0.000287438,-0.108441,-0.0301262,3.29657,1,29.4,45,29.4,0,490
0.0172511,0.000287518,-0.108434,-0.0320095,3.29603,1,29.46,45,29.46,0,491
0.0172559,0.000287599,-0.108426,-0.0338929,3.29549,1,29.52,45,29.52,0,492
0.0172607,0.000287679,-0.108419,-0.0357763,3.29496,1,29.58,45,29.58,0,493
0.0172655,0.000287759,-0.108411,-0.0376596,3.29442,1,29.64,45,29.64,0,494
0.0172704,0.000287839,-0.108404,-0.039543,3.29389,1,29.7,45,29.7,0,495
0.0172752,0.00028792,-0.108397,-0.0414264,3.29335,1,29.76,45,29.76,0,496
0.01728,0.000288,-0.108389,-0.0433097,3.29281,1,29.82,45,29.82,0,497
0.0172848,0.00028808,-0.108382,-0.0451931,3.29228,1,29.88,45,29.88,0,498
0.0172896,0.00028816,-0.108374,-0.0470765,3.29174,1,29.94,45,29.94,0,499
0.0172944,0.00028824,-0.108367,-0.0489598,3.2912,1,30,45,30,0,500
0.0172766,0.000287943,-0.107948,-0.0508604,3.29257,1,30.06,45,30.06,0,501
0.0172588,0.000287646,-0.107529,-0.052761,3.29395,1,30.12,45,30.12,0,502
0.0172409,0.000287349,-0.107111,-0.0546616,3.29532,1,30.18,45,30.18,0,503
0.0172231,0.000287052,-0.106692,-0.0565622,3.29669,1,30.24,45,30.24,0,504
0.0172053,0.000286755,-0.106274,-0.0584628,3.29806,1,30.3,45,30.3,0,505
0.0171874,0.000286457,-0.105855,-0.0603635,3.29943,1,30.36,45,30.36,0,506
0.0171696,0.00028616,-0.105436,-0.062264,3.3008,1,30.42,45,30.42,0,507
0.0171518,0.000285863,-0.105018,-0.0641646,3.30217,1,30.48,45,30.48,0,508
0.017134,0.000285566,-0.104599,-0.0660653,3.30354,1,30.54,45,30.54,0,509
0.0171161,0.000285269,-0.10418,-0.0679659,3.30491,1,30.6,45,30.6,0,510
0.0170983,0.000284972,-0.103762,-0.0698665,3.30628,1,30.66,45,30.66,0,511
0.0170805,0.000284674,-0.103343,-0.071767,3.30765,1,30.72,45,30.72,0,512
0.0170626,0.000284377,-0.102924,-0.0736677,3.30902,1,30.78,45,30.78,0,513
0.0170448,0.00028408,-0.102506,-0.0755683,3.31039,1,30.84,45,30.84,0,514
0.017027,0.000283783,-0.102087,-0.0774689,3.31176,1,30.9,45,30.9,0,515
0.0170092,0.000283486,-0.101669,-0.0793695,3.31313,1,30.96,45,30.96,0,516
0.0169907,0.000283179,-0.101198,-0.0813255,3.31482,1,31.02,45,31.02,0,517
0.0169711,0.000282852,-0.100622,-0.0833923,3.31714,1,31.08,45,31.08,0,518
0.0169515,0.000282525,-0.100046,-0.0854591,3.31946,1,31.14,45,31.14,0,519
0.0169319,0.000282198,-0.09947,-0.087526,3.32178,1,31.2,45,31.2,0,520
0.0169123,0.000281872,-0.0988942,-0.0895928,3.3241,1,31.26,45,31.26,0,521
0.0168927,0.000281545,-0.0983184,-0.0916596,3.32642,1,31.32,45,31.32,0,522
0.0168731,0.000281218,-0.0977426,-0.0937264,3.32874,1,31.38,45,31.38,0,523
0.0168535,0.000280891,-0.0971667,-0.0957933,3.33106,1,31.44,45,31.44,0,524
0.0168339,0.000280564,-0.0965909,-0.0978601,3.33339,1,31.5,45,31.5,0,525
0.0168143,0.000280237,-0.0960151,-0.0999269,3.33571,1,31.56,45,31.56,0,526
0.0167946,0.000279911,-0.0954392,-0.101994,3.33803,1,31.62,45,31.62,0,527
0.016775,0.000279584,-0.0948634,-0.104061,3.34035,1,31.68,45,31.68,0,528
0.0167554,0.000279257,-0.0942876,-0.106127,3.34267,1,31.74,45,31.74,0,529
0.0167358,0.00027893,-0.0937118,-0.108194,3.34499,1,31.8,45,31.8,0,530
0.0167162,0.000278603,-0.0931359,-0.110261,3.34731,1,31.86,45,31.86,0,531
0.0166966,0.000278277,-0.0925601,-0.112328,3.34963,1,31.92,45,31.92,0,532
0.016677,0.00027795,-0.0919843,-0.114395,3.35196,1,31.98,45,31.98,0,533
0.0166508,0.000277513,-0.0912663,-0.116612,3.35514,1,32.04,45,32.04,0,534
0.0166212,0.000277021,-0.0904774,-0.118904,3.35875,1,32.1,45,32.1,0,535
0.0165917,0.000276529,-0.0896885,-0.121196,3.36236,1,32.16,45,32.16,0,536
0.0165622,0.000276037,-0.0888995,-0.123488,3.36597,1,32.22,45,32.22,0,537
0.0165327,0.000275544,-0.0881106,-0.12578,3.36958,1,32.28,45,32.28,0,538
0.0165031,0.000275052,-0.0873216,-0.128073,3.37319,1,32.34,45,32.34,0,539
0.0164736,0.00027456,-0.0865326,-0.130365,3.3768,1,32.4,45,32.4,0,540
0.0164441,0.000274068,-0.0857437,-0.132657,3.38041,1,32.46,45,32.46,0,541
0.0164146,0.000273576,-0.0849547,-0.134949,3.38402,1,32.52,45,32.52,0,542
0.016385,0.000273084,-0.0841658,-0.137242,3.38763,1,32.58,45,32.58,0,543
0.0163555,0.000272592,-0.0833768,-0.139534,3.39124,1,32.64,45,32.64,0,544
0.016326,0.0002721,-0.0825879,-0.141826,3.39485,1,32.7,45,32.7,0,545
0.0162965,0.000271608,-0.0817989,-0.144118,3.39846,1,32.76,45,32.76,0,546
0.0162669,0.000271116,-0.08101,-0.14641,3.40207,1,32.82,45,32.82,0,547
0.0162374,0.000270623,-0.080221,-0.148702,3.40568,1,32.88,45,32.88,0,548
0.0162079,0.000270131,-0.0794321,-0.150995,3.40929,1,32.94,45,32.94,0,549
0.0161784,0.000269639,-0.0786431,-0.153287,3.4129,1,33,45,33,0,550
0.0161355,0.000268925,-0.0776422,-0.155489,3.41761,1,33.06,45,33.06,0,551
0.0160927,0.000268211,-0.0766414,-0.157691,3.42231,1,33.12,45,33.12,0,552
0.0160498,0.000267497,-0.0756405,-0.159893,3.42702,1,33.18,45,33.18,0,553
0.016007,0.000266783,-0.0746397,-0.162096,3.43173,1,33.24,45,33.24,0,554
0.0159641,0.000266069,-0.0736388,-0.164298,3.43643,1,33.3,45,33.3,0,555
0.0159213,0.000265355,-0.072638,-0.1665,3.44114,1,33.36,45,33.36,0,556
0.0158785,0.000264641,-0.0716372,-0.168702,3.44585,1,33.42,45,33.42,0,557
0.0158356,0.000263927,-0.0706363,-0.170904,3.45055,1,33.48,45,33.48,0,558
0.0157928,0.000263213,-0.0696354,-0.173107,3.45526,1,33.54,45,33.54,0,559
0.0157499,0.000262499,-0.0686346,-0.175309,3.45997,1,33.6,45,33.6,0,560
0.0157071,0.000261785,-0.0676337,-0.177511,3.46467,1,33.66,45,33.66,0,561
0.0156642,0.000261071,-0.0666328,-0.179713,3.46938,1,33.72,45,33.72,0,562
0.0156214,0.000260357,-0.065632,-0.181915,3.47409,1,33.78,45,33.78,0,563
0.0155786,0.000259643,-0.0646312,-0.184118,3.4788,1,33.84,45,33.84,0,564
0.0155357,0.000258929,-0.0636303,-0.18632,3.4835,1,33.9,45,33.9,0,565
0.0154929,0.000258215,-0.0626295,-0.188522,3.48821,1,33.96,45,33.96,0,566
0.0154523,0.000257538,-0.0615998,-0.190712,3.49306,1,34.02,45,34.02,0,567
0.0154161,0.000256934,-0.0605125,-0.192878,3.49822,1,34.08,45,34.08,0,568
0.0153799,0.000256331,-0.0594252,-0.195043,3.50337,1,34.14,45,34.14,0,569
0.0153437,0.000255728,-0.0583379,-0.197209,3.50853,1,34.2,45,34.2,0,570
0.0153075,0.000255125,-0.0572507,-0.199374,3.51368,1,34.26,45,34.26,0,571
0.0152713,0.000254522,-0.0561634,-0.20154,3.51883,1,34.32,45,34.32,0,572
0.0152351,0.000253918,-0.0550761,-0.203705,3.52399,1,34.38,45,34.38,0,573
0.0151989,0.000253315,-0.0539889,-0.205871,3.52914,1,34.44,45,34.44,0,574
0.0151627,0.000252712,-0.0529016,-0.208036,3.5343,1,34.5,45,34.5,0,575
0.0151265,0.000252109,-0.0518143,-0.210202,3.53945,1,34.56,45,34.56,0,576
0.0150903,0.000251506,-0.050727,-0.212367,3.5446,1,34.62,45,34.62,0,577
0.0150542,0.000250903,-0.0496397,-0.214533,3.54976,1,34.68,45,34.68,0,578
0.015018,0.000250299,-0.0485524,-0.216698,3.55491,1,34.74,45,34.74,0,579
0.0149818,0.000249696,-0.0474652,-0.218864,3.56007,1,34.8,45,34.8,0,580
0.0149456,0.000249093,-0.0463779,-0.221029,3.56522,1,34.86,45,34.86,0,581
0.0149094,0.00024849,-0.0452906,-0.223195,3.57037,1,34.92,45,34.92,0,582
0.0148732,0.000247887,-0.0442033,-0.22536,3.57553,1,34.98,45,34.98,0,583
0.0148209,0.000247015,-0.0430916,-0.227386,3.58148,1,35.04,45,35.04,0,584
0.0147605,0.000246008,-0.0419678,-0.229341,3.58783,1,35.1,45,35.1,0,585
0.0147001,0.000245001,-0.0408439,-0.231296,3.59418,1,35.16,45,35.16,0,586
0.0146397,0.000243995,-0.0397199,-0.233252,3.60053,1,35.22,45,35.22,0,587
0.0145793,0.000242988,-0.0385961,-0.235207,3.60688,1,35.28,45,35.28,0,588
0.0145189,0.000241981,-0.0374722,-0.237162,3.61323,1,35.34,45,35.34,0,589
0.0144585,0.000240975,-0.0363482,-0.239118,3.61958,1,35.4,45,35.4,0,590
0.0143981,0.000239968,-0.0352244,-0.241073,3.62593,1,35.46,45,35.46,0,591
0.0143377,0.000238961,-0.0341005,-0.243028,3.63228,1,35.52,45,35.52,0,592
0.0142773,0.000237955,-0.0329765,-0.244984,3.63863,1,35.58,45,35.58,0,593
0.0142169,0.000236948,-0.0318527,-0.246939,3.64498,1,35.64,45,35.64,0,594
0.0141565,0.000235942,-0.0307288,-0.248894,3.65133,1,35.7,45,35.7,0,595
0.0140961,0.000234935,-0.0296049,-0.25085,3.65768,1,35.76,45,35.76,0,596
0.0140357,0.000233928,-0.028481,-0.252805,3.66403,1,35.82,45,35.82,0,597
0.0139753,0.000232922,-0.0273571,-0.25476,3.67038,1,35.88,45,35.88,0,598
0.0139149,0.000231915,-0.0262332,-0.256716,3.67673,1,35.94,45,35.94,0,599
