u_div,U:0,U:1,U:2,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,vtkOriginalIndices,__vtkIsSelected__
0.818929,4.09465,0.185494,-0.0487974,1,0.0230448,0.0302948,0,0.125,235,0
0.815877,4.07938,0.186378,-0.050224,1,0.0231429,0.0303929,0,0.125,236,0
0.812825,4.06412,0.187263,-0.0516506,1,0.0232409,0.0304909,0,0.125,237,0
0.809773,4.04886,0.188147,-0.0530771,1,0.023339,0.030589,0,0.125,238,0
0.807,4.035,0.187716,-0.0534449,1,0.0234371,0.0306871,0,0.125,239,0
0.804559,4.0228,0.185727,-0.0525567,1,0.0235351,0.0307851,0,0.125,240,0
0.802118,4.01059,0.183737,-0.0516685,1,0.0236332,0.0308832,0,0.125,241,0
0.799678,3.99839,0.181748,-0.0507803,1,0.0237312,0.0309812,0,0.125,242,0
0.797237,3.98618,0.179758,-0.0498921,1,0.0238293,0.0310793,0,0.125,243,0
0.79677,3.98385,0.17812,-0.0499873,1,0.0239274,0.0311774,0,0.125,244,0
0.797076,3.98538,0.176619,-0.0504676,1,0.0240254,0.0312754,0,0.125,245,0
0.797382,3.98691,0.175118,-0.0509479,1,0.0241235,0.0313735,0,0.125,246,0
0.797688,3.98844,0.173617,-0.0514282,1,0.0242216,0.0314716,0,0.125,247,0
0.797994,3.98997,0.172116,-0.0519085,1,0.0243196,0.0315696,0,0.125,248,0
0.815397,4.07698,0.181166,-0.0479284,1,0.0244177,0.0316677,0,0.125,249,0
0.833152,4.16576,0.190434,-0.0438565,1,0.0245158,0.0317658,0,0.125,250,0
0.850906,4.25453,0.1997,-0.0397848,1,0.0246138,0.0318638,0,0.125,251,0
0.868661,4.3433,0.208968,-0.0357129,1,0.0247119,0.0319619,0,0.125,252,0
0.883816,4.41908,0.216506,-0.0322388,1,0.0248099,0.0320599,0,0.125,253,0
0.890745,4.45373,0.218573,-0.0306568,1,0.024908,0.032158,0,0.125,254,0
0.897674,4.48837,0.220639,-0.0290749,1,0.0250061,0.0322561,0,0.125,255,0
0.904602,4.52301,0.222705,-0.0274929,1,0.0251041,0.0323541,0,0.125,256,0
0.911531,4.55766,0.224771,-0.025911,1,0.0252022,0.0324522,0,0.125,257,0
0.917083,4.58542,0.228254,-0.0241338,1,0.0253003,0.0325503,0,0.125,258,0
0.921266,4.60633,0.233148,-0.0221621,1,0.0253983,0.0326483,0,0.125,259,0
0.925449,4.62725,0.238041,-0.0201905,1,0.0254964,0.0327464,0,0.125,260,0
0.929632,4.64816,0.242934,-0.0182189,1,0.0255944,0.0328444,0,0.125,261,0
0.933815,4.66908,0.247828,-0.0162473,1,0.0256925,0.0329425,0,0.125,262,0
0.934811,4.67406,0.248744,-0.0160262,1,0.0257906,0.0330406,0,0.125,263,0
0.934808,4.67404,0.248415,-0.0163537,1,0.0258886,0.0331386,0,0.125,264,0
0.934806,4.67403,0.248085,-0.0166811,1,0.0259867,0.0332367,0,0.125,265,0
0.934803,4.67401,0.247756,-0.0170085,1,0.0260848,0.0333348,0,0.125,266,0
0.934819,4.67409,0.247378,-0.0173008,1,0.0261828,0.0334328,0,0.125,267,0
0.93574,4.6787,0.244689,-0.0159246,1,0.0262809,0.0335309,0,0.125,268,0
0.93666,4.6833,0.241999,-0.0145484,1,0.0263789,0.0336289,0,0.125,269,0
0.937581,4.6879,0.23931,-0.0131722,1,0.026477,0.033727,0,0.125,270,0
0.938501,4.69251,0.236621,-0.011796,1,0.0265751,0.0338251,0,0.125,271,0
0.939696,4.69848,0.23331,-0.0109739,1,0.0266731,0.0339231,0,0.125,272,0
0.941593,4.70796,0.228405,-0.0115714,1,0.0267712,0.0340212,0,0.125,273,0
0.94349,4.71745,0.2235,-0.0121688,1,0.0268693,0.0341193,0,0.125,274,0
0.945387,4.72693,0.218596,-0.0127662,1,0.0269673,0.0342173,0,0.125,275,0
0.947284,4.73642,0.213691,-0.0133637,1,0.0270654,0.0343154,0,0.125,276,0
0.94788,4.7394,0.213401,-0.0133973,1,0.0271634,0.0344134,0,0.125,277,0
0.947366,4.73683,0.217043,-0.0129506,1,0.0272615,0.0345115,0,0.125,278,0
0.946853,4.73426,0.220684,-0.0125038,1,0.0273596,0.0346096,0,0.125,279,0
0.94634,4.7317,0.224325,-0.0120571,1,0.0274576,0.0347076,0,0.125,280,0
0.945826,4.72913,0.227967,-0.0116104,1,0.0275557,0.0348057,0,0.125,281,0
0.945039,4.72519,0.230605,-0.00955545,1,0.0276538,0.0349038,0,0.125,282,0
0.944183,4.72091,0.232991,-0.0070962,1,0.0277518,0.0350018,0,0.125,283,0
0.943326,4.71663,0.235377,-0.00463695,1,0.0278499,0.0350999,0,0.125,284,0
0.94247,4.71235,0.237763,-0.00217779,1,0.027948,0.035198,0,0.125,285,0
0.940586,4.70293,0.239904,0.00016369,1,0.028046,0.035296,0,0.125,286,0
0.922107,4.61053,0.238082,0.000603604,1,0.0281441,0.0353941,0,0.125,287,0
0.903627,4.51813,0.23626,0.00104353,1,0.0282421,0.0354921,0,0.125,288,0
0.885148,4.42574,0.234439,0.00148345,1,0.0283402,0.0355902,0,0.125,289,0
0.866668,4.33334,0.232617,0.00192338,1,0.0284383,0.0356883,0,0.125,290,0
0.851509,4.25755,0.231227,0.00163466,1,0.0285363,0.0357863,0,0.125,291,0
0.843523,4.21762,0.230768,-0.000227773,1,0.0286344,0.0358844,0,0.125,292,0
0.835537,4.17768,0.23031,-0.00209028,1,0.0287325,0.0359825,0,0.125,293,0
0.82755,4.13775,0.229852,-0.00395271,1,0.0288305,0.0360805,0,0.125,294,0
0.819564,4.09782,0.229393,-0.00581521,1,0.0289286,0.0361786,0,0.125,295,0
0.818038,4.09019,0.227335,-0.00853044,1,0.0290266,0.0362766,0,0.125,296,0
0.821295,4.10647,0.224092,-0.0118768,1,0.0291247,0.0363747,0,0.125,297,0
