freq	spect
0.0	0.00127701541872
0.500125031258	0.0048893889054
1.00025006252	0.0131311749594
1.50037509377	0.0177181260301
2.00050012503	0.0200859848039
2.50062515629	0.0215676861194
3.00075018755	0.0133762571555
3.5008752188	0.0119690525028
4.00100025006	0.0163907763412
4.50112528132	0.0131565886663
5.00125031258	0.0141705186338
5.50137534384	0.0196429398086
6.00150037509	0.0246008410468
6.50162540635	0.0288816504241
7.00175043761	0.026417943738
7.50187546887	0.0167682594317
8.00200050013	0.00975020260663
8.50212553138	0.00596039267992
9.00225056264	0.00357408252289
9.5023755939	0.00481439713035
10.0025006252	0.0101654871584
10.5026256564	0.0172352628493
11.0027506877	0.0202052204898
11.5028757189	0.0141420500939
12.0030007502	0.01130310802
12.5031257814	0.00966681414336
13.0032508127	0.00619367859323
13.503375844	0.00581640026745
14.0035008752	0.00662287149177
14.5036259065	0.00825730313987
15.0037509377	0.0113708532061
15.503875969	0.0115379349236
16.0040010003	0.0152860134334
16.5041260315	0.0172299476102
17.0042510628	0.0152787175106
17.504376094	0.0145054288768
18.0045011253	0.0155015563292
18.5046261565	0.0150270143023
19.0047511878	0.01989084168
19.5048762191	0.0251544552953
20.0050012503	0.0201403761532
20.5051262816	0.0169842349059
21.0052513128	0.0152734985322
21.5053763441	0.0168061033653
22.0055013753	0.0167690300711
22.5056264066	0.0107251231568
23.0057514379	0.0120861847362
23.5058764691	0.024052652466
24.0060015004	0.0306615580624
24.5061265316	0.0349430274909
25.0062515629	0.0404888088408
25.5063765941	0.0330882944626
26.0065016254	0.0198651598169
26.5066266567	0.0186855890609
27.0067516879	0.017914789997
27.5068767192	0.0135461848051
28.0070017504	0.014172875734
28.5071267817	0.0209838678054
29.007251813	0.0224531546965
29.5073768442	0.0301659412375
30.0075018755	0.0425524556659
30.5076269067	0.0447900374732
31.007751938	0.0338361527438
31.5078769692	0.0219202826766
32.0080020005	0.0248697994325
32.5081270318	0.0268709833481
33.008252063	0.0219283906459
33.5083770943	0.0148779029182
34.0085021255	0.010616739278
34.5086271568	0.0146533721928
35.008752188	0.0164732932718
35.5088772193	0.0149794450488
36.0090022506	0.0232533776714
36.5091272818	0.0338952870361
37.0092523131	0.0342750699211
37.5093773443	0.0408912972247
38.0095023756	0.0489659005362
38.5096274069	0.0331868081022
39.0097524381	0.0159438173948
39.5098774694	0.00967719003658
40.0100025006	0.0134510926399
40.5101275319	0.0220221510116
41.0102525631	0.0204034564828
41.5103775944	0.0129520697171
42.0105026257	0.0119179130276
42.5106276569	0.0206613535935
43.0107526882	0.0390066945661
43.5108777194	0.0617010363625
44.0110027507	0.0664449373373
44.5111277819	0.0560160551112
45.0112528132	0.0532830732056
45.5113778445	0.0464173224136
46.0115028757	0.0456326835737
