t,	etaU
0,	1.27458
0.333056,	1.28895
0.666112,	1.21066
0.999167,	1.11992
1.33222,	1.11992
1.66528,	1.21066
1.99833,	1.28895
2.33139,	1.27458
2.66445,	1.26462
2.9975,	1.35054
3.33056,	1.47103
3.66361,	1.50282
3.99667,	1.33823
4.32973,	1.08691
4.66278,	0.977079
4.99584,	1.06651
5.32889,	1.22676
5.66195,	1.28324
5.995,	1.17173
6.32806,	1.00572
6.66112,	0.94106
6.99417,	0.972016
7.32723,	1.02963
7.66028,	1.14134
7.99334,	1.29923
8.32639,	1.39815
8.65945,	1.38093
8.99251,	1.2446
9.32556,	1.08364
9.65862,	1.05498
9.99167,	1.16938
10.3247,	1.32899
10.6578,	1.43751
10.9908,	1.40881
11.3239,	1.26878
11.657,	1.09209
11.99,	0.956287
12.3231,	0.93413
12.6561,	0.963529
12.9892,	0.97167
13.3222,	0.982445
13.6553,	0.944702
13.9883,	0.882197
14.3214,	0.910753
14.6545,	0.985852
14.9875,	1.04784
15.3206,	1.07181
15.6536,	1.04336
15.9867,	1.08788
16.3197,	1.23593
16.6528,	1.33772
16.9858,	1.28597
17.3189,	1.08387
17.652,	0.911335
17.985,	0.905098
18.3181,	1.01627
18.6511,	1.17071
18.9842,	1.28361
19.3172,	1.325
19.6503,	1.36479
19.9833,	1.35848
20.3164,	1.27304
20.6495,	1.19367
20.9825,	1.24438
21.3156,	1.51974
21.6486,	1.86569
21.9817,	1.96719
22.3147,	1.76945
22.6478,	1.41563
22.9808,	1.0854
23.3139,	0.949745
23.647,	0.961411
23.98,	1.02183
24.3131,	1.13908
24.6461,	1.26572
24.9792,	1.34462
25.3122,	1.40167
25.6453,	1.42058
25.9784,	1.33147
26.3114,	1.19145
26.6445,	1.04221
26.9775,	0.897046
27.3106,	0.943986
27.6436,	1.20454
27.9767,	1.47995
28.3097,	1.61047
28.6428,	1.49437
28.9759,	1.32605
29.3089,	1.35285
29.642,	1.49398
29.975,	1.52611
30.3081,	1.33648
30.6411,	1.13768
30.9742,	1.19228
31.3072,	1.37298
31.6403,	1.43202
31.9734,	1.2698
32.3064,	1.10116
32.6395,	1.27339
32.9725,	1.80586
33.3056,	2.36016
33.6386,	2.55702
33.9717,	2.29039
34.3047,	1.74819
34.6378,	1.21415
34.9709,	0.931955
35.3039,	0.954082
35.637,	1.10081
35.97,	1.34895
36.3031,	1.59626
36.6361,	1.62842
36.9692,	1.46693
37.3022,	1.34067
37.6353,	1.374
37.9684,	1.60204
38.3014,	1.78548
38.6345,	1.71079
38.9675,	1.62343
39.3006,	1.75024
39.6336,	2.21093
39.9667,	2.9024
40.2998,	3.37589
40.6328,	3.36869
40.9659,	3.04949
41.2989,	2.63295
41.632,	2.29074
41.965,	2.10265
42.2981,	2.12072
42.6311,	2.26827
42.9642,	2.34438
43.2973,	2.38656
43.6303,	2.64345
43.9634,	3.20088
44.2964,	3.52963
44.6295,	3.09113
44.9625,	2.38342
45.2956,	2.18902
45.6286,	2.7723
45.9617,	3.79011
46.2948,	4.5253
46.6278,	4.53374
46.9609,	3.81387
47.2939,	2.76675
47.627,	2.28981
47.96,	2.96534
48.2931,	4.12832
48.6261,	4.81585
48.9592,	4.94247
49.2923,	5.01163
49.6253,	5.19762
49.9584,	5.06875
50.2914,	4.10204
50.6245,	2.66727
50.9575,	1.70849
51.2906,	1.57962
51.6236,	2.26733
51.9567,	3.45757
52.2898,	4.36863
52.6228,	4.42278
52.9559,	3.882
53.2889,	3.41227
53.622,	3.73216
53.955,	4.68981
54.2881,	5.51873
54.6211,	6.04945
54.9542,	6.23001
55.2873,	6.21706
55.6203,	6.16008
55.9534,	5.83169
56.2864,	5.174
56.6195,	4.34548
56.9525,	3.91501
57.2856,	4.69405
57.6187,	6.48102
