t,	etaU
0,	5.56187
0.333056,	5.48133
0.666112,	4.61416
0.999167,	3.61055
1.33222,	3.61055
1.66528,	4.61416
1.99833,	5.48133
2.33139,	5.56187
2.66445,	5.36328
2.9975,	5.29862
3.33056,	5.19013
3.66361,	5.20973
3.99667,	5.44733
4.32973,	5.94985
4.66278,	6.54268
4.99584,	6.94471
5.32889,	7.09329
5.66195,	6.91414
5.995,	6.25546
6.32806,	5.24728
6.66112,	4.13169
6.99417,	3.16123
7.32723,	3.10253
7.66028,	4.35072
7.99334,	6.47013
8.32639,	8.29384
8.65945,	8.6606
8.99251,	7.42496
9.32556,	5.46528
9.65862,	3.48724
9.99167,	2.34105
10.3247,	2.34001
10.6578,	2.68097
10.9908,	3.05876
11.3239,	3.41689
11.657,	3.88503
11.99,	4.64424
12.3231,	5.21076
12.6561,	5.086
12.9892,	4.38581
13.3222,	3.64598
13.6553,	3.40667
13.9883,	3.45148
14.3214,	3.05872
14.6545,	2.20434
14.9875,	1.73753
15.3206,	2.18893
15.6536,	2.97493
15.9867,	3.21448
16.3197,	3.11778
16.6528,	3.3766
16.9858,	3.82569
17.3189,	4.01472
17.652,	3.90809
17.985,	3.63154
18.3181,	3.52409
18.6511,	3.53143
18.9842,	3.34987
19.3172,	3.57918
19.6503,	4.56783
19.9833,	5.89245
20.3164,	6.92675
20.6495,	7.2206
20.9825,	6.73243
21.3156,	5.7333
21.6486,	4.59506
21.9817,	3.7162
22.3147,	3.2588
22.6478,	3.45397
22.9808,	3.97608
23.3139,	3.92705
23.647,	3.24075
23.98,	2.34015
24.3131,	1.69757
24.6461,	1.71239
24.9792,	1.99289
25.3122,	2.31865
25.6453,	3.14711
25.9784,	4.52703
26.3114,	5.76217
26.6445,	6.37377
26.9775,	6.53609
27.3106,	7.02705
27.6436,	7.88452
27.9767,	7.78554
28.3097,	6.1406
28.6428,	3.86384
28.9759,	3.00242
29.3089,	4.29355
29.642,	6.4916
29.975,	8.16353
30.3081,	8.52252
30.6411,	7.71348
30.9742,	7.20976
31.3072,	7.21746
31.6403,	6.9325
31.9734,	6.2546
32.3064,	6.06822
32.6395,	7.37461
32.9725,	9.06682
33.3056,	9.23821
33.6386,	7.56935
33.9717,	6.27498
34.3047,	6.78163
34.6378,	7.37456
34.9709,	7.38441
35.3039,	7.92763
35.637,	8.56784
35.97,	8.76976
36.3031,	8.00324
36.6361,	6.23571
36.9692,	5.20563
37.3022,	5.43782
37.6353,	6.13214
37.9684,	7.68912
38.3014,	9.57281
38.6345,	11.6313
38.9675,	14.1087
39.3006,	16.21
39.6336,	17.0321
39.9667,	16.1647
40.2998,	13.7787
40.6328,	12.1574
40.9659,	12.8467
41.2989,	14.5213
41.632,	15.1009
41.965,	13.145
42.2981,	11.7913
42.6311,	13.6784
42.9642,	15.9558
43.2973,	15.0599
43.6303,	11.0855
43.9634,	8.25452
44.2964,	11.0101
44.6295,	16.0618
44.9625,	18.376
45.2956,	18.3227
45.6286,	18.3077
45.9617,	19.7558
46.2948,	21.5164
46.6278,	21.0725
46.9609,	18.8567
47.2939,	16.8124
47.627,	14.6456
47.96,	12.115
48.2931,	10.1453
48.6261,	10.6501
