x   singVal singValsqLomSumasingValsq   singValsqLomSumasingValsqAk singValsqLomSumasingValsqRes    lag kurtosis
1 0.461896330586211 0.400907601121326 0.400907601121326 0.599092398878674 0.971760061997661 1.68885243841285
2 0.331262663267999 0.206205499875354 0.60711310099668 0.39288689900332 0.970491502252512 2.07413396314033
3 0.178911430100387 0.060149419536121 0.667262520532801 0.332737479467199 0.966713373332214 3.22740269306726
4 0.147967865785107 0.0411424439184205 0.708404964451221 0.291595035548779 0.961634306295366 3.54946339602316
5 0.0946954777734862 0.0168505369858122 0.725255501437034 0.274744498562966 0.93030820264019 3.08552276499694
6 0.0837090738669389 0.0131674094449965 0.73842291088203 0.26157708911797 0.933607080820187 3.531235381388
7 0.0774625760017195 0.0112755863898868 0.749698497271917 0.250301502728083 0.947371357850309 3.40688656641688
8 0.0754891061241793 0.0107083814224046 0.760406878694321 0.239593121305679 0.927050824162361 3.03552985868169
9 0.0718100790636084 0.0096900512942643 0.770096929988586 0.229903070011414 0.925309524763618 2.83925984998066
10 0.0705353883590375 0.00934909106225723 0.779446021050843 0.220553978949157 0.930234445239187 3.24449668317915
11 0.0683799088059925 0.0087864269110807 0.788232447961924 0.211767552038076 0.931245062607926 3.01608090006926
12 0.0639160481289658 0.00767670932252869 0.795909157284452 0.204090842715548 0.916190304765722 3.24910083107792
13 0.0615150085456155 0.00711078329636074 0.803019940580813 0.196980059419187 0.936494502919382 2.99294672742866
14 0.0598379421291063 0.00672834984841438 0.809748290429227 0.190251709570773 0.92803053999545 3.18400648928361
15 0.0571988477520873 0.00614794291884988 0.815896233348077 0.184103766651923 0.921137430648645 3.02387911266299
16 0.0558938923166506 0.00587062005693547 0.821766853405013 0.178233146594987 0.924544523648887 3.34681129538152
17 0.0531464409402288 0.00530766665034816 0.827074520055361 0.172925479944639 0.9250630079436 3.14470751414748
18 0.0514356180873213 0.00497145133152745 0.832045971386889 0.167954028613111 0.928104850389327 3.1490123623094
19 0.0493816841233818 0.00458233736921242 0.836628308756101 0.163371691243899 0.914510986019522 3.12913222348651
20 0.0487544603757405 0.00446667109381017 0.841094979849911 0.158905020150089 0.912668560963084 3.26317418555114
21 0.0469096790500004 0.00413504451623404 0.845230024366145 0.154769975633855 0.913424991142695 3.05917670603778
22 0.0454648609640221 0.00388424844757837 0.849114272813724 0.150885727186276 0.915955949503063 3.31799321197038
23 0.0437987779747255 0.00360478405311598 0.852719056866839 0.147280943133161 0.884056897013043 3.07958114679775
24 0.0424797599854352 0.00339093429567143 0.856109991162511 0.143890008837489 0.901515127487825 3.05701786686599
25 0.0413537681325106 0.00321355282220437 0.859323543984715 0.140676456015285 0.89753511100172 3.0666455812792
26 0.0402473626782218 0.00304389817850343 0.862367442163219 0.137632557836781 0.904187087027409 3.16763770048815
27 0.0397924782713145 0.00297548141386524 0.865342923577084 0.134657076422916 0.892158255564023 3.28765518987428
28 0.0384533622076103 0.00277858638749292 0.868121509964577 0.131878490035423 0.876274349782051 3.31380913698225
29 0.037778911879044 0.0026819714867139 0.870803481451291 0.129196518548709 0.866442493698329 3.48053896825271
30 0.0365673883311073 0.0025127145459166 0.873316195997207 0.126683804002793 0.884174739406756 3.27721136055751
31 0.0363089241858893 0.00247731954230399 0.875793515539511 0.124206484460489 0.887474495844768 3.28748540227435
32 0.035325816404103 0.00234498290574455 0.878138498445256 0.121861501554744 0.88112110901215 3.11130243099332
33 0.0350149882670488 0.00230389794050483 0.880442396385761 0.119557603614239 0.871095143787406 3.41399037488945
34 0.0345792982737103 0.00224692004051436 0.882689316426275 0.117310683573725 0.886611106429847 3.07216251036463
35 0.033498553931165 0.00210866401030602 0.884797980436581 0.115202019563419 0.87453986514801 3.29583014310682
36 0.0331597332272069 0.00206622362124211 0.886864204057823 0.113135795942177 0.862523015077758 3.10369165205774
37 0.0324788703116132 0.00198224392889881 0.888846447986722 0.111153552013278 0.85523474478944 3.15291765929999
38 0.0321935560673697 0.0019475704134663 0.890794018400188 0.109205981599812 0.857519310255619 2.86785178057672
