x	singVal	singValLomSumasingVal	singValsqLomSumasingValsq
4675	4.70262	1.15152e-05	4.42073e-08
4676	4.70001	1.15088e-05	4.41583e-08
4677	4.69737	1.15023e-05	4.41087e-08
4678	4.69541	1.14975e-05	4.40719e-08
4679	4.6937	1.14933e-05	4.40398e-08
4680	4.68817	1.14798e-05	4.3936e-08
4681	4.68661	1.1476e-05	4.39068e-08
4682	4.68277	1.14666e-05	4.38349e-08
4683	4.6808	1.14617e-05	4.3798e-08
4684	4.67903	1.14574e-05	4.37649e-08
4685	4.67601	1.145e-05	4.37085e-08
4686	4.6727	1.14419e-05	4.36466e-08
4687	4.66899	1.14328e-05	4.35773e-08
4688	4.6645	1.14218e-05	4.34935e-08
4689	4.66233	1.14165e-05	4.3453e-08
4690	4.66165	1.14148e-05	4.34405e-08
4691	4.65733	1.14043e-05	4.33599e-08
4692	4.65509	1.13988e-05	4.33182e-08
4693	4.65297	1.13936e-05	4.32787e-08
4694	4.65226	1.13919e-05	4.32657e-08
4695	4.64598	1.13765e-05	4.31489e-08
4696	4.64505	1.13742e-05	4.31315e-08
4697	4.64068	1.13635e-05	4.30505e-08
4698	4.63691	1.13543e-05	4.29805e-08
4699	4.6351	1.13498e-05	4.2947e-08
4700	4.6342	1.13476e-05	4.29303e-08
4701	4.62912	1.13352e-05	4.28362e-08
4702	4.62744	1.13311e-05	4.28051e-08
4703	4.62672	1.13293e-05	4.27919e-08
4704	4.62186	1.13174e-05	4.27021e-08
4705	4.62111	1.13156e-05	4.26882e-08
4706	4.61581	1.13026e-05	4.25903e-08
4707	4.61504	1.13007e-05	4.2576e-08
4708	4.61154	1.12921e-05	4.25115e-08
4709	4.60772	1.12828e-05	4.24412e-08
4710	4.6046	1.12751e-05	4.23837e-08
4711	4.60324	1.12718e-05	4.23586e-08
4712	4.60096	1.12662e-05	4.23166e-08
4713	4.59813	1.12593e-05	4.22647e-08
4714	4.59335	1.12476e-05	4.21768e-08
4715	4.59019	1.12399e-05	4.21188e-08
4716	4.58939	1.12379e-05	4.21041e-08
4717	4.5839	1.12245e-05	4.20034e-08
4718	4.58287	1.12219e-05	4.19845e-08
4719	4.58077	1.12168e-05	4.1946e-08
4720	4.57905	1.12126e-05	4.19145e-08
