t,	etaU
0,	37.1967
0.332945,	30.6567
0.66589,	21.0025
0.998835,	13.9655
1.33178,	13.9655
1.66472,	21.0025
1.99767,	30.6567
2.33061,	37.1967
2.66356,	43.9672
2.9965,	53.5
3.32945,	64.0878
3.66239,	78.3446
3.99534,	92.2274
4.32828,	100
4.66123,	97.689
4.99417,	85.83
5.32712,	72.5174
5.66006,	61.633
5.99301,	51.4877
6.32595,	41.2082
6.6589,	33.2493
6.99184,	31.1961
7.32479,	34.8101
7.65773,	41.3197
7.99068,	53.7394
8.32362,	68.0413
8.65657,	73.3788
8.98951,	65.5571
9.32246,	50.0312
9.6554,	36.6415
9.98835,	34.6613
10.3213,	40.7593
10.6542,	43.0585
10.9872,	40.2048
11.3201,	35.7544
11.6531,	32.939
11.986,	34.2958
12.319,	38.4367
12.6519,	42.2202
12.9849,	45.6843
13.3178,	48.2245
13.6507,	48.6603
13.9837,	47.6173
14.3166,	43.1369
14.6496,	38.3847
14.9825,	38.3829
15.3155,	44.5731
15.6484,	52.6866
15.9814,	52.3084
16.3143,	41.5296
16.6472,	31.1274
16.9802,	27.8898
17.3131,	30.2062
17.6461,	30.6778
17.979,	25.8611
18.312,	22.1262
18.6449,	21.7505
18.9779,	20.6407
19.3108,	17.9918
19.6437,	19.6744
19.9767,	26.9861
20.3096,	32.7579
20.6426,	32.3772
20.9755,	29.9401
21.3085,	30.5824
21.6414,	33.1898
21.9744,	32.2265
22.3073,	28.9343
22.6403,	27.1212
22.9732,	26.0914
23.3061,	24.3022
23.6391,	21.2514
23.972,	17.9748
24.305,	16.0949
24.6379,	16.2088
24.9709,	17.5891
25.3038,	18.8262
25.6368,	18.3672
25.9697,	18.4148
26.3026,	20.5405
26.6356,	22.5406
26.9685,	21.9071
27.3015,	18.8415
27.6344,	16.1089
27.9674,	18.0472
28.3003,	23.4835
28.6333,	26.4679
28.9662,	25.0778
29.2992,	19.3128
29.6321,	12.027
29.965,	10.1526
30.298,	15.1596
30.6309,	22.5396
30.9639,	31.4903
31.2968,	39.1988
31.6298,	40.2811
31.9627,	33.7057
32.2957,	23.8982
32.6286,	17.9222
32.9615,	19.2538
33.2945,	23.1578
33.6274,	26.9963
33.9604,	32.0661
34.2933,	36.5566
34.6263,	38.4136
34.9592,	39.5999
35.2922,	43.1897
35.6251,	46.7224
35.958,	45.8952
36.291,	39.6337
36.6239,	33.6828
36.9569,	31.9846
37.2898,	31.2758
37.6228,	29.3122
37.9557,	27.202
38.2887,	24.9981
38.6216,	21.9229
38.9546,	18.1233
39.2875,	14.9198
39.6204,	14.8159
39.9534,	16.3648
40.2863,	17.4872
40.6193,	19.4868
40.9522,	22.5117
41.2852,	23.0704
41.6181,	20.6851
41.9511,	18.1069
42.284,	17.5475
42.6169,	18.6841
42.9499,	19.7309
43.2828,	22.1541
43.6158,	27.9265
43.9487,	34.2689
44.2817,	37.8518
44.6146,	38.7561
44.9476,	38.9571
45.2805,	40.2839
45.6135,	40.5443
45.9464,	36.7758
46.2793,	30.1941
46.6123,	22.6853
46.9452,	16.739
47.2782,	15.2173
47.6111,	15.2639
47.9441,	13.7229
48.277,	11.7337
48.61,	10.7512
48.9429,	12.5694
49.2758,	16.5256
49.6088,	18.5764
49.9417,	17.5731
50.2747,	14.9843
50.6076,	12.9839
50.9406,	13.4633
51.2735,	15.0344
51.6065,	15.1901
51.9394,	14.3407
52.2723,	16.0093
52.6053,	21.1044
52.9382,	24.792
53.2712,	24.7624
53.6041,	22.7166
53.9371,	20.4128
54.27,	19.9885
54.603,	20.5664
54.9359,	20.1584
55.2689,	19.5879
55.6018,	18.2716
55.9347,	16.1281
56.2677,	15.95
56.6006,	19.0598
56.9336,	22.0889
57.2665,	22.0109
57.5995,	21.7288
57.9324,	23.0334
58.2654,	23.5995
58.5983,	22.2709
58.9312,	18.9408
59.2642,	15.9841
59.5971,	15.635
59.9301,	17.194
60.263,	20.0696
60.596,	23.3353
60.9289,	25.614
61.2619,	27.3673
61.5948,	30.7097
61.9278,	34.9463
62.2607,	35.1748
62.5936,	29.3794
62.9266,	20.5852
63.2595,	13.2067
63.5925,	9.56806
63.9254,	7.86454
64.2584,	8.17391
64.5913,	10.8093
64.9243,	13.9108
65.2572,	16.8638
65.5901,	18.9413
65.9231,	19.2919
66.256,	17.5926
66.589,	13.7569
66.9219,	12.9806
67.2549,	19.0043
67.5878,	26.7909
67.9208,	31.0382
68.2537,	30.2831
68.5866,	27.4501
68.9196,	27.675
69.2525,	29.4396
69.5855,	27.9202
69.9184,	23.0547
70.2514,	17.7542
70.5843,	18.7334
70.9173,	29.6341
71.2502,	41.9895
71.5832,	44.0258
71.9161,	34.3411
72.249,	21.4184
72.582,	13.9516
72.9149,	13.6426
73.2479,	17.3126
73.5808,	22.3749
73.9138,	25.883
74.2467,	25.2484
74.5797,	21.7322
74.9126,	19.2124
75.2455,	19.0611
75.5785,	20.5249
75.9114,	22.6444
76.2444,	23.6206
76.5773,	21.1177
76.9103,	15.2671
77.2432,	11.4076
77.5762,	13.3959
77.9091,	17.0595
78.2421,	16.3603
78.575,	12.3674
78.9079,	10.1032
79.2409,	12.6809
79.5738,	18.4147
79.9068,	23.6181
80.2397,	26.646
80.5727,	27.2825
80.9056,	27.3102
81.2386,	28.6937
81.5715,	29.8726
81.9044,	28.604
82.2374,	24.4847
82.5703,	19.4388
82.9033,	17.1104
83.2362,	17.2208
83.5692,	16.8428
83.9021,	16.4427
84.2351,	16.5264
84.568,	16.9954
84.9009,	17.3049
85.2339,	16.9168
85.5668,	17.4605
85.8998,	20.7808
86.2327,	24.4688
86.5657,	24.032
86.8986,	20.3383
87.2316,	17.6976
87.5645,	18.038
87.8975,	19.7658
88.2304,	19.9519
88.5633,	19.3645
88.8963,	20.3746
89.2292,	22.1171
89.5622,	23.3509
89.8951,	24.4764
90.2281,	26.1623
90.561,	26.621
90.894,	24.6135
91.2269,	21.6375
91.5598,	18.7011
91.8928,	17.2215
92.2257,	17.9174
92.5587,	19.1187
92.8916,	20.1437
93.2246,	18.7022
93.5575,	15.9044
93.8905,	15.897
94.2234,	17.4709
94.5564,	17.0599
94.8893,	13.5611
95.2222,	9.32716
95.5552,	8.06671
95.8881,	8.78535
96.2211,	10.1955
96.554,	13.2805
96.887,	17.9609
97.2199,	23.5459
97.5529,	28.3999
97.8858,	30.1491
98.2187,	28.6414
98.5517,	26.6378
98.8846,	26.8441
99.2176,	30.8712
99.5505,	36.1055
99.8835,	36.1155
100.216,	28.5626
100.549,	19.4114
100.882,	14.8835
101.215,	17.6749
101.548,	24.3279
101.881,	28.1297
102.214,	26.6952
102.547,	21.3241
102.88,	14.7801
103.213,	11.2449
103.546,	12.8851
103.879,	16.9491
104.212,	19.6751
104.545,	19.0323
104.878,	15.8569
105.211,	12.5495
105.544,	9.88762
105.876,	7.28198
106.209,	5.89996
106.542,	5.79882
106.875,	6.00482
107.208,	7.38903
107.541,	9.66134
107.874,	11.0059
108.207,	10.5155
108.54,	8.50184
108.873,	7.85478
109.206,	12.2555
109.539,	19.1081
109.872,	22.5016
110.205,	21.0305
110.538,	16.7032
110.871,	12.8662
111.204,	11.1395
111.537,	10.0805
111.869,	9.88612
112.202,	11.828
112.535,	14.4756
112.868,	15.2348
113.201,	15.3426
113.534,	17.3211
113.867,	21.5409
114.2,	25.7458
114.533,	25.4612
114.866,	19.4341
115.199,	11.913
115.532,	8.14252
115.865,	9.96048
116.198,	13.9636
116.531,	15.6896
116.864,	14.9533
117.197,	15.3662
117.53,	20.5404
117.862,	26.4138
118.195,	28.7145
118.528,	30.5284
118.861,	34.8214
119.194,	40.0482
119.527,	40.8672
119.86,	33.2256
120.193,	22.0684
120.526,	15.7773
120.859,	16.2648
121.192,	19.1865
121.525,	20.2213
121.858,	18.1731
122.191,	15.1988
122.524,	13.6143
122.857,	13.0721
123.19,	12.0282
123.523,	10.4257
123.856,	9.38586
124.188,	8.89021
124.521,	8.04102
124.854,	6.83359
125.187,	6.37933
125.52,	7.88816
125.853,	12.4341
126.186,	18.1608
126.519,	22.1497
126.852,	23.8017
127.185,	22.9104
127.518,	21.3303
127.851,	21.7196
128.184,	22.1712
128.517,	21.1256
128.85,	19.4057
129.183,	16.7607
129.516,	14.8356
129.849,	14.7519
130.181,	15.0069
130.514,	15.2855
130.847,	14.795
131.18,	12.5006
131.513,	10.1399
131.846,	9.25706
132.179,	9.42583
132.512,	10.0215
132.845,	11.3731
133.178,	13.4721
133.511,	16.454
133.844,	19.8097
134.177,	21.3864
134.51,	20.2595
134.843,	17.7395
135.176,	15.4782
135.509,	17.5735
135.842,	26.0639
136.174,	34.5444
136.507,	37.5976
136.84,	33.9543
137.173,	26.0435
137.506,	29.687
137.839,	49.4887
138.172,	70.1119
138.505,	79.1498
138.838,	69.4882
139.171,	47.3516
139.504,	29.7161
139.837,	21.2237
140.17,	22.0398
140.503,	31.4952
140.836,	40.9745
141.169,	44.2322
141.502,	39.353
141.835,	30.1082
142.167,	25.2058
142.5,	28.4705
142.833,	33.5937
143.166,	32.5183
143.499,	23.7106
143.832,	15.8502
144.165,	17.7853
144.498,	25.3393
144.831,	29.1224
145.164,	31.4101
145.497,	40.8871
145.83,	58.7409
146.163,	71.359
146.496,	65.0583
146.829,	45.353
147.162,	28.2922
147.495,	21.4935
147.828,	25.5093
148.16,	36.6612
148.493,	46.266
148.826,	47.2868
149.159,	36.7018
149.492,	21.0432
149.825,	12.1338
150.158,	10.6756
150.491,	10.978
150.824,	13.8049
151.157,	19.9844
151.49,	26.2926
151.823,	27.774
152.156,	22.9142
152.489,	17.1056
152.822,	14.9663
153.155,	15.345
153.488,	18.4265
153.821,	23.7446
154.153,	27.3471
154.486,	26.7154
154.819,	22.6573
155.152,	18.8686
155.485,	17.3397
155.818,	16.3007
156.151,	14.2822
156.484,	12.7822
156.817,	13.6129
157.15,	15.6657
157.483,	16.411
157.816,	16.163
158.149,	15.1305
158.482,	14.5239
158.815,	16.3069
159.148,	19.6927
159.481,	21.7707
159.814,	19.993
160.146,	15.3047
160.479,	11.8225
160.812,	11.4581
161.145,	12.1258
161.478,	11.5611
161.811,	10.2398
162.144,	9.92073
162.477,	10.6816
162.81,	11.7861
163.143,	12.7595
163.476,	13.0221
163.809,	13.1593
164.142,	15.2781
164.475,	19.1642
164.808,	22.5782
165.141,	23.3956
165.474,	20.4541
165.807,	15.4936
166.14,	12.94
166.472,	13.5978
166.805,	16.062
167.138,	20.2762
167.471,	23.9174
167.804,	25.1729
168.137,	24.4299
168.47,	20.5167
168.803,	14.6236
169.136,	11.4433
169.469,	11.6814
169.802,	13.414
170.135,	14.5024
170.468,	12.9829
170.801,	9.49935
171.134,	6.16858
171.467,	3.76319
171.8,	2.89036
172.133,	4.24994
172.465,	7.49161
172.798,	10.7656
173.131,	13.0896
173.464,	15.6286
173.797,	18.8044
174.13,	21.0191
174.463,	20.1374
174.796,	16.7119
175.129,	13.8935
175.462,	13.3799
175.795,	13.7417
176.128,	13.4295
176.461,	13.3819
176.794,	14.8242
177.127,	16.1896
177.46,	16.5319
177.793,	15.8398
178.126,	13.8761
178.458,	11.4067
178.791,	9.15464
179.124,	8.24434
179.457,	9.37394
179.79,	10.9772
180.123,	11.3279
180.456,	10.3754
180.789,	9.29565
181.122,	9.56024
181.455,	10.5979
181.788,	11.0017
182.121,	10.6022
182.454,	10.374
182.787,	11.6741
183.12,	14.088
183.453,	15.3203
183.786,	15.0967
184.119,	14.4729
184.451,	13.4182
184.784,	11.7301
185.117,	8.96108
185.45,	5.77546
185.783,	4.88433
186.116,	6.59195
186.449,	8.80071
186.782,	10.0185
187.115,	9.97359
187.448,	9.59382
187.781,	10.6614
188.114,	13.8286
188.447,	18.4331
188.78,	23.4309
189.113,	26.1069
189.446,	24.7314
189.779,	20.4983
190.112,	15.6004
190.444,	12.126
190.777,	11.0883
191.11,	11.1079
191.443,	11.332
191.776,	11.7361
192.109,	11.8423
192.442,	12.5188
192.775,	15.3942
193.108,	18.8483
193.441,	19.8879
193.774,	18.0031
194.107,	14.7399
194.44,	12.7854
194.773,	12.6483
195.106,	11.4075
195.439,	8.47014
195.772,	5.98476
196.105,	5.26482
196.437,	6.75105
196.77,	9.59679
197.103,	12.1513
197.436,	14.1816
197.769,	15.5285
198.102,	15.5369
198.435,	14.2299
198.768,	11.6629
199.101,	8.80199
199.434,	8.06973
199.767,	9.81532
200.1,	11.5785
200.433,	11.3438
200.766,	9.02892
201.099,	6.38584
201.432,	6.28088
201.765,	8.82335
202.098,	11.2288
202.43,	12.7897
202.763,	13.3064
203.096,	12.1474
203.429,	9.77012
203.762,	6.78489
204.095,	4.5022
204.428,	4.07741
204.761,	5.22487
205.094,	7.63703
205.427,	10.6083
205.76,	12.8219
206.093,	12.9871
206.426,	10.9531
206.759,	10.0387
207.092,	12.2935
207.425,	15.302
207.758,	16.9177
208.091,	15.9145
208.424,	13.2355
208.756,	11.6015
209.089,	11.0657
209.422,	10.1499
209.755,	9.19781
210.088,	8.26267
210.421,	7.8509
210.754,	8.71146
211.087,	9.75159
211.42,	9.94768
211.753,	9.31887
212.086,	8.35243
212.419,	8.40089
212.752,	10.6087
213.085,	13.331
213.418,	14.3961
213.751,	12.7828
214.084,	9.49251
214.417,	7.56929
214.749,	8.01576
215.082,	8.89695
215.415,	8.61921
215.748,	7.15455
216.081,	6.52073
216.414,	8.04378
216.747,	9.93113
217.08,	10.8824
217.413,	10.8735
217.746,	10.2013
218.079,	9.52476
218.412,	8.7616
218.745,	8.40103
219.078,	9.50565
219.411,	11.4852
219.744,	13.3489
220.077,	15.1695
220.41,	16.3983
220.742,	16.6877
221.075,	16.6847
221.408,	16.0649
221.741,	14.1835
222.074,	10.8323
222.407,	6.71215
222.74,	4.50702
223.073,	5.2594
223.406,	6.46363
223.739,	6.50131
224.072,	5.50996
224.405,	5.45548
224.738,	7.26665
225.071,	8.84611
225.404,	8.43237
225.737,	6.30293
226.07,	4.38507
226.403,	4.30016
226.735,	5.45697
227.068,	7.13034
227.401,	9.60768
227.734,	12.9033
228.067,	15.8886
228.4,	16.1268
228.733,	13.1254
229.066,	8.64991
229.399,	4.92902
229.732,	3.28421
230.065,	2.80346
230.398,	2.62266
230.731,	3.82132
231.064,	6.30275
231.397,	9.13756
231.73,	12.1912
232.063,	14.3862
232.396,	14.5037
232.728,	12.7845
233.061,	10.2005
233.394,	8.76792
233.727,	9.04316
234.06,	8.81185
234.393,	8.29835
234.726,	8.93278
235.059,	10.0033
235.392,	10.0564
235.725,	8.76124
236.058,	7.27597
236.391,	7.2075
236.724,	8.48424
237.057,	9.60287
237.39,	10.2556
237.723,	10.7609
238.056,	10.6457
238.389,	9.95437
238.721,	8.87635
239.054,	7.31307
239.387,	6.17429
239.72,	6.00502
240.053,	6.69603
240.386,	8.03494
240.719,	9.50247
241.052,	10.2413
241.385,	9.37304
241.718,	7.48681
242.051,	5.92627
242.384,	5.49307
242.717,	5.83771
243.05,	6.01447
243.383,	5.84461
243.716,	5.56364
244.049,	5.34429
244.382,	4.96008
244.714,	4.52383
245.047,	4.41249
245.38,	4.07706
245.713,	3.87001
246.046,	4.87066
246.379,	6.47119
246.712,	7.42778
247.045,	7.4635
247.378,	7.21905
247.711,	8.09846
248.044,	10.0424
248.377,	10.9546
248.71,	10.5899
249.043,	10.1213
249.376,	9.2307
249.709,	8.06582
250.042,	7.46365
250.375,	7.47638
250.708,	9.624
251.04,	12.9837
251.373,	14.3104
251.706,	12.7729
252.039,	9.48032
252.372,	6.38537
252.705,	5.35835
253.038,	6.00535
253.371,	7.11783
253.704,	8.03038
254.037,	8.00149
254.37,	6.94873
254.703,	5.61373
255.036,	5.2687
255.369,	5.75337
255.702,	6.13737
256.035,	6.42777
256.368,	6.87704
256.701,	7.68711
257.033,	8.6645
257.366,	8.95936
257.699,	8.57231
258.032,	7.88961
258.365,	7.32329
258.698,	7.33982
259.031,	7.64083
259.364,	7.40157
259.697,	6.95198
260.03,	7.42794
260.363,	8.92846
260.696,	10.846
261.029,	12.1314
261.362,	11.7117
261.695,	10.2456
262.028,	9.02888
262.361,	8.04278
262.694,	7.77749
263.026,	8.13276
263.359,	7.85471
263.692,	7.96476
264.025,	9.04388
264.358,	9.68208
264.691,	9.76541
265.024,	9.8711
265.357,	10.3044
265.69,	11.2629
266.023,	10.9001
266.356,	8.11035
266.689,	4.70634
267.022,	2.83092
267.355,	2.88686
267.688,	3.91189
268.021,	4.85185
268.354,	5.54385
268.687,	6.65008
269.019,	8.13708
269.352,	8.76335
269.685,	7.54676
270.018,	4.96235
270.351,	3.33335
270.684,	4.44534
271.017,	7.28194
271.35,	9.39801
271.683,	9.07781
272.016,	7.37636
272.349,	6.99014
272.682,	8.83155
273.015,	11.5468
273.348,	13.5348
273.681,	14.2102
274.014,	13.916
274.347,	12.6322
274.68,	10.2292
275.012,	7.3887
275.345,	5.00814
275.678,	3.36341
276.011,	3.12334
276.344,	4.67148
276.677,	7.02765
277.01,	8.38123
277.343,	8.17793
277.676,	7.68037
278.009,	7.89538
278.342,	8.45828
278.675,	8.69243
279.008,	9.53069
279.341,	11.6068
279.674,	13.9696
280.007,	14.7753
280.34,	13.2339
280.673,	10.3196
281.005,	7.41275
281.338,	5.61367
281.671,	6.11238
282.004,	7.97242
282.337,	9.34185
282.67,	9.80061
283.003,	9.91677
283.336,	11.1876
283.669,	13.2679
284.002,	14.411
284.335,	14.1475
284.668,	12.643
285.001,	10.5049
285.334,	9.29092
285.667,	9.33268
286,	11.4856
286.333,	15.4146
286.666,	17.6387
286.999,	16.2346
287.331,	13.0051
287.664,	10.1279
287.997,	8.71924
288.33,	7.78127
288.663,	5.77983
288.996,	4.11215
289.329,	4.16526
289.662,	4.75702
289.995,	4.71803
290.328,	4.40113
290.661,	4.08028
290.994,	3.83796
291.327,	3.94004
291.66,	4.95707
291.993,	6.79402
292.326,	8.53945
292.659,	9.07824
292.992,	8.51261
293.324,	7.93376
293.657,	8.64083
293.99,	10.4685
294.323,	11.5064
294.656,	10.6659
294.989,	8.48583
295.322,	6.50616
295.655,	5.98678
295.988,	6.17161
296.321,	5.87173
296.654,	5.43697
296.987,	5.49232
297.32,	6.6185
297.653,	7.88047
297.986,	7.90682
298.319,	6.81517
298.652,	6.28389
298.985,	7.81698
299.317,	10.2491
299.65,	11.3248
299.983,	11.4438
300.316,	11.9193
300.649,	12.3403
300.982,	11.6823
301.315,	9.86376
301.648,	7.89726
301.981,	7.07558
302.314,	7.72985
302.647,	9.16492
302.98,	10.8295
303.313,	11.6885
303.646,	10.9028
303.979,	9.84845
304.312,	9.82632
304.645,	9.6472
304.978,	8.77818
305.31,	7.47528
305.643,	6.59875
305.976,	7.23957
306.309,	8.55955
306.642,	9.58287
306.975,	10.0384
307.308,	9.16353
307.641,	7.32533
307.974,	5.35631
308.307,	3.80686
308.64,	3.19927
308.973,	2.86085
309.306,	2.47854
309.639,	2.76911
309.972,	4.57545
310.305,	7.36119
310.638,	9.59451
310.971,	10.7551
311.303,	10.7274
311.636,	9.55548
311.969,	7.86046
312.302,	6.17822
312.635,	5.37708
312.968,	5.85187
313.301,	6.40101
313.634,	6.52505
313.967,	6.94087
314.3,	7.70627
314.633,	8.28501
314.966,	8.72596
315.299,	9.00331
315.632,	8.8212
315.965,	7.95068
316.298,	6.09047
316.631,	3.92075
316.964,	2.55965
317.296,	2.0426
317.629,	2.08318
317.962,	2.57791
318.295,	3.17589
318.628,	3.47174
318.961,	3.42643
319.294,	3.36072
319.627,	3.8539
319.96,	5.57887
320.293,	7.74139
320.626,	8.63353
320.959,	7.74478
321.292,	5.75083
321.625,	3.78016
321.958,	3.35866
322.291,	5.36949
322.624,	9.32391
322.957,	12.8785
323.289,	13.7865
323.622,	11.708
323.955,	8.14232
324.288,	5.73575
324.621,	5.25012
324.954,	5.19757
325.287,	5.08134
325.62,	4.86812
325.953,	4.79872
326.286,	5.81896
326.619,	7.01854
326.952,	7.2925
327.285,	6.99271
327.618,	6.88538
327.951,	7.2714
328.284,	7.24902
328.617,	6.07955
328.95,	5.04215
329.283,	5.15281
329.615,	6.04232
329.948,	6.61354
330.281,	6.05908
330.614,	5.0083
330.947,	4.20343
331.28,	3.79687
331.613,	3.8325
331.946,	4.11294
332.279,	4.1067
332.612,	3.85407
332.945,	4.75654
333.278,	7.56673
333.611,	10.3745
333.944,	10.9622
334.277,	9.43924
334.61,	7.41831
334.943,	6.11757
335.276,	5.34676
335.608,	4.46651
335.941,	3.62353
336.274,	3.17242
336.607,	2.87823
336.94,	2.52559
337.273,	2.31697
337.606,	2.43739
337.939,	3.2864
338.272,	4.9965
338.605,	7.27657
338.938,	8.83804
339.271,	8.41448
339.604,	7.13649
339.937,	6.34556
340.27,	5.87156
340.603,	5.28828
340.936,	4.062
341.269,	2.67614
