t	etaU
0	4.31463e-15
0.555556	1.97194
1.11111	0.462694
1.66667	0.672072
2.22222	1.31015
2.77778	0.841797
3.33333	0.222467
3.88889	0.171926
4.44444	2.49555
5	1.85141
5.55556	2.54792
6.11111	1.01343
6.66667	1.0554
7.22222	4.29269
7.77778	0.132076
8.33333	1.26122
8.88889	0.256895
9.44444	2.6284
10	0.274137
10.5556	1.91094
11.1111	0.878565
11.6667	0.186936
12.2222	0.102324
12.7778	0.246473
13.3333	0.812318
13.8889	0.0480654
14.4444	0.725945
15	0.447605
15.5556	1.13831
16.1111	0.0249434
16.6667	1.48788
17.2222	0.00862885
17.7778	1.11012
18.3333	2.21279
18.8889	1.82551
19.4444	0.900169
20	0.841105
20.5556	2.63624
21.1111	0.265942
21.6667	0.574305
22.2222	2.3244
22.7778	2.32774
23.3333	1.07908
23.8889	2.82215
24.4444	2.85411
25	1.35561
25.5556	1.09666
26.1111	1.16181
26.6667	1.02558
27.2222	3.12059
27.7778	1.69193
28.3333	0.119724
28.8889	2.76466
29.4444	0.786227
30	0.248404
30.5556	2.67812
31.1111	0.764716
31.6667	0.548389
32.2222	1.36395
32.7778	1.35576
33.3333	1.45617
33.8889	0.198929
34.4444	1.14724
35	1.28467
35.5556	0.731484
36.1111	0.818766
36.6667	2.78382
37.2222	1.00239
37.7778	4.25236
38.3333	0.227939
38.8889	1.4697
39.4444	1.17356
40	0.952885
40.5556	2.54155
41.1111	0.271492
41.6667	1.40575
42.2222	0.136443
42.7778	0.0287569
43.3333	1.61807
43.8889	0.166582
44.4444	0.75163
45	0.0483739
45.5556	0.099566
46.1111	1.03638
46.6667	1.38758
47.2222	1.56082
47.7778	0.364668
48.3333	1.40818
48.8889	0.357857
49.4444	0.859439
50	0.86972
50.5556	0.228816
51.1111	1.79373
51.6667	1.86538
52.2222	0.415047
52.7778	0.780606
53.3333	1.14038
53.8889	0.34898
54.4444	0.963438
55	0.0644905
55.5556	0.0268681
56.1111	3.42538
56.6667	0.814555
57.2222	2.146
57.7778	1.63043
58.3333	1.14437
58.8889	0.601292
59.4444	1.04866
60	0.265707
60.5556	1.00262
61.1111	0.80454
61.6667	0.0365188
62.2222	0.387653
62.7778	2.1021
63.3333	1.86417
63.8889	1.40961
64.4444	0.491283
65	0.798959
65.5556	1.76302
66.1111	0.785693
66.6667	1.93252
67.2222	0.456252
67.7778	0.637901
68.3333	0.700375
68.8889	1.75009
69.4444	2.70745
70	0.28267
70.5556	0.575482
71.1111	0.786572
71.6667	0.370812
72.2222	3.11215
72.7778	1.0321
73.3333	0.945693
73.8889	1.4687
74.4444	0.962749
75	1.15295
75.5556	1.53314
76.1111	0.133493
76.6667	0.413679
77.2222	2.1419
77.7778	0.311462
78.3333	2.08079
78.8889	0.711925
79.4444	1.76763
80	0.118481
80.5556	1.11244
81.1111	1.22027
81.6667	1.48214
82.2222	0.506104
82.7778	0.717318
83.3333	0.963349
83.8889	0.460139
84.4444	0.569657
85	0.0559714
85.5556	1.89673
86.1111	1.047
86.6667	3.97887
87.2222	1.5715
87.7778	1.61497
88.3333	0.789823
88.8889	1.20929
89.4444	1.71243
90	0.809152
90.5556	1.51784
91.1111	1.24332
91.6667	0.360343
92.2222	0.709668
92.7778	0.843898
93.3333	0.131901
93.8889	0.0143729
94.4444	0.152806
95	0.127541
95.5556	1.44817
96.1111	1.53478
96.6667	1.39025
97.2222	0.677231
97.7778	0.138803
98.3333	0.284132
98.8889	2.00101
99.4444	0.884446
100	0.302371
100.556	0.545986
101.111	1.41994
101.667	1.18003
102.222	0.163226
102.778	0.160291
103.333	0.310357
103.889	0.552405
104.444	1.30905
105	0.533867
105.556	0.207968
106.111	0.204207
106.667	0.54678
107.222	1.66298
107.778	0.774804
108.333	1.70536
108.889	0.353603
109.444	0.295431
110	1.97517
110.556	1.1269
111.111	1.04329
