t,	etaU
0,	86.2293
0.554477,	85.1755
1.10895,	76.7798
1.66343,	72.5774
2.21791,	72.5774
2.77239,	76.7798
3.32686,	85.1755
3.88134,	86.2293
4.43582,	77.8204
4.9903,	68.4999
5.54477,	66.7904
6.09925,	82.0188
6.65373,	100
7.20821,	98.6961
7.76268,	78.9888
8.31716,	54.8396
8.87164,	40.3757
9.42612,	41.0853
9.98059,	49.3864
10.5351,	57.6734
11.0895,	65.11
11.644,	68.0878
12.1985,	64.2364
12.753,	56.1171
13.3075,	48.3919
13.8619,	44.8768
14.4164,	46.7132
14.9709,	52.0957
15.5254,	56.3979
16.0798,	55.2652
16.6343,	50.0531
17.1888,	47.2236
17.7433,	48.0426
18.2978,	48.2335
18.8522,	49.1844
19.4067,	50.6973
19.9612,	49.7736
20.5157,	43.8948
21.0701,	34.0422
21.6246,	25.3964
22.1791,	21.4583
22.7336,	23.9963
23.2881,	31.6707
23.8425,	41.0614
24.397,	46.5936
24.9515,	44.1474
25.506,	35.5431
26.0604,	26.4271
26.6149,	18.6546
27.1694,	17.6689
27.7239,	27.0049
28.2783,	39.4134
28.8328,	45.6009
29.3873,	43.8484
29.9418,	41.2107
30.4963,	41.9986
31.0507,	42.7159
31.6052,	37.5346
32.1597,	27.5112
32.7142,	22.2491
33.2686,	25.937
33.8231,	31.5322
34.3776,	33.5213
34.9321,	30.5061
35.4866,	24.0808
36.041,	19.2986
36.5955,	19.4032
37.15,	25.2057
37.7045,	41.9708
38.2589,	65.331
38.8134,	78.9045
39.3679,	75.3065
39.9224,	59.0001
40.4769,	41.4567
41.0313,	32.8031
41.5858,	29.13
42.1403,	24.3776
42.6948,	20.7704
43.2492,	22.4402
43.8037,	29.6214
44.3582,	38.1144
44.9127,	47.4244
45.4671,	55.1322
46.0216,	57.4177
46.5761,	55.1479
47.1306,	47.0304
47.6851,	35.1385
48.2395,	29.1174
48.794,	35.7708
49.3485,	54.371
49.903,	74.2218
50.4574,	78.3833
51.0119,	64.7702
51.5664,	50.4482
52.1209,	46.8744
52.6754,	49.1455
53.2298,	49.3387
53.7843,	44.8327
54.3388,	38.0157
54.8933,	32.6945
55.4477,	29.5736
56.0022,	29.3184
56.5567,	33.8655
57.1112,	39.5945
57.6657,	41.0308
58.2201,	39.6774
58.7746,	37.8696
59.3291,	37.6272
59.8836,	38.7422
60.438,	36.4016
60.9925,	31.1066
61.547,	26.0273
62.1015,	22.822
62.6559,	23.5209
63.2104,	26.7763
63.7649,	30.2136
64.3194,	33.398
64.8739,	34.9791
65.4283,	33.1402
65.9828,	27.1807
66.5373,	21.6841
67.0918,	20.4349
67.6462,	23.3043
68.2007,	27.8822
68.7552,	33.9029
69.3097,	45.433
69.8642,	60.3975
70.4186,	67.4263
70.9731,	61.6812
71.5276,	48.6358
72.0821,	35.4526
72.6365,	26.057
73.191,	18.9589
73.7455,	20.1653
74.3,	33.7601
74.8544,	50.2631
75.4089,	56.4954
75.9634,	52.8761
76.5179,	49.265
77.0724,	50.9104
77.6268,	51.5526
78.1813,	43.7543
78.7358,	31.5374
79.2903,	24.5022
79.8447,	24.4179
80.3992,	24.4091
80.9537,	23.1351
81.5082,	22.0406
82.0627,	21.4476
82.6171,	20.1784
83.1716,	16.8638
83.7261,	13.8259
84.2806,	15.2508
84.835,	22.6624
85.3895,	32.956
85.944,	41.1286
86.4985,	42.1323
87.053,	34.1307
87.6074,	21.7486
88.1619,	13.6602
88.7164,	14.2904
89.2709,	20.2421
89.8253,	24.8743
90.3798,	25.891
90.9343,	24.6467
91.4888,	22.2661
92.0432,	21.5231
92.5977,	22.192
93.1522,	22.6888
93.7067,	22.1479
94.2612,	18.2952
94.8156,	12.963
95.3701,	10.0914
95.9246,	10.0111
96.4791,	13.2317
97.0335,	19.9958
97.588,	26.724
98.1425,	30.5019
98.697,	30.2483
99.2515,	26.1221
99.8059,	20.985
100.36,	17.861
100.915,	18.6939
101.469,	24.5756
102.024,	31.8569
102.578,	36.3108
103.133,	37.2386
103.687,	34.5602
104.242,	32.3914
