t	etaU
0	1.86811e-14
0.555556	0.946366
1.11111	0.000216241
1.66667	0.0733467
2.22222	1.34098
2.77778	1.44127
3.33333	1.04812
3.88889	1.11174
4.44444	3.12426
5	0.913695
5.55556	0.960724
6.11111	1.35892
6.66667	0.939211
7.22222	1.99639
7.77778	1.04181
8.33333	1.48989
8.88889	1.56748
9.44444	1.63279
10	0.371071
10.5556	1.73272
11.1111	2.20134
11.6667	0.337061
12.2222	1.41819
12.7778	1.24307
13.3333	1.51379
13.8889	1.32538
14.4444	1.01684
15	0.234532
15.5556	0.74102
16.1111	0.604575
16.6667	3.16574
17.2222	2.31681
17.7778	0.155678
18.3333	0.290126
18.8889	0.148045
19.4444	1.02107
20	0.864234
20.5556	2.64702
21.1111	2.62105
21.6667	0.575381
22.2222	0.356129
22.7778	0.545969
23.3333	0.332756
23.8889	3.80462
24.4444	1.67561
25	1.53081
25.5556	1.40581
26.1111	0.793195
26.6667	1.10478
27.2222	0.838739
27.7778	0.857173
28.3333	2.62799
28.8889	0.965032
29.4444	2.25365
30	2.56093
30.5556	2.45303
31.1111	0.572426
31.6667	1.04383
32.2222	1.46972
32.7778	1.87253
33.3333	1.57032
33.8889	0.545448
34.4444	1.83557
35	1.36234
35.5556	1.91442
36.1111	0.900063
36.6667	2.59155
37.2222	3.65643
37.7778	0.33169
38.3333	0.883347
38.8889	1.96343
39.4444	0.924773
40	1.3922
40.5556	2.09581
41.1111	1.54481
41.6667	1.32909
42.2222	1.31445
42.7778	1.64754
43.3333	3.48949
43.8889	0.641238
44.4444	1.00276
45	0.67158
45.5556	1.82346
46.1111	0.645633
46.6667	3.25988
47.2222	1.502
47.7778	0.419781
48.3333	1.40012
48.8889	0.260337
49.4444	0.773171
50	2.53624
50.5556	3.12991
51.1111	0.0555619
51.6667	1.00219
52.2222	0.271876
52.7778	1.31728
53.3333	2.87827
53.8889	0.327452
54.4444	5.11335
55	6.27929
55.5556	2.20108
56.1111	2.8825
56.6667	3.4721
57.2222	0.423889
57.7778	0.229041
58.3333	3.1359
58.8889	2.21422
59.4444	0.662812
60	4.87282
60.5556	1.98048
61.1111	2.24444
61.6667	0.384524
62.2222	1.61672
62.7778	3.8633
63.3333	0.557327
63.8889	0.116968
64.4444	3.79392
65	6.05117
65.5556	1.24505
66.1111	3.42373
66.6667	2.888
67.2222	5.4719
67.7778	3.45054
68.3333	12.1067
68.8889	1.83444
69.4444	7.01102
70	16.2099
70.5556	8.06534
71.1111	8.32995
71.6667	26.5162
72.2222	2.85552
72.7778	11.9834
73.3333	5.32586
73.8889	7.62561
74.4444	1.8271
75	1.14876
75.5556	0.252209
76.1111	2.60307
76.6667	3.44372
77.2222	1.00365
77.7778	0.263793
78.3333	7.42644
78.8889	2.79119
79.4444	3.73186
80	1.70837
80.5556	4.39324
81.1111	0.22613
81.6667	0.183505
82.2222	2.72918
82.7778	1.0301
83.3333	0.359097
83.8889	1.08706
84.4444	0.966106
85	0.445711
85.5556	3.00125
86.1111	1.33468
86.6667	1.1931
87.2222	0.0455923
87.7778	0.84192
88.3333	0.058963
88.8889	0.906489
89.4444	3.0526
90	2.34017
90.5556	5.62397
91.1111	1.30187
91.6667	0.653889
92.2222	2.10086
92.7778	0.951365
93.3333	0.298664
93.8889	1.72706
94.4444	2.94237
95	0.739278
95.5556	0.216854
96.1111	0.998612
96.6667	1.05005
97.2222	1.11629
97.7778	0.356852
98.3333	0.779321
98.8889	2.44611
99.4444	0.661176
100	0.704259
100.556	1.23627
101.111	0.156632
101.667	1.51012
102.222	0.652595
102.778	0.495241
103.333	0.803824
103.889	0.893365
104.444	0.877084
105	2.57102
105.556	0.68059
106.111	1.20413
106.667	1.59853
107.222	1.15905
107.778	1.38585
108.333	0.842176
108.889	1.31547
109.444	0.831243
110	1.50276
110.556	1.19757
111.111	0.375286
111.667	0.18929
112.222	0.851589
112.778	1.61691
113.333	0.885286
113.889	2.24075
114.444	0.499088
115	0.104189
115.556	0.188272
116.111	0.548453
116.667	0.506034
117.222	0.989991
117.778	1.42004
118.333	0.690918
118.889	1.78724
119.444	0.869845
120	0.659448
120.556	0.743154
121.111	0.0445345
121.667	0.548597
122.222	0.434666
122.778	0.314899
123.333	1.78067
123.889	0.482633
124.444	0.0535865
125	0.776307
125.556	1.05577
126.111	0.312316
126.667	0.0881558
127.222	0.493564
127.778	0.355349
128.333	0.12369
128.889	0.98475
129.444	0.106005
130	0.0382088
130.556	0.00842688
131.111	0.628716
131.667	0.452287
132.222	0.0833692
132.778	1.133
133.333	1.41527
133.889	0.172913
134.444	1.05704
135	0.117276
135.556	0.812612
136.111	0.989521
136.667	0.424562
137.222	0.549038
137.778	0.560957
138.333	0.324325
138.889	0.141457
139.444	0.358583
140	0.201918
140.556	0.805138
141.111	1.54344
141.667	0.85933
142.222	0.707007
142.778	0.952647
143.333	0.305091
143.889	1.17711
144.444	0.043396
145	0.200582
145.556	0.601538
146.111	0.079541
146.667	0.715518
147.222	0.720482
147.778	0.159638
148.333	2.26073
148.889	0.966652
149.444	0.892576
150	0.344278
150.556	0.325713
151.111	1.0502
151.667	0.004494
152.222	0.928205
152.778	0.0570148
153.333	0.541345
153.889	0.161695
154.444	1.57693
155	0.614755
155.556	0.549725
156.111	0.0634404
156.667	0.0451811
157.222	0.556811
157.778	2.07268
158.333	0.111252
158.889	0.0439797
159.444	0.506905
160	0.490694
160.556	0.369797
161.111	0.100364
161.667	0.285308
162.222	0.654761
162.778	0.663498
163.333	0.0908609
163.889	0.111102
164.444	0.187777
165	0.386474
165.556	0.207498
166.111	0.345513
166.667	0.298124
167.222	0.607175
167.778	0.718278
168.333	0.214391
168.889	0.96905
169.444	0.390751
170	0.546228
170.556	0.0677017
171.111	0.0220141
171.667	0.0597012
172.222	0.353121
172.778	0.0865596
173.333	0.32722
173.889	0.223823
174.444	0.853401
175	0.562708
175.556	0.0710229
176.111	0.461644
176.667	0.371544
177.222	0.527077
177.778	1.52595
178.333	0.439791
178.889	0.0435418
179.444	0.368804
180	0.259323
180.556	0.054659
181.111	0.714629
181.667	0.550837
182.222	0.201994
182.778	0.0699515
183.333	0.301586
183.889	0.729086
184.444	1.30237
185	0.930803
185.556	0.242278
186.111	0.590171
186.667	0.248576
187.222	0.368572
187.778	0.00765862
188.333	0.135609
188.889	0.220501
189.444	0.0373303
190	0.374739
190.556	0.349157
191.111	0.0561876
191.667	0.765425
192.222	0.0864307
192.778	0.0157643
193.333	0.452226
193.889	0.456113
194.444	0.0937147
195	0.48832
195.556	0.51708
196.111	0.336778
196.667	0.376015
197.222	0.328512
197.778	0.0285364
198.333	0.225845
198.889	0.0227381
199.444	0.148718
200	0.0190264
200.556	0.0953838
201.111	0.099928
201.667	0.177797
202.222	0.592626
202.778	0.220345
203.333	0.0833972
203.889	0.190452
204.444	0.384585
205	0.133581
205.556	0.214591
206.111	0.327961
206.667	0.308771
207.222	0.330422
207.778	0.0715557
208.333	0.20319
208.889	0.0163477
209.444	0.692333
210	0.0830324
210.556	0.19211
211.111	0.0298412
211.667	0.325325
212.222	0.0803451
212.778	0.0391467
213.333	0.226376
213.889	0.0266644
214.444	0.146868
215	0.212648
215.556	0.232696
216.111	0.210574
216.667	0.116014
217.222	0.0675111
217.778	0.206216
218.333	0.395182
218.889	0.175806
219.444	0.129254
220	0.213303
220.556	0.0400457
221.111	0.601198
221.667	0.340057
222.222	0.318925
222.778	0.0258177
223.333	0.490999
223.889	0.170589
224.444	0.173303
225	0.185299
225.556	0.028963
226.111	0.24267
226.667	0.16829
227.222	0.432843
227.778	0.0408977
228.333	0.297871
228.889	0.163081
229.444	0.0943334
230	0.0442734
230.556	0.364234
231.111	0.282531
231.667	0.104303
232.222	0.123628
232.778	0.267899
233.333	0.0672397
233.889	0.162958
234.444	0.0988746
235	0.13172
235.556	0.102442
236.111	0.0247476
236.667	0.102407
237.222	0.147306
237.778	0.000339195
238.333	0.0941014
238.889	0.166697
239.444	0.0303574
240	0.433944
240.556	0.3766
241.111	0.171667
241.667	0.0488985
242.222	0.155184
242.778	0.0557107
243.333	0.186185
243.889	0.0947795
244.444	0.167563
245	0.533523
245.556	0.312966
246.111	0.120238
246.667	0.339023
247.222	0.0325607
247.778	0.108701
248.333	0.340323
248.889	0.143201
249.444	0.138436
250	0.239609
250.556	0.243554
251.111	0.207681
251.667	0.183673
252.222	0.0554568
252.778	0.189014
253.333	0.259434
253.889	0.272547
254.444	0.100315
255	0.140611
255.556	0.0223917
256.111	0.0361104
256.667	0.0271392
257.222	0.295121
257.778	0.164934
258.333	0.0438316
258.889	0.307446
259.444	0.0429616
260	0.223463
260.556	0.369652
261.111	0.00716035
261.667	0.219859
262.222	0.108161
262.778	0.154569
263.333	0.0834606
263.889	0.0117449
264.444	0.00967383
265	0.121447
265.556	0.342262
266.111	0.00945099
266.667	0.108293
267.222	0.0663449
267.778	0.00659671
268.333	0.146921
268.889	0.00414997
269.444	0.218791
270	0.229633
270.556	0.195302
271.111	0.330287
271.667	0.0751943
272.222	0.329763
272.778	0.103348
273.333	0.159223
273.889	0.234223
274.444	0.193485
275	0.196846
275.556	0.166262
276.111	0.177187
276.667	0.109603
277.222	0.18736
277.778	0.123756
278.333	0.11378
278.889	0.0532536
279.444	0.272382
280	0.122245
280.556	0.109838
281.111	0.215656
281.667	0.00270375
282.222	0.135209
282.778	0.00334067
283.333	0.104866
283.889	0.347888
284.444	0.058387
285	0.296799
285.556	0.0845051
286.111	0.216551
286.667	0.0564656
287.222	0.0915561
287.778	0.230078
288.333	0.0440189
288.889	0.0123445
289.444	0.0661783
290	0.0218459
290.556	0.14672
291.111	0.095989
291.667	0.101611
292.222	0.129704
292.778	0.123172
293.333	0.135694
293.889	0.0113736
294.444	0.0207061
295	0.183712
295.556	0.0170235
296.111	0.0297025
296.667	0.167117
297.222	0.165871
297.778	0.0564667
298.333	0.0276767
298.889	0.0236193
299.444	0.137605
300	0.0912555
300.556	0.157192
301.111	0.190142
301.667	0.00483348
302.222	0.0356559
302.778	0.104762
303.333	0.209161
303.889	0.278525
304.444	0.00980943
305	0.0715044
305.556	0.105728
306.111	0.24562
306.667	0.147327
307.222	0.0475692
307.778	0.157248
308.333	0.0501294
308.889	0.220524
309.444	0.0946266
310	0.0498451
310.556	0.0633352
311.111	0.162347
311.667	0.175115
312.222	0.220279
312.778	0.0316997
313.333	0.0858108
313.889	0.123955
314.444	0.00607766
315	0.27276
315.556	0.175381
316.111	0.0741282
316.667	0.00177334
317.222	0.0159329
317.778	0.00589552
318.333	0.191078
318.889	0.159913
319.444	0.17694
320	0.160866
320.556	0.00722513
321.111	0.125286
321.667	0.151967
322.222	0.00709649
322.778	0.00168877
323.333	0.060567
323.889	0.13016
324.444	0.0445524
325	0.119832
325.556	0.00381222
326.111	0.0193066
326.667	0.193128
327.222	0.0198999
327.778	0.0486797
328.333	0.0746169
328.889	0.157637
329.444	0.0381862
330	0.0544714
330.556	0.0395937
331.111	0.148045
331.667	0.18945
332.222	0.0289473
332.778	0.174391
333.333	0.0786887
333.889	0.197274
334.444	0.151785
335	0.379823
335.556	0.129344
336.111	0.0444308
336.667	0.0571989
337.222	0.0602325
337.778	0.064335
338.333	0.0886045
338.889	0.123406
339.444	0.131253
340	0.0912906
340.556	0.0426454
341.111	0.147994
341.667	0.0278024
342.222	0.014374
342.778	0.124077
343.333	0.0145381
343.889	0.0671554
344.444	0.113172
345	0.034154
345.556	0.123233
346.111	0.135764
346.667	0.140907
347.222	0.00557688
347.778	0.0480936
348.333	0.0618954
348.889	0.0606499
349.444	0.140246
350	0.0069361
350.556	0.0903762
351.111	0.208606
351.667	0.174531
352.222	0.114896
352.778	0.120217
353.333	0.11411
353.889	0.186761
354.444	0.127267
355	0.0897789
355.556	0.0538273
356.111	0.166489
356.667	0.0784014
357.222	0.0854851
357.778	0.0307623
