t	etaU
0	1.16353e-14
0.555556	0.192989
1.11111	2.0021
1.66667	0.165919
2.22222	2.88412
2.77778	0.687353
3.33333	1.16632
3.88889	0.553637
4.44444	0.795901
5	1.55166
5.55556	0.752138
6.11111	2.36151
6.66667	0.409705
7.22222	1.31113
7.77778	2.79783
8.33333	0.746072
8.88889	1.25993
9.44444	0.258028
10	2.19917
10.5556	2.29578
11.1111	4.06957
11.6667	2.45224
12.2222	1.77001
12.7778	0.423515
13.3333	1.16068
13.8889	0.863279
14.4444	0.328061
15	1.79165
15.5556	1.82784
16.1111	0.9122
16.6667	1.484
17.2222	2.11219
17.7778	0.813518
18.3333	0.670183
18.8889	0.818982
19.4444	1.76838
20	0.351474
20.5556	0.514096
21.1111	1.50542
21.6667	2.50598
22.2222	0.0860875
22.7778	1.57351
23.3333	0.996683
23.8889	1.03451
24.4444	0.632888
25	1.10204
25.5556	1.39297
26.1111	1.02152
26.6667	0.0448397
27.2222	0.477926
27.7778	1.36326
28.3333	0.999327
28.8889	1.68631
29.4444	1.34484
30	0.3349
30.5556	1.35728
31.1111	0.408087
31.6667	1.69827
32.2222	2.49775
32.7778	0.364949
33.3333	3.60855
33.8889	0.311872
34.4444	1.25749
35	0.446314
35.5556	0.595626
36.1111	0.680459
36.6667	0.37263
37.2222	0.972501
37.7778	1.19169
38.3333	1.54602
38.8889	3.282
39.4444	1.41026
40	0.245571
40.5556	1.80842
41.1111	0.198757
41.6667	0.413867
42.2222	1.47222
42.7778	0.459013
43.3333	0.273234
43.8889	1.46727
44.4444	0.274422
45	0.318255
45.5556	1.59627
46.1111	1.23579
46.6667	2.03318
47.2222	4.42301
47.7778	1.75718
48.3333	2.15819
48.8889	2.59746
49.4444	1.22865
50	0.682055
50.5556	0.671487
51.1111	1.42413
51.6667	0.365045
52.2222	0.561519
52.7778	3.23173
53.3333	2.05252
53.8889	1.02216
54.4444	1.42366
55	3.89314
55.5556	1.88589
56.1111	0.804531
56.6667	1.75053
57.2222	3.45114
57.7778	0.324694
58.3333	1.73681
58.8889	2.83393
59.4444	1.29436
60	0.351531
60.5556	1.58482
61.1111	0.171176
61.6667	4.42786
62.2222	2.38925
62.7778	0.630933
63.3333	2.77684
63.8889	0.947637
64.4444	1.85717
65	0.668273
65.5556	1.77248
66.1111	0.847783
66.6667	1.35109
67.2222	1.58919
67.7778	6.51594
68.3333	6.58557
68.8889	6.57143
69.4444	3.76581
70	23.2895
70.5556	18.502
71.1111	29.5318
71.6667	11.4708
72.2222	2.71221
72.7778	8.67231
73.3333	4.81524
73.8889	0.165094
74.4444	0.0982679
75	7.57003
75.5556	4.42913
76.1111	0.29464
76.6667	4.63848
77.2222	5.34008
77.7778	0.980459
78.3333	0.192337
78.8889	0.329187
79.4444	1.15407
80	2.17037
80.5556	0.607093
81.1111	1.17256
81.6667	1.23644
82.2222	1.96378
82.7778	1.4708
83.3333	1.8139
83.8889	0.298512
84.4444	1.16625
85	0.280537
85.5556	0.661674
86.1111	2.45327
86.6667	1.99253
87.2222	0.786713
87.7778	2.85979
88.3333	0.116663
88.8889	1.33826
89.4444	0.00183622
90	0.293787
90.5556	2.36848
91.1111	0.38379
91.6667	0.939126
92.2222	2.0052
92.7778	1.2213
93.3333	1.50239
93.8889	0.587033
94.4444	0.131869
95	0.182606
95.5556	0.328312
96.1111	3.50156
96.6667	0.727632
97.2222	2.21072
97.7778	1.05455
98.3333	0.170116
98.8889	0.125484
99.4444	1.80641
100	1.16953
100.556	0.959896
101.111	0.240786
101.667	0.269941
102.222	1.38079
102.778	1.99739
103.333	1.26177
103.889	0.175262
104.444	1.48304
105	1.05225
105.556	0.665577
106.111	0.526556
106.667	1.55116
107.222	0.487335
107.778	0.249283
108.333	0.120478
108.889	0.022154
109.444	1.82283
110	0.18641
110.556	1.4241
111.111	1.54209
111.667	0.977399
112.222	0.622631
112.778	1.05609
113.333	0.81804
113.889	1.87236
114.444	0.657767
115	0.0919313
115.556	0.496198
116.111	0.456516
116.667	1.89221
117.222	0.0446407
117.778	0.0191327
118.333	0.960275
118.889	0.788831
119.444	0.014444
120	0.352634
120.556	0.943574
121.111	0.772605
121.667	0.228444
122.222	1.26419
122.778	0.21185
123.333	0.222492
123.889	0.404883
124.444	0.768436
125	0.365523
125.556	1.30465
126.111	0.925567
126.667	0.0106572
127.222	0.340287
127.778	0.417301
128.333	0.364639
128.889	0.486587
129.444	0.133201
130	0.909931
130.556	0.11099
131.111	0.844145
131.667	1.33741
132.222	0.396354
132.778	0.126735
133.333	1.63511
133.889	1.15745
134.444	0.147846
135	1.16875
135.556	0.773012
136.111	1.03279
136.667	0.365147
137.222	0.0756018
137.778	0.274531
138.333	0.306234
138.889	0.258088
139.444	0.925216
140	0.106891
140.556	1.13265
141.111	0.482201
141.667	0.61105
142.222	1.22718
142.778	0.920674
143.333	1.03169
143.889	0.486567
144.444	0.577849
145	0.282026
145.556	0.130972
146.111	0.288992
146.667	1.20649
147.222	0.303469
147.778	0.32775
148.333	0.347521
148.889	0.761348
149.444	0.147321
150	0.715931
150.556	0.727879
151.111	0.00136704
151.667	0.210746
152.222	0.592304
152.778	0.148317
153.333	0.0875314
153.889	0.310903
154.444	0.172556
155	0.746534
155.556	0.117849
156.111	0.200793
156.667	0.817255
157.222	0.468621
157.778	0.29873
158.333	0.215812
158.889	0.0363284
159.444	0.0136938
160	0.354697
160.556	0.627148
161.111	0.0632626
161.667	0.0139827
162.222	0.20962
162.778	0.367595
163.333	0.537136
163.889	0.972936
164.444	0.926109
165	0.255435
165.556	0.524589
166.111	0.0457532
166.667	0.0254397
167.222	0.246798
167.778	0.140421
168.333	0.0424276
168.889	0.0395764
169.444	0.0441227
170	0.357261
170.556	0.169157
171.111	0.426667
171.667	0.107122
172.222	0.121247
172.778	0.401163
173.333	0.256597
173.889	0.686913
174.444	0.623092
175	0.939427
175.556	0.246085
176.111	0.390604
176.667	0.064927
177.222	0.318856
177.778	0.454133
178.333	0.27593
178.889	0.552177
179.444	0.422094
180	0.468685
180.556	0.800667
181.111	0.184615
181.667	0.0499935
182.222	0.155657
182.778	0.0103377
183.333	0.461892
183.889	0.200857
184.444	0.823831
185	0.211694
185.556	0.302593
186.111	0.431235
186.667	0.837662
187.222	0.0059633
187.778	0.182083
188.333	0.636691
188.889	0.250181
189.444	0.586802
190	0.0177802
190.556	0.0929804
191.111	0.326016
191.667	0.152939
192.222	0.287976
192.778	0.172158
193.333	0.039382
193.889	0.375256
194.444	0.496287
195	0.9271
195.556	0.329738
196.111	0.0744356
196.667	0.00426174
197.222	0.205298
197.778	0.341886
198.333	0.231219
198.889	0.204339
199.444	0.362411
200	0.258413
200.556	0.0775704
201.111	0.4713
201.667	0.423564
202.222	0.0283226
202.778	0.454674
203.333	0.16042
203.889	0.0415624
204.444	0.107479
205	0.120961
205.556	0.187101
206.111	0.420663
206.667	0.19003
207.222	0.40048
207.778	0.019523
208.333	0.145029
208.889	0.0757465
209.444	0.574902
210	0.107255
210.556	0.849922
211.111	0.327799
211.667	0.294418
212.222	0.0631098
212.778	0.069131
213.333	0.0825963
213.889	0.00194731
214.444	0.222574
215	0.145436
215.556	0.32949
216.111	0.0916768
216.667	0.335804
217.222	0.185237
217.778	0.065201
218.333	0.387633
218.889	0.546635
219.444	0.0770195
220	0.104572
220.556	0.183556
221.111	0.226444
221.667	0.254051
222.222	0.202932
222.778	0.248237
223.333	0.276785
223.889	0.299425
224.444	0.346988
225	0.123675
225.556	0.15587
226.111	0.311147
226.667	0.453183
227.222	0.0794221
227.778	0.13974
228.333	0.0766298
228.889	0.0412367
229.444	0.0208669
230	0.1687
230.556	0.475589
231.111	0.351906
231.667	0.0550195
232.222	0.0528918
232.778	0.00190726
233.333	0.139718
233.889	0.286768
234.444	0.365379
235	0.110453
235.556	0.458774
236.111	0.0460751
236.667	0.0917761
237.222	0.0255623
237.778	0.332869
238.333	0.0957641
238.889	0.117764
239.444	0.208994
240	0.230667
240.556	0.107424
241.111	0.181498
241.667	0.280947
242.222	0.0230521
242.778	0.070706
243.333	0.296071
243.889	0.186826
244.444	0.0345513
245	0.212403
245.556	0.0190301
246.111	0.119805
246.667	0.286277
247.222	0.318352
247.778	0.0473543
248.333	0.2695
248.889	0.207484
249.444	0.0710519
250	0.191979
250.556	0.465543
251.111	0.000611732
251.667	0.423442
252.222	0.0116171
252.778	0.0596445
253.333	0.144188
253.889	0.147877
254.444	0.0161684
255	0.269116
255.556	0.563702
256.111	0.00505699
256.667	0.0474844
257.222	0.115574
257.778	0.407971
258.333	0.0585639
258.889	0.115294
259.444	0.236485
260	0.0614605
260.556	0.0782254
261.111	0.0222467
261.667	0.21569
262.222	0.131489
262.778	0.222152
263.333	0.0918343
263.889	0.0230247
264.444	0.236565
265	0.349338
265.556	0.303462
266.111	0.0686895
266.667	0.250599
267.222	0.176332
267.778	0.2564
268.333	0.153941
268.889	0.0337574
269.444	0.00638713
270	0.269601
270.556	0.132037
271.111	0.0449775
271.667	0.068523
272.222	0.221096
272.778	0.091772
273.333	0.201818
273.889	0.0443339
274.444	0.0183531
275	0.0223931
275.556	0.266317
276.111	0.0668427
276.667	0.0360412
277.222	0.142863
277.778	0.152645
278.333	0.0545506
278.889	0.0605766
279.444	0.077487
280	0.3153
280.556	0.154083
281.111	0.159118
281.667	0.00467352
282.222	0.166798
282.778	0.230638
283.333	0.0965503
283.889	0.378465
284.444	0.0371125
285	0.182425
285.556	0.0578893
286.111	0.124139
286.667	0.00783098
287.222	0.0265632
287.778	0.30298
288.333	0.0613421
