t	etaU
0	1.39119e-14
0.555556	1.57634
1.11111	2.10843
1.66667	2.9613
2.22222	0.178017
2.77778	0.499963
3.33333	0.0988032
3.88889	0.710673
4.44444	1.55183
5	0.314642
5.55556	4.16812
6.11111	2.11626
6.66667	1.44085
7.22222	1.10935
7.77778	1.61073
8.33333	3.09359
8.88889	0.393594
9.44444	0.582628
10	2.15769
10.5556	3.23331
11.1111	2.7033
11.6667	0.781855
12.2222	4.30071
12.7778	4.26987
13.3333	1.75576
13.8889	1.33411
14.4444	0.578127
15	0.206073
15.5556	1.13752
16.1111	0.257398
16.6667	0.241518
17.2222	0.154184
17.7778	1.93448
18.3333	1.13481
18.8889	0.299676
19.4444	0.312911
20	3.59704
20.5556	2.27708
21.1111	1.49087
21.6667	2.09905
22.2222	0.734887
22.7778	3.49085
23.3333	0.34878
23.8889	3.54111
24.4444	1.51377
25	1.8877
25.5556	1.8888
26.1111	1.73576
26.6667	0.408755
27.2222	4.72125
27.7778	1.98928
28.3333	0.953789
28.8889	3.92968
29.4444	0.819399
30	1.45209
30.5556	0.743034
31.1111	3.46879
31.6667	2.48984
32.2222	4.11381
32.7778	0.111079
33.3333	2.34529
33.8889	0.106052
34.4444	3.01723
35	4.09699
35.5556	2.89642
36.1111	0.785269
36.6667	1.89937
37.2222	2.87085
37.7778	1.95821
38.3333	0.0882466
38.8889	1.21941
39.4444	1.85474
40	0.785944
40.5556	0.876219
41.1111	0.701959
41.6667	1.58201
42.2222	0.23654
42.7778	0.575711
43.3333	0.866693
43.8889	2.24526
44.4444	0.053073
45	2.63098
45.5556	1.56785
46.1111	0.0988776
46.6667	2.61829
47.2222	2.64833
47.7778	2.4124
48.3333	0.536612
48.8889	0.533856
49.4444	1.93907
50	3.55186
50.5556	1.48901
51.1111	0.762863
51.6667	1.46473
52.2222	0.494084
52.7778	0.85242
53.3333	0.738517
53.8889	1.24531
54.4444	3.06541
55	0.875628
55.5556	0.404211
56.1111	1.57718
56.6667	1.35163
57.2222	0.383885
57.7778	2.86668
58.3333	1.08111
58.8889	0.749967
59.4444	0.116618
60	2.32816
60.5556	1.03534
61.1111	0.618321
61.6667	2.07628
62.2222	3.12092
62.7778	1.07806
63.3333	2.198
63.8889	1.50229
64.4444	0.249499
65	4.30476
65.5556	3.47125
66.1111	0.0518409
66.6667	2.16031
67.2222	0.827519
67.7778	0.381574
68.3333	0.100124
68.8889	2.46653
69.4444	1.04616
70	2.32699
70.5556	0.318745
71.1111	0.173471
71.6667	1.2011
72.2222	0.0900723
72.7778	0.502531
73.3333	1.34966
73.8889	0.712013
74.4444	0.62229
75	2.21588
75.5556	0.451573
76.1111	1.67073
76.6667	0.37912
77.2222	0.467254
77.7778	1.56
78.3333	1.2182
78.8889	0.42699
79.4444	1.09043
80	0.856731
80.5556	0.731635
81.1111	0.340498
81.6667	0.777319
82.2222	2.0549
82.7778	2.58327
83.3333	0.0755777
83.8889	1.9135
84.4444	1.19651
85	0.810042
85.5556	0.857059
86.1111	4.20772
86.6667	0.0817003
87.2222	2.40793
87.7778	0.555271
88.3333	0.084513
88.8889	0.566729
89.4444	1.6245
90	3.5969
90.5556	1.73612
91.1111	1.01879
91.6667	1.02005
92.2222	0.961166
92.7778	1.49917
93.3333	1.82468
93.8889	2.37477
94.4444	0.269078
95	0.945471
95.5556	0.326608
96.1111	1.01394
96.6667	0.73108
97.2222	0.416087
97.7778	0.811775
98.3333	0.875657
98.8889	3.81499
99.4444	2.8683
100	1.93496
100.556	0.0493225
101.111	0.381855
101.667	0.163915
102.222	0.622201
102.778	1.95519
103.333	1.98859
103.889	1.57834
104.444	0.0886287
105	3.48924
105.556	1.6361
106.111	1.74942
106.667	1.57937
107.222	1.07983
107.778	1.3745
108.333	0.559853
108.889	0.303123
109.444	0.848279
110	1.36783
110.556	0.103739
111.111	2.12167
111.667	0.218937
112.222	0.712823
112.778	0.856497
113.333	0.604564
113.889	0.694686
114.444	1.31782
115	3.1451
115.556	1.71535
116.111	0.72537
116.667	3.68801
117.222	1.01802
117.778	3.24276
118.333	1.15678
