t	etaU
0	6.34549e-15
0.555556	0.334201
1.11111	0.680136
1.66667	0.461141
2.22222	0.690401
2.77778	2.00259
3.33333	1.47828
3.88889	1.53786
4.44444	1.20091
5	1.61448
5.55556	1.31455
6.11111	2.96915
6.66667	0.938326
7.22222	2.23055
7.77778	1.65708
8.33333	3.07975
8.88889	0.370006
9.44444	0.698061
10	3.11503
10.5556	0.566428
11.1111	0.757037
11.6667	1.46752
12.2222	1.93069
12.7778	1.79304
13.3333	0.998522
13.8889	0.76924
14.4444	1.01321
15	1.76907
15.5556	0.556918
16.1111	1.58286
16.6667	1.6946
17.2222	0.360458
17.7778	1.39596
18.3333	0.366573
18.8889	0.511736
19.4444	0.373237
20	1.13666
20.5556	1.63287
21.1111	0.476022
21.6667	1.44007
22.2222	1.53068
22.7778	0.379514
23.3333	0.931856
23.8889	1.13384
24.4444	0.0549703
25	0.496099
25.5556	1.18165
26.1111	0.0538908
26.6667	0.182478
27.2222	0.750666
27.7778	0.215416
28.3333	1.59219
28.8889	1.7635
29.4444	1.78259
30	0.806393
30.5556	0.189685
31.1111	0.697473
31.6667	0.220721
32.2222	0.258481
32.7778	1.26597
33.3333	0.151779
33.8889	0.470195
34.4444	0.676159
35	0.138557
35.5556	0.67926
36.1111	0.671114
36.6667	1.61741
37.2222	0.294097
37.7778	1.14218
38.3333	0.495157
38.8889	0.603341
39.4444	0.580575
40	0.171718
40.5556	0.635072
41.1111	1.10584
41.6667	2.32442
42.2222	0.716143
42.7778	0.553237
43.3333	0.220604
43.8889	0.927739
44.4444	1.2867
45	0.20063
45.5556	0.446473
46.1111	0.68853
46.6667	0.462725
47.2222	0.464435
47.7778	0.463721
48.3333	0.0948536
48.8889	0.0247738
49.4444	0.263439
50	0.594764
50.5556	0.128455
51.1111	0.492769
51.6667	1.14736
52.2222	0.699814
52.7778	0.412102
53.3333	0.329551
53.8889	0.39736
54.4444	0.533761
55	1.17781
55.5556	0.47233
56.1111	0.150053
56.6667	1.17758
57.2222	0.574925
57.7778	0.504207
58.3333	0.285487
58.8889	0.182691
59.4444	0.22166
60	0.327891
60.5556	0.0576539
61.1111	1.29102
61.6667	0.161649
62.2222	0.939896
62.7778	0.767318
63.3333	0.131685
63.8889	1.10294
64.4444	0.871609
65	0.33785
65.5556	0.0188356
66.1111	0.603456
66.6667	0.310168
67.2222	0.523821
67.7778	0.084042
68.3333	0.816015
68.8889	1.58526
69.4444	0.180768
70	1.16427
70.5556	0.526146
71.1111	0.0570234
71.6667	0.87898
72.2222	0.109302
72.7778	1.09634
73.3333	0.216335
73.8889	0.672424
74.4444	0.298501
75	0.452939
75.5556	0.0610977
76.1111	0.171741
76.6667	0.448701
77.2222	0.0908668
77.7778	0.363829
78.3333	0.365038
78.8889	0.409292
79.4444	1.40392
80	0.974216
80.5556	0.171372
81.1111	0.532616
81.6667	0.319289
82.2222	0.0586764
82.7778	0.793543
83.3333	0.0759088
83.8889	0.845867
84.4444	1.37665
85	0.701112
85.5556	0.769309
86.1111	0.371656
86.6667	0.644782
87.2222	0.0839298
87.7778	0.932166
88.3333	0.566603
88.8889	0.0214809
89.4444	0.364006
90	0.296084
90.5556	0.105477
91.1111	0.134366
91.6667	0.437428
92.2222	0.137551
92.7778	0.677129
93.3333	1.16165
93.8889	0.0531758
94.4444	0.122876
95	0.522894
95.5556	0.584635
96.1111	0.37569
96.6667	0.643503
