t	etaU
0	1.15728e-14
0.555556	1.21168
1.11111	1.05501
1.66667	1.54817
2.22222	0.63632
2.77778	1.13963
3.33333	1.07878
3.88889	0.226367
4.44444	1.53391
5	1.57012
5.55556	1.3236
6.11111	2.69922
6.66667	0.15961
7.22222	0.25686
7.77778	1.05206
8.33333	0.469688
8.88889	1.09159
9.44444	0.0828268
10	0.23777
10.5556	1.90128
11.1111	0.539817
11.6667	0.793903
12.2222	0.471221
12.7778	0.214499
13.3333	0.0504241
13.8889	0.637764
14.4444	0.472294
15	1.12
15.5556	2.32888
16.1111	0.329055
16.6667	1.19495
17.2222	0.440741
17.7778	1.02185
18.3333	0.964726
18.8889	1.55619
19.4444	1.25483
20	0.904214
20.5556	0.693367
21.1111	0.089266
21.6667	0.587559
22.2222	0.386392
22.7778	1.81947
23.3333	0.657972
23.8889	1.12729
24.4444	0.338399
25	0.792148
25.5556	0.587284
26.1111	0.960168
26.6667	0.844207
27.2222	0.838447
27.7778	0.329065
28.3333	1.28274
28.8889	0.185226
29.4444	0.403432
30	0.0934759
30.5556	0.283333
31.1111	0.0387883
31.6667	0.427885
32.2222	0.988893
32.7778	0.772049
33.3333	0.0892127
33.8889	0.972854
34.4444	0.171991
35	0.0746837
35.5556	0.316357
36.1111	0.0416978
36.6667	0.192337
37.2222	1.127
37.7778	0.179371
38.3333	0.71471
38.8889	0.632425
39.4444	0.838865
40	1.48106
40.5556	0.408373
41.1111	0.166446
41.6667	0.0183044
42.2222	0.449361
42.7778	0.370566
43.3333	0.291523
43.8889	0.363025
44.4444	0.258193
45	0.0995005
45.5556	1.23887
46.1111	0.252239
46.6667	0.444288
47.2222	0.0438294
47.7778	0.178085
48.3333	0.0805425
48.8889	1.81237
49.4444	1.86447
50	1.08735
50.5556	0.463194
51.1111	1.41918
51.6667	0.88638
52.2222	0.0816081
52.7778	0.356716
53.3333	0.358242
53.8889	1.56633
54.4444	0.45616
55	0.981376
55.5556	1.28507
56.1111	0.526383
56.6667	0.320469
57.2222	0.457362
57.7778	1.07035
58.3333	0.651999
58.8889	1.36176
59.4444	1.47454
60	0.922755
60.5556	0.507904
61.1111	0.263885
61.6667	0.551318
62.2222	0.488798
62.7778	1.04194
63.3333	1.11945
63.8889	0.993083
64.4444	0.763664
65	0.742041
65.5556	1.1613
66.1111	0.924792
66.6667	0.234339
67.2222	0.725148
67.7778	0.615857
68.3333	0.617952
68.8889	1.43588
69.4444	2.02084
70	0.519772
70.5556	0.366209
71.1111	0.613369
71.6667	1.14194
72.2222	0.569469
72.7778	1.28578
73.3333	0.310704
73.8889	0.297549
74.4444	0.137079
75	0.11132
75.5556	0.100999
76.1111	1.00238
76.6667	0.974942
77.2222	1.01675
77.7778	0.810755
78.3333	0.574877
78.8889	1.5297
79.4444	0.501513
80	0.938979
80.5556	0.567423
81.1111	0.3933
81.6667	0.10215
82.2222	0.0211011
82.7778	0.605324
83.3333	1.65783
83.8889	2.34158
84.4444	1.39304
85	0.188632
85.5556	0.292308
86.1111	0.330362
86.6667	0.234196
87.2222	0.664312
87.7778	0.206653
88.3333	0.256274
88.8889	0.820328
89.4444	0.819745
90	0.0708583
90.5556	0.39554
91.1111	0.464003
91.6667	0.714493
92.2222	0.11823
92.7778	0.251407
93.3333	1.90765
93.8889	0.32482
94.4444	0.207812
95	0.441761
95.5556	0.46032
96.1111	0.339874
96.6667	0.052397
97.2222	0.60692
97.7778	0.495915
98.3333	0.588481
98.8889	0.945178
99.4444	0.804375
100	1.08432
100.556	0.424252
101.111	0.205791
101.667	0.623213
102.222	0.0132201
102.778	0.0822326
103.333	1.13904
103.889	1.64873
104.444	0.482695
105	0.716718
105.556	0.39615
106.111	0.0798583
106.667	0.397662
107.222	0.467607
107.778	1.7597
108.333	0.445774
108.889	1.01695
109.444	1.09455
110	0.127475
110.556	0.45066
111.111	0.868717
111.667	0.387092
112.222	0.518685
112.778	0.200447
113.333	0.50906
113.889	0.812385
114.444	1.66531
115	0.15397
115.556	0.0205792
116.111	0.405232
116.667	0.154072
117.222	0.676632
117.778	1.17331
118.333	0.446308
118.889	0.0975634
119.444	0.560307
120	0.178033
120.556	0.16683
121.111	1.36124
121.667	1.2164
122.222	0.443214
122.778	0.0810095
123.333	0.891814
123.889	1.18807
124.444	0.0367998
125	0.397762
125.556	1.00992
126.111	1.44627
126.667	0.638084
127.222	0.588475
127.778	0.514321
128.333	0.349595
128.889	0.793404
129.444	0.290886
130	0.129853
130.556	0.813773
131.111	0.805548
131.667	0.00130728
132.222	0.0119307
132.778	0.0959691
133.333	0.509181
133.889	0.336357
134.444	0.200661
135	1.04879
135.556	0.484904
136.111	0.124472
136.667	0.184406
137.222	0.677908
