t	etaU
0	3.90544e-15
0.555556	0.163784
1.11111	0.718062
1.66667	0.738479
2.22222	2.30401
2.77778	0.446901
3.33333	1.42936
3.88889	2.09857
4.44444	1.96932
5	0.131514
5.55556	0.504173
6.11111	0.112002
6.66667	2.46179
7.22222	0.89999
7.77778	2.13394
8.33333	1.3099
8.88889	0.780298
9.44444	0.371902
10	1.92332
10.5556	1.54706
11.1111	0.746576
11.6667	0.135091
12.2222	0.470056
12.7778	1.49883
13.3333	0.761123
13.8889	0.0780716
14.4444	2.49917
15	0.343365
15.5556	2.15167
16.1111	1.52087
16.6667	0.482836
17.2222	0.481631
17.7778	2.68453
18.3333	0.26797
18.8889	0.566254
19.4444	1.29128
20	2.05405
20.5556	0.257182
21.1111	0.668876
21.6667	2.91061
22.2222	2.96444
22.7778	2.40692
23.3333	0.569001
23.8889	0.526255
24.4444	0.111914
25	2.56109
25.5556	1.58058
26.1111	0.433166
26.6667	0.656419
27.2222	0.208083
27.7778	0.0492948
28.3333	0.634227
28.8889	0.882343
29.4444	0.226822
30	1.23323
30.5556	2.13777
31.1111	0.231042
31.6667	0.215638
32.2222	1.18477
32.7778	2.87033
33.3333	0.579953
33.8889	0.447912
34.4444	0.189762
35	0.319943
35.5556	0.612426
36.1111	1.39622
36.6667	1.02668
37.2222	0.839043
37.7778	1.09815
38.3333	2.01637
38.8889	0.454824
39.4444	0.811953
40	1.3667
40.5556	0.663398
41.1111	0.788034
41.6667	0.0384699
42.2222	0.0331519
42.7778	0.393489
43.3333	0.702132
43.8889	0.305367
44.4444	0.440834
45	0.3677
45.5556	0.28691
46.1111	0.170483
46.6667	0.137919
47.2222	0.925735
47.7778	1.35018
48.3333	1.53668
48.8889	1.28473
49.4444	1.33385
50	0.641517
50.5556	0.283489
51.1111	0.164383
51.6667	2.05607
52.2222	0.202647
52.7778	0.729133
53.3333	0.640937
53.8889	0.986698
54.4444	0.360858
55	0.794639
55.5556	0.253263
56.1111	0.0258436
56.6667	0.510741
57.2222	1.48252
57.7778	1.27229
58.3333	1.72117
58.8889	0.854862
59.4444	0.722611
60	0.550846
60.5556	0.220279
61.1111	1.33187
61.6667	0.162443
62.2222	1.5729
62.7778	2.05775
63.3333	0.706288
63.8889	0.645293
64.4444	0.334928
65	0.118505
65.5556	0.549309
66.1111	0.633172
66.6667	1.45008
67.2222	1.83976
67.7778	0.79114
68.3333	1.10914
68.8889	0.577246
69.4444	0.257009
70	0.298902
70.5556	0.668929
71.1111	0.544716
71.6667	1.72779
72.2222	0.0920803
72.7778	0.275574
73.3333	0.0271982
73.8889	1.77257
74.4444	1.05548
75	0.305719
75.5556	1.28298
76.1111	0.426958
76.6667	0.152409
77.2222	1.3918
77.7778	0.284126
78.3333	0.695228
78.8889	1.90489
79.4444	0.528675
80	0.863391
80.5556	1.84152
81.1111	1.03398
81.6667	0.969914
82.2222	0.0767305
82.7778	0.543693
83.3333	0.414261
83.8889	2.13118
84.4444	1.67329
85	0.212067
85.5556	1.94493
86.1111	0.269469
86.6667	0.958908
87.2222	1.92261
87.7778	0.554035
88.3333	0.00361636
88.8889	0.746214
89.4444	0.14871
90	0.31048
90.5556	0.135665
91.1111	0.43116
91.6667	1.33453
92.2222	0.436826
92.7778	1.07111
93.3333	0.719945
93.8889	2.25232
94.4444	1.05373
95	1.65004
95.5556	0.161304
96.1111	0.614361
96.6667	0.411253
97.2222	2.13998
97.7778	0.847561
98.3333	1.02372
98.8889	1.72531
99.4444	0.227573
100	0.28082
100.556	1.59354
101.111	0.0326292
101.667	0.878995
102.222	0.901671
102.778	0.324914
103.333	0.727749
103.889	0.820569
104.444	0.518295
105	0.14685
105.556	0.177476
106.111	0.498908
106.667	0.204006
107.222	0.798278
107.778	1.3326
108.333	0.931604
108.889	0.443368
109.444	0.933711
110	0.300383
110.556	0.576287
111.111	0.694725
111.667	0.76987
112.222	0.106799
112.778	0.0913313
113.333	1.06836
113.889	1.34321
114.444	0.343087
115	0.0172525
115.556	0.304366
116.111	1.49341
116.667	0.369179
117.222	0.751779
117.778	1.05342
