t	etaU
0	9.04783e-15
0.555556	1.68712
1.11111	1.96021
1.66667	1.62757
2.22222	0.876405
2.77778	0.308906
3.33333	1.59653
3.88889	0.412965
4.44444	0.731007
5	0.799285
5.55556	0.548919
6.11111	0.395171
6.66667	0.104806
7.22222	1.15341
7.77778	1.12904
8.33333	2.53714
8.88889	1.38243
9.44444	0.618501
10	1.03569
10.5556	0.704432
11.1111	0.281451
11.6667	0.848494
12.2222	0.543383
12.7778	1.03196
13.3333	0.125474
13.8889	0.444448
14.4444	0.139444
15	0.408582
15.5556	0.567637
16.1111	0.31961
16.6667	1.70318
17.2222	0.0353483
17.7778	1.45138
18.3333	0.928991
18.8889	0.649603
19.4444	1.00742
20	0.257649
20.5556	1.22573
21.1111	2.24843
21.6667	1.3051
22.2222	0.857898
22.7778	0.810327
23.3333	0.395647
23.8889	0.377692
24.4444	1.22593
25	0.653978
25.5556	0.0126543
26.1111	0.147266
26.6667	0.274286
27.2222	0.853381
27.7778	0.134947
28.3333	0.400829
28.8889	0.5661
29.4444	0.426586
30	0.245545
30.5556	0.164202
31.1111	0.90201
31.6667	0.523581
32.2222	1.13547
32.7778	0.955703
33.3333	0.625819
33.8889	0.582485
34.4444	0.531389
35	0.444835
35.5556	0.291626
36.1111	0.279604
36.6667	0.508232
37.2222	0.36424
37.7778	0.416352
38.3333	0.0726746
38.8889	0.339063
39.4444	0.190161
40	0.90744
40.5556	1.14034
41.1111	0.640464
41.6667	0.0508107
42.2222	0.184189
42.7778	0.748507
43.3333	0.858564
43.8889	0.336445
44.4444	0.674213
45	1.14239
45.5556	1.43863
46.1111	1.16311
46.6667	1.22795
47.2222	0.262279
47.7778	0.430581
48.3333	0.708951
48.8889	0.506491
49.4444	1.36664
50	0.156147
50.5556	0.269707
51.1111	0.501927
51.6667	1.41109
52.2222	0.465505
52.7778	0.0551644
53.3333	0.963405
53.8889	0.0779793
54.4444	1.06009
55	0.49696
55.5556	0.0899902
56.1111	1.80276
56.6667	1.37767
57.2222	0.0762013
57.7778	0.446772
58.3333	0.0366481
58.8889	0.345793
59.4444	2.17563
60	0.421287
60.5556	1.15496
61.1111	0.967694
61.6667	0.112529
62.2222	0.777042
62.7778	0.21321
63.3333	0.0247264
63.8889	0.149055
64.4444	1.36694
65	0.477935
65.5556	0.198611
66.1111	0.496255
66.6667	1.25352
67.2222	1.4701
67.7778	1.05366
68.3333	0.308452
68.8889	1.07822
69.4444	0.387413
70	0.00961652
70.5556	1.08858
71.1111	0.213704
71.6667	0.843612
72.2222	0.83939
72.7778	0.675638
73.3333	0.642862
73.8889	0.983807
74.4444	0.139652
75	0.834033
75.5556	0.384513
76.1111	0.704204
76.6667	0.0132872
77.2222	0.126848
77.7778	0.386883
78.3333	0.143247
78.8889	1.52641
79.4444	1.07847
80	2.32147
80.5556	0.33589
81.1111	0.718664
81.6667	0.462036
82.2222	0.389648
82.7778	0.370828
83.3333	1.50012
83.8889	1.24246
84.4444	0.546174
85	0.762065
85.5556	0.739774
86.1111	0.815501
86.6667	0.508104
87.2222	0.888858
87.7778	1.21589
88.3333	0.317478
88.8889	0.472729
89.4444	0.17978
90	0.18721
90.5556	0.999367
91.1111	1.14991
91.6667	1.34376
92.2222	1.12626
92.7778	0.212319
93.3333	0.849524
93.8889	0.288259
94.4444	0.923495
95	0.383685
95.5556	0.269427
96.1111	0.902235
96.6667	0.173693
97.2222	0.165389
97.7778	1.56674
98.3333	0.00585519
98.8889	0.941451
99.4444	0.538499
100	0.356196
100.556	0.318121
101.111	0.704056
101.667	0.00794718
102.222	0.427108
102.778	0.749618
103.333	0.141361
103.889	0.189913
104.444	0.0875467
105	0.921481
105.556	0.126488
106.111	0.295098
106.667	1.22696
107.222	0.516165
107.778	0.391588
108.333	1.20518
108.889	0.448679
109.444	0.665737
110	0.93565
110.556	0.387099
111.111	0.502752
111.667	1.8195
112.222	1.42357
112.778	0.703878
113.333	0.951916
113.889	0.133326
114.444	0.5398
115	1.17994
115.556	1.06878
116.111	0.612592
116.667	1.30548
117.222	0.235136
117.778	0.466474
118.333	0.00486654
118.889	0.955398
119.444	0.191864
120	0.487515
120.556	0.171739
121.111	0.302458
121.667	0.434376
122.222	1.71999
122.778	0.585312
123.333	0.41783
123.889	0.687632
124.444	0.734918
125	0.778861
125.556	0.93853
126.111	0.71827
126.667	1.10052
127.222	0.310826
127.778	0.395565
128.333	0.220079
128.889	0.135383
129.444	0.24581
130	0.682599
130.556	0.0736175
131.111	0.988274
131.667	0.223744
132.222	0.02213
132.778	0.13506
133.333	0.358091
133.889	0.279821
134.444	0.665779
135	0.838721
135.556	1.11591
136.111	0.30817
136.667	0.46224
137.222	1.33974
137.778	0.245475
138.333	0.224572
138.889	1.5823
139.444	0.653851
140	1.35893
140.556	1.13006
141.111	0.0354718
141.667	0.603168
142.222	0.0448926
142.778	0.653167
143.333	0.244187
143.889	1.08244
144.444	0.368354
145	0.573686
145.556	0.822366
146.111	0.340267
146.667	0.134077
147.222	1.05062
147.778	0.528594
148.333	1.01208
148.889	0.570138
149.444	0.0362834
150	0.245073
150.556	0.531767
151.111	0.517972
151.667	0.697477
152.222	1.39992
152.778	0.591255
153.333	0.760759
153.889	0.00102393
154.444	0.577545
155	0.222759
155.556	1.47287
156.111	0.55876
156.667	0.00642124
157.222	0.332952
157.778	0.49678
158.333	0.349701
158.889	0.525226
159.444	0.247856
160	0.242039
160.556	0.855012
161.111	0.176459
161.667	0.314775
162.222	0.277558
162.778	0.153844
163.333	0.431757
163.889	0.817464
164.444	0.207036
165	0.00593944
165.556	0.222968
166.111	0.298452
166.667	0.149756
167.222	0.234085
167.778	0.531505
168.333	0.158127
168.889	0.52277
169.444	0.0143251
170	0.00668628
170.556	0.682148
171.111	0.198349
171.667	0.402809
172.222	0.218447
172.778	0.356818
173.333	0.464223
173.889	0.276419
174.444	0.59647
175	0.920142
175.556	0.152133
176.111	0.0140521
176.667	0.066431
177.222	0.640386
177.778	0.406712
178.333	0.0335075
178.889	0.181007
179.444	0.41267
180	0.334033
180.556	0.240398
181.111	0.803163
181.667	0.562281
182.222	0.751082
182.778	0.214634
183.333	0.594344
183.889	0.115364
184.444	0.0819981
185	0.622324
185.556	0.534652
186.111	0.0898687
186.667	0.0563819
187.222	0.0814155
187.778	0.100224
188.333	0.700021
188.889	0.585728
189.444	0.101683
190	0.295328
190.556	0.0599389
191.111	1.11313
191.667	0.591166
192.222	0.755113
192.778	0.388509
193.333	0.0297532
193.889	0.00618508
194.444	0.105133
195	0.292919
195.556	0.107635
196.111	0.523227
196.667	0.198945
197.222	0.231332
197.778	0.392389
198.333	0.225055
198.889	0.608959
199.444	0.395089
200	0.255825
200.556	0.680494
201.111	0.229902
201.667	0.548292
202.222	0.0411776
202.778	0.0390468
203.333	0.44148
203.889	0.46951
204.444	0.168116
205	0.537986
205.556	0.00433335
206.111	1.0169
206.667	0.295542
207.222	0.755575
207.778	0.283457
208.333	0.282492
208.889	0.324903
209.444	0.808272
210	0.0832424
210.556	0.29402
211.111	0.100697
211.667	0.488552
212.222	0.26159
212.778	0.83266
213.333	0.0582434
213.889	0.377868
214.444	0.544089
215	0.854117
215.556	0.789957
216.111	0.201676
216.667	0.317349
217.222	0.476269
217.778	0.0433736
218.333	0.432332
218.889	0.423332
219.444	0.206009
220	0.392377
220.556	0.503553
221.111	0.504623
221.667	0.296414
222.222	0.497441
222.778	0.0707878
223.333	0.614969
223.889	0.0182015
224.444	0.36432
225	0.434203
225.556	0.74563
226.111	0.0182666
226.667	0.355385
227.222	0.241336
227.778	0.479277
228.333	0.0258616
228.889	0.380178
229.444	0.406174
230	0.321478
230.556	0.337926
231.111	0.111127
231.667	0.0902681
232.222	0.222041
232.778	0.592774
233.333	0.0625415
