t	etaU
0	6.71176e-16
0.555556	0.398539
1.11111	0.38551
1.66667	1.56261
2.22222	2.0022
2.77778	0.186469
3.33333	0.976047
3.88889	0.172641
4.44444	1.59264
5	2.72335
5.55556	1.1998
6.11111	2.88404
6.66667	0.605508
7.22222	1.80665
7.77778	1.81022
8.33333	0.00991102
8.88889	1.41054
9.44444	2.81378
10	0.392304
10.5556	0.825958
11.1111	0.903916
11.6667	0.590302
12.2222	0.832573
12.7778	1.40447
13.3333	3.03235
13.8889	0.0172006
14.4444	3.14762
15	3.075
15.5556	0.680339
16.1111	2.99267
16.6667	0.929313
17.2222	0.0330946
17.7778	0.0837446
18.3333	0.942171
18.8889	0.174258
19.4444	0.369662
20	0.296465
20.5556	0.664531
21.1111	0.0522898
21.6667	0.194813
22.2222	1.36909
22.7778	0.654138
23.3333	0.263997
23.8889	1.6669
24.4444	1.74585
25	1.32714
25.5556	0.574899
26.1111	0.359101
26.6667	1.55573
27.2222	0.999946
27.7778	0.387745
28.3333	0.367054
28.8889	0.11688
29.4444	1.04
30	0.390271
30.5556	0.589847
31.1111	0.135194
31.6667	0.959599
32.2222	0.571684
32.7778	0.0157487
33.3333	0.54838
33.8889	0.506346
34.4444	0.319051
35	0.977772
35.5556	1.00543
36.1111	0.795319
36.6667	0.668738
37.2222	1.4603
37.7778	0.890624
38.3333	0.573018
38.8889	0.972122
39.4444	0.83077
40	0.805742
40.5556	0.0768661
41.1111	1.2795
41.6667	0.86056
42.2222	0.0744066
42.7778	1.7781
43.3333	1.37357
43.8889	0.962385
44.4444	0.517861
45	0.583614
45.5556	0.407048
46.1111	0.235913
46.6667	0.402294
47.2222	1.82038
47.7778	0.100429
48.3333	1.12513
48.8889	2.15013
49.4444	1.52859
50	1.28866
50.5556	0.776916
51.1111	0.652243
51.6667	0.242392
52.2222	0.340532
52.7778	0.811394
53.3333	0.172231
53.8889	0.0845162
54.4444	1.62581
55	0.200752
55.5556	1.0411
56.1111	2.53489
56.6667	0.530641
57.2222	0.767185
57.7778	0.148981
58.3333	0.733813
58.8889	1.7736
59.4444	0.0784536
60	0.0132309
60.5556	0.0753524
61.1111	0.730943
61.6667	0.0265807
62.2222	1.14027
62.7778	1.06558
63.3333	1.93066
63.8889	0.61715
64.4444	1.25646
65	0.978193
65.5556	0.219126
66.1111	0.666377
66.6667	0.162257
67.2222	0.02146
67.7778	0.0601471
68.3333	1.796
68.8889	0.0941352
69.4444	0.224707
70	0.656046
70.5556	0.157346
71.1111	0.813812
71.6667	1.32739
72.2222	0.705334
72.7778	0.0885151
73.3333	0.687345
73.8889	1.35035
74.4444	0.431167
75	0.203002
75.5556	0.247012
76.1111	0.44683
76.6667	0.106593
77.2222	1.44434
77.7778	0.201872
78.3333	1.31364
78.8889	1.28425
79.4444	0.575006
80	1.8503
80.5556	0.051942
81.1111	0.126561
81.6667	0.750078
82.2222	0.00806118
82.7778	0.169966
83.3333	0.449566
83.8889	0.374717
84.4444	0.834945
85	0.56036
85.5556	0.476412
86.1111	1.07904
86.6667	0.73002
87.2222	0.694174
87.7778	0.728697
88.3333	0.856666
88.8889	0.0986581
89.4444	1.01018
90	0.28761
90.5556	0.031767
91.1111	1.07784
91.6667	0.788952
92.2222	1.70457
92.7778	0.386227
93.3333	0.202673
93.8889	0.235451
94.4444	0.191856
95	0.418715
95.5556	0.0735617
96.1111	1.36192
96.6667	1.74072
97.2222	0.204444
97.7778	0.540975
98.3333	0.101049
98.8889	0.612401
99.4444	0.633647
100	0.631291
100.556	0.206586
101.111	0.558629
101.667	0.145465
102.222	0.975324
102.778	0.0444028
103.333	0.942508
103.889	0.439429
104.444	0.736131
105	0.789178
105.556	0.111108
106.111	0.0410737
106.667	0.124076
