t,	etaU
0,	60.9545
0.554477,	71.7281
1.10895,	72.2533
1.66343,	69.6645
2.21791,	69.6645
2.77239,	72.2533
3.32686,	71.7281
3.88134,	60.9545
4.43582,	51.9844
4.9903,	59.1546
5.54477,	75.025
6.09925,	83.4886
6.65373,	75.2838
7.20821,	54.652
7.76268,	36.6021
8.31716,	28.6812
8.87164,	30.8171
9.42612,	40.7911
9.98059,	51.3386
10.5351,	60.5477
11.0895,	65.4502
11.644,	59.5282
12.1985,	46.5379
12.753,	33.4689
13.3075,	30.296
13.8619,	45.3394
14.4164,	64.3807
14.9709,	73.0657
15.5254,	75.3943
16.0798,	76.5138
16.6343,	79.8427
17.1888,	77.7736
17.7433,	61.8176
18.2978,	41.781
18.8522,	31.0583
19.4067,	37.825
19.9612,	60.0424
20.5157,	80.4282
21.0701,	84.5261
21.6246,	71.6911
22.1791,	56.7701
22.7336,	55.0895
23.2881,	62.223
23.8425,	65.6829
24.397,	66.2363
24.9515,	68.8054
25.506,	76.8674
26.0604,	87.5481
26.6149,	88.022
27.1694,	73.0798
27.7239,	52.1412
28.2783,	35.4275
28.8328,	36.0491
29.3873,	59.0905
29.9418,	85.8425
30.4963,	100
31.0507,	99.4342
31.6052,	89.5033
32.1597,	75.7753
32.7142,	57.7578
33.2686,	36.6789
33.8231,	28.2856
34.3776,	41.0693
34.9321,	60.6052
35.4866,	70.0213
36.041,	65.119
36.5955,	54.4472
37.15,	51.4528
37.7045,	57.5485
38.2589,	62.0036
38.8134,	61.2194
39.3679,	57.5108
39.9224,	52.7219
40.4769,	47.2373
41.0313,	38.8919
41.5858,	27.6287
42.1403,	23.2246
42.6948,	32.7072
43.2492,	49.0513
43.8037,	62.729
44.3582,	66.8707
44.9127,	59.3778
45.4671,	47.6544
46.0216,	40.1841
46.5761,	39.0246
47.1306,	43.1954
47.6851,	47.7871
48.2395,	47.9914
48.794,	43.1403
49.3485,	40.0937
49.903,	43.8678
50.4574,	57.4948
51.0119,	78.8259
51.5664,	91.3835
52.1209,	83.0933
52.6754,	60.7815
53.2298,	38.8206
53.7843,	30.689
54.3388,	34.0851
54.8933,	37.9384
55.4477,	40.4063
56.0022,	42.1364
56.5567,	44.7301
57.1112,	46.0424
57.6657,	44.0689
58.2201,	42.2754
58.7746,	41.9337
59.3291,	43.1866
59.8836,	46.5895
60.438,	49.3686
60.9925,	50.5236
61.547,	48.6267
62.1015,	44.1563
62.6559,	42.0792
63.2104,	47.3551
63.7649,	57.9988
64.3194,	65.5731
64.8739,	62.0987
65.4283,	51.488
65.9828,	44.6634
66.5373,	43.8313
67.0918,	44.3844
67.6462,	43.4884
68.2007,	44.1058
68.7552,	50.5809
69.3097,	58.6737
69.8642,	63.3275
