t	etaU
0	2.35866e-14
0.555556	2.58404
1.11111	0.165479
1.66667	0.211906
2.22222	0.0564982
2.77778	0.325437
3.33333	1.10189
3.88889	2.96858
4.44444	0.424608
5	2.16156
5.55556	0.933531
6.11111	0.676663
6.66667	1.1709
7.22222	0.391583
7.77778	0.415555
8.33333	2.09411
8.88889	0.221733
9.44444	1.536
10	0.430251
10.5556	3.52678
11.1111	0.981208
11.6667	1.1588
12.2222	1.40781
12.7778	0.415456
13.3333	3.2817
13.8889	1.18741
14.4444	1.67975
15	0.500678
15.5556	3.86121
16.1111	0.438939
16.6667	0.830199
17.2222	1.24217
17.7778	1.8329
18.3333	0.680342
18.8889	0.401914
19.4444	2.63058
20	1.89413
20.5556	3.08544
21.1111	0.663322
21.6667	0.95706
22.2222	4.34986
22.7778	4.85947
23.3333	1.84982
23.8889	1.73128
24.4444	1.92762
25	6.23782
25.5556	3.71704
26.1111	0.187371
26.6667	0.97579
27.2222	2.5623
27.7778	0.724921
28.3333	1.76446
28.8889	0.117761
29.4444	1.33244
30	1.89986
30.5556	0.690309
31.1111	1.79411
31.6667	3.2362
32.2222	2.49195
32.7778	0.427863
33.3333	1.42566
33.8889	3.44943
34.4444	4.80627
35	1.06525
35.5556	1.61496
36.1111	2.21115
36.6667	2.5594
37.2222	1.64387
37.7778	0.564175
38.3333	2.18001
38.8889	0.465833
39.4444	2.20718
40	2.00996
40.5556	0.731148
41.1111	3.2039
41.6667	0.25771
42.2222	2.1812
42.7778	0.713542
43.3333	6.49679
43.8889	0.620969
44.4444	1.36876
45	2.24285
45.5556	2.09701
46.1111	4.13294
46.6667	0.201089
47.2222	2.23348
47.7778	3.06462
48.3333	0.109382
48.8889	1.31497
49.4444	2.888
50	0.914703
50.5556	0.893753
51.1111	3.71899
51.6667	1.7294
52.2222	2.08174
52.7778	1.72188
53.3333	2.07432
53.8889	0.718155
54.4444	2.08067
55	3.34152
55.5556	2.52975
56.1111	0.066294
56.6667	0.623132
57.2222	4.62074
57.7778	1.40839
58.3333	2.22221
58.8889	1.99755
59.4444	3.10728
60	0.20501
60.5556	0.685195
61.1111	0.762909
61.6667	0.0394121
62.2222	2.04946
62.7778	0.17675
63.3333	1.39439
63.8889	1.5082
64.4444	3.67933
65	0.377956
65.5556	2.26997
66.1111	0.382399
66.6667	4.44769
67.2222	0.891099
67.7778	0.908993
68.3333	0.995476
68.8889	1.12047
69.4444	4.63794
70	2.81574
70.5556	4.08377
71.1111	1.70977
71.6667	0.784795
72.2222	1.59374
72.7778	1.54168
73.3333	1.03767
73.8889	1.86529
74.4444	1.08996
75	0.343121
75.5556	0.950049
76.1111	0.107485
76.6667	0.85335
77.2222	2.68426
77.7778	0.561068
78.3333	0.94963
78.8889	0.368343
79.4444	0.114185
80	5.42517
80.5556	1.41446
81.1111	1.85739
81.6667	0.178481
82.2222	1.35486
82.7778	1.17607
83.3333	1.96001
83.8889	1.49744
84.4444	2.91387
85	1.68641
85.5556	0.571753
86.1111	5.1629
86.6667	0.292873
87.2222	1.27426
87.7778	0.0548615
88.3333	1.26627
88.8889	0.940276
89.4444	1.19738
90	0.975411
90.5556	1.85009
