t	etaU
0	4.00119e-15
0.555556	0.710026
1.11111	2.49829
1.66667	2.97484
2.22222	1.11473
2.77778	0.21569
3.33333	0.290902
3.88889	0.986644
4.44444	1.03374
5	0.175132
5.55556	0.989285
6.11111	0.380371
6.66667	1.71014
7.22222	0.465375
7.77778	1.38493
8.33333	0.944235
8.88889	1.55006
9.44444	0.193242
10	0.196761
10.5556	0.467196
11.1111	1.23985
11.6667	0.135849
12.2222	0.125195
12.7778	0.88741
13.3333	1.03963
13.8889	0.604674
14.4444	1.31289
15	1.0523
15.5556	0.0324119
16.1111	0.279339
16.6667	0.151466
17.2222	1.93228
17.7778	0.0153768
18.3333	1.89424
18.8889	0.550645
19.4444	0.933199
20	2.29893
20.5556	1.38917
21.1111	0.190442
21.6667	1.10127
22.2222	0.613577
22.7778	0.399737
23.3333	0.188705
23.8889	1.00266
24.4444	0.403757
25	0.940625
25.5556	1.20509
26.1111	0.0493286
26.6667	0.959298
27.2222	0.171565
27.7778	0.197598
28.3333	0.702662
28.8889	0.0455677
29.4444	0.766986
30	1.67932
30.5556	0.799976
31.1111	0.29999
31.6667	1.0785
32.2222	1.03559
32.7778	1.07011
33.3333	0.523038
33.8889	1.02819
34.4444	0.207868
35	0.0451311
35.5556	0.437999
36.1111	0.120078
36.6667	0.20301
37.2222	0.331197
37.7778	0.0598335
38.3333	0.426664
38.8889	0.678137
39.4444	1.49439
40	0.442059
40.5556	0.510445
41.1111	0.804143
41.6667	0.602475
42.2222	0.623096
42.7778	0.49033
43.3333	0.759378
43.8889	0.636745
44.4444	0.308761
45	1.08099
45.5556	0.11964
46.1111	0.47712
46.6667	0.644704
47.2222	0.330378
47.7778	0.188479
48.3333	1.59344
48.8889	0.261887
49.4444	0.392542
50	0.311523
50.5556	0.569887
51.1111	0.178765
51.6667	0.141947
52.2222	0.844325
52.7778	0.0898814
53.3333	0.0729697
53.8889	0.709897
54.4444	0.134309
55	0.555982
55.5556	0.23378
56.1111	0.916199
56.6667	1.13488
57.2222	0.294039
57.7778	0.0275784
58.3333	0.911918
58.8889	0.28598
59.4444	0.250243
60	0.531778
60.5556	0.46933
61.1111	0.360253
61.6667	0.227133
62.2222	0.720746
62.7778	0.203805
63.3333	0.420494
63.8889	0.534237
64.4444	0.0816024
65	0.89131
65.5556	0.614624
66.1111	1.19859
66.6667	0.210389
67.2222	0.495542
67.7778	1.17387
68.3333	0.0564211
68.8889	0.0682693
69.4444	0.815387
70	1.21634
70.5556	0.862113
71.1111	0.620109
71.6667	0.18245
72.2222	0.74004
72.7778	0.373166
73.3333	0.195321
73.8889	0.284249
74.4444	0.275416
75	0.287079
75.5556	0.212988
76.1111	0.498021
76.6667	0.333903
77.2222	0.534571
77.7778	0.0480255
78.3333	0.165519
78.8889	0.526527
79.4444	0.00324349
80	0.460646
80.5556	0.0142211
81.1111	0.377217
81.6667	0.526636
82.2222	0.743686
82.7778	0.107513
83.3333	0.0978261
83.8889	0.344921
84.4444	1.07667
85	0.300247
85.5556	0.605118
86.1111	0.816104
86.6667	0.514261
87.2222	0.27516
87.7778	0.145685
88.3333	0.715973
88.8889	0.18519
89.4444	0.29381
90	0.641712
90.5556	0.597758
91.1111	0.0963156
91.6667	0.532778
92.2222	0.0630496
92.7778	0.325675
93.3333	0.224028
93.8889	0.0856522
94.4444	0.510761
95	0.0170431
95.5556	0.942588
96.1111	0.0844712
96.6667	0.229507
97.2222	0.106184
97.7778	0.0373877
98.3333	0.0868466
98.8889	0.15007
99.4444	0.193088
100	0.055114
100.556	0.0903103
101.111	0.339231
101.667	0.19153
102.222	0.150324
102.778	0.12602
103.333	0.0440439
103.889	0.126073
104.444	0.221444
105	0.452221
105.556	0.49723
106.111	0.042426
106.667	0.0793145
107.222	0.134483
107.778	0.1569
108.333	0.206731
108.889	0.0249061
109.444	0.479157
110	0.0652678
110.556	0.154213
111.111	0.164424
111.667	0.0553566
112.222	0.38254
112.778	0.00646872
113.333	0.137061
113.889	0.031897
114.444	0.284785
115	0.147691
115.556	0.268618
116.111	0.392246
116.667	0.0695711
117.222	0.292538
117.778	0.226143
118.333	0.326437
118.889	0.0303933
119.444	0.0565861
120	0.0627782
120.556	0.0834531
121.111	0.0722155
121.667	0.0768097
122.222	0.06031
122.778	0.144573
123.333	0.138429
123.889	0.140333
124.444	0.190627
125	0.264363
125.556	0.0362449
126.111	0.0514007
126.667	0.10014
127.222	0.157922
127.778	0.250734
128.333	0.287958
128.889	0.0317789
129.444	0.071215
130	0.0473864
130.556	0.445366
131.111	0.0474543
131.667	0.161483
132.222	0.0301397
132.778	0.235438
133.333	0.0300547
133.889	0.242676
134.444	0.30585
135	0.278547
135.556	0.221874
136.111	0.126668
136.667	0.20689
137.222	0.0318005
137.778	0.0019298
138.333	0.254827
138.889	0.188676
139.444	0.5114
140	0.411484
140.556	0.334197
141.111	0.206744
141.667	0.227979
142.222	1.03063
142.778	0.451634
143.333	0.0565441
143.889	0.638557
144.444	0.0685054
145	0.270677
145.556	0.0833136
146.111	0.195148
146.667	0.0161799
147.222	0.104306
147.778	0.127858
148.333	0.663174
148.889	0.288944
149.444	0.11142
150	0.309423
150.556	0.100274
151.111	0.110428
151.667	0.119843
152.222	0.231388
152.778	0.0909768
153.333	0.0831656
153.889	0.103944
154.444	0.103638
155	0.102193
155.556	0.237523
156.111	0.395257
156.667	0.0950394
157.222	0.183609
157.778	0.262105
158.333	0.259156
158.889	0.285461
159.444	0.0170758
160	0.00547479
160.556	0.0283786
161.111	0.148626
161.667	0.0921779
162.222	0.155956
162.778	0.00721874
163.333	0.125224
163.889	0.123016
164.444	0.182575
165	0.366941
165.556	0.0249856
166.111	0.00536578
166.667	0.190266
167.222	0.0842892
167.778	0.0929775
168.333	0.0326413
168.889	0.0634513
169.444	0.218659
170	0.00980743
170.556	0.0975356
171.111	0.201324
171.667	0.0740263
172.222	0.0584444
172.778	0.0958199
173.333	0.0151476
173.889	0.000763194
174.444	0.129852
175	0.124571
175.556	0.0406493
176.111	0.0742704
176.667	0.0168173
177.222	0.175645
177.778	0.044614
178.333	0.0733056
178.889	0.14767
179.444	0.148759
180	0.0569725
180.556	0.0366789
181.111	0.0785965
181.667	0.172762
182.222	0.0225852
182.778	0.18288
183.333	0.128524
183.889	0.193689
184.444	0.0214265
185	0.172397
185.556	0.0189768
186.111	0.0298278
186.667	0.0388142
187.222	0.0585419
187.778	0.0892899
188.333	0.104234
188.889	0.19338
189.444	0.153238
190	0.0782136
190.556	0.0229354
191.111	0.0052874
191.667	0.0243798
192.222	0.0729136
192.778	0.140502
193.333	0.1208
193.889	0.0839996
194.444	0.195131
195	0.063892
195.556	0.248693
196.111	0.0452588
196.667	0.0743021
197.222	0.0519353
197.778	0.171552
198.333	0.187306
198.889	0.0844723
199.444	0.0378673
200	0.170979
200.556	0.103256
201.111	0.16136
201.667	0.0897
202.222	0.135667
202.778	0.0911512
203.333	0.0523846
203.889	0.0161319
204.444	0.124317
205	0.170155
205.556	0.244863
206.111	0.0186547
206.667	0.0542827
207.222	0.0874143
207.778	0.0906722
208.333	0.0645288
208.889	0.00885369
209.444	0.0833455
210	0.0287835
210.556	0.0164324
211.111	0.117708
211.667	0.0470943
212.222	0.128578
212.778	0.0022996
213.333	0.068412
213.889	0.0327303
214.444	0.173878
215	0.0629259
215.556	0.081592
216.111	0.0956574
216.667	0.032336
217.222	0.044063
217.778	0.020757
218.333	0.0933686
218.889	0.0092459
219.444	0.136679
220	0.0163355
220.556	0.178318
221.111	0.141819
221.667	0.139897
222.222	0.0120001
222.778	0.00888308
223.333	0.154588
223.889	0.0830119
224.444	0.0161927
225	0.0530935
225.556	0.0258968
226.111	0.0359664
226.667	0.162191
227.222	0.0116639
227.778	0.210526
228.333	0.0390865
228.889	0.0894187
229.444	0.0303138
230	0.0245845
230.556	0.00681708
231.111	0.164383
231.667	0.0815428
232.222	0.0555858
232.778	0.189545
233.333	0.0574612
233.889	0.0127358
234.444	0.098854
235	0.0461963
235.556	0.120533
236.111	0.0798061
236.667	0.0749592
237.222	0.0934682
237.778	0.0317805
238.333	0.106581
238.889	0.0155699
239.444	0.0969695
240	0.0262098
240.556	0.00188149
241.111	0.0181301
241.667	0.0144402
242.222	0.0234808
242.778	0.0150476
243.333	0.0873997
243.889	0.00293587
244.444	0.0770145
245	0.0509285
245.556	0.0865989
246.111	0.0656233
246.667	0.0633924
247.222	0.0644134
247.778	0.0189713
248.333	0.00511559
248.889	0.0324186
249.444	0.0688355
250	0.108235
250.556	0.0116772
251.111	0.0332405
251.667	0.0752512
252.222	0.0587458
252.778	0.00464124
253.333	0.0240054
253.889	0.0837403
254.444	0.0956457
255	0.0459423
255.556	0.136729
256.111	0.0532095
256.667	0.0385616
257.222	0.000435085
257.778	0.0431118
258.333	0.0331542
258.889	0.045166
259.444	0.0469207
260	0.00514353
260.556	0.131779
261.111	0.0155175
261.667	0.121313
262.222	0.00971494
262.778	0.015981
263.333	0.045175
263.889	0.0344974
264.444	0.0535827
265	0.0751344
265.556	0.0715171
266.111	0.000629411
266.667	0.0780177
267.222	0.0234558
267.778	0.0807075
268.333	0.068162
268.889	0.00025948
269.444	0.0455608
270	0.0119592
270.556	0.0240034
271.111	0.121926
271.667	0.0103505
272.222	0.0563527
272.778	0.00940853
273.333	0.0185546
273.889	0.0185902
274.444	0.000792199
275	0.0314163
275.556	0.0361486
276.111	0.0788992
276.667	0.00100702
277.222	0.0575656
277.778	0.00933152
278.333	0.0123285
278.889	0.00712613
279.444	0.0245991
280	0.0325071
280.556	0.0582555
281.111	0.0522154
281.667	0.00473286
282.222	0.03231
282.778	0.0725726
283.333	0.00263952
283.889	0.016949
284.444	0.00589479
285	0.0363183
285.556	0.0049837
286.111	0.0230353
286.667	0.0248224
287.222	0.0531778
287.778	0.068473
288.333	0.0682566
288.889	0.0190118
289.444	0.0152553
290	0.00142013
290.556	0.0491497
291.111	0.0467365
291.667	0.0238993
292.222	0.0142194
292.778	0.0335058
293.333	0.000958151
293.889	0.0854253
294.444	0.0454001
295	0.0149042
295.556	0.0379747
296.111	0.0160938
296.667	0.052406
297.222	0.0112611
297.778	0.0584893
298.333	0.05517
298.889	0.0669576
299.444	0.00765611
300	0.000284722
300.556	0.0212603
301.111	0.061841
301.667	0.0724751
302.222	0.0240564
302.778	0.0147247
303.333	0.000392962
303.889	0.0487294
304.444	0.0174127
305	0.0434766
305.556	0.0187348
306.111	0.0426908
306.667	0.00140145
307.222	0.0481845
307.778	0.00765488
308.333	0.0362212
308.889	0.0141219
309.444	0.0455537
310	0.0025275
310.556	0.00447659
311.111	0.0396055
311.667	0.0884261
312.222	0.0461522
312.778	0.0602509
313.333	0.0233077
313.889	0.0158647
314.444	0.0325873
315	0.00261751
315.556	0.0323973
316.111	0.012463
316.667	0.0206931
317.222	0.0308229
317.778	0.0385249
318.333	0.0283481
318.889	0.0682775
319.444	0.0500966
320	0.00778844
320.556	0.00606179
321.111	0.0236686
321.667	0.0501219
322.222	0.0382913
322.778	0.051479
323.333	0.0112966
323.889	0.0283867
324.444	0.00629906
325	0.0328519
325.556	0.0346273
326.111	0.00132785
326.667	0.00635766
327.222	0.00684436
327.778	0.0119359
328.333	0.0255803
328.889	0.0389327
329.444	0.065875
330	0.0580598
330.556	0.0786311
331.111	0.0288261
331.667	0.0268569
332.222	0.0382991
332.778	0.0656142
333.333	0.00529889
333.889	0.0223745
334.444	0.010597
335	0.0688473
335.556	0.00888481
336.111	0.0389583
336.667	0.00750015
337.222	0.0560356
337.778	0.0171683
338.333	0.0109913
338.889	0.0540939
339.444	0.0150824
340	0.0172536
340.556	0.042513
341.111	0.0235274
341.667	0.00788209
342.222	0.026163
342.778	0.00223088
343.333	0.0162081
343.889	0.0693507
344.444	0.00175318
345	0.0214525
345.556	0.00156605
346.111	0.0343627
346.667	0.0324426
347.222	0.00173527
347.778	0.0144891
