t	etaU
0	7.57446e-15
0.555556	1.2414
1.11111	1.4249
1.66667	0.860216
2.22222	0.380701
2.77778	0.222471
3.33333	2.7476
3.88889	1.9739
4.44444	0.862646
5	0.286165
5.55556	2.25208
6.11111	2.25425
6.66667	0.465888
7.22222	0.0417774
7.77778	0.321128
8.33333	0.935219
8.88889	0.689732
9.44444	1.69609
10	2.58685
10.5556	0.262599
11.1111	0.294118
11.6667	2.84053
12.2222	1.75942
12.7778	0.0818219
13.3333	2.0921
13.8889	1.21622
14.4444	2.36466
15	0.260924
15.5556	2.92107
16.1111	0.131648
16.6667	3.03447
17.2222	0.729047
17.7778	1.24463
18.3333	1.34678
18.8889	1.87193
19.4444	3.01414
20	2.21824
20.5556	1.15888
21.1111	0.276041
21.6667	0.977883
22.2222	1.2926
22.7778	2.23487
23.3333	0.607149
23.8889	1.20753
24.4444	0.967074
25	0.613566
25.5556	1.00224
26.1111	0.325263
26.6667	0.505033
27.2222	1.26491
27.7778	0.0221487
28.3333	0.18446
28.8889	0.417591
29.4444	0.157487
30	0.0404373
30.5556	0.701501
31.1111	1.06069
31.6667	1.34795
32.2222	1.62842
32.7778	0.436934
33.3333	2.55397
33.8889	1.50784
34.4444	1.54851
35	0.670413
35.5556	0.686028
36.1111	1.55015
36.6667	3.57275
37.2222	0.699925
37.7778	1.56656
38.3333	0.82348
38.8889	0.629688
39.4444	0.711655
40	0.350405
40.5556	0.296688
41.1111	0.958532
41.6667	0.868908
42.2222	0.181101
42.7778	3.06205
43.3333	0.199005
43.8889	1.07111
44.4444	0.263197
45	0.111367
45.5556	0.752777
46.1111	0.289309
46.6667	1.46037
47.2222	2.28875
47.7778	1.34452
48.3333	3.4338
48.8889	2.59502
49.4444	1.18676
50	3.11662
50.5556	3.50735
51.1111	0.28136
51.6667	0.334665
52.2222	2.59227
52.7778	1.83018
53.3333	1.07662
53.8889	0.261733
54.4444	2.60045
55	1.21271
55.5556	0.358518
56.1111	0.712342
56.6667	1.64993
57.2222	1.48684
57.7778	3.73274
58.3333	3.62912
58.8889	0.152065
59.4444	0.315976
60	1.03947
60.5556	1.29274
61.1111	1.42498
61.6667	0.0991282
62.2222	1.03327
62.7778	2.81628
63.3333	0.380033
63.8889	0.173194
64.4444	0.517599
65	1.48727
65.5556	1.01047
66.1111	0.33837
66.6667	0.17253
67.2222	0.11225
67.7778	1.15532
68.3333	2.17937
68.8889	0.532489
69.4444	0.876922
70	0.0610549
70.5556	0.263561
71.1111	1.43561
71.6667	2.17066
72.2222	1.11139
72.7778	2.2116
73.3333	0.494657
73.8889	1.91062
74.4444	0.436471
75	1.58325
