t	etaU
0	8.60171e-15
0.555556	1.17661
1.11111	2.06403
1.66667	0.390941
2.22222	0.813178
2.77778	0.622518
3.33333	0.573345
3.88889	1.67296
4.44444	1.56266
5	1.12376
5.55556	0.202579
6.11111	0.217161
6.66667	0.692575
7.22222	0.360061
7.77778	0.244755
8.33333	1.35151
8.88889	1.16919
9.44444	0.223959
10	1.83341
10.5556	0.153484
11.1111	0.13164
11.6667	0.282218
12.2222	0.555781
12.7778	2.00118
13.3333	1.00254
13.8889	0.269911
14.4444	1.71275
15	1.43454
15.5556	0.853239
16.1111	1.14207
16.6667	0.0296985
17.2222	0.245766
17.7778	0.426797
18.3333	1.09598
18.8889	2.0788
19.4444	1.039
20	0.806427
20.5556	0.608224
21.1111	0.330095
21.6667	1.74963
22.2222	0.883984
22.7778	0.745168
23.3333	0.440191
23.8889	2.3211
24.4444	0.543355
25	1.86459
25.5556	1.08318
26.1111	0.251651
26.6667	0.0598057
27.2222	0.627999
27.7778	0.627306
28.3333	2.37958
28.8889	1.53623
29.4444	1.04261
30	1.33494
30.5556	1.29343
31.1111	0.73377
31.6667	0.00276261
32.2222	0.063232
32.7778	0.501725
33.3333	2.04289
33.8889	0.924265
34.4444	0.401077
35	1.03924
35.5556	0.482647
36.1111	0.902392
36.6667	1.1319
37.2222	1.18404
37.7778	0.115584
38.3333	1.14354
38.8889	0.765025
39.4444	0.499291
40	0.0108888
40.5556	0.313949
41.1111	0.279962
41.6667	1.37148
42.2222	0.895441
42.7778	1.04447
43.3333	0.974639
43.8889	0.466997
44.4444	0.134851
45	0.937528
45.5556	0.620346
46.1111	0.677836
46.6667	0.758678
47.2222	0.78011
47.7778	0.294776
48.3333	0.167454
48.8889	1.77575
49.4444	0.521327
50	2.37204
50.5556	1.26749
51.1111	0.158668
51.6667	0.205201
52.2222	0.415513
52.7778	0.868143
53.3333	0.598343
53.8889	0.00722685
54.4444	1.32043
55	0.393376
55.5556	0.650994
56.1111	0.75834
56.6667	0.473265
57.2222	0.717206
57.7778	0.426021
58.3333	0.880202
58.8889	0.802545
59.4444	0.648825
60	0.703122
60.5556	0.825158
61.1111	0.213748
61.6667	0.671484
62.2222	1.06942
62.7778	1.53537
63.3333	0.455791
63.8889	0.78149
64.4444	0.128783
65	1.26213
65.5556	0.41935
66.1111	0.52521
66.6667	0.658279
67.2222	0.676284
67.7778	1.18228
68.3333	1.03397
68.8889	0.529618
69.4444	1.43354
70	1.6958
70.5556	0.148121
71.1111	1.83201
71.6667	0.98629
72.2222	0.22259
72.7778	0.271499
73.3333	0.0130909
73.8889	0.750552
74.4444	0.387475
75	0.800084
75.5556	0.0310434
76.1111	1.79153
76.6667	0.537014
77.2222	0.900922
77.7778	1.62967
78.3333	0.172883
78.8889	0.946413
79.4444	0.444756
80	0.218189
80.5556	0.726196
81.1111	0.242139
81.6667	0.963055
82.2222	1.12216
82.7778	0.697306
83.3333	2.11049
83.8889	1.05021
84.4444	0.479034
85	0.949621
85.5556	0.659141
86.1111	0.0414481
86.6667	0.19214
87.2222	0.131461
87.7778	0.230412
88.3333	0.582449
88.8889	0.204691
89.4444	0.199341
90	1.15739
90.5556	0.206206
91.1111	0.426142
91.6667	0.351797
92.2222	0.236519
92.7778	1.72278
93.3333	0.268907
93.8889	0.320816
94.4444	1.7904
95	1.41741
95.5556	0.454221
96.1111	0.821497
96.6667	1.52871
97.2222	0.119035
97.7778	0.920368
98.3333	1.03273
98.8889	0.925517
99.4444	0.113668
100	1.07318
100.556	0.54689
101.111	1.29999
101.667	0.435404
102.222	1.09989
102.778	0.784373
103.333	0.255779
103.889	0.0763
104.444	0.409555
105	0.887509
105.556	1.16614
106.111	0.597163
106.667	1.61083
107.222	0.345639
107.778	0.275953
108.333	0.0403216
108.889	0.968179
109.444	1.21036
110	0.359862
110.556	0.0123325
111.111	2.48097
111.667	1.30625
112.222	0.141423
112.778	0.90116
113.333	0.0964123
113.889	0.555801
114.444	1.57213
115	0.0575248
115.556	0.481471
116.111	0.0765751
116.667	0.298666
117.222	0.120612
117.778	1.33233
118.333	0.0582554
118.889	0.558729
119.444	0.521731
120	0.343725
120.556	0.283652
121.111	0.145169
121.667	0.65432
122.222	1.30121
122.778	0.609985
123.333	1.47927
123.889	0.336273
124.444	0.257782
125	1.07096
125.556	0.77602
126.111	0.646257
126.667	0.0576969
127.222	0.933761
127.778	0.913089
128.333	0.602768
128.889	0.850826
129.444	0.509795
130	1.74339
130.556	1.22494
131.111	0.448364
131.667	1.0465
132.222	1.01873
132.778	0.0829417
133.333	0.861518
133.889	0.349088
134.444	0.431482
135	0.994054
135.556	0.805425
136.111	0.0848151
136.667	0.974905
137.222	0.0835132
137.778	0.238026
138.333	0.758487
138.889	0.101513
139.444	0.68902
140	1.73122
140.556	1.37418
141.111	0.209066
141.667	0.331381
142.222	0.613182
142.778	0.550085
143.333	0.118678
143.889	0.0957811
144.444	0.559187
145	1.1305
145.556	0.871273
146.111	0.272797
146.667	0.181719
147.222	1.72368
147.778	0.0300133
148.333	0.267857
148.889	0.601271
149.444	0.164374
150	0.755292
150.556	0.0189049
151.111	0.282894
151.667	0.578935
152.222	0.168574
152.778	0.628717
153.333	0.150675
153.889	0.0816223
154.444	0.285219
155	0.0109546
155.556	0.357251
156.111	0.158093
156.667	1.21277
157.222	0.233346
157.778	0.446654
158.333	0.010886
158.889	0.675889
159.444	0.398303
160	0.772114
160.556	0.43337
161.111	0.471822
161.667	0.695457
162.222	0.102645
162.778	0.415462
163.333	0.177243
163.889	0.40416
164.444	0.0545818
165	0.453412
165.556	0.014901
166.111	0.486736
166.667	0.451189
167.222	0.542414
167.778	0.10311
168.333	0.877228
168.889	0.680358
169.444	0.459443
170	0.0606733
170.556	0.416235
171.111	0.599363
171.667	0.491573
172.222	0.575004
172.778	1.10394
173.333	1.0177
173.889	0.00990425
174.444	0.193792
175	0.414617
175.556	0.0418367
176.111	0.730583
176.667	0.576752
177.222	0.222627
177.778	0.425227
178.333	0.20106
178.889	0.79388
179.444	0.0708504
180	0.0661177
180.556	0.990587
181.111	0.163097
181.667	0.28303
182.222	0.168581
182.778	0.0441915
183.333	0.779812
183.889	0.0318166
184.444	0.295064
185	0.660059
185.556	0.25948
186.111	0.12282
186.667	0.177109
187.222	1.12876
187.778	0.116917
188.333	0.426902
188.889	0.208494
189.444	0.690583
190	0.442594
190.556	0.605013
191.111	0.0371783
191.667	0.621916
192.222	0.112122
192.778	0.354444
193.333	0.752787
193.889	0.309111
194.444	0.870982
195	0.407794
195.556	0.310922
196.111	0.11667
196.667	0.127994
197.222	0.221847
197.778	0.0692456
198.333	0.098068
198.889	0.375136
199.444	0.462226
200	0.0634183
200.556	0.305785
201.111	0.316517
201.667	0.0964837
202.222	0.16746
202.778	0.558465
203.333	0.371087
203.889	0.238351
204.444	0.072028
205	0.691178
205.556	0.475748
206.111	0.353329
206.667	0.213648
207.222	0.52642
207.778	0.237518
208.333	0.475341
208.889	0.268138
209.444	0.145681
210	0.238982
210.556	0.166228
211.111	0.946026
211.667	0.779546
212.222	0.266878
212.778	0.069125
213.333	0.801306
213.889	0.08323
214.444	0.331465
215	0.389585
215.556	0.26908
216.111	0.87524
216.667	0.0401192
217.222	0.376604
217.778	0.00362497
218.333	0.28399
218.889	0.365602
219.444	0.561925
220	0.391093
220.556	0.524217
221.111	0.475664
221.667	0.600815
222.222	0.315118
222.778	0.464816
223.333	0.914776
223.889	0.337407
224.444	0.118192
225	0.0333653
225.556	0.361318
226.111	0.351871
226.667	0.130872
227.222	0.0343778
227.778	0.478704
228.333	0.13014
228.889	0.0610621
229.444	0.33788
230	0.665855
230.556	0.428121
231.111	0.00191654
231.667	0.65893
232.222	0.392755
232.778	0.0338268
233.333	0.424445
233.889	0.0662931
234.444	0.197347
235	0.00143356
235.556	0.235871
236.111	0.0688131
236.667	0.339987
237.222	0.0930863
237.778	0.251811
238.333	0.0387207
238.889	0.119441
239.444	0.20379
240	0.505826
240.556	0.220027
241.111	0.328437
241.667	0.550581
242.222	0.00797028
242.778	0.790813
243.333	0.364884
243.889	0.642466
244.444	0.468549
245	0.566159
245.556	0.288385
246.111	0.108363
246.667	0.600908
247.222	0.399902
247.778	0.503683
248.333	0.136661
248.889	0.355695
249.444	0.36523
250	0.0326659
250.556	0.166568
251.111	0.0522241
251.667	0.294103
252.222	0.0666296
252.778	0.443483
253.333	0.131475
253.889	0.119323
254.444	0.380049
255	0.444674
255.556	0.190202
256.111	0.457202
256.667	0.292894
257.222	0.171551
257.778	0.123456
258.333	0.0370889
258.889	0.413808
259.444	0.0375935
260	0.110179
260.556	0.0211352
261.111	0.0183626
261.667	0.489211
262.222	0.129234
262.778	0.0297583
263.333	0.0193725
263.889	0.265309
264.444	0.350895
265	0.240684
265.556	0.0638996
266.111	0.537559
266.667	0.466044
267.222	0.209355
267.778	0.225511
268.333	0.173425
268.889	0.313904
269.444	0.181396
270	0.413142
270.556	0.100094
271.111	0.218876
271.667	0.046432
272.222	0.0433024
272.778	0.00542992
273.333	0.043921
273.889	0.17334
274.444	0.132366
275	0.097024
275.556	0.461051
276.111	0.386831
276.667	0.13542
277.222	0.102919
277.778	0.210477
278.333	0.401829
278.889	0.405133
279.444	0.00243806
280	0.422386
280.556	0.131483
281.111	0.21159
281.667	0.279864
282.222	0.0939218
282.778	0.0493895
283.333	0.189503
283.889	0.0464092
284.444	0.191411
285	0.0509408
285.556	0.0654533
286.111	0.257504
286.667	0.0891659
287.222	0.287936
287.778	0.185799
288.333	0.059206
288.889	0.0863371
289.444	0.234543
290	0.0354064
290.556	0.0280034
291.111	0.13775
291.667	0.0427834
292.222	0.16952
292.778	0.00918818
293.333	0.0869288
293.889	0.016633
294.444	0.066769
295	0.00153303
295.556	0.0156702
296.111	0.181633
296.667	0.152354
297.222	0.0165567
297.778	0.000615273
298.333	0.132606
298.889	0.0213406
299.444	0.333244
300	0.0421751
300.556	0.0866784
301.111	0.037952
301.667	0.237442
302.222	0.0383456
302.778	0.312409
303.333	0.0846043
303.889	0.201991
304.444	0.27722
305	0.0188012
305.556	0.0653927
306.111	0.226802
306.667	0.0972343
307.222	0.0761166
307.778	0.0994707
308.333	0.134586
308.889	0.099525
309.444	0.16734
310	0.0212456
310.556	0.224303
311.111	0.145831
311.667	0.0580757
312.222	0.235823
312.778	0.109473
313.333	0.0573198
313.889	0.14433
314.444	0.0586978
315	0.0651151
315.556	0.186416
316.111	0.324505
316.667	4.89669e-05
317.222	0.0525644
317.778	0.0195778
318.333	0.0224515
318.889	0.141224
319.444	0.0807881
320	0.274303
320.556	0.0370666
321.111	0.104705
321.667	0.19266
322.222	0.178795
322.778	0.051723
323.333	0.00839168
323.889	0.00865267
324.444	0.155366
325	0.218966
325.556	0.128822
326.111	0.0568945
326.667	0.0909278
327.222	0.122828
327.778	0.160136
328.333	0.102797
328.889	0.0998343
329.444	0.059007
330	0.119392
330.556	0.118252
331.111	0.145607
331.667	0.0202515
332.222	0.0110724
332.778	0.137541
333.333	0.0883305
333.889	0.331364
334.444	0.0167276
335	0.0624207
335.556	0.0110489
336.111	0.0185255
336.667	0.219099
337.222	0.0922559
337.778	0.028985
338.333	0.100531
338.889	0.0406758
339.444	0.045433
340	0.064947
340.556	0.105773
341.111	0.0248509
341.667	0.147552
342.222	0.00360622
342.778	0.008702
343.333	0.0710125
343.889	0.0722408
344.444	0.138066
345	0.107858
345.556	0.205809
346.111	0.235629
346.667	0.1202
347.222	0.0329309
347.778	0.0648491
348.333	0.00126698
348.889	0.151786
349.444	0.0044673
350	0.0387433
350.556	0.020458
351.111	0.00470511
351.667	0.189258
352.222	0.0363679
352.778	0.0266381
353.333	0.0261343
353.889	0.0122523
354.444	0.214303
355	0.0822581
355.556	0.0927794
356.111	0.136358
356.667	0.0561982
357.222	0.0914309
357.778	0.0362914
358.333	0.0175128
358.889	0.0503098
359.444	0.156077
360	0.016416
360.556	0.0613168
361.111	0.0838774
361.667	0.213603
362.222	0.0451726
362.778	0.0349392
363.333	0.121195
363.889	0.0624549
364.444	0.0183016
365	0.0680895
365.556	0.0366834
366.111	0.0266446
366.667	0.039752
367.222	0.0831284
367.778	0.0792013
368.333	0.117032
368.889	0.168691
369.444	0.219638
370	0.0413951
370.556	0.141029
371.111	0.102028
371.667	0.0298341
372.222	0.168683
372.778	0.0563762
373.333	0.012114
373.889	0.0163697
374.444	0.0763629
375	0.0029275
375.556	0.0391716
376.111	0.0590071
376.667	0.00599735
377.222	0.109267
377.778	0.115199
378.333	0.095722
378.889	0.0173054
379.444	0.105561
380	0.0959476
380.556	0.0198402
381.111	0.00270768
381.667	0.0518134
382.222	0.0491205
382.778	0.133682
383.333	0.0261864
383.889	0.0631003
384.444	0.0191885
385	0.00628295
385.556	0.0231358
386.111	0.105753
386.667	0.109482
387.222	0.020002
387.778	0.119388
388.333	0.0634321
388.889	0.120833
389.444	0.0483694
390	0.0750898
390.556	0.0880963
391.111	0.0103759
391.667	0.0854538
392.222	0.0241518
392.778	0.215604
393.333	0.0313281
393.889	0.00852352
394.444	0.000184434
395	0.0501339
395.556	0.00889795
396.111	0.16847
396.667	0.0602244
397.222	0.109308
397.778	0.109922
398.333	0.000397288
398.889	0.0657392
399.444	0.13553
400	0.0241303
400.556	0.0500501
401.111	0.114794
401.667	0.150472
402.222	0.0915138
402.778	0.0133812
403.333	0.0843104
403.889	0.0900983
404.444	0.0826806
405	0.0181831
405.556	0.0443796
406.111	0.0137022
406.667	0.0553301
407.222	0.0338783
407.778	0.0280899
408.333	0.0303154
408.889	0.057539
409.444	0.101935
410	0.0763762
410.556	0.0369346
411.111	0.0649852
411.667	0.0423812
412.222	0.0859738
412.778	0.0189073
413.333	0.0543359
413.889	0.0155234
414.444	0.0361051
415	0.129481
415.556	0.0366791
416.111	0.0209713
416.667	0.0379195
417.222	0.0735172
417.778	0.0149852
418.333	0.0391528
418.889	0.11533
419.444	0.0526576
420	0.0704226
420.556	0.0181758
421.111	0.0986208
421.667	0.119401
422.222	0.0956019
422.778	0.0818842
423.333	0.070506
423.889	0.0663231
424.444	0.00423843
425	0.00705336
425.556	0.109735
426.111	0.0640553
426.667	0.0273823
427.222	0.100557
427.778	0.0356177
428.333	0.0165894
428.889	0.10914
429.444	0.0462017
430	0.0154654
430.556	0.0217033
431.111	0.0160271
431.667	0.00862424
432.222	0.0278592
432.778	0.0477486
433.333	0.0217974
433.889	0.00288298
434.444	0.0223567
435	0.0333615
435.556	0.104707
436.111	0.0731331
436.667	0.0728416
437.222	0.0715368
437.778	0.020865
438.333	0.00268722
438.889	0.0198125
439.444	0.0287961
440	0.0502931
440.556	0.00512006
441.111	0.0373971
441.667	0.0251376
442.222	0.00498141
442.778	0.0130374
443.333	0.0766867
443.889	0.0632073
444.444	0.00938659
445	0.0595904
445.556	0.0969933
446.111	0.038391
446.667	0.0859839
447.222	0.00803552
447.778	0.0725157
448.333	0.00327608
448.889	0.0399102
449.444	0.00824106
450	0.00618424
450.556	0.0181675
451.111	0.100191
451.667	0.000539309
452.222	0.050601
452.778	0.0521227
453.333	0.0407372
453.889	0.0410864
454.444	0.0242715
455	0.0762327
455.556	0.00377148
456.111	0.0506346
456.667	0.0149095
457.222	0.0349132
457.778	0.00511106
458.333	0.0212416
458.889	0.0347314
459.444	0.0420436
460	0.0386769
460.556	0.0145136
461.111	0.0182303
461.667	0.0244076
462.222	0.0106554
462.778	0.00480306
463.333	0.0115572
463.889	0.00135847
464.444	0.0584608
465	0.0579595
465.556	0.0266961
466.111	0.00694455
466.667	0.0264525
467.222	0.01984
467.778	0.00878564
468.333	0.0182753
468.889	0.00117763
469.444	0.108418
470	0.00366941
470.556	0.0114274
471.111	0.040928
471.667	0.00627305
472.222	0.0370611
472.778	0.0233394
473.333	0.0188294
473.889	0.00593526
474.444	0.0848077
475	0.0396672
475.556	0.0462391
476.111	0.0166039
476.667	0.038852
477.222	0.0160998
477.778	0.0279161
478.333	0.0197793
478.889	0.0211262
479.444	0.0618659
480	0.000484749
480.556	0.00513993
481.111	0.0136539
481.667	0.0579428
482.222	0.0204861
482.778	0.0207649
483.333	0.0388386
483.889	0.0103175
484.444	0.0494188
485	0.0338427
485.556	0.0375452
486.111	0.030797
486.667	0.000808642
487.222	0.0086136
487.778	0.0403884
488.333	0.0509884
488.889	0.00346317
489.444	0.0104544
490	0.0324327
490.556	0.030445
491.111	0.0345999
491.667	0.00604572
492.222	0.0215807
492.778	0.0224897
493.333	0.0191515
493.889	0.0144931
494.444	0.0167432
495	0.0330946
495.556	0.00183691
496.111	0.00419792
496.667	0.0044554
497.222	0.00450081
497.778	0.0181489
498.333	0.0223165
498.889	0.02822
499.444	0.0437518
500	0.0203909
500.556	0.00742278
501.111	0.0122018
501.667	0.066557
502.222	0.0356239
502.778	0.041825
503.333	0.00250806
503.889	0.00810583
504.444	0.0299876
505	0.022913
505.556	0.0186011
506.111	0.0106364
506.667	0.0472179
507.222	0.0284677
507.778	0.0123766
508.333	0.00311782
508.889	0.00910313
509.444	0.0130282
510	0.00395364
510.556	0.000836423
511.111	0.0292356
511.667	0.0350592
512.222	0.0137859
512.778	0.0173204
513.333	0.0248692
513.889	0.00738769
514.444	0.00540651
515	0.0125067
515.556	0.0579585
516.111	0.000739847
516.667	0.0232927
517.222	0.0217497
517.778	0.00929705
518.333	0.0011553
518.889	0.0528076
519.444	0.0153343
520	0.0189489
520.556	0.0391039
521.111	0.00803212
521.667	0.0165732
522.222	0.0380515
522.778	0.0286963
523.333	0.0127897
523.889	0.0311419
524.444	0.0408388
525	0.039103
525.556	0.0228477
526.111	0.0019602
526.667	0.023768
527.222	0.0298022
527.778	0.00931805
528.333	0.0115687
528.889	0.0242079
529.444	0.0412454
530	0.0477685
530.556	0.0372186
531.111	0.0394059
531.667	0.0131887
532.222	0.0310698
532.778	0.0353842
533.333	0.0026149
533.889	0.0359824
534.444	0.00254903
535	0.0407734
535.556	0.00300582
536.111	0.0507454
536.667	0.00202605
537.222	0.00182703
537.778	0.0298301
538.333	6.25814e-05
538.889	0.0468146
539.444	0.0387102
540	0.0148777
540.556	0.0419107
541.111	0.0514817
541.667	0.00120033
542.222	0.0205792
542.778	0.0355918
543.333	0.0506915
543.889	0.0480486
544.444	0.00976671
545	0.0142911
545.556	0.0352914
546.111	0.0261588
546.667	0.0423781
547.222	0.0055489
547.778	0.00751453
548.333	0.0271
548.889	0.0197789
549.444	0.0345852
550	0.0083143
550.556	0.00316037
551.111	0.0209804
551.667	0.013092
552.222	0.0229365
552.778	0.0114339
553.333	0.0128406
553.889	0.038547
554.444	0.0227244
555	0.0100117
555.556	0.0197336
556.111	0.00512587
556.667	0.0209679
557.222	0.0285127
557.778	0.00739041
558.333	0.0223239
558.889	0.0226466
559.444	0.0194408
560	0.040361
560.556	0.0274658
561.111	0.0175818
561.667	0.0243061
562.222	0.0166359
562.778	0.00597769
563.333	0.0250942
563.889	0.00576189
564.444	0.00979774
565	0.00454572
565.556	0.0178187
566.111	0.0317295
566.667	0.0243159
567.222	0.00130854
567.778	0.0225911
568.333	0.0393992
568.889	0.0301591
569.444	0.0166692
570	0.0105566
570.556	0.000961539
571.111	0.014505
571.667	0.00114194
572.222	0.0061866
572.778	0.00967153
573.333	0.0448557
573.889	0.034899
574.444	0.0133989
575	0.0115741
575.556	0.0271531
576.111	0.0136572
576.667	0.032943
577.222	0.00952647
577.778	0.000238182
578.333	0.0407999
578.889	0.00810748
579.444	0.00516049
580	0.0112783
580.556	0.0240545
581.111	0.00791191
581.667	0.0262511
582.222	0.00708029
582.778	0.0128325
583.333	0.0221095
583.889	0.00783378
584.444	0.014105
585	0.00234697
585.556	0.0236829
586.111	0.00537715
586.667	0.0383616
587.222	0.00118861
587.778	0.0135728
588.333	0.0272837
588.889	0.0390007
589.444	0.00816466
590	0.0173563
590.556	0.0339904
591.111	0.0290476
591.667	0.0305409
592.222	0.0110517
592.778	0.0158013
593.333	0.0391974
593.889	0.0147962
594.444	0.00986293
595	0.029039
595.556	0.024783
596.111	0.00488169
596.667	0.00609931
597.222	0.0114794
597.778	0.00300192
598.333	0.000908824
598.889	0.0356984
599.444	0.00049582
600	0.0185343
600.556	0.0364116
601.111	0.0040371
601.667	0.0228089
602.222	0.0177739
602.778	0.0230863
603.333	0.00651309
603.889	0.020099
604.444	0.00160036
605	0.00273329
605.556	0.00805015
606.111	0.00120939
606.667	0.0190718
607.222	0.00336324
607.778	0.0166493
608.333	0.0024756
608.889	0.0193127
609.444	0.00267387
610	0.00106754
610.556	0.0218687
611.111	0.0104244
611.667	0.00991586
612.222	0.00644055
612.778	0.0147945
613.333	0.0112513
613.889	0.018183
614.444	0.0018547
615	0.0198895
615.556	0.0414231
616.111	0.026302
616.667	0.00781212
617.222	0.00541844
617.778	0.0279151
618.333	0.00233641
618.889	0.0205042
619.444	0.00834947
620	0.00453098
620.556	0.0122586
621.111	0.0238594
621.667	0.00521867
622.222	0.0190658
622.778	0.0227141
623.333	0.00469876
623.889	0.0235803
624.444	0.0266383
625	0.0171482
625.556	0.00727262
626.111	0.019249
626.667	0.00912913
627.222	0.00188358
627.778	0.01994
628.333	0.0105986
628.889	0.00911836
629.444	0.0152316
630	0.0151132
630.556	9.37756e-05
631.111	0.0287469
631.667	0.0123431
632.222	0.000219009
632.778	0.0096117
633.333	0.00436586
633.889	0.012397
634.444	0.0270682
635	0.018799
635.556	0.0143079
636.111	0.00912867
636.667	0.00578829
637.222	0.00057214
