t	etaU
0	3.00736e-15
0.555556	1.98942
1.11111	0.694546
1.66667	0.503192
2.22222	2.29679
2.77778	0.0167021
3.33333	0.937197
3.88889	0.202482
4.44444	1.13531
5	2.22436
5.55556	0.687805
6.11111	1.97607
6.66667	0.158037
7.22222	0.988791
7.77778	1.22379
8.33333	0.339501
8.88889	0.900763
9.44444	1.44071
10	0.15161
10.5556	0.629793
11.1111	0.804081
11.6667	0.865569
12.2222	0.845768
12.7778	0.356108
13.3333	1.8773
13.8889	1.84089
14.4444	0.604789
15	0.121602
15.5556	0.657813
16.1111	0.0847542
16.6667	1.49215
17.2222	0.928883
17.7778	1.06249
18.3333	2.31583
18.8889	0.108205
19.4444	1.49806
20	0.805717
20.5556	1.00298
21.1111	0.359814
21.6667	0.474596
22.2222	0.372845
22.7778	1.36777
23.3333	0.997642
23.8889	1.28681
24.4444	0.94943
25	0.532707
25.5556	0.0219095
26.1111	0.177076
26.6667	1.13246
27.2222	2.29775
27.7778	0.07557
28.3333	1.68113
28.8889	0.624216
29.4444	0.341821
30	0.884992
30.5556	0.364709
31.1111	1.8875
31.6667	0.802435
32.2222	0.884809
32.7778	2.19804
33.3333	0.360543
33.8889	0.934649
34.4444	0.710327
35	1.02942
35.5556	1.32251
36.1111	0.841577
36.6667	0.383821
37.2222	0.0559001
37.7778	0.717917
38.3333	1.14118
38.8889	0.628478
39.4444	0.696186
40	1.41128
40.5556	0.885572
41.1111	0.433273
41.6667	1.69391
42.2222	1.30229
42.7778	0.595394
43.3333	0.815877
43.8889	1.50178
44.4444	2.06991
45	1.6688
45.5556	1.49025
46.1111	1.04356
46.6667	0.915423
47.2222	1.89732
47.7778	0.166168
48.3333	0.0577813
48.8889	0.418825
49.4444	0.0405899
50	0.169009
50.5556	0.0573645
51.1111	1.77982
51.6667	0.387992
52.2222	0.536915
52.7778	0.190774
53.3333	0.6799
53.8889	2.04546
54.4444	0.2916
55	1.08641
55.5556	0.944898
56.1111	0.669688
56.6667	0.820173
57.2222	0.208146
57.7778	0.498844
58.3333	0.331577
58.8889	0.107502
59.4444	0.817235
60	1.22157
60.5556	0.554363
61.1111	0.0364011
61.6667	0.939543
62.2222	0.57535
62.7778	1.19916
63.3333	1.04311
63.8889	2.7454
64.4444	0.67273
65	0.439667
65.5556	0.482048
66.1111	1.22058
66.6667	1.54064
67.2222	0.217136
67.7778	0.242435
68.3333	1.05719
68.8889	0.290047
69.4444	2.11222
70	0.364264
70.5556	0.299021
71.1111	0.0259603
71.6667	0.458452
72.2222	0.346012
72.7778	1.04545
73.3333	0.842194
73.8889	0.191397
74.4444	0.607435
75	0.566977
75.5556	0.0426015
76.1111	2.49542
76.6667	0.0801531
77.2222	0.410762
77.7778	0.761884
78.3333	2.23822
78.8889	1.28839
79.4444	0.0252851
80	0.159357
80.5556	0.0675403
81.1111	0.954506
81.6667	0.74266
82.2222	0.135899
82.7778	0.0808791
83.3333	0.399439
83.8889	0.60435
84.4444	0.258631
85	0.676621
85.5556	0.181179
86.1111	0.681251
86.6667	1.55575
87.2222	1.0131
87.7778	0.585851
88.3333	0.532436
88.8889	0.977661
89.4444	0.697102
90	1.35128
90.5556	0.859807
91.1111	0.456576
91.6667	1.15076
92.2222	0.822125
92.7778	0.579172
93.3333	0.255068
93.8889	0.124659
94.4444	1.98308
95	0.174623
95.5556	0.419185
96.1111	0.517999
96.6667	0.345479
97.2222	0.0450927
97.7778	0.890525
98.3333	0.350661
98.8889	0.918059
99.4444	0.702778
100	0.154304
100.556	0.101222
101.111	1.37063
101.667	0.713428
102.222	0.527331
102.778	0.114528
103.333	0.000558584
103.889	0.6403
104.444	0.343164
105	0.333035
105.556	0.529829
106.111	0.340467
106.667	0.311433
107.222	0.112138
107.778	0.0467375
108.333	1.45477
108.889	0.136018
109.444	0.826581
110	0.525032
110.556	1.29214
111.111	0.167015
111.667	0.300973
112.222	0.380759
112.778	0.311364
113.333	0.749941
113.889	0.156603
114.444	0.109733
115	1.59827
115.556	0.515712
116.111	0.0321634
116.667	0.232063
117.222	0.129167
117.778	0.524992
118.333	1.14255
118.889	0.272272
119.444	0.302097
120	0.0758802
120.556	0.16514
121.111	0.247307
121.667	0.467365
122.222	0.413502
122.778	0.341572
123.333	0.0142285
123.889	1.17545
124.444	0.788438
125	0.0134331
125.556	0.31599
126.111	0.744194
126.667	0.877599
127.222	0.0784149
127.778	0.973677
128.333	0.361611
128.889	0.556066
129.444	0.108575
130	0.0757392
130.556	0.24605
131.111	0.315026
131.667	0.695029
132.222	0.393845
132.778	0.558046
133.333	0.415521
133.889	0.461327
134.444	0.420381
135	0.00638115
135.556	0.666578
136.111	0.636491
136.667	0.396282
137.222	0.282385
137.778	0.635796
138.333	1.06366
138.889	0.603871
139.444	0.300711
140	1.58202
140.556	1.42883
141.111	0.561319
141.667	1.89642
142.222	0.708141
142.778	2.31501
143.333	0.601354
143.889	1.45234
144.444	0.200484
145	1.66128
145.556	0.730498
146.111	0.0468509
146.667	0.211885
147.222	0.605043
147.778	0.106104
148.333	0.296363
148.889	0.86117
149.444	1.1108
150	0.300459
150.556	0.103363
151.111	0.200803
151.667	0.734682
152.222	0.47445
152.778	0.191035
153.333	0.112189
153.889	0.38884
154.444	0.757381
155	0.236513
155.556	0.0816997
156.111	0.161874
156.667	0.224758
157.222	0.0173288
157.778	0.214882
158.333	0.0672654
158.889	0.596638
159.444	0.296077
160	0.404254
160.556	0.515006
161.111	0.756441
161.667	0.226295
162.222	0.635422
162.778	0.172977
163.333	0.259593
163.889	0.0175258
164.444	0.112193
165	0.00120406
165.556	0.313418
166.111	0.212286
166.667	0.232141
167.222	0.167839
167.778	0.255321
168.333	0.495621
168.889	0.151715
169.444	0.147503
170	0.127969
170.556	0.272598
171.111	0.357659
171.667	0.292615
172.222	0.197369
172.778	0.290154
173.333	0.0325666
173.889	0.238565
174.444	0.295361
175	0.0780455
175.556	0.116105
176.111	0.276126
176.667	0.102923
177.222	0.205097
177.778	0.222525
178.333	0.237908
178.889	0.100112
179.444	0.159338
180	0.0649792
180.556	0.0124174
181.111	0.00345642
181.667	0.274286
182.222	0.0667769
182.778	0.153726
183.333	0.154974
183.889	0.273824
184.444	0.524929
185	0.266545
185.556	0.148335
186.111	0.0127147
186.667	0.0592764
187.222	0.109743
187.778	0.0579824
188.333	0.434859
188.889	0.0874273
189.444	0.179232
190	0.0972302
190.556	0.0489708
191.111	0.149058
191.667	0.118548
192.222	0.0772735
192.778	0.0163045
193.333	0.211445
193.889	0.0577987
194.444	0.0671912
195	0.0343115
195.556	0.106263
196.111	0.288185
196.667	0.12258
197.222	0.0086978
197.778	0.237601
198.333	0.155349
198.889	0.460877
199.444	0.0800626
200	0.0941209
200.556	0.0675112
201.111	0.0934953
201.667	0.0329623
202.222	0.0272902
202.778	0.16529
203.333	0.291174
203.889	0.371479
204.444	0.284615
205	0.0896278
205.556	0.187215
206.111	0.029095
206.667	0.108188
207.222	0.193077
207.778	0.0571867
208.333	0.0808036
208.889	0.0901271
209.444	0.0553241
210	0.156194
210.556	0.00167628
211.111	0.189552
211.667	0.103486
212.222	0.0409972
212.778	0.0882513
213.333	0.00407001
213.889	0.122722
214.444	0.382969
215	0.0484261
215.556	0.108344
216.111	0.00321556
216.667	0.038543
217.222	0.0612961
217.778	0.107576
218.333	0.137623
218.889	0.518899
219.444	0.0633647
220	0.0827349
220.556	0.0855373
221.111	0.0405594
221.667	0.000779951
222.222	0.00569532
222.778	0.117771
223.333	0.246271
223.889	0.100164
224.444	0.13754
225	0.0623191
225.556	0.0695181
226.111	0.000812839
226.667	0.126037
227.222	0.104746
227.778	0.0107041
228.333	0.0965869
228.889	0.024752
229.444	0.0236321
230	0.142577
230.556	0.0664529
231.111	0.0910057
231.667	0.0511195
232.222	0.0631088
232.778	0.0342232
233.333	0.00637134
233.889	0.117558
234.444	0.0795126
235	0.0821274
235.556	0.0222791
236.111	0.152866
236.667	0.216083
237.222	0.076081
237.778	0.183653
238.333	0.0770885
238.889	0.0955888
239.444	0.026561
240	0.0281546
240.556	0.141945
241.111	0.00824431
241.667	0.0527477
242.222	0.00553878
242.778	0.0935169
243.333	0.0302558
243.889	0.0280772
244.444	0.023963
245	0.110375
245.556	0.00495523
246.111	0.1222
246.667	0.0360397
247.222	0.0486333
247.778	0.0226949
248.333	0.0741143
248.889	0.0863626
249.444	0.0864751
250	0.0906235
250.556	0.0236353
251.111	0.0468469
251.667	0.0457565
252.222	0.039456
252.778	0.0438145
253.333	0.0248632
253.889	0.0222372
254.444	0.0283271
255	0.0372692
255.556	0.0875132
256.111	0.0627773
256.667	0.117751
257.222	0.0806688
257.778	0.058696
258.333	0.00945289
258.889	0.0581597
259.444	0.0127372
260	0.15445
260.556	0.0129812
261.111	0.0791145
261.667	0.116404
262.222	0.0401053
262.778	0.0104145
263.333	0.0286332
263.889	0.0371022
264.444	0.00470312
265	0.0216565
265.556	0.00731402
266.111	0.154346
266.667	0.00376991
267.222	0.081193
267.778	0.0739958
268.333	0.0393534
268.889	0.0244822
269.444	0.0516954
270	0.0364243
270.556	0.0933531
271.111	0.067675
271.667	0.0281625
272.222	0.0114825
272.778	0.125901
273.333	0.0794541
273.889	0.080497
274.444	0.00447968
275	0.029997
275.556	0.0278746
276.111	0.0624613
276.667	0.051738
277.222	0.00890289
277.778	0.0268542
278.333	0.026656
278.889	0.0604859
279.444	0.0322316
280	0.0256649
280.556	0.0479552
281.111	0.0125426
281.667	0.0237925
282.222	0.13791
282.778	0.046388
283.333	0.10751
283.889	0.00632779
284.444	0.0167669
285	0.0225569
285.556	0.0417413
286.111	0.0670515
286.667	0.039226
287.222	0.0413243
287.778	0.0183066
288.333	0.0214629
288.889	0.0177115
289.444	0.0460841
290	0.055075
290.556	0.0466883
291.111	0.0499377
291.667	0.0663508
292.222	0.0892397
292.778	0.0334175
293.333	0.0605751
293.889	0.0149382
294.444	0.0194539
295	0.0337958
295.556	0.0409151
296.111	0.00410613
296.667	0.00374397
297.222	0.0441667
297.778	0.0604768
298.333	0.0559687
298.889	0.0709847
299.444	0.0690623
300	0.0144579
300.556	0.0313111
301.111	0.00476776
301.667	0.0308477
302.222	0.0714958
302.778	0.0704389
