t	etaU
0	2.84196e-15
0.555556	0.0165384
1.11111	2.30468
1.66667	2.21232
2.22222	2.05275
2.77778	0.662193
3.33333	0.642568
3.88889	0.0238443
4.44444	0.907764
5	1.17734
5.55556	1.21225
6.11111	0.223126
6.66667	0.408527
7.22222	0.0594911
7.77778	0.363677
8.33333	0.0283876
8.88889	1.10849
9.44444	0.845631
10	0.206129
10.5556	0.895005
11.1111	0.95143
11.6667	1.09164
12.2222	0.767919
12.7778	0.400118
13.3333	1.19786
13.8889	0.694211
14.4444	0.986738
15	0.206302
15.5556	0.563409
16.1111	1.28071
16.6667	0.195725
17.2222	0.23688
17.7778	0.751036
18.3333	0.207221
18.8889	0.829733
19.4444	0.976481
20	0.477318
20.5556	0.693151
21.1111	0.83615
21.6667	2.48141
22.2222	0.567525
22.7778	1.1495
23.3333	0.960321
23.8889	0.606019
24.4444	1.08102
25	0.618183
25.5556	0.206447
26.1111	1.25924
26.6667	0.598357
27.2222	0.796672
27.7778	0.635479
28.3333	0.902799
28.8889	0.960643
29.4444	0.920411
30	1.16239
30.5556	1.3762
31.1111	0.830856
31.6667	0.149222
32.2222	0.149004
32.7778	1.69996
33.3333	0.756658
33.8889	0.525178
34.4444	0.55986
35	0.748785
35.5556	0.568229
36.1111	0.0310827
36.6667	1.59728
37.2222	0.148781
37.7778	0.616012
38.3333	0.737239
38.8889	0.493611
39.4444	0.541556
40	1.89141
40.5556	0.51163
41.1111	0.399807
41.6667	0.0751242
42.2222	0.102299
42.7778	1.804
43.3333	0.121778
43.8889	0.889291
44.4444	2.02885
45	0.711014
45.5556	0.241702
46.1111	1.04754
46.6667	0.0243651
47.2222	0.522673
47.7778	0.580813
48.3333	0.110911
48.8889	0.761225
49.4444	0.357966
50	0.102159
50.5556	1.01325
51.1111	0.78783
51.6667	0.994692
52.2222	0.837124
52.7778	0.369448
53.3333	0.28439
53.8889	1.23035
54.4444	0.526389
55	1.99703
55.5556	0.24299
56.1111	1.17843
56.6667	2.00159
57.2222	0.761381
57.7778	0.414857
58.3333	0.236343
58.8889	0.224327
59.4444	1.24793
60	1.00309
60.5556	0.862324
61.1111	0.230416
61.6667	0.138895
62.2222	0.024951
62.7778	1.4265
63.3333	0.178721
63.8889	0.200857
64.4444	1.32567
65	0.254197
65.5556	0.00119037
66.1111	0.412672
66.6667	1.0014
67.2222	0.500646
67.7778	0.440588
68.3333	0.526628
68.8889	0.31716
69.4444	1.23285
70	0.726051
70.5556	1.77325
71.1111	0.122844
71.6667	0.187827
72.2222	1.04585
72.7778	0.406496
73.3333	0.472028
73.8889	0.410511
74.4444	0.853071
75	0.509999
75.5556	0.956835
76.1111	0.268569
76.6667	0.0364666
77.2222	0.813213
77.7778	0.797957
78.3333	0.115662
78.8889	1.55663
79.4444	2.09795
80	0.299247
80.5556	1.4644
81.1111	0.313423
81.6667	0.0959981
82.2222	0.796184
82.7778	0.46259
83.3333	0.575122
83.8889	0.408139
84.4444	1.34662
85	0.274988
85.5556	1.03451
86.1111	0.22505
86.6667	0.473107
87.2222	0.00711905
87.7778	0.599157
88.3333	0.896904
88.8889	0.246298
89.4444	0.384884
90	0.262423
