t,	etaU
0,	53.283
0.554477,	44.7179
1.10895,	28.6945
1.66343,	16.3288
2.21791,	16.3288
2.77239,	28.6945
3.32686,	44.7179
3.88134,	53.283
4.43582,	49.8228
4.9903,	40.373
5.54477,	40.914
6.09925,	55.9951
6.65373,	75.5627
7.20821,	88.1468
7.76268,	87.4077
8.31716,	80.0965
8.87164,	71.8563
9.42612,	61.6251
9.98059,	57.863
10.5351,	61.2001
11.0895,	63.4229
11.644,	61.1454
12.1985,	50.7551
12.753,	39.0792
13.3075,	36.9593
13.8619,	46.525
14.4164,	60.1804
14.9709,	72.528
15.5254,	85.5457
16.0798,	95.1057
16.6343,	99.6565
17.1888,	100
17.7433,	87.1576
18.2978,	63.4394
18.8522,	41.3376
19.4067,	24.6798
19.9612,	17.9499
20.5157,	18.669
21.0701,	18.8642
21.6246,	17.7722
22.1791,	16.5422
22.7336,	17.4507
23.2881,	22.0893
23.8425,	27.9044
24.397,	33.6913
24.9515,	41.2457
25.506,	50.7924
26.0604,	59.296
26.6149,	58.7723
27.1694,	49.3435
27.7239,	42.2195
28.2783,	41.4016
28.8328,	40.8348
29.3873,	34.448
29.9418,	25.1804
30.4963,	21.2563
31.0507,	23.2846
31.6052,	25.1436
32.1597,	24.6983
32.7142,	24.2327
33.2686,	24.3573
33.8231,	23.4906
34.3776,	21.3426
34.9321,	19.1426
35.4866,	19.9822
36.041,	25.4589
36.5955,	32.1249
37.15,	37.1607
37.7045,	40.7018
38.2589,	43.3349
38.8134,	44.6789
39.3679,	44.3452
39.9224,	42.1323
40.4769,	39.2946
41.0313,	36.5095
41.5858,	33.935
42.1403,	32.9806
42.6948,	33.0381
43.2492,	34.8356
43.8037,	40.4047
44.3582,	47.3072
44.9127,	51.8453
45.4671,	49.962
46.0216,	40.1907
46.5761,	29.1566
47.1306,	22.121
47.6851,	22.0501
48.2395,	27.9556
48.794,	34.7512
49.3485,	42.7755
49.903,	52.7323
50.4574,	62.5809
51.0119,	68.4876
51.5664,	64.0128
52.1209,	49.9507
52.6754,	35.2776
53.2298,	25.7134
53.7843,	21.6961
54.3388,	19.8247
54.8933,	20.6166
55.4477,	24.4731
56.0022,	29.3614
56.5567,	39.1125
57.1112,	51.1864
57.6657,	57.2797
58.2201,	54.459
58.7746,	42.7715
59.3291,	32.7268
59.8836,	33.4204
60.438,	35.585
60.9925,	30.1193
61.547,	19.9054
62.1015,	12.2364
62.6559,	13.6002
63.2104,	22.2129
63.7649,	34.4607
64.3194,	47.285
64.8739,	55.5089
65.4283,	56.5245
65.9828,	50.6708
66.5373,	41.6496
67.0918,	32.7976
67.6462,	23.7218
68.2007,	15.0667
68.7552,	13.3061
69.3097,	18.901
69.8642,	25.4336
70.4186,	27.9728
70.9731,	24.5683
71.5276,	19.76
72.0821,	22.3378
72.6365,	30.8037
73.191,	36.0313
73.7455,	35.2311
74.3,	31.9093
74.8544,	30.9971
75.4089,	32.3355
75.9634,	30.6723
76.5179,	23.8996
77.0724,	16.5139
77.6268,	16.0221
78.1813,	21.812
78.7358,	28.8561
79.2903,	36.7785
79.8447,	43.1504
80.3992,	47.5192
80.9537,	49.9803
81.5082,	45.236
82.0627,	34.9274
82.6171,	24.9162
83.1716,	16.6678
83.7261,	13.282
84.2806,	13.2901
84.835,	14.9478
85.3895,	20.0608
85.944,	25.1807
86.4985,	28.4532
87.053,	31.5076
87.6074,	34.0634
88.1619,	35.6983
88.7164,	36.1241
89.2709,	33.916
89.8253,	30.9175
90.3798,	28.74
90.9343,	25.2843
91.4888,	22.3632
92.0432,	23.2903
92.5977,	29.6469
93.1522,	39.4961
93.7067,	44.1162
94.2612,	37.8707
94.8156,	25.7335
95.3701,	15.5916
95.9246,	11.6324
96.4791,	14.1819
97.0335,	23.8596
97.588,	36.7821
98.1425,	43.9896
98.697,	40.5936
99.2515,	29.4096
99.8059,	20.7512
100.36,	20.7103
100.915,	23.6336
101.469,	24.3585
