t	etaU
0	1.00551e-15
0.555556	0.132193
1.11111	0.0239129
1.66667	2.38712
2.22222	0.493389
2.77778	2.08427
3.33333	0.791839
3.88889	0.694472
4.44444	0.700853
5	2.69196
5.55556	1.89238
6.11111	0.677955
6.66667	1.2008
7.22222	0.182212
7.77778	0.0706899
8.33333	0.342192
8.88889	0.00342593
9.44444	0.538949
10	1.38394
10.5556	0.6755
11.1111	0.011156
11.6667	0.00114802
12.2222	0.107606
12.7778	0.0540329
13.3333	0.494331
13.8889	1.36677
14.4444	1.20521
15	0.617158
15.5556	0.143626
16.1111	2.57923
16.6667	0.137617
17.2222	0.546704
17.7778	1.9761
18.3333	0.0114558
18.8889	0.179427
19.4444	0.628708
20	2.02325
20.5556	1.44267
21.1111	0.550171
21.6667	0.393618
22.2222	2.03696
22.7778	0.117063
23.3333	0.628468
23.8889	0.0653369
24.4444	0.0409468
25	0.0730559
25.5556	1.37437
26.1111	0.092029
26.6667	1.32778
27.2222	0.42895
27.7778	0.424861
28.3333	0.291368
28.8889	0.753087
29.4444	0.625637
30	1.0554
30.5556	0.168923
31.1111	0.532457
31.6667	0.104443
32.2222	0.280204
32.7778	0.503207
33.3333	0.990829
33.8889	0.278722
34.4444	1.46306
35	0.126807
35.5556	0.040315
36.1111	0.915862
36.6667	1.07993
37.2222	1.17997
37.7778	0.440223
38.3333	1.52891
38.8889	2.32573
39.4444	1.34453
40	0.450706
40.5556	0.382125
41.1111	0.906431
41.6667	0.282202
42.2222	0.223155
42.7778	0.0821032
43.3333	0.744948
43.8889	1.18819
44.4444	0.158114
45	1.79396
45.5556	0.558009
46.1111	0.00726671
46.6667	0.929027
47.2222	0.615157
47.7778	0.507482
48.3333	1.15956
48.8889	1.08798
49.4444	0.640657
50	0.346398
50.5556	0.524935
51.1111	1.26276
51.6667	1.36702
52.2222	1.68015
52.7778	1.35458
53.3333	1.00899
53.8889	0.103222
54.4444	0.555386
55	1.7749
55.5556	0.222927
56.1111	0.231078
56.6667	0.00689404
57.2222	1.19092
57.7778	0.581617
58.3333	0.0930165
58.8889	0.770757
59.4444	0.962053
60	0.673456
60.5556	0.792271
61.1111	1.89692
61.6667	0.0621467
62.2222	0.636477
62.7778	0.225768
63.3333	0.645453
63.8889	0.608451
64.4444	1.13329
65	1.55378
65.5556	0.113141
66.1111	0.862717
66.6667	0.259243
67.2222	0.431216
67.7778	0.334251
68.3333	0.158779
68.8889	1.36119
69.4444	0.412732
70	1.48824
70.5556	2.74759
71.1111	2.31558
71.6667	1.16932
72.2222	1.03227
72.7778	1.65606
73.3333	1.10174
73.8889	0.488776
74.4444	0.00772735
75	0.446295
75.5556	0.503907
76.1111	0.747869
76.6667	0.87328
77.2222	0.819549
77.7778	0.652215
78.3333	0.83178
78.8889	0.465143
79.4444	0.422711
80	0.671686
80.5556	0.859984
81.1111	0.0732968
