t,	etaU
0,	46.7959
0.554477,	57.234
1.10895,	53.959
1.66343,	44.9924
2.21791,	44.9924
2.77239,	53.959
3.32686,	57.234
3.88134,	46.7959
4.43582,	29.1242
4.9903,	18.7614
5.54477,	20.2375
6.09925,	31.3843
6.65373,	49.4698
7.20821,	66.0583
7.76268,	72.1713
8.31716,	66.645
8.87164,	58.0367
9.42612,	55.7462
9.98059,	55.1858
10.5351,	50.3975
11.0895,	48.2883
11.644,	56.5428
12.1985,	70.3225
12.753,	79.9318
13.3075,	87.286
13.8619,	95.9372
14.4164,	100
14.9709,	90.1527
15.5254,	64.535
16.0798,	38.5823
16.6343,	25.199
17.1888,	19.9323
17.7433,	16.6131
18.2978,	15.9384
18.8522,	20.4993
19.4067,	28.0319
19.9612,	31.5481
20.5157,	32.9277
21.0701,	40.8084
21.6246,	55.3265
22.1791,	68.2522
22.7336,	69.4285
23.2881,	62.9944
23.8425,	59.6043
24.397,	61.7748
24.9515,	66.3968
25.506,	69.33
26.0604,	68.7016
26.6149,	66.4081
27.1694,	60.4299
27.7239,	57.5916
28.2783,	65.1084
28.8328,	73.5181
29.3873,	79.1561
29.9418,	79.5276
30.4963,	71.9171
31.0507,	62.1466
31.6052,	55.9205
32.1597,	56.5737
32.7142,	70.204
33.2686,	85.3621
33.8231,	86.5061
34.3776,	73.0984
34.9321,	56.9061
35.4866,	55.3474
36.041,	71.4586
36.5955,	87.8477
37.15,	89.4005
37.7045,	79.1132
38.2589,	69.0127
38.8134,	64.7664
39.3679,	59.1188
39.9224,	49.2672
40.4769,	40.756
41.0313,	38.1536
41.5858,	37.6734
42.1403,	35.0952
42.6948,	31.9502
43.2492,	29.7148
43.8037,	27.1349
44.3582,	27.0015
44.9127,	30.5604
45.4671,	37.1224
46.0216,	45.1934
46.5761,	48.4224
47.1306,	47.8072
47.6851,	50.6954
48.2395,	58.4203
48.794,	66.3363
49.3485,	65.5776
49.903,	53.6086
50.4574,	46.3266
51.0119,	53.3981
51.5664,	64.071
52.1209,	65.2082
52.6754,	54.1708
53.2298,	39.7671
