t	etaU
0	5.84094e-15
0.555556	1.89166
1.11111	0.315085
1.66667	1.26977
2.22222	2.20438
2.77778	0.176121
3.33333	0.716127
3.88889	0.840842
4.44444	1.61037
5	0.975642
5.55556	2.63644
6.11111	0.15244
6.66667	0.0852719
7.22222	0.781717
7.77778	0.553735
8.33333	0.874326
8.88889	0.349179
9.44444	1.48574
10	0.961596
10.5556	0.638717
11.1111	0.73047
11.6667	0.57272
12.2222	0.769843
12.7778	0.0875586
13.3333	1.24271
13.8889	0.82502
14.4444	0.668714
15	0.555929
15.5556	0.466112
16.1111	1.00317
16.6667	0.494022
17.2222	0.618176
17.7778	0.52669
18.3333	1.35332
18.8889	0.00195426
19.4444	0.551246
20	0.107552
20.5556	0.520846
21.1111	0.0268567
21.6667	0.359104
22.2222	1.2191
22.7778	0.280234
23.3333	0.86779
23.8889	0.168396
24.4444	0.471572
25	0.0706634
25.5556	0.105288
26.1111	0.209767
26.6667	1.18632
27.2222	0.665853
27.7778	0.315167
28.3333	0.33744
28.8889	0.946269
29.4444	0.675816
30	0.225381
30.5556	0.438752
31.1111	0.079999
31.6667	0.183638
32.2222	0.987263
32.7778	0.35352
33.3333	0.192927
33.8889	0.380467
34.4444	0.308755
35	0.0394898
35.5556	0.278308
36.1111	0.802453
36.6667	0.76275
37.2222	2.213
37.7778	0.442435
38.3333	0.551673
38.8889	0.511711
39.4444	0.248364
40	0.628694
40.5556	0.15894
41.1111	0.187911
41.6667	0.242024
42.2222	0.410622
42.7778	1.00972
43.3333	0.126496
43.8889	1.05517
44.4444	1.22036
45	0.284257
45.5556	0.645976
46.1111	0.659248
46.6667	0.00422405
47.2222	0.113447
47.7778	1.24227
48.3333	1.6056
48.8889	0.978861
49.4444	0.786016
50	0.0169885
50.5556	0.910822
51.1111	0.925244
51.6667	0.600038
52.2222	0.332798
52.7778	0.68513
53.3333	0.455443
53.8889	0.0941516
54.4444	0.499195
55	0.50408
55.5556	0.596438
56.1111	0.776237
56.6667	0.192191
57.2222	0.655735
57.7778	0.545593
58.3333	0.37961
58.8889	0.789728
59.4444	0.212298
60	0.158483
60.5556	0.491853
61.1111	0.150058
61.6667	0.504962
62.2222	0.323541
62.7778	0.638655
63.3333	0.382769
63.8889	0.531036
64.4444	0.383433
65	0.100602
65.5556	0.0285959
66.1111	0.82408
66.6667	0.0487056
67.2222	0.703039
67.7778	0.147899
68.3333	1.56879
68.8889	1.08393
69.4444	0.711335
70	0.115757
70.5556	0.871667
71.1111	0.16942
71.6667	0.0105028
72.2222	0.192812
72.7778	0.300123
73.3333	1.66206
73.8889	0.423896
74.4444	0.754428
75	0.0970514
75.5556	1.37195
76.1111	0.630362
76.6667	0.500313
77.2222	0.195814
77.7778	0.136749
78.3333	0.574972
78.8889	0.377556
79.4444	0.201717
80	0.0509154
80.5556	0.740011
81.1111	0.07851
81.6667	0.127428
82.2222	0.174717
82.7778	0.19156
83.3333	0.343882
83.8889	0.387455
84.4444	1.05832
85	0.384607
85.5556	0.514346
86.1111	0.0667489
86.6667	0.0270478
87.2222	0.155222
87.7778	0.412275
88.3333	0.61345
88.8889	0.0925209
89.4444	0.261984
90	0.619717
90.5556	0.00865883
91.1111	0.22096
91.6667	0.593963
92.2222	0.233781
92.7778	0.199774
93.3333	0.0307782
93.8889	0.174818
94.4444	0.184017
95	0.0266397
95.5556	0.326432
96.1111	0.614553
96.6667	0.491724
97.2222	0.120589
97.7778	0.627688
98.3333	0.175882
98.8889	0.0266504
99.4444	0.264578
100	0.463456
100.556	0.539824
101.111	0.505946
101.667	0.438971
102.222	0.681315
102.778	0.19073
103.333	0.256489
103.889	1.00079
104.444	0.23191
105	0.0342981
105.556	0.415447
106.111	0.647345
106.667	0.801798
107.222	0.658002
107.778	0.0920392
108.333	0.279551
108.889	0.151577
109.444	0.329539
110	0.314107
110.556	0.177636
111.111	0.192419
111.667	0.18263
112.222	0.147864
112.778	0.03231
113.333	0.162798
113.889	0.6936
114.444	0.364844
115	0.0801494
115.556	0.0641298
116.111	0.0976988
116.667	0.702126
117.222	0.136298
117.778	0.0484438
118.333	0.142464
118.889	0.313631
119.444	0.0997048
120	0.00116761
120.556	0.376864
121.111	0.550966
121.667	0.0857753
122.222	0.220337
122.778	0.0169797
123.333	0.348656
123.889	0.415288
124.444	0.409275
125	0.0655646
125.556	0.627635
126.111	0.266969
126.667	0.0124243
127.222	0.145713
127.778	0.229341
128.333	0.0372263
128.889	0.180619
129.444	0.239619
130	0.0865078
130.556	0.205893
131.111	0.0753784
131.667	0.0933954
132.222	0.502936
132.778	0.0715946
133.333	0.0884273
133.889	0.0206616
134.444	0.311562
135	0.194528
135.556	0.395412
136.111	0.329387
136.667	0.589112
137.222	0.126959
137.778	0.00269132
138.333	0.289664
138.889	0.321555
139.444	0.373963
140	0.0259413
140.556	0.448948
141.111	0.3417
141.667	0.0382481
142.222	0.357557
142.778	0.260346
143.333	0.0958443
143.889	0.103288
144.444	0.978952
