t	etaU
0	1.11326e-14
0.555556	0.123768
1.11111	1.99237
1.66667	1.22524
2.22222	1.42614
2.77778	1.45732
3.33333	0.931874
3.88889	1.61749
4.44444	0.193276
5	1.03252
5.55556	0.429622
6.11111	0.608992
6.66667	0.691166
7.22222	0.817666
7.77778	0.231538
8.33333	0.480392
8.88889	0.601811
9.44444	0.00575821
10	1.31915
10.5556	1.18065
11.1111	0.39669
11.6667	1.65606
12.2222	0.385369
12.7778	0.258316
13.3333	1.03931
13.8889	1.19858
14.4444	0.596102
15	1.4762
15.5556	0.583256
16.1111	0.760608
16.6667	0.903743
17.2222	0.0477443
17.7778	0.853898
18.3333	2.84
18.8889	0.103859
19.4444	0.497259
20	0.529085
20.5556	0.783138
21.1111	1.20936
21.6667	0.0419627
22.2222	2.09789
22.7778	1.44816
23.3333	0.0920455
23.8889	0.584281
24.4444	2.72594
25	0.699066
25.5556	0.512055
26.1111	1.24052
26.6667	0.844269
27.2222	0.200012
27.7778	0.460079
28.3333	0.339595
28.8889	0.0304561
29.4444	1.23353
30	0.623397
30.5556	1.77076
31.1111	0.781852
31.6667	0.559824
32.2222	0.248933
32.7778	0.813681
33.3333	0.551958
33.8889	1.32804
34.4444	0.816217
35	0.654798
35.5556	0.0709661
36.1111	1.15019
36.6667	1.1413
37.2222	0.973966
37.7778	2.0162
38.3333	1.14244
38.8889	1.07917
39.4444	0.703835
40	0.769246
40.5556	1.36359
41.1111	0.755748
41.6667	0.719051
42.2222	0.9404
42.7778	0.618797
43.3333	0.122873
43.8889	1.38193
44.4444	0.58071
45	1.10828
45.5556	0.0739884
46.1111	0.177089
46.6667	1.04437
47.2222	0.33689
47.7778	1.22369
48.3333	0.633186
48.8889	1.62058
49.4444	0.164929
50	0.7398
50.5556	0.206972
51.1111	0.786409
51.6667	1.25597
52.2222	0.417023
52.7778	1.06019
53.3333	1.03473
53.8889	2.20017
54.4444	1.41892
55	0.104696
55.5556	0.580415
56.1111	0.127604
56.6667	0.680871
57.2222	0.308285
57.7778	1.18138
58.3333	0.675801
58.8889	0.879459
59.4444	0.566943
60	0.0979346
60.5556	0.0434601
61.1111	0.125659
61.6667	0.529267
62.2222	0.153587
62.7778	0.120011
63.3333	0.201418
63.8889	0.28378
64.4444	1.6751
65	1.42124
65.5556	0.556534
66.1111	0.779778
66.6667	0.408284
67.2222	0.941676
67.7778	0.536422
68.3333	0.36551
68.8889	1.51892
69.4444	1.05773
70	0.895336
