t	etaU
0	1.11453e-14
0.555556	1.43595
1.11111	0.663096
1.66667	1.4854
2.22222	1.97789
2.77778	0.986327
3.33333	0.610043
3.88889	0.691756
4.44444	1.57207
5	0.577467
5.55556	1.48974
6.11111	1.17811
6.66667	0.0675666
7.22222	1.39755
7.77778	0.92962
8.33333	1.30007
8.88889	0.662184
9.44444	1.46575
10	0.572894
10.5556	0.761178
11.1111	0.403637
11.6667	0.266802
12.2222	0.546634
12.7778	0.542417
13.3333	3.52624
13.8889	1.79291
14.4444	0.836615
15	0.53094
15.5556	0.66479
16.1111	0.620652
16.6667	1.14653
17.2222	1.44647
17.7778	0.999046
18.3333	2.54617
18.8889	1.76912
19.4444	1.07562
20	1.08108
20.5556	0.0647727
21.1111	1.27266
21.6667	1.04039
22.2222	0.615249
22.7778	0.378654
23.3333	0.0412122
23.8889	1.16775
24.4444	1.13616
25	0.889551
25.5556	0.509794
26.1111	1.58496
26.6667	1.51112
27.2222	1.6623
27.7778	1.04049
28.3333	1.24635
28.8889	0.782275
29.4444	0.715274
30	0.389366
30.5556	1.37851
31.1111	1.02708
31.6667	0.281249
32.2222	0.0569993
32.7778	1.44752
33.3333	0.146233
33.8889	0.232743
34.4444	1.2343
35	0.461648
35.5556	0.0963237
36.1111	0.65807
36.6667	0.12291
37.2222	0.406292
37.7778	0.937839
38.3333	1.06646
38.8889	0.52035
39.4444	1.52416
40	0.406865
40.5556	0.709527
41.1111	0.223865
41.6667	1.73412
42.2222	1.21133
42.7778	1.66285
43.3333	1.80099
43.8889	2.38038
44.4444	1.0183
45	1.94464
45.5556	0.671269
46.1111	2.06128
46.6667	0.326087
47.2222	0.529211
47.7778	0.0566636
48.3333	0.37216
48.8889	0.757708
49.4444	0.825632
50	0.50895
50.5556	0.221374
51.1111	0.55071
51.6667	0.0913561
52.2222	0.978648
52.7778	1.15105
53.3333	0.442901
53.8889	0.99153
54.4444	0.284097
55	0.6302
55.5556	0.662208
56.1111	0.0250853
56.6667	0.626523
57.2222	0.580585
57.7778	0.681332
58.3333	0.845624
58.8889	0.977816
59.4444	1.17614
60	1.04321
60.5556	0.593947
61.1111	1.64034
61.6667	0.467008
62.2222	0.274078
62.7778	0.549982
63.3333	0.587342
63.8889	1.0913
64.4444	0.664406
65	0.194269
65.5556	0.029785
66.1111	0.127346
66.6667	0.400788
67.2222	1.44406
67.7778	0.209193
68.3333	0.52171
68.8889	0.374322
69.4444	2.0724
70	1.20875
70.5556	0.486403
71.1111	0.317469
71.6667	0.330061
72.2222	0.217273
72.7778	0.324123
73.3333	1.92712
73.8889	0.0789683
74.4444	1.10148
75	0.851091
75.5556	0.8416
76.1111	1.14784
76.6667	0.396325
77.2222	0.181388
77.7778	0.149157
78.3333	0.884999
78.8889	0.63932
79.4444	1.33677
80	1.02095
80.5556	1.01963
81.1111	0.330104
81.6667	0.153567
82.2222	0.0685534
82.7778	0.154662
83.3333	1.01699
83.8889	0.559882
84.4444	0.147188
85	0.777168
85.5556	0.972252
86.1111	0.575302
86.6667	0.858173
87.2222	0.751722
87.7778	1.09546
88.3333	0.144953
88.8889	0.327738
89.4444	1.65047
90	0.675782
90.5556	0.776706
91.1111	0.75362
91.6667	0.96035
92.2222	0.299677
92.7778	0.016017
93.3333	0.0504879
93.8889	0.444286
94.4444	2.60068
95	0.0666203
95.5556	0.594953
96.1111	0.0446888
96.6667	0.993625
97.2222	0.320159
97.7778	0.201958
98.3333	0.550597
98.8889	1.15226
99.4444	0.126428
100	0.12002
100.556	0.181003
101.111	0.414422
101.667	0.679123
102.222	0.318515
102.778	0.455813
103.333	0.10541
103.889	1.14303
104.444	0.180181
105	1.35712
105.556	0.110333
106.111	1.04351
106.667	0.449609
107.222	0.84087
107.778	1.02262
108.333	1.83031
108.889	0.356621
109.444	0.463836
110	0.657002
110.556	1.01731
111.111	0.105391
111.667	0.123605
112.222	0.616051
112.778	1.41457
113.333	1.63319
113.889	0.369818
114.444	0.934874
115	1.98445
115.556	0.488392
116.111	0.947562
116.667	0.435179
117.222	0.104024
117.778	1.14823
118.333	1.57975
118.889	0.435079
119.444	0.127271
120	1.0598
120.556	0.0586268
121.111	0.583893
121.667	1.10793
122.222	0.783541
122.778	0.0191356
123.333	0.00686857
123.889	1.37653
124.444	0.553779
125	0.835802
125.556	0.528262
126.111	1.78206
126.667	1.04454
127.222	0.0496978
127.778	0.41281
128.333	0.217478
128.889	0.760732
129.444	0.691455
130	0.846441
130.556	0.812902
131.111	0.141592
131.667	1.47588
132.222	0.713044
132.778	1.85874
