t	etaU
0	3.24588e-15
0.555556	1.04264
1.11111	0.864233
1.66667	0.97973
2.22222	1.34383
2.77778	0.159213
3.33333	1.03582
3.88889	1.94392
4.44444	1.21769
5	1.41292
5.55556	0.317712
6.11111	1.01684
6.66667	2.07421
7.22222	0.409371
7.77778	0.729872
8.33333	1.45499
8.88889	2.78847
9.44444	0.424984
10	0.583179
10.5556	2.02597
11.1111	1.22382
11.6667	2.7346
12.2222	0.767163
12.7778	0.057858
13.3333	3.47669
13.8889	1.33689
14.4444	1.47067
15	4.18632
15.5556	1.33441
16.1111	0.586169
16.6667	3.98418
17.2222	1.92243
17.7778	0.17848
18.3333	0.42625
18.8889	0.0127921
19.4444	0.410274
20	0.457103
20.5556	0.568623
21.1111	1.25263
21.6667	0.0977519
22.2222	0.390665
22.7778	2.28691
23.3333	1.40824
23.8889	0.279054
24.4444	1.25104
25	2.24737
25.5556	1.00021
26.1111	0.622086
26.6667	2.81137
27.2222	1.36739
27.7778	1.32981
28.3333	0.990207
28.8889	0.791278
29.4444	1.18605
30	1.33593
30.5556	2.54603
31.1111	2.12358
31.6667	1.04604
32.2222	1.10232
32.7778	1.00495
33.3333	0.723518
33.8889	1.42605
34.4444	0.00724237
35	1.95459
35.5556	2.10318
36.1111	0.337496
36.6667	0.468773
37.2222	0.137034
37.7778	1.03147
38.3333	0.343786
38.8889	0.327366
39.4444	1.32558
40	1.94488
40.5556	1.73507
41.1111	0.453621
41.6667	0.620634
42.2222	0.127993
42.7778	0.679271
43.3333	2.06535
43.8889	1.25773
44.4444	1.7789
45	0.226035
45.5556	1.22489
46.1111	1.92424
46.6667	1.52332
47.2222	0.830984
47.7778	0.632395
48.3333	0.207598
48.8889	1.49207
49.4444	0.171373
50	0.713557
50.5556	0.736843
51.1111	0.658126
51.6667	0.26697
52.2222	1.47154
52.7778	0.648956
53.3333	1.31059
53.8889	1.60237
54.4444	0.6965
55	0.339435
55.5556	0.57435
56.1111	1.92007
56.6667	0.025434
57.2222	0.363555
57.7778	0.237251
58.3333	0.143056
58.8889	0.581906
59.4444	0.423467
60	1.19819
60.5556	0.270734
61.1111	0.0964449
61.6667	0.638848
62.2222	1.29171
62.7778	0.414436
63.3333	0.70123
63.8889	0.678292
64.4444	1.6759
65	0.277814
65.5556	1.03498
66.1111	0.619014
66.6667	0.363388
67.2222	0.680772
67.7778	1.83439
68.3333	0.526531
68.8889	1.04718
69.4444	0.188343
70	0.72752
70.5556	0.693524
71.1111	0.40671
71.6667	1.7779
72.2222	0.156069
72.7778	0.508079
73.3333	0.415297
73.8889	0.699391
74.4444	0.602498
75	1.2164
75.5556	0.209169
76.1111	0.0533281
76.6667	1.85533
77.2222	1.00428
77.7778	0.0340793
78.3333	0.172866
78.8889	0.0206128
79.4444	0.262558
80	1.67676
80.5556	0.685832
81.1111	0.662594
81.6667	0.796003
82.2222	0.000507936
82.7778	0.0925715
83.3333	0.0410371
83.8889	0.451013
84.4444	0.446953
85	0.00470876
85.5556	0.237361
86.1111	1.33885
86.6667	0.669728
87.2222	0.253522
87.7778	0.00939544
88.3333	0.44665
88.8889	0.489006
89.4444	1.52005
90	0.148448
90.5556	0.0579631
91.1111	0.410707
91.6667	0.190218
92.2222	2.04219
92.7778	0.261399
93.3333	0.394102
93.8889	0.26385
94.4444	0.311595
95	0.0691673
95.5556	0.600068
96.1111	0.982898
96.6667	1.28023
97.2222	0.879581
97.7778	0.0767289
98.3333	0.784932
98.8889	0.999555
99.4444	0.487471
100	1.00722
100.556	0.471865
101.111	0.335674
101.667	0.178184
102.222	0.330693
102.778	0.284676
103.333	0.277717
103.889	0.674005
104.444	0.0118112
105	0.00940228
105.556	0.242688
106.111	0.223848
106.667	0.408757
107.222	0.964127
107.778	0.0298358
108.333	0.562491
108.889	0.454736
109.444	0.905409
110	0.275536
110.556	0.58894
111.111	0.712899
111.667	0.00102807
112.222	0.920763
112.778	0.576296
113.333	0.748396
113.889	0.30877
114.444	0.300535
115	0.168997
115.556	0.666934
116.111	0.351056
116.667	0.756748
117.222	0.0042776
117.778	0.504581
118.333	0.560841
118.889	0.316412
119.444	0.0886569
120	0.135173
120.556	0.455899
121.111	0.658186
121.667	0.379923
122.222	0.0575903
122.778	0.7013
123.333	0.334445
123.889	0.177607
124.444	0.159681
125	0.0830103
125.556	0.223298
126.111	0.417468
126.667	0.333892
127.222	0.59105
127.778	0.0986129
128.333	0.381813
128.889	0.0539563
129.444	0.268621
130	0.0247272
130.556	0.122744
131.111	0.490635
131.667	0.135605
132.222	0.321621
132.778	0.473774
133.333	0.293629
133.889	0.136103
134.444	0.125568
135	0.277556
135.556	0.49967
136.111	0.0337028
136.667	0.788046
137.222	0.268114
137.778	0.542447
138.333	0.783011
138.889	0.901415
139.444	0.77643
140	0.85946
140.556	0.317118
141.111	1.10929
141.667	1.2368
142.222	1.96722
142.778	1.21802
143.333	0.268481
143.889	0.20202
144.444	1.3895
145	0.923001
145.556	0.284742
146.111	0.0640457
146.667	0.298009
147.222	0.945005
147.778	0.0703453
148.333	0.211032
148.889	0.292416
149.444	0.344996
150	0.205237
150.556	0.0066375
151.111	0.456995
151.667	0.861743
152.222	0.357441
152.778	0.453533
153.333	0.0463337
153.889	0.290624
154.444	0.275589
155	0.111882
155.556	0.337816
156.111	0.00689925
156.667	0.121176
157.222	0.0996854
157.778	0.297829
158.333	0.241409
158.889	0.426631
159.444	0.0764014
160	0.621492
160.556	0.39047
161.111	0.800134
161.667	0.367887
162.222	0.083273
162.778	0.0693418
163.333	0.245334
163.889	0.0766207
164.444	0.669191
165	0.220581
165.556	0.55515
166.111	0.0629511
166.667	0.178113
167.222	0.090895
167.778	0.0382931
168.333	0.00438194
168.889	0.318109
169.444	0.135951
170	0.353183
170.556	0.132921
171.111	0.0922239
171.667	0.00406011
172.222	0.559505
172.778	0.192515
173.333	0.272994
173.889	0.0640598
174.444	0.061465
175	0.330864
175.556	0.335614
176.111	0.218007
176.667	0.239824
177.222	0.0121998
177.778	0.316733
178.333	0.0225064
178.889	0.0335577
179.444	0.0357718
180	0.040522
180.556	0.0974009
181.111	0.248571
181.667	0.144532
182.222	0.0160541
182.778	0.206299
183.333	0.238532
183.889	0.0138905
184.444	0.295395
185	0.0930303
185.556	0.192633
186.111	0.0376913
186.667	0.233673
187.222	0.0986011
187.778	0.0328713
188.333	0.19574
188.889	0.0433182
189.444	0.127848
190	0.168617
190.556	0.323918
191.111	0.237614
191.667	0.113063
192.222	0.170369
192.778	0.0740379
193.333	0.183785
193.889	0.0502475
194.444	0.0924109
195	0.202609
195.556	0.192643
196.111	0.404879
196.667	0.381798
197.222	0.143647
197.778	0.0286647
198.333	0.193286
198.889	0.0245006
199.444	0.0584866
200	0.080192
200.556	0.276963
201.111	0.0600762
201.667	0.0336407
202.222	0.154186
202.778	0.0494011
203.333	0.03007
203.889	0.142951
204.444	0.101832
205	0.169834
205.556	0.131044
206.111	0.0288222
206.667	0.126429
207.222	0.142673
207.778	0.0165062
208.333	0.14766
208.889	0.0465003
209.444	0.243274
210	0.0877558
210.556	0.176014
211.111	0.17222
211.667	0.150779
212.222	0.107371
212.778	0.101184
213.333	0.0420347
213.889	0.0694576
214.444	0.0121729
215	0.00231344
215.556	0.0436359
216.111	0.193239
216.667	0.0907467
217.222	0.138442
217.778	0.128592
218.333	0.0979142
218.889	0.352073
219.444	0.00576152
220	0.0572952
220.556	0.258914
221.111	0.130149
221.667	0.25167
222.222	0.0942195
222.778	0.0865474
223.333	0.119468
223.889	0.11493
224.444	0.085713
225	0.127899
225.556	0.0456046
226.111	0.00908669
226.667	0.105586
227.222	0.115315
227.778	0.0416987
228.333	0.0623583
228.889	0.00448256
229.444	0.0306791
230	0.157071
230.556	0.206742
231.111	0.00362249
231.667	0.0866945
232.222	0.0200939
232.778	0.0015216
233.333	0.0161633
233.889	0.0626507
234.444	0.154002
235	0.139941
235.556	0.11611
236.111	0.104471
236.667	0.0698881
237.222	0.0473559
237.778	0.0126119
238.333	0.141131
238.889	0.0234269
239.444	0.0611574
240	0.0309282
240.556	0.0610306
241.111	0.0636173
241.667	0.183176
242.222	0.141524
242.778	0.0374542
243.333	0.120951
243.889	0.039129
244.444	0.0411843
245	0.0949806
245.556	0.132604
246.111	0.0126698
246.667	0.142606
247.222	0.0409878
247.778	0.0195845
248.333	0.0763999
248.889	0.0332698
249.444	0.0276633
250	0.0290229
250.556	0.0813946
251.111	0.093599
251.667	0.141766
252.222	0.047348
252.778	0.0954043
253.333	0.103403
253.889	0.0363417
254.444	0.112995
255	0.0898842
255.556	0.057964
256.111	0.205796
256.667	0.177901
257.222	0.0815828
257.778	0.0954807
258.333	0.0648492
258.889	0.0214381
259.444	0.0472025
260	0.123458
260.556	0.0638174
261.111	0.119993
261.667	0.0141312
262.222	0.149749
262.778	0.0263913
263.333	0.00143066
263.889	0.06116
264.444	0.0735233
265	0.028479
265.556	0.0616791
266.111	0.11732
266.667	0.0147965
267.222	0.150519
267.778	0.0171013
268.333	0.00309308
268.889	0.102844
269.444	0.114594
270	0.0785444
270.556	0.0923627
271.111	0.088002
271.667	0.148579
272.222	0.0786929
272.778	0.121162
273.333	0.0790889
273.889	0.0148523
274.444	0.105776
275	0.0380379
275.556	0.0603016
276.111	0.036439
276.667	0.020005
277.222	0.0294231
277.778	0.092683
278.333	0.162001
278.889	0.104758
279.444	0.169044
280	0.146801
280.556	0.0253573
281.111	0.0228431
281.667	0.0837773
282.222	0.0408638
282.778	0.0914119
283.333	0.0684954
283.889	0.00242892
284.444	0.0178437
285	0.133175
285.556	0.0500763
286.111	0.0186364
286.667	0.0401174
287.222	0.0476459
287.778	0.0527049
288.333	0.0375917
288.889	0.0125513
289.444	0.0256014
290	0.031059
290.556	0.0227262
291.111	0.106145
291.667	0.037091
292.222	0.0646345
292.778	0.00851319
293.333	0.035798
293.889	0.0868631
294.444	0.0186438
295	0.0423984
295.556	0.00531624
296.111	0.0636311
296.667	0.0563544
297.222	0.0985931
297.778	0.0288984
298.333	0.0310314
298.889	0.0372418
299.444	0.108638
300	0.147838
300.556	0.0196897
301.111	0.0481028
301.667	0.002408
302.222	0.0174492
302.778	0.0125945
303.333	0.0391427
303.889	0.0537086
304.444	0.0490215
305	0.0296717
305.556	0.0338346
306.111	0.00296139
306.667	0.0735309
307.222	0.00196712
307.778	0.0191423
308.333	0.0114055
308.889	0.0223133
309.444	0.00766769
310	0.0256632
310.556	0.0280756
311.111	0.0348371
311.667	0.0237197
312.222	0.0389862
312.778	0.042725
313.333	0.027022
313.889	0.0673985
314.444	0.0719654
315	0.022967
315.556	0.0398773
316.111	0.0272647
316.667	0.00731532
317.222	0.0300622
317.778	0.03601
318.333	0.0122534
318.889	0.0327702
319.444	0.0386442
320	0.0831891
320.556	0.0488953
321.111	0.0650393
321.667	0.0707789
322.222	0.0168537
322.778	0.0138238
323.333	0.0234077
323.889	0.0859963
324.444	0.0187503
325	0.00840002
325.556	0.0225018
326.111	0.0673398
326.667	0.0086763
327.222	0.0157309
327.778	0.114364
328.333	0.0615677
328.889	0.0246283
329.444	0.00631318
330	0.0278986
330.556	0.0361063
331.111	0.0565419
331.667	0.032023
332.222	0.0144566
332.778	0.0619086
333.333	0.0431541
333.889	0.102597
334.444	0.0234089
335	0.0372328
335.556	0.0186827
336.111	0.0445856
336.667	0.0542466
337.222	0.011201
337.778	0.0300366
338.333	0.00276754
338.889	0.0141432
339.444	0.0409856
340	0.0173
340.556	0.00732358
341.111	0.0016987
341.667	0.0125333
342.222	0.0405347
342.778	0.054175
343.333	0.00831677
343.889	0.0184871
344.444	0.0260494
345	0.0175036
345.556	0.0640064
346.111	0.0515317
346.667	0.0529719
347.222	0.0130959
347.778	0.00645468
348.333	0.0367153
348.889	0.0771942
349.444	0.0601739
350	0.00707263
350.556	0.0474783
351.111	0.0752139
351.667	0.00120125
352.222	0.0289394
352.778	0.0579294
353.333	0.0581134
353.889	0.0431505
354.444	0.00623417
355	0.0348502
355.556	1.64478e-05
356.111	0.0783469
356.667	0.00233399
357.222	0.0279028
357.778	0.0586779
358.333	0.00439303
358.889	0.0179374
359.444	0.00169233
360	0.0623861
360.556	0.0340019
361.111	0.0017195
361.667	0.0121417
362.222	0.0372261
362.778	0.0412709
