t,	etaU
0,	20.32
0.49925,	18.0805
0.9985,	13.4028
1.49775,	10.6252
1.997,	10.6252
2.49625,	13.4028
2.9955,	18.0805
3.49475,	20.32
3.994,	18.6252
4.49325,	15.676
4.9925,	14.3002
5.49175,	14.8258
5.991,	14.4431
6.49025,	11.6393
6.9895,	10.0959
7.48875,	12.0408
7.988,	15.5895
8.48725,	18.5684
8.9865,	20.198
9.48575,	20.2395
9.985,	20.054
10.4842,	19.2409
10.9835,	16.8376
11.4827,	14.088
11.982,	11.9086
12.4812,	11.9071
12.9805,	14.7023
13.4797,	16.7755
13.979,	15.1974
14.4782,	12.673
14.9775,	12.5776
15.4767,	14.9283
15.976,	16.3492
16.4752,	14.4323
16.9745,	11.9852
17.4737,	11.9884
17.973,	13.8071
18.4722,	16.0724
18.9715,	17.1437
19.4707,	16.0484
19.97,	14.6158
20.4692,	14.3846
20.9685,	15.9481
21.4677,	18.2729
21.967,	18.1354
22.4662,	14.8459
22.9655,	10.8588
23.4647,	7.63263
23.964,	5.38939
24.4632,	5.23239
24.9625,	7.11208
25.4617,	9.36965
25.961,	10.5906
26.4602,	10.9578
26.9595,	12.2957
27.4587,	15.9396
27.958,	19.5956
28.4572,	19.7305
28.9565,	16.7505
29.4557,	14.2151
29.955,	14.1997
30.4542,	15.5301
30.9535,	15.4128
31.4527,	12.5319
31.952,	10.4524
32.4512,	11.4065
32.9505,	12.901
33.4497,	12.6009
33.949,	9.81392
34.4482,	6.12403
34.9475,	4.91913
35.4467,	7.68745
35.946,	12.522
36.4452,	16.4581
36.9445,	17.4431
37.4437,	16.6734
37.943,	17.1352
38.4422,	19.3735
38.9415,	20.7491
39.4407,	20.1336
39.94,	18.7978
40.4392,	17.715
40.9385,	16.6157
41.4377,	14.6972
41.937,	15.3705
42.4362,	21.0244
42.9355,	26.6876
43.4347,	26.5461
43.934,	21.0776
44.4332,	15.0008
44.9325,	12.2387
45.4317,	14.0686
45.931,	18.9384
46.4302,	24.1062
46.9295,	28.2881
47.4287,	30.1797
47.928,	29.5623
48.4272,	30.1153
48.9265,	30.6169
49.4257,	26.7709
49.925,	19.9079
50.4242,	15.3252
50.9235,	16.4115
51.4227,	21.2932
51.922,	25.3345
52.4212,	25.1687
52.9205,	22.9721
53.4197,	23.7958
53.919,	26.6898
54.4182,	28.0412
54.9175,	26.7363
55.4167,	21.7756
55.916,	16.7298
56.4152,	15.5352
56.9145,	16.5528
57.4137,	17.7976
57.913,	18.6536
58.4122,	20.6785
58.9115,	25.0671
59.4107,	31.1798
59.91,	36.9196
60.4092,	45.116
60.9085,	57.4783
61.4077,	69.7861
61.907,	76.0764
62.4062,	73.7323
62.9055,	67.5426
63.4047,	61.9627
63.904,	55.6732
64.4032,	49.4313
64.9025,	44.6259
65.4017,	40.8977
65.901,	47.0462
66.4002,	61.7894
66.8995,	72.4796
67.3987,	75.7136
67.898,	75.7673
68.3972,	81.4231
68.8965,	95.3873
69.3957,	100
69.895,	82.2181
70.3942,	55.4464
70.8935,	35.8433
71.3927,	27.7049
71.892,	26.3182
72.3912,	25.6457
72.8905,	25.5815
73.3897,	28.2084
73.889,	32.0113
74.3882,	35.2234
74.8875,	37.2531
75.3867,	35.3198
75.886,	28.8073
76.3852,	22.9219
76.8845,	23.1067
77.3837,	27.2815
77.883,	29.4134
78.3822,	28.5411
78.8815,	27.6077
79.3807,	29.0266
79.88,	31.5442
80.3792,	32.1851
80.8785,	31.0756
81.3777,	30.2388
81.877,	30.0631
82.3762,	30.1736
82.8755,	29.7379
83.3747,	26.8489
83.874,	23.4094
84.3732,	22.3976
84.8725,	22.3746
85.3717,	21.2991
85.871,	21.4803
86.3702,	23.9279
86.8695,	26.1894
87.3687,	25.3795
87.868,	20.5901
88.3672,	14.6748
88.8665,	12.218
89.3657,	15.3361
89.865,	21.3224
90.3642,	24.7647
90.8635,	22.6391
91.3627,	16.628
91.862,	11.023
92.3612,	9.12076
92.8605,	10.0162
93.3597,	11.1974
93.859,	11.9489
94.3582,	11.0834
94.8575,	8.48058
95.3567,	6.84672
95.856,	6.90602
96.3552,	7.33144
96.8545,	8.21363
97.3537,	9.86929
97.853,	12.9178
98.3522,	16.7954
98.8515,	18.1726
99.3507,	15.9787
99.85,	11.9097
100.349,	7.80115
100.848,	5.46729
101.348,	5.03771
101.847,	5.47058
102.346,	6.86143
102.845,	8.97543
103.345,	10.2998
103.844,	10.7929
104.343,	11.223
