t,	etaU
0,	47.8729
0.49925,	61.9026
0.9985,	70.2031
1.49775,	74.334
1.997,	74.334
2.49625,	70.2031
2.9955,	61.9026
3.49475,	47.8729
3.994,	39.1217
4.49325,	42.6346
4.9925,	46.1504
5.49175,	45.6012
5.991,	50.1158
6.49025,	65.9369
6.9895,	84.8719
7.48875,	91.6208
7.988,	81.8699
8.48725,	65.826
8.9865,	54.9124
9.48575,	52.1071
9.985,	52.6828
10.4842,	54.7223
10.9835,	55.9798
11.4827,	51.8098
11.982,	48.8569
12.4812,	53.934
12.9805,	61.657
13.4797,	62.4306
13.979,	55.2531
14.4782,	47.9069
14.9775,	46.6253
15.4767,	51.5596
15.976,	59.8935
16.4752,	66.4172
16.9745,	67.9347
17.4737,	67.6194
17.973,	64.8025
18.4722,	58.2583
18.9715,	45.908
19.4707,	28.4107
19.97,	18.2813
20.4692,	27.7707
20.9685,	47.0998
21.4677,	57.9571
21.967,	55.289
22.4662,	44.3058
22.9655,	34.2008
23.4647,	33.3646
23.964,	40.5731
24.4632,	51.2308
24.9625,	59.8058
25.4617,	56.6122
25.961,	44.8972
26.4602,	39.758
26.9595,	46.6732
27.4587,	60.5333
27.958,	70.5466
28.4572,	69.9896
28.9565,	65.0769
29.4557,	60.0166
29.955,	54.9416
30.4542,	54.3401
30.9535,	56.4395
31.4527,	53.0438
31.952,	42.5159
32.4512,	27.8299
32.9505,	15.456
33.4497,	15.3251
33.949,	28.0681
34.4482,	43.9021
34.9475,	52.9377
35.4467,	47.4562
35.946,	31.9507
36.4452,	19.9464
36.9445,	19.9644
37.4437,	28.7729
37.943,	35.087
38.4422,	33.1051
38.9415,	26.3985
39.4407,	21.8101
39.94,	24.3739
40.4392,	31.139
40.9385,	39.708
41.4377,	51.8435
41.937,	67.9982
42.4362,	85.3158
42.9355,	98.3689
43.4347,	100
43.934,	89.553
44.4332,	73.0676
44.9325,	56.0071
45.4317,	44.6908
45.931,	43.2548
46.4302,	51.9317
46.9295,	67.6886
47.4287,	79.5022
47.928,	82.9755
48.4272,	81.3137
48.9265,	74.3288
49.4257,	63.9015
49.925,	48.8809
50.4242,	37.2046
50.9235,	43.196
51.4227,	59.9761
51.922,	70.2514
52.4212,	63.7178
52.9205,	44.909
53.4197,	32.1237
53.919,	32.2565
54.4182,	36.3349
54.9175,	34.6615
55.4167,	27.7136
55.916,	24.4981
56.4152,	27.465
56.9145,	31.6089
57.4137,	41.0851
57.913,	56.0142
58.4122,	64.7029
58.9115,	66.1787
59.4107,	64.142
59.91,	59.6083
60.4092,	57.1044
60.9085,	53.737
61.4077,	52.0763
61.907,	59.8273
62.4062,	64.8604
62.9055,	57.942
63.4047,	50.0852
63.904,	49.8236
64.4032,	52.7513
64.9025,	56.657
65.4017,	65.5077
65.901,	78.1484
66.4002,	84.0297
66.8995,	74.8196
67.3987,	55.651
67.898,	41.1923
68.3972,	36.5893
68.8965,	38.3371
69.3957,	47.8475
69.895,	60.1795
70.3942,	63.439
70.8935,	57.9347
71.3927,	50.9092
71.892,	44.0465
72.3912,	37.9007
72.8905,	33.505
73.3897,	33.0467
73.889,	36.4506
74.3882,	37.3851
74.8875,	32.692
75.3867,	31.8021
75.886,	46.9945
76.3852,	70.6524
76.8845,	82.7555
77.3837,	73.7147
77.883,	51.0669
78.3822,	34.009
78.8815,	31.7252
79.3807,	36.6693
79.88,	38.5382
80.3792,	34.415
80.8785,	26.7215
81.3777,	19.8253
81.877,	17.457
82.3762,	19.4304
82.8755,	20.5162
83.3747,	24.4062
83.874,	37.1486
84.3732,	52.3945
84.8725,	62.0571
85.3717,	61.9627
85.871,	54.7212
86.3702,	46.8146
86.8695,	38.0793
87.3687,	30.2587
87.868,	29.107
88.3672,	32.6195
88.8665,	37.3341
89.3657,	39.4446
89.865,	38.1248
90.3642,	36.424
90.8635,	33.3986
91.3627,	30.7523
91.862,	31.7114
92.3612,	34.2761
92.8605,	38.887
93.3597,	45.8039
93.859,	52.9534
94.3582,	59.7427
94.8575,	63.5204
95.3567,	60.3318
95.856,	51.5196
96.3552,	41.7741
96.8545,	32.9288
97.3537,	26.6072
97.853,	25.1435
98.3522,	26.7981
98.8515,	28.2816
99.3507,	26.9835
99.85,	22.7273
100.349,	21.0178
100.848,	23.033
101.348,	22.9909
101.847,	18.321
102.346,	12.9223
102.845,	13.8238
103.345,	23.8961
103.844,	35.5978
104.343,	43.4836
104.842,	46.8548
105.342,	46.6799
105.841,	47.9103
106.34,	51.4027
106.839,	51.3264
107.339,	47.2189
107.838,	42.6004
108.337,	40.0221
108.836,	46.1718
109.336,	57.7919
109.835,	62.507
110.334,	60.4703
110.833,	55.3506
111.333,	47.3622
111.832,	40.8198
112.331,	34.7901
112.83,	30.3145
113.33,	37.7108
113.829,	51.9268
114.328,	59.5186
114.827,	57.3212
115.327,	47.175
115.826,	36.7084
116.325,	34.1066
116.824,	35.144
117.324,	34.7137
117.823,	33.8575
118.322,	32.9469
118.821,	33.4149
119.321,	33.3554
119.82,	31.2774
120.319,	30.0414
120.818,	31.354
121.318,	33.6341
121.817,	31.8803
122.316,	26.8964
122.815,	26.3632
123.315,	31.6003
123.814,	37.0057
124.313,	35.9056
124.812,	28.8311
125.312,	22.8972
125.811,	20.262
126.31,	23.2068
126.809,	30.6521
127.309,	36.1322
127.808,	37.0325
128.307,	32.3057
128.806,	25.6668
129.306,	24.7811
129.805,	28.7276
130.304,	31.4091
130.803,	31.739
131.303,	31.2713
131.802,	34.0272
132.301,	40.4538
132.8,	44.2521
133.3,	42.3165
133.799,	39.08
134.298,	40.3614
134.797,	46.2078
135.297,	49.9036
135.796,	49.5535
136.295,	48.9668
136.794,	47.5011
137.294,	49.0068
137.793,	53.1241
138.292,	55.9618
138.791,	63.7988
139.291,	73.7657
139.79,	75.3391
140.289,	66.9928
140.788,	50.341
141.288,	34.9461
141.787,	31.06
142.286,	31.6389
142.785,	29.3544
143.285,	28.2063
143.784,	32.0171
144.283,	38.1517
144.782,	41.0895
145.282,	42.2415
145.781,	45.2751
146.28,	48.3725
146.779,	47.3418
147.279,	42.083
147.778,	36.2524
148.277,	32.6905
148.776,	32.6195
149.276,	35.1516
149.775,	38.29
150.274,	38.2407
150.773,	32.7048
151.273,	25.2352
151.772,	22.1732
152.271,	22.0789
152.77,	20.6596
153.27,	16.7175
153.769,	14.9884
154.268,	20.5265
154.767,	28.8382
155.267,	32.529
155.766,	32.2113
156.265,	33.3479
156.764,	40.2205
157.264,	47.0599
157.763,	43.2072
158.262,	30.8493
158.761,	20.3415
159.261,	17.9841
159.76,	23.6146
160.259,	32.6084
160.758,	38.3615
161.258,	39.1609
161.757,	35.6087
162.256,	28.4441
162.755,	20.4861
163.255,	13.9564
163.754,	9.1754
164.253,	8.72972
164.752,	13.8953
165.252,	20.7223
165.751,	24.7728
166.25,	24.122
166.749,	22.423
167.249,	22.5794
167.748,	22.4426
168.247,	21.7704
168.746,	22.2903
169.246,	23.1353
169.745,	22.5127
170.244,	19.5855
170.743,	16.9454
171.243,	19.7709
171.742,	26.9753
172.241,	32.9844
172.74,	34.0671
173.24,	29.4411
173.739,	22.899
174.238,	18.9789
174.737,	18.5297
175.237,	19.0217
175.736,	18.1169
176.235,	16.8088
176.734,	17.8016
177.234,	20.58
177.733,	23.5124
178.232,	27.5053
178.731,	31.2206
179.231,	30.5604
179.73,	25.4773
180.229,	19.2187
180.728,	15.0118
181.228,	17.3552
181.727,	24.6946
182.226,	29.7485
182.725,	28.5548
183.225,	22.6209
183.724,	16.7557
184.223,	14.8336
184.722,	17.286
185.222,	20.7475
185.721,	23.8265
186.22,	26.0336
186.719,	25.6681
187.219,	24.7617
187.718,	25.1974
188.217,	24.1024
188.716,	22.1179
189.216,	21.752
189.715,	23.4646
190.214,	25.2018
190.713,	24.9416
191.213,	24.4008
191.712,	25.1232
192.211,	25.354
192.71,	22.4983
193.21,	17.5235
193.709,	15.9804
194.208,	19.2868
194.707,	22.6482
195.207,	23.4847
195.706,	22.1555
196.205,	20.1927
196.704,	19.4115
197.204,	20.0647
197.703,	20.1362
198.202,	19.8928
198.701,	20.032
199.201,	18.6413
199.7,	15.1858
200.199,	12.9318
200.698,	13.2455
201.198,	14.6208
201.697,	14.8363
202.196,	13.7841
202.695,	15.8355
203.195,	24.2317
203.694,	34.3961
204.193,	42.5538
204.692,	46.9885
205.192,	44.1055
205.691,	34.088
206.19,	21.2151
206.689,	11.8696
207.189,	9.83616
207.688,	11.7795
208.187,	16.2603
208.686,	24.7706
209.186,	33.6242
209.685,	37.9453
210.184,	34.8701
210.683,	26.8077
211.183,	19.8317
211.682,	16.6085
212.181,	16.57
212.68,	20.3031
213.18,	25.068
213.679,	26.0228
214.178,	22.6502
214.677,	17.6502
215.177,	14.7183
215.676,	16.4404
216.175,	19.8602
216.674,	21.6116
217.174,	21.4295
217.673,	20.5101
218.172,	20.9136
218.671,	21.6414
219.171,	21.046
219.67,	19.1246
220.169,	16.2091
220.668,	14.0389
221.168,	13.4985
221.667,	12.5356
222.166,	11.0359
222.665,	10.7079
223.165,	12.6387
223.664,	16.6246
224.163,	20.5516
224.662,	23.4413
225.162,	24.6026
225.661,	22.439
226.16,	17.6648
226.659,	12.508
227.159,	8.7038
227.658,	8.71458
228.157,	11.2651
228.656,	14.4384
229.156,	17.852
229.655,	19.3448
230.154,	18.4331
230.653,	18.1641
231.153,	19.4555
231.652,	21.1166
232.151,	21.7208
232.65,	19.6572
233.15,	16.9241
233.649,	16.5935
234.148,	18.1841
234.647,	19.0602
235.147,	17.3636
235.646,	12.5358
236.145,	8.21386
236.644,	7.13282
237.144,	8.24769
237.643,	9.64001
238.142,	10.1838
238.641,	10.0108
239.141,	10.1602
239.64,	10.5619
240.139,	11.2673
240.638,	13.1971
241.138,	15.7785
241.637,	17.0456
242.136,	16.7615
242.635,	15.9933
243.135,	14.9032
243.634,	13.6484
244.133,	12.0313
244.632,	10.3067
245.132,	9.11357
245.631,	7.65325
246.13,	7.4549
246.629,	10.3812
247.129,	14.2361
247.628,	16.0912
248.127,	15.5154
248.626,	14.5056
249.126,	14.7799
249.625,	15.8485
250.124,	16.2615
250.623,	15.2899
251.123,	12.7395
251.622,	9.18537
252.121,	6.60278
252.62,	9.71135
253.12,	17.4075
253.619,	23.1849
254.118,	23.3687
254.617,	18.7282
255.117,	14.1564
255.616,	14.1436
256.115,	15.965
256.614,	15.3536
257.114,	12.6468
257.613,	10.4496
258.112,	11.3789
258.611,	14.2568
259.111,	15.3748
259.61,	13.064
260.109,	9.51529
260.608,	7.6884
261.108,	9.4184
261.607,	14.7592
262.106,	20.5098
262.605,	23.0794
263.105,	21.4515
263.604,	17.4553
264.103,	15.2587
264.602,	16.3815
265.102,	17.798
265.601,	16.6343
266.1,	12.7099
266.599,	8.72616
267.099,	7.47695
267.598,	8.3033
268.097,	9.48638
268.596,	10.3394
269.096,	10.6001
269.595,	10.0403
270.094,	8.65839
270.593,	7.68274
271.093,	10.8124
271.592,	18.4825
272.091,	25.2388
272.59,	27.5331
273.09,	25.2981
273.589,	20.7193
274.088,	18.1258
274.587,	17.73
275.087,	17.6017
275.586,	18.5791
276.085,	19.9159
276.584,	21.3428
277.084,	22.5907
277.583,	20.5634
278.082,	16.1265
278.581,	13.5404
279.081,	13.89
279.58,	14.9352
280.079,	13.2025
280.578,	9.26105
281.078,	6.97987
281.577,	7.19286
282.076,	8.24065
282.575,	8.46861
283.075,	8.17066
283.574,	8.81304
284.073,	10.9475
284.572,	14.4918
285.072,	17.6944
285.571,	18.3902
286.07,	17.1689
286.569,	15.5167
287.069,	14.3361
287.568,	13.3129
288.067,	11.1237
288.566,	9.23927
289.066,	9.26762
289.565,	10.0275
290.064,	10.2947
290.563,	9.23274
291.063,	7.06287
291.562,	5.99929
292.061,	6.49691
292.56,	8.35457
293.06,	11.0266
293.559,	12.1931
294.058,	13.2753
294.557,	16.4323
295.057,	20.4333
295.556,	23.1388
296.055,	22.0413
296.554,	17.1633
297.054,	12.2088
297.553,	10.2268
298.052,	11.3452
298.551,	13.0996
299.051,	13.0822
299.55,	10.6266
300.049,	7.66971
300.548,	6.76008
301.048,	7.25667
301.547,	8.01519
302.046,	8.72445
302.545,	9.29197
303.045,	10.166
303.544,	11.0848
304.043,	11.2541
304.542,	9.96126
305.042,	8.36484
305.541,	8.25145
306.04,	9.47983
306.539,	10.5102
307.039,	9.65202
307.538,	7.13672
308.037,	5.0465
308.536,	4.02916
309.036,	4.07329
309.535,	4.79083
310.034,	5.39466
310.533,	5.66754
311.033,	5.71491
311.532,	6.95528
312.031,	9.34866
312.53,	10.7136
313.03,	9.70419
313.529,	6.87844
314.028,	4.82532
314.527,	6.12778
315.027,	9.65329
315.526,	14.1536
316.025,	18.2795
316.524,	19.3923
317.024,	18.2131
317.523,	16.613
318.022,	14.893
318.521,	13.1921
319.021,	10.4875
319.52,	7.20915
320.019,	6.04715
320.518,	7.38211
321.018,	9.43767
321.517,	10.7179
322.016,	11.5742
322.515,	12.099
323.015,	12.0281
323.514,	11.6845
324.013,	11.6126
324.512,	12.8862
325.012,	14.7654
325.511,	14.8375
326.01,	13.0148
326.509,	10.4719
327.009,	8.43975
327.508,	7.81788
328.007,	7.97249
328.506,	9.75923
329.006,	12.6126
329.505,	14.4124
330.004,	14.7672
330.503,	13.6798
331.003,	11.4701
331.502,	9.48033
332.001,	7.85166
332.5,	6.56536
333,	5.80199
333.499,	4.62952
333.998,	3.86285
334.497,	5.52328
334.997,	9.24093
335.496,	12.0406
335.995,	12.3311
336.494,	10.7912
336.994,	9.0877
337.493,	8.10004
337.992,	7.03824
338.491,	6.6061
338.991,	9.21365
339.49,	13.3374
339.989,	15.2446
340.488,	13.5389
340.988,	9.33735
341.487,	5.56327
341.986,	3.89891
342.485,	3.54706
342.985,	3.68929
343.484,	3.55434
343.983,	3.52705
344.482,	4.87559
344.982,	7.43851
345.481,	9.50603
345.98,	9.27585
346.479,	7.03008
346.979,	6.63106
347.478,	9.74407
347.977,	13.3761
348.476,	14.2691
348.976,	11.2726
349.475,	7.96053
349.974,	8.97645
350.473,	12.6712
350.973,	14.29
351.472,	12.6467
351.971,	9.14747
352.47,	6.81954
352.97,	6.83947
353.469,	7.28746
353.968,	6.80981
354.467,	6.10441
354.967,	6.58461
355.466,	8.65767
355.965,	10.645
356.464,	10.3703
356.964,	8.29761
357.463,	7.00211
357.962,	7.48446
358.461,	8.46342
358.961,	8.43126
359.46,	8.57211
359.959,	10.5799
360.458,	12.7208
360.958,	12.6343
361.457,	10.7146
361.956,	9.43914
362.455,	10.8122
362.955,	13.11
363.454,	12.83
363.953,	9.65511
364.452,	5.95819
364.952,	4.33278
365.451,	4.75861
365.95,	6.20492
366.449,	7.58898
366.949,	8.16581
367.448,	8.25525
367.947,	7.73691
368.446,	6.82675
368.946,	6.43466
369.445,	7.11497
369.944,	8.41555
370.443,	9.74794
370.943,	10.3884
371.442,	9.58376
371.941,	7.35713
372.44,	4.87435
372.94,	4.22905
373.439,	6.67151
373.938,	10.391
374.437,	12.11
374.937,	11.1137
375.436,	8.93179
375.935,	7.34125
376.434,	6.51403
376.934,	6.13159
377.433,	6.27278
377.932,	6.87471
378.431,	7.38962
378.931,	7.07387
379.43,	6.03098
379.929,	4.83233
380.428,	4.57685
380.928,	5.67429
381.427,	7.17799
381.926,	7.90973
382.425,	7.2472
382.925,	6.33142
383.424,	6.78412
383.923,	8.132
384.422,	8.85727
384.922,	8.54398
385.421,	8.52211
385.92,	9.98028
386.419,	12.2421
386.919,	14.1306
387.418,	14.4033
387.917,	12.8981
388.416,	11.305
388.916,	9.84758
389.415,	8.07354
389.914,	6.09868
390.413,	3.93977
390.913,	2.38212
391.412,	2.90559
391.911,	5.50314
392.41,	8.79349
392.91,	11.0711
393.409,	10.8051
393.908,	8.11544
394.407,	4.97962
394.907,	3.14847
395.406,	2.87839
395.905,	3.50672
396.404,	4.24997
396.904,	4.59029
397.403,	4.68267
397.902,	5.15807
398.401,	6.43493
398.901,	8.41632
399.4,	9.81363
399.899,	9.9385
400.398,	9.80537
400.898,	9.93354
401.397,	9.91311
401.896,	9.32959
402.395,	7.76571
402.895,	6.36008
403.394,	5.88405
403.893,	6.05057
404.392,	6.75619
404.892,	7.45043
405.391,	7.43187
405.89,	6.6661
406.389,	5.33897
406.889,	3.81853
407.388,	2.99215
407.887,	3.392
408.386,	4.97681
408.886,	7.09246
409.385,	8.3553
409.884,	8.80516
410.383,	9.55861
410.883,	10.1588
411.382,	9.61788
411.881,	7.58955
412.38,	5.19019
412.88,	5.12827
413.379,	7.73136
413.878,	10.2047
414.377,	11.2831
414.877,	11.2518
415.376,	10.9247
415.875,	10.4497
416.374,	8.89225
416.874,	6.79704
417.373,	6.35269
417.872,	7.8104
418.371,	9.26615
418.871,	9.22538
419.37,	8.0694
419.869,	6.9657
420.368,	6.11908
420.868,	5.21386
421.367,	4.9699
421.866,	6.21196
422.365,	7.70467
422.865,	7.52191
423.364,	5.34772
423.863,	2.82248
424.362,	2.04408
424.862,	3.35276
425.361,	5.42012
425.86,	6.87101
426.359,	7.0905
426.859,	7.45932
427.358,	8.98449
427.857,	10.8472
428.356,	11.3036
428.856,	9.86343
429.355,	8.43575
429.854,	8.43635
430.353,	8.81739
430.853,	7.9923
431.352,	5.98874
431.851,	4.33615
432.35,	4.31095
432.85,	5.3772
433.349,	6.19362
433.848,	5.85004
434.347,	4.84896
434.847,	4.20305
435.346,	4.14346
435.845,	4.51725
436.344,	4.94765
436.844,	5.57717
437.343,	6.32196
437.842,	6.5106
438.341,	6.301
438.841,	6.51649
439.34,	7.39958
439.839,	8.74122
440.338,	10.4624
440.838,	12.0456
441.337,	12.4513
441.836,	11.0476
442.335,	8.35746
442.835,	5.75812
443.334,	4.38009
443.833,	3.56054
444.332,	3.2942
444.832,	4.695
445.331,	7.00957
445.83,	8.50148
446.329,	8.11436
446.829,	6.35667
447.328,	4.76821
447.827,	4.03581
448.326,	3.62555
448.826,	3.8779
449.325,	5.34364
449.824,	7.60133
450.323,	9.6069
450.823,	10.1868
451.322,	9.5791
451.821,	8.90984
452.32,	8.6176
452.82,	8.33448
453.319,	7.3111
453.818,	5.47603
454.317,	4.32951
454.817,	4.97331
455.316,	7.05373
455.815,	8.90577
456.314,	9.40595
456.814,	8.90949
457.313,	7.88578
457.812,	6.62301
458.311,	4.94243
458.811,	3.39938
459.31,	3.36308
459.809,	4.55598
460.308,	5.43776
460.808,	5.32849
461.307,	4.93466
461.806,	5.16881
462.305,	6.37598
462.805,	7.88008
463.304,	8.63856
463.803,	9.20433
464.302,	9.79883
464.802,	9.41961
465.301,	8.28815
465.8,	6.75655
466.299,	5.07365
466.799,	4.1819
467.298,	3.92714
467.797,	4.12825
468.296,	4.7154
468.796,	4.88178
469.295,	4.33088
469.794,	3.72973
470.293,	3.6119
470.793,	3.79209
471.292,	3.78496
471.791,	3.40094
472.29,	2.93377
472.79,	3.22581
473.289,	4.42041
473.788,	5.58699
474.287,	6.03795
474.787,	5.49829
475.286,	4.24393
475.785,	3.03122
476.284,	2.09424
476.784,	1.6205
477.283,	2.11436
477.782,	3.18604
478.281,	4.06382
478.781,	4.62507
479.28,	4.77358
479.779,	4.34731
480.278,	3.54922
480.778,	3.17859
481.277,	3.79255
481.776,	5.33088
482.275,	6.6648
482.775,	6.5483
483.274,	5.49355
483.773,	5.07051
484.272,	5.66847
484.772,	6.84812
485.271,	7.83341
485.77,	7.68606
486.269,	6.74762
486.769,	5.68676
487.268,	4.86329
487.767,	4.43436
488.266,	4.50501
488.766,	4.78713
489.265,	4.81073
489.764,	4.4158
490.263,	4.23803
490.763,	4.48399
491.262,	4.75133
491.761,	4.46719
492.26,	3.61025
492.76,	3.18684
493.259,	3.78957
493.758,	4.77653
