"N","Time","avg(U (0))","avg(U (1))","avg(U (2))","avg(U (Magnitude))","avg(Volume)","avg(energy)","max(U (0))","max(U (1))","max(U (2))","max(U (Magnitude))","max(Volume)","max(energy)","med(U (0))","med(U (1))","med(U (2))","med(U (Magnitude))","med(Volume)","med(energy)","min(U (0))","min(U (1))","min(U (2))","min(U (Magnitude))","min(Volume)","min(energy)","q1(U (0))","q1(U (1))","q1(U (2))","q1(U (Magnitude))","q1(Volume)","q1(energy)","q3(U (0))","q3(U (1))","q3(U (2))","q3(U (Magnitude))","q3(Volume)","q3(energy)","std(U (0))","std(U (1))","std(U (2))","std(U (Magnitude))","std(Volume)","std(energy)","vtkValidPointMask"
1,21.903,1.9275e-05,-1.1317e-28,-3.0583e-09,1.9275e-05,0.00016045,2.4339e-06,1.9275e-05,-1.1317e-28,-3.0583e-09,1.9275e-05,0.00016045,2.4339e-06,1.9275e-05,-1.1317e-28,-3.0583e-09,1.9275e-05,0.00016045,2.4339e-06,1.9275e-05,-1.1317e-28,-3.0583e-09,1.9275e-05,0.00016045,2.4339e-06,1.9275e-05,-1.1317e-28,-3.0583e-09,1.9275e-05,0.00016045,2.4339e-06,1.9275e-05,-1.1317e-28,-3.0583e-09,1.9275e-05,0.00016045,2.4339e-06,0,0,0,0,0,0,1
1,21.918,1.9275e-05,-1.1337e-28,-3.0472e-09,1.9275e-05,0.00016045,2.4339e-06,1.9275e-05,-1.1337e-28,-3.0472e-09,1.9275e-05,0.00016045,2.4339e-06,1.9275e-05,-1.1337e-28,-3.0472e-09,1.9275e-05,0.00016045,2.4339e-06,1.9275e-05,-1.1337e-28,-3.0472e-09,1.9275e-05,0.00016045,2.4339e-06,1.9275e-05,-1.1337e-28,-3.0472e-09,1.9275e-05,0.00016045,2.4339e-06,1.9275e-05,-1.1337e-28,-3.0472e-09,1.9275e-05,0.00016045,2.4339e-06,0,0,0,0,0,0,1
1,21.933,1.9275e-05,-1.1378e-28,-2.9774e-09,1.9275e-05,0.00016045,2.4339e-06,1.9275e-05,-1.1378e-28,-2.9774e-09,1.9275e-05,0.00016045,2.4339e-06,1.9275e-05,-1.1378e-28,-2.9774e-09,1.9275e-05,0.00016045,2.4339e-06,1.9275e-05,-1.1378e-28,-2.9774e-09,1.9275e-05,0.00016045,2.4339e-06,1.9275e-05,-1.1378e-28,-2.9774e-09,1.9275e-05,0.00016045,2.4339e-06,1.9275e-05,-1.1378e-28,-2.9774e-09,1.9275e-05,0.00016045,2.4339e-06,0,0,0,0,0,0,1
1,21.948,1.9275e-05,-1.1443e-28,-2.8514e-09,1.9275e-05,0.00016045,2.4339e-06,1.9275e-05,-1.1443e-28,-2.8514e-09,1.9275e-05,0.00016045,2.4339e-06,1.9275e-05,-1.1443e-28,-2.8514e-09,1.9275e-05,0.00016045,2.4339e-06,1.9275e-05,-1.1443e-28,-2.8514e-09,1.9275e-05,0.00016045,2.4339e-06,1.9275e-05,-1.1443e-28,-2.8514e-09,1.9275e-05,0.00016045,2.4339e-06,1.9275e-05,-1.1443e-28,-2.8514e-09,1.9275e-05,0.00016045,2.4339e-06,0,0,0,0,0,0,1
1,21.963,1.9275e-05,-1.1537e-28,-2.6734e-09,1.9275e-05,0.00016045,2.4339e-06,1.9275e-05,-1.1537e-28,-2.6734e-09,1.9275e-05,0.00016045,2.4339e-06,1.9275e-05,-1.1537e-28,-2.6734e-09,1.9275e-05,0.00016045,2.4339e-06,1.9275e-05,-1.1537e-28,-2.6734e-09,1.9275e-05,0.00016045,2.4339e-06,1.9275e-05,-1.1537e-28,-2.6734e-09,1.9275e-05,0.00016045,2.4339e-06,1.9275e-05,-1.1537e-28,-2.6734e-09,1.9275e-05,0.00016045,2.4339e-06,0,0,0,0,0,0,1
1,21.978,1.9275e-05,-1.1651e-28,-2.4377e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.1651e-28,-2.4377e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.1651e-28,-2.4377e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.1651e-28,-2.4377e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.1651e-28,-2.4377e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.1651e-28,-2.4377e-09,1.9275e-05,0.00016045,2.4338e-06,0,0,0,0,0,0,1
1,21.993,1.9275e-05,-1.1796e-28,-2.1476e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.1796e-28,-2.1476e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.1796e-28,-2.1476e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.1796e-28,-2.1476e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.1796e-28,-2.1476e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.1796e-28,-2.1476e-09,1.9275e-05,0.00016045,2.4338e-06,0,0,0,0,0,0,1
1,22.008,1.9275e-05,-1.1978e-28,-1.8136e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.1978e-28,-1.8136e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.1978e-28,-1.8136e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.1978e-28,-1.8136e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.1978e-28,-1.8136e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.1978e-28,-1.8136e-09,1.9275e-05,0.00016045,2.4338e-06,0,0,0,0,0,0,1
1,22.023,1.9275e-05,-1.2176e-28,-1.4456e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.2176e-28,-1.4456e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.2176e-28,-1.4456e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.2176e-28,-1.4456e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.2176e-28,-1.4456e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.2176e-28,-1.4456e-09,1.9275e-05,0.00016045,2.4338e-06,0,0,0,0,0,0,1
1,22.038,1.9275e-05,-1.2367e-28,-1.0571e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.2367e-28,-1.0571e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.2367e-28,-1.0571e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.2367e-28,-1.0571e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.2367e-28,-1.0571e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.2367e-28,-1.0571e-09,1.9275e-05,0.00016045,2.4338e-06,0,0,0,0,0,0,1
1,22.053,1.9275e-05,-1.2553e-28,-6.5419e-10,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.2553e-28,-6.5419e-10,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.2553e-28,-6.5419e-10,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.2553e-28,-6.5419e-10,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.2553e-28,-6.5419e-10,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.2553e-28,-6.5419e-10,1.9275e-05,0.00016045,2.4338e-06,0,0,0,0,0,0,1
1,22.068,1.9275e-05,-1.2743e-28,-2.4522e-10,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.2743e-28,-2.4522e-10,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.2743e-28,-2.4522e-10,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.2743e-28,-2.4522e-10,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.2743e-28,-2.4522e-10,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.2743e-28,-2.4522e-10,1.9275e-05,0.00016045,2.4338e-06,0,0,0,0,0,0,1
1,22.083,1.9275e-05,-1.2919e-28,1.5595e-10,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.2919e-28,1.5595e-10,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.2919e-28,1.5595e-10,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.2919e-28,1.5595e-10,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.2919e-28,1.5595e-10,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.2919e-28,1.5595e-10,1.9275e-05,0.00016045,2.4338e-06,0,0,0,0,0,0,1
1,22.098,1.9275e-05,-1.3086e-28,5.479e-10,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.3086e-28,5.479e-10,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.3086e-28,5.479e-10,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.3086e-28,5.479e-10,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.3086e-28,5.479e-10,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.3086e-28,5.479e-10,1.9275e-05,0.00016045,2.4338e-06,0,0,0,0,0,0,1
1,22.113,1.9275e-05,-1.3255e-28,9.356e-10,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.3255e-28,9.356e-10,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.3255e-28,9.356e-10,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.3255e-28,9.356e-10,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.3255e-28,9.356e-10,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.3255e-28,9.356e-10,1.9275e-05,0.00016045,2.4338e-06,0,0,0,0,0,0,1
1,22.128,1.9275e-05,-1.3429e-28,1.3119e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.3429e-28,1.3119e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.3429e-28,1.3119e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.3429e-28,1.3119e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.3429e-28,1.3119e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.3429e-28,1.3119e-09,1.9275e-05,0.00016045,2.4338e-06,0,0,0,0,0,0,1
1,22.143,1.9275e-05,-1.359e-28,1.6638e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.359e-28,1.6638e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.359e-28,1.6638e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.359e-28,1.6638e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.359e-28,1.6638e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.359e-28,1.6638e-09,1.9275e-05,0.00016045,2.4338e-06,0,0,0,0,0,0,1
1,22.158,1.9275e-05,-1.3721e-28,1.9836e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.3721e-28,1.9836e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.3721e-28,1.9836e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.3721e-28,1.9836e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.3721e-28,1.9836e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.3721e-28,1.9836e-09,1.9275e-05,0.00016045,2.4338e-06,0,0,0,0,0,0,1
1,22.173,1.9275e-05,-1.3856e-28,2.2672e-09,1.9275e-05,0.00016045,2.4339e-06,1.9275e-05,-1.3856e-28,2.2672e-09,1.9275e-05,0.00016045,2.4339e-06,1.9275e-05,-1.3856e-28,2.2672e-09,1.9275e-05,0.00016045,2.4339e-06,1.9275e-05,-1.3856e-28,2.2672e-09,1.9275e-05,0.00016045,2.4339e-06,1.9275e-05,-1.3856e-28,2.2672e-09,1.9275e-05,0.00016045,2.4339e-06,1.9275e-05,-1.3856e-28,2.2672e-09,1.9275e-05,0.00016045,2.4339e-06,0,0,0,0,0,0,1
1,22.188,1.9275e-05,-1.3984e-28,2.5141e-09,1.9275e-05,0.00016045,2.4339e-06,1.9275e-05,-1.3984e-28,2.5141e-09,1.9275e-05,0.00016045,2.4339e-06,1.9275e-05,-1.3984e-28,2.5141e-09,1.9275e-05,0.00016045,2.4339e-06,1.9275e-05,-1.3984e-28,2.5141e-09,1.9275e-05,0.00016045,2.4339e-06,1.9275e-05,-1.3984e-28,2.5141e-09,1.9275e-05,0.00016045,2.4339e-06,1.9275e-05,-1.3984e-28,2.5141e-09,1.9275e-05,0.00016045,2.4339e-06,0,0,0,0,0,0,1
1,22.203,1.9275e-05,-1.4081e-28,2.7127e-09,1.9275e-05,0.00016045,2.4339e-06,1.9275e-05,-1.4081e-28,2.7127e-09,1.9275e-05,0.00016045,2.4339e-06,1.9275e-05,-1.4081e-28,2.7127e-09,1.9275e-05,0.00016045,2.4339e-06,1.9275e-05,-1.4081e-28,2.7127e-09,1.9275e-05,0.00016045,2.4339e-06,1.9275e-05,-1.4081e-28,2.7127e-09,1.9275e-05,0.00016045,2.4339e-06,1.9275e-05,-1.4081e-28,2.7127e-09,1.9275e-05,0.00016045,2.4339e-06,0,0,0,0,0,0,1
1,22.218,1.9275e-05,-1.4125e-28,2.8596e-09,1.9275e-05,0.00016045,2.4339e-06,1.9275e-05,-1.4125e-28,2.8596e-09,1.9275e-05,0.00016045,2.4339e-06,1.9275e-05,-1.4125e-28,2.8596e-09,1.9275e-05,0.00016045,2.4339e-06,1.9275e-05,-1.4125e-28,2.8596e-09,1.9275e-05,0.00016045,2.4339e-06,1.9275e-05,-1.4125e-28,2.8596e-09,1.9275e-05,0.00016045,2.4339e-06,1.9275e-05,-1.4125e-28,2.8596e-09,1.9275e-05,0.00016045,2.4339e-06,0,0,0,0,0,0,1
1,22.233,1.9275e-05,-1.4142e-28,2.9585e-09,1.9275e-05,0.00016045,2.4339e-06,1.9275e-05,-1.4142e-28,2.9585e-09,1.9275e-05,0.00016045,2.4339e-06,1.9275e-05,-1.4142e-28,2.9585e-09,1.9275e-05,0.00016045,2.4339e-06,1.9275e-05,-1.4142e-28,2.9585e-09,1.9275e-05,0.00016045,2.4339e-06,1.9275e-05,-1.4142e-28,2.9585e-09,1.9275e-05,0.00016045,2.4339e-06,1.9275e-05,-1.4142e-28,2.9585e-09,1.9275e-05,0.00016045,2.4339e-06,0,0,0,0,0,0,1
1,22.248,1.9275e-05,-1.4135e-28,3.0132e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.4135e-28,3.0132e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.4135e-28,3.0132e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.4135e-28,3.0132e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.4135e-28,3.0132e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.4135e-28,3.0132e-09,1.9275e-05,0.00016045,2.4338e-06,0,0,0,0,0,0,1
1,22.263,1.9275e-05,-1.4119e-28,3.0169e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.4119e-28,3.0169e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.4119e-28,3.0169e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.4119e-28,3.0169e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.4119e-28,3.0169e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.4119e-28,3.0169e-09,1.9275e-05,0.00016045,2.4338e-06,0,0,0,0,0,0,1
1,22.278,1.9275e-05,-1.4079e-28,2.963e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.4079e-28,2.963e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.4079e-28,2.963e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.4079e-28,2.963e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.4079e-28,2.963e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.4079e-28,2.963e-09,1.9275e-05,0.00016045,2.4338e-06,0,0,0,0,0,0,1
1,22.293,1.9275e-05,-1.4012e-28,2.8524e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.4012e-28,2.8524e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.4012e-28,2.8524e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.4012e-28,2.8524e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.4012e-28,2.8524e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.4012e-28,2.8524e-09,1.9275e-05,0.00016045,2.4338e-06,0,0,0,0,0,0,1
1,22.308,1.9275e-05,-1.393e-28,2.6893e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.393e-28,2.6893e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.393e-28,2.6893e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.393e-28,2.6893e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.393e-28,2.6893e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.393e-28,2.6893e-09,1.9275e-05,0.00016045,2.4338e-06,0,0,0,0,0,0,1
1,22.323,1.9275e-05,-1.382e-28,2.472e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.382e-28,2.472e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.382e-28,2.472e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.382e-28,2.472e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.382e-28,2.472e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.382e-28,2.472e-09,1.9275e-05,0.00016045,2.4338e-06,0,0,0,0,0,0,1
1,22.338,1.9275e-05,-1.3683e-28,2.1984e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.3683e-28,2.1984e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.3683e-28,2.1984e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.3683e-28,2.1984e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.3683e-28,2.1984e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.3683e-28,2.1984e-09,1.9275e-05,0.00016045,2.4338e-06,0,0,0,0,0,0,1
1,22.353,1.9275e-05,-1.3527e-28,1.8783e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.3527e-28,1.8783e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.3527e-28,1.8783e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.3527e-28,1.8783e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.3527e-28,1.8783e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.3527e-28,1.8783e-09,1.9275e-05,0.00016045,2.4338e-06,0,0,0,0,0,0,1
1,22.368,1.9275e-05,-1.3368e-28,1.5209e-09,1.9275e-05,0.00016045,2.4337e-06,1.9275e-05,-1.3368e-28,1.5209e-09,1.9275e-05,0.00016045,2.4337e-06,1.9275e-05,-1.3368e-28,1.5209e-09,1.9275e-05,0.00016045,2.4337e-06,1.9275e-05,-1.3368e-28,1.5209e-09,1.9275e-05,0.00016045,2.4337e-06,1.9275e-05,-1.3368e-28,1.5209e-09,1.9275e-05,0.00016045,2.4337e-06,1.9275e-05,-1.3368e-28,1.5209e-09,1.9275e-05,0.00016045,2.4337e-06,0,0,0,0,0,0,1
1,22.383,1.9275e-05,-1.3229e-28,1.1393e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.3229e-28,1.1393e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.3229e-28,1.1393e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.3229e-28,1.1393e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.3229e-28,1.1393e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.3229e-28,1.1393e-09,1.9275e-05,0.00016045,2.4338e-06,0,0,0,0,0,0,1
1,22.398,1.9275e-05,-1.3088e-28,7.4277e-10,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.3088e-28,7.4277e-10,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.3088e-28,7.4277e-10,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.3088e-28,7.4277e-10,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.3088e-28,7.4277e-10,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.3088e-28,7.4277e-10,1.9275e-05,0.00016045,2.4338e-06,0,0,0,0,0,0,1
1,22.413,1.9275e-05,-1.2923e-28,3.3637e-10,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.2923e-28,3.3637e-10,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.2923e-28,3.3637e-10,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.2923e-28,3.3637e-10,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.2923e-28,3.3637e-10,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.2923e-28,3.3637e-10,1.9275e-05,0.00016045,2.4338e-06,0,0,0,0,0,0,1
1,22.428,1.9275e-05,-1.275e-28,-6.5603e-11,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.275e-28,-6.5603e-11,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.275e-28,-6.5603e-11,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.275e-28,-6.5603e-11,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.275e-28,-6.5603e-11,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.275e-28,-6.5603e-11,1.9275e-05,0.00016045,2.4338e-06,0,0,0,0,0,0,1
1,22.443,1.9275e-05,-1.2571e-28,-4.5662e-10,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.2571e-28,-4.5662e-10,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.2571e-28,-4.5662e-10,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.2571e-28,-4.5662e-10,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.2571e-28,-4.5662e-10,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.2571e-28,-4.5662e-10,1.9275e-05,0.00016045,2.4338e-06,0,0,0,0,0,0,1
1,22.458,1.9275e-05,-1.2389e-28,-8.4264e-10,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.2389e-28,-8.4264e-10,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.2389e-28,-8.4264e-10,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.2389e-28,-8.4264e-10,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.2389e-28,-8.4264e-10,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.2389e-28,-8.4264e-10,1.9275e-05,0.00016045,2.4338e-06,0,0,0,0,0,0,1
1,22.473,1.9275e-05,-1.2229e-28,-1.2202e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.2229e-28,-1.2202e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.2229e-28,-1.2202e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.2229e-28,-1.2202e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.2229e-28,-1.2202e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.2229e-28,-1.2202e-09,1.9275e-05,0.00016045,2.4338e-06,0,0,0,0,0,0,1
1,22.488,1.9275e-05,-1.2073e-28,-1.5772e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.2073e-28,-1.5772e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.2073e-28,-1.5772e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.2073e-28,-1.5772e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.2073e-28,-1.5772e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.2073e-28,-1.5772e-09,1.9275e-05,0.00016045,2.4338e-06,0,0,0,0,0,0,1
1,22.503,1.9275e-05,-1.1901e-28,-1.9042e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.1901e-28,-1.9042e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.1901e-28,-1.9042e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.1901e-28,-1.9042e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.1901e-28,-1.9042e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.1901e-28,-1.9042e-09,1.9275e-05,0.00016045,2.4338e-06,0,0,0,0,0,0,1
1,22.518,1.9275e-05,-1.175e-28,-2.1954e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.175e-28,-2.1954e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.175e-28,-2.1954e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.175e-28,-2.1954e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.175e-28,-2.1954e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.175e-28,-2.1954e-09,1.9275e-05,0.00016045,2.4338e-06,0,0,0,0,0,0,1
1,22.533,1.9275e-05,-1.162e-28,-2.4507e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.162e-28,-2.4507e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.162e-28,-2.4507e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.162e-28,-2.4507e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.162e-28,-2.4507e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.162e-28,-2.4507e-09,1.9275e-05,0.00016045,2.4338e-06,0,0,0,0,0,0,1
1,22.548,1.9275e-05,-1.1499e-28,-2.6622e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.1499e-28,-2.6622e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.1499e-28,-2.6622e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.1499e-28,-2.6622e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.1499e-28,-2.6622e-09,1.9275e-05,0.00016045,2.4338e-06,1.9275e-05,-1.1499e-28,-2.6622e-09,1.9275e-05,0.00016045,2.4338e-06,0,0,0,0,0,0,1
