"N","Time","avg(U (0))","avg(U (1))","avg(U (2))","avg(U (Magnitude))","avg(Volume)","avg(energy)","max(U (0))","max(U (1))","max(U (2))","max(U (Magnitude))","max(Volume)","max(energy)","med(U (0))","med(U (1))","med(U (2))","med(U (Magnitude))","med(Volume)","med(energy)","min(U (0))","min(U (1))","min(U (2))","min(U (Magnitude))","min(Volume)","min(energy)","q1(U (0))","q1(U (1))","q1(U (2))","q1(U (Magnitude))","q1(Volume)","q1(energy)","q3(U (0))","q3(U (1))","q3(U (2))","q3(U (Magnitude))","q3(Volume)","q3(energy)","std(U (0))","std(U (1))","std(U (2))","std(U (Magnitude))","std(Volume)","std(energy)","vtkValidPointMask"
1,47.313,1.9275e-05,-1.2808e-28,1.8438e-10,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.2808e-28,1.8438e-10,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.2808e-28,1.8438e-10,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.2808e-28,1.8438e-10,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.2808e-28,1.8438e-10,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.2808e-28,1.8438e-10,1.9275e-05,0.00016045,2.4336e-06,0,0,0,0,0,0,1
1,47.328,1.9275e-05,-1.2974e-28,5.7988e-10,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.2974e-28,5.7988e-10,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.2974e-28,5.7988e-10,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.2974e-28,5.7988e-10,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.2974e-28,5.7988e-10,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.2974e-28,5.7988e-10,1.9275e-05,0.00016045,2.4336e-06,0,0,0,0,0,0,1
1,47.343,1.9275e-05,-1.3142e-28,9.6986e-10,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3142e-28,9.6986e-10,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3142e-28,9.6986e-10,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3142e-28,9.6986e-10,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3142e-28,9.6986e-10,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3142e-28,9.6986e-10,1.9275e-05,0.00016045,2.4336e-06,0,0,0,0,0,0,1
1,47.358,1.9275e-05,-1.3324e-28,1.3488e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3324e-28,1.3488e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3324e-28,1.3488e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3324e-28,1.3488e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3324e-28,1.3488e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3324e-28,1.3488e-09,1.9275e-05,0.00016045,2.4336e-06,0,0,0,0,0,0,1
1,47.373,1.9275e-05,-1.3492e-28,1.704e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3492e-28,1.704e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3492e-28,1.704e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3492e-28,1.704e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3492e-28,1.704e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3492e-28,1.704e-09,1.9275e-05,0.00016045,2.4336e-06,0,0,0,0,0,0,1
1,47.388,1.9275e-05,-1.3636e-28,2.0274e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3636e-28,2.0274e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3636e-28,2.0274e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3636e-28,2.0274e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3636e-28,2.0274e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3636e-28,2.0274e-09,1.9275e-05,0.00016045,2.4336e-06,0,0,0,0,0,0,1
1,47.403,1.9275e-05,-1.3781e-28,2.314e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3781e-28,2.314e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3781e-28,2.314e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3781e-28,2.314e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3781e-28,2.314e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3781e-28,2.314e-09,1.9275e-05,0.00016045,2.4336e-06,0,0,0,0,0,0,1
1,47.418,1.9275e-05,-1.3914e-28,2.5637e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3914e-28,2.5637e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3914e-28,2.5637e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3914e-28,2.5637e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3914e-28,2.5637e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3914e-28,2.5637e-09,1.9275e-05,0.00016045,2.4336e-06,0,0,0,0,0,0,1
1,47.433,1.9275e-05,-1.4033e-28,2.7669e-09,1.9275e-05,0.00016045,2.4337e-06,1.9275e-05,-1.4033e-28,2.7669e-09,1.9275e-05,0.00016045,2.4337e-06,1.9275e-05,-1.4033e-28,2.7669e-09,1.9275e-05,0.00016045,2.4337e-06,1.9275e-05,-1.4033e-28,2.7669e-09,1.9275e-05,0.00016045,2.4337e-06,1.9275e-05,-1.4033e-28,2.7669e-09,1.9275e-05,0.00016045,2.4337e-06,1.9275e-05,-1.4033e-28,2.7669e-09,1.9275e-05,0.00016045,2.4337e-06,0,0,0,0,0,0,1
1,47.448,1.9275e-05,-1.4099e-28,2.9171e-09,1.9275e-05,0.00016045,2.4337e-06,1.9275e-05,-1.4099e-28,2.9171e-09,1.9275e-05,0.00016045,2.4337e-06,1.9275e-05,-1.4099e-28,2.9171e-09,1.9275e-05,0.00016045,2.4337e-06,1.9275e-05,-1.4099e-28,2.9171e-09,1.9275e-05,0.00016045,2.4337e-06,1.9275e-05,-1.4099e-28,2.9171e-09,1.9275e-05,0.00016045,2.4337e-06,1.9275e-05,-1.4099e-28,2.9171e-09,1.9275e-05,0.00016045,2.4337e-06,0,0,0,0,0,0,1
1,47.463,1.9275e-05,-1.4132e-28,3.0173e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.4132e-28,3.0173e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.4132e-28,3.0173e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.4132e-28,3.0173e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.4132e-28,3.0173e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.4132e-28,3.0173e-09,1.9275e-05,0.00016045,2.4336e-06,0,0,0,0,0,0,1
1,47.478,1.9275e-05,-1.4141e-28,3.0724e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.4141e-28,3.0724e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.4141e-28,3.0724e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.4141e-28,3.0724e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.4141e-28,3.0724e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.4141e-28,3.0724e-09,1.9275e-05,0.00016045,2.4336e-06,0,0,0,0,0,0,1
1,47.493,1.9275e-05,-1.4128e-28,3.0774e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.4128e-28,3.0774e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.4128e-28,3.0774e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.4128e-28,3.0774e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.4128e-28,3.0774e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.4128e-28,3.0774e-09,1.9275e-05,0.00016045,2.4336e-06,0,0,0,0,0,0,1
1,47.508,1.9275e-05,-1.4102e-28,3.0248e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.4102e-28,3.0248e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.4102e-28,3.0248e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.4102e-28,3.0248e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.4102e-28,3.0248e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.4102e-28,3.0248e-09,1.9275e-05,0.00016045,2.4336e-06,0,0,0,0,0,0,1
1,47.523,1.9275e-05,-1.4051e-28,2.9142e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.4051e-28,2.9142e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.4051e-28,2.9142e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.4051e-28,2.9142e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.4051e-28,2.9142e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.4051e-28,2.9142e-09,1.9275e-05,0.00016045,2.4336e-06,0,0,0,0,0,0,1
1,47.538,1.9275e-05,-1.3978e-28,2.7502e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3978e-28,2.7502e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3978e-28,2.7502e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3978e-28,2.7502e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3978e-28,2.7502e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3978e-28,2.7502e-09,1.9275e-05,0.00016045,2.4336e-06,0,0,0,0,0,0,1
1,47.553,1.9275e-05,-1.3885e-28,2.5337e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3885e-28,2.5337e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3885e-28,2.5337e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3885e-28,2.5337e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3885e-28,2.5337e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3885e-28,2.5337e-09,1.9275e-05,0.00016045,2.4336e-06,0,0,0,0,0,0,1
1,47.568,1.9275e-05,-1.3762e-28,2.2606e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3762e-28,2.2606e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3762e-28,2.2606e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3762e-28,2.2606e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3762e-28,2.2606e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3762e-28,2.2606e-09,1.9275e-05,0.00016045,2.4336e-06,0,0,0,0,0,0,1
1,47.583,1.9275e-05,-1.3617e-28,1.939e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3617e-28,1.939e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3617e-28,1.939e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3617e-28,1.939e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3617e-28,1.939e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3617e-28,1.939e-09,1.9275e-05,0.00016045,2.4336e-06,0,0,0,0,0,0,1
1,47.598,1.9275e-05,-1.3454e-28,1.5791e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3454e-28,1.5791e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3454e-28,1.5791e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3454e-28,1.5791e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3454e-28,1.5791e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3454e-28,1.5791e-09,1.9275e-05,0.00016045,2.4336e-06,0,0,0,0,0,0,1
1,47.613,1.9275e-05,-1.3309e-28,1.1924e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3309e-28,1.1924e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3309e-28,1.1924e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3309e-28,1.1924e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3309e-28,1.1924e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3309e-28,1.1924e-09,1.9275e-05,0.00016045,2.4336e-06,0,0,0,0,0,0,1
1,47.628,1.9275e-05,-1.3168e-28,7.9064e-10,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3168e-28,7.9064e-10,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3168e-28,7.9064e-10,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3168e-28,7.9064e-10,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3168e-28,7.9064e-10,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3168e-28,7.9064e-10,1.9275e-05,0.00016045,2.4336e-06,0,0,0,0,0,0,1
1,47.643,1.9275e-05,-1.3024e-28,3.7773e-10,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3024e-28,3.7773e-10,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3024e-28,3.7773e-10,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3024e-28,3.7773e-10,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3024e-28,3.7773e-10,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.3024e-28,3.7773e-10,1.9275e-05,0.00016045,2.4336e-06,0,0,0,0,0,0,1
1,47.658,1.9275e-05,-1.2843e-28,-3.3185e-11,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.2843e-28,-3.3185e-11,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.2843e-28,-3.3185e-11,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.2843e-28,-3.3185e-11,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.2843e-28,-3.3185e-11,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.2843e-28,-3.3185e-11,1.9275e-05,0.00016045,2.4336e-06,0,0,0,0,0,0,1
1,47.673,1.9275e-05,-1.2668e-28,-4.3242e-10,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.2668e-28,-4.3242e-10,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.2668e-28,-4.3242e-10,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.2668e-28,-4.3242e-10,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.2668e-28,-4.3242e-10,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.2668e-28,-4.3242e-10,1.9275e-05,0.00016045,2.4336e-06,0,0,0,0,0,0,1
1,47.688,1.9275e-05,-1.249e-28,-8.2445e-10,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.249e-28,-8.2445e-10,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.249e-28,-8.2445e-10,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.249e-28,-8.2445e-10,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.249e-28,-8.2445e-10,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.249e-28,-8.2445e-10,1.9275e-05,0.00016045,2.4336e-06,0,0,0,0,0,0,1
1,47.703,1.9275e-05,-1.2317e-28,-1.2086e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.2317e-28,-1.2086e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.2317e-28,-1.2086e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.2317e-28,-1.2086e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.2317e-28,-1.2086e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.2317e-28,-1.2086e-09,1.9275e-05,0.00016045,2.4336e-06,0,0,0,0,0,0,1
1,47.718,1.9275e-05,-1.216e-28,-1.574e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.216e-28,-1.574e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.216e-28,-1.574e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.216e-28,-1.574e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.216e-28,-1.574e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.216e-28,-1.574e-09,1.9275e-05,0.00016045,2.4336e-06,0,0,0,0,0,0,1
1,47.733,1.9275e-05,-1.1994e-28,-1.9099e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.1994e-28,-1.9099e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.1994e-28,-1.9099e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.1994e-28,-1.9099e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.1994e-28,-1.9099e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.1994e-28,-1.9099e-09,1.9275e-05,0.00016045,2.4336e-06,0,0,0,0,0,0,1
1,47.748,1.9275e-05,-1.1826e-28,-2.2103e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.1826e-28,-2.2103e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.1826e-28,-2.2103e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.1826e-28,-2.2103e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.1826e-28,-2.2103e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.1826e-28,-2.2103e-09,1.9275e-05,0.00016045,2.4336e-06,0,0,0,0,0,0,1
1,47.763,1.9275e-05,-1.1699e-28,-2.4737e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.1699e-28,-2.4737e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.1699e-28,-2.4737e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.1699e-28,-2.4737e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.1699e-28,-2.4737e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.1699e-28,-2.4737e-09,1.9275e-05,0.00016045,2.4336e-06,0,0,0,0,0,0,1
1,47.778,1.9275e-05,-1.1569e-28,-2.6959e-09,1.9275e-05,0.00016045,2.4337e-06,1.9275e-05,-1.1569e-28,-2.6959e-09,1.9275e-05,0.00016045,2.4337e-06,1.9275e-05,-1.1569e-28,-2.6959e-09,1.9275e-05,0.00016045,2.4337e-06,1.9275e-05,-1.1569e-28,-2.6959e-09,1.9275e-05,0.00016045,2.4337e-06,1.9275e-05,-1.1569e-28,-2.6959e-09,1.9275e-05,0.00016045,2.4337e-06,1.9275e-05,-1.1569e-28,-2.6959e-09,1.9275e-05,0.00016045,2.4337e-06,0,0,0,0,0,0,1
1,47.793,1.9275e-05,-1.1449e-28,-2.8655e-09,1.9275e-05,0.00016045,2.4337e-06,1.9275e-05,-1.1449e-28,-2.8655e-09,1.9275e-05,0.00016045,2.4337e-06,1.9275e-05,-1.1449e-28,-2.8655e-09,1.9275e-05,0.00016045,2.4337e-06,1.9275e-05,-1.1449e-28,-2.8655e-09,1.9275e-05,0.00016045,2.4337e-06,1.9275e-05,-1.1449e-28,-2.8655e-09,1.9275e-05,0.00016045,2.4337e-06,1.9275e-05,-1.1449e-28,-2.8655e-09,1.9275e-05,0.00016045,2.4337e-06,0,0,0,0,0,0,1
1,47.808,1.9275e-05,-1.136e-28,-2.9833e-09,1.9275e-05,0.00016045,2.4337e-06,1.9275e-05,-1.136e-28,-2.9833e-09,1.9275e-05,0.00016045,2.4337e-06,1.9275e-05,-1.136e-28,-2.9833e-09,1.9275e-05,0.00016045,2.4337e-06,1.9275e-05,-1.136e-28,-2.9833e-09,1.9275e-05,0.00016045,2.4337e-06,1.9275e-05,-1.136e-28,-2.9833e-09,1.9275e-05,0.00016045,2.4337e-06,1.9275e-05,-1.136e-28,-2.9833e-09,1.9275e-05,0.00016045,2.4337e-06,0,0,0,0,0,0,1
1,47.823,1.9275e-05,-1.1302e-28,-3.055e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.1302e-28,-3.055e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.1302e-28,-3.055e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.1302e-28,-3.055e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.1302e-28,-3.055e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.1302e-28,-3.055e-09,1.9275e-05,0.00016045,2.4336e-06,0,0,0,0,0,0,1
1,47.838,1.9275e-05,-1.1289e-28,-3.0799e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.1289e-28,-3.0799e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.1289e-28,-3.0799e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.1289e-28,-3.0799e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.1289e-28,-3.0799e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.1289e-28,-3.0799e-09,1.9275e-05,0.00016045,2.4336e-06,0,0,0,0,0,0,1
1,47.853,1.9275e-05,-1.1304e-28,-3.0487e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.1304e-28,-3.0487e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.1304e-28,-3.0487e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.1304e-28,-3.0487e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.1304e-28,-3.0487e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.1304e-28,-3.0487e-09,1.9275e-05,0.00016045,2.4336e-06,0,0,0,0,0,0,1
1,47.868,1.9275e-05,-1.1337e-28,-2.9592e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.1337e-28,-2.9592e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.1337e-28,-2.9592e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.1337e-28,-2.9592e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.1337e-28,-2.9592e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.1337e-28,-2.9592e-09,1.9275e-05,0.00016045,2.4336e-06,0,0,0,0,0,0,1
1,47.883,1.9275e-05,-1.14e-28,-2.814e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.14e-28,-2.814e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.14e-28,-2.814e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.14e-28,-2.814e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.14e-28,-2.814e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.14e-28,-2.814e-09,1.9275e-05,0.00016045,2.4336e-06,0,0,0,0,0,0,1
1,47.898,1.9275e-05,-1.1488e-28,-2.618e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.1488e-28,-2.618e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.1488e-28,-2.618e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.1488e-28,-2.618e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.1488e-28,-2.618e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.1488e-28,-2.618e-09,1.9275e-05,0.00016045,2.4336e-06,0,0,0,0,0,0,1
1,47.913,1.9275e-05,-1.1597e-28,-2.3651e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.1597e-28,-2.3651e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.1597e-28,-2.3651e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.1597e-28,-2.3651e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.1597e-28,-2.3651e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.1597e-28,-2.3651e-09,1.9275e-05,0.00016045,2.4336e-06,0,0,0,0,0,0,1
1,47.928,1.9275e-05,-1.1732e-28,-2.0602e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.1732e-28,-2.0602e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.1732e-28,-2.0602e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.1732e-28,-2.0602e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.1732e-28,-2.0602e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.1732e-28,-2.0602e-09,1.9275e-05,0.00016045,2.4336e-06,0,0,0,0,0,0,1
1,47.943,1.9275e-05,-1.1901e-28,-1.7133e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.1901e-28,-1.7133e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.1901e-28,-1.7133e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.1901e-28,-1.7133e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.1901e-28,-1.7133e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.1901e-28,-1.7133e-09,1.9275e-05,0.00016045,2.4336e-06,0,0,0,0,0,0,1
1,47.958,1.9275e-05,-1.2105e-28,-1.3349e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.2105e-28,-1.3349e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.2105e-28,-1.3349e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.2105e-28,-1.3349e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.2105e-28,-1.3349e-09,1.9275e-05,0.00016045,2.4336e-06,1.9275e-05,-1.2105e-28,-1.3349e-09,1.9275e-05,0.00016045,2.4336e-06,0,0,0,0,0,0,1
