x	ux	uy
0	1.5250988379058335E-13	9.552780368695228E-13
0.244	1.1290283934347662	0.36481920613339397
0.488	1.1335809272792612	0.763378916880281
0.732	0.8376662273870846	0.9563324276386946
0.977	1.4977836348388633	0.7971194214937741
1.22	2.6495746974961043	0.5029443968948812
1.46	3.050197675811667	0.31948040305901265
1.71	2.567629088295194	0.2773047722921463
1.95	1.8392236731759903	0.411212399976947
2.2	1.3156822810590623	0.726475239959273
2.44	1.5615191086617939	0.9268094861018882
2.69	3.027435006589192	0.7496718368810495
2.93	4.552533844495025	0.5177058676632845
3.17	4.52066610758356	0.7475630553427062
3.42	3.7786030909308708	1.2230932922391242
3.66	3.3233497064813684	1.2652689230059906
3.91	2.344554929914938	1.004834403020591
4.15	1.0015574457889056	1.0364661260957406
4.39	0.28407811189648957	1.1492859383971081
4.64	0.1807355936264525	0.9131024061026566
4.88	0.5827243320953632	0.5103251322790829
5.13	1.6980951239966444	0.29733819690640784
5.37	2.8271235174314104	0.5018900061257097
5.62	2.877201389720856	1.054390769171659
5.86	2.144243440757157	1.3707079999231564
6.1	1.6161495147957339	1.0965663999385251
6.35	1.9075116808434156	0.6168185999654204
6.59	2.9728046004552517	0.318426012289841
6.84	3.4872409248831895	0.2277484061410783
7.08	2.5448664190727195	0.3437313907499608
7.32	1.2018689349466867	0.48396536304979143
7.57	0.5690667305618782	0.4280826522836935
7.81	0.541751527494908	0.31948040305901265
8.06	0.6464598059182936	0.5482831999692626
8.3	0.5736192644063732	1.2441811076225575
8.54	0.33916377141487936	1.8662716614338364
8.79	0.26086018928956495	2.003342461426152
9.03	0.43385647538037586	2.0560619998847347
9.28	0.541751527494908	2.1404132614184674
9.52	0.4497903438361085	1.644849599907788
9.77	0.4734635198274826	0.763378916880281
10	0.6737750089852637	0.30261015075226605
10.3	0.7693782197196594	0.36165603382587896
10.5	1.1017131903677961	0.5050531784332246
10.7	2.0577452977117514	0.4997812245873663
11	2.713310171319035	0.4301914338220368
11.2	2.194321313046602	0.4586599845896716
11.5	1.3657601533485075	0.6136554276579055
11.7	1.233736671858152	0.7581069630344227
12	1.5342039055948236	0.9447341291778063
12.2	1.6889900563076543	1.5077787999154721
12.5	1.6161495147957339	2.1720449844936174
12.7	1.5342039055948236	2.150957169110184
12.9	1.4932311009943684	1.6553935075995043
13.2	1.4294956271714379	1.5499544306823385
13.4	1.447705762549418	1.5499544306823385
13.7	1.4750209656163882	1.1176542153219584
13.9	1.5205463040613385	0.8899058091808801
14.2	1.8483287408649804	1.2758128306977072
14.4	2.2398466514915523	1.5499544306823385
14.6	2.1123757038456916	1.4023397229983063
14.9	1.7072001916856345	1.2441811076225575
15.1	1.7618305978195747	0.9795290245604711
15.4	2.130585839223672	0.5387936830467176
15.6	2.012219959266801	0.5430112461234043
15.9	1.3748652210374976	1.2652689230059906
16.1	0.8240086258535996	1.8557277537421197
16.4	0.5781717982508682	1.5077787999154721
16.6	0.5189888582724329	0.720148895344243
16.8	0.4871211213609677	0.2678152553696013
17.1	0.363292200790703	0.13601640922314398
17.3	0.20122199592668014	0.08698723845666186
17.6	0.12155265364801718	0.07243664584209297
17.8	0.15023361686833583	0.08213704091847222
18.1	0.3341559841859349	0.0995344886098046
18.3	0.7147478135857189	0.12336371999308408
18.6	1.1836587995687067	0.1592130061449205
18.8	1.6070444471067438	0.18662716614338362
19	1.8756439439319503	0.21193254460350344
19.3	1.79369833473104	0.4122667907461186
19.5	1.292919611836587	1.041738079941599
19.8	0.7921408889421343	1.9295351075841358
20	0.9423745058104702	2.4040109537113823
20.3	1.7436204624415947	2.0455180921930185
20.5	2.157901042290642	1.1809176614722579
20.8	1.638912184018209	0.46498632920470157
21	1.060740385767341	0.17292008614415205
21.2	1.1244758595902713	0.11809176614722579
21.5	1.443153228704923	0.12125493845474077
21.7	1.420390559482448	0.13707079999231564
22	0.9651371750329453	0.18557277537421196
22.2	0.5827243320953632	0.29733819690640784
22.5	0.6236971366958185	0.488182926126478
22.7	0.892296633521025	0.8023913753396323
22.9	1.1608961303462315	1.2336371999308409
23.2	1.3429974841260324	1.5499544306823385
23.4	1.3475500179705273	1.8030082152835365
23.7	1.3156822810590623	2.6570647383125805
23.9	1.3065772133700722	3.8063506767096884
24.2	1.1927638672576966	3.8801580305517045
24.4	1.083503054989816	2.8046794459966127
24.7	1.0334251827003709	1.7186569537498038
24.9	1.0379777165448658	1.0333029537882257
25.1	1.2018689349466867	0.6864083907307499
25.4	1.2064214687911818	0.713822550729213
25.6	0.9150593027435001	0.8298055353380955
25.9	0.8240086258535996	0.7106593784216981
26.1	0.89684916736552	0.4786934092039331
26.4	0.723852881274709	0.40383166459274533
26.6	0.6373547382293036	0.43968095074458174
26.9	1.3247873487480522	0.3700911599792523
27.1	2.7907032466754504	0.2614889107545714
27.3	3.7786030909308708	0.4438985138212684
27.6	3.0866179465676273	1.0153783107123076
27.8	1.643464717862704	1.4656031691486058
28.1	1.0425302503893608	1.3601640922314397
28.3	1.1472385288127465	1.0965663999385251
28.6	1.060740385767341	0.9152111876409998
28.8	0.6646699412962737	0.713822550729213
29.1	0.3027435006589192	0.5630446707376658
29.3	0.14112854917934578	0.4576055938204999
29.5	0.1256499341080627	0.3869614122859988
29.8	0.22079789145800874	0.4713126738197315
30	0.3796813226308851	0.5746429691985541
30.3	0.541751527494908	0.5050531784332246
30.5	0.9878998442554204	0.36481920613339397
30.8	1.8210135377980101	0.34162260921161747
31	2.2443991853360474	0.38379823997848383
31.3	1.8665388762429602	0.3669279876717373
31.5	1.3338924164370423	0.46287754766635825
31.7	0.9970049119444105	0.7549437907269076
32	0.8149035581646095	0.849838959952357
32.2	0.7511680843416791	0.5493375907384342
32.5	0.6692224751407687	0.26359769229291474
32.7	0.5599616628728881	0.3795806769017972
33	0.5371989936504129	0.7370191476509895
33.2	0.6464598059182936	0.8941233722575668
33.4	0.8057984904756195	0.7032786430374964
33.7	0.8513238289205697	0.47025828305055983
33.9	0.7010902120522339	0.5113795230482546
34.2	0.4871211213609677	0.6958979076532948
34.4	0.4734635198274826	0.6716469199623467
34.7	0.6191446028513234	0.44178973228292506
34.9	0.6009344674733433	0.2614889107545714
35.2	0.3906074038576732	0.2435642676786532
35.4	0.23855277345153933	0.3932877569010288
35.6	0.22079789145800874	0.6547766676556002
35.9	0.29500419312327764	0.8203160184155507
36.1	0.45525338444950253	0.7644333076494526
36.4	0.5736192644063732	0.7117137691908698
36.6	0.5189888582724329	0.8350774891839537
36.9	0.4461483167605125	0.8614372584132453
37.1	0.6464598059182936	0.6010027384278456
37.4	1.0152150473223907	0.3922333661318571
37.6	1.1700011980352216	0.6463415415022269
37.8	1.311129747214567	1.3707079999231564
38.1	1.652569785551694	1.9295351075841358
38.3	1.638912184018209	1.7081130460580873
38.6	1.1654486641907265	1.0965663999385251
38.8	0.8740864981430448	0.7686508707261394
