t	tSc	enstrophy	ensScaled
52.818	32.48650665	0.00098579	0.999556002904847
52.833	32.5078653	0.00098583	0.999596561482349
52.848	32.52922395	0.00098591	0.999677678637354
52.863	32.5505826	0.00098602	0.999789214725486
52.878	32.57194125	0.00098615	0.999921030102369
52.893	32.5932999	0.00098627	1.00004270583488
52.908	32.61465855	0.00098638	1.00015424192301
52.923	32.6360172	0.00098648	1.00025563836677
52.938	32.65737585	0.00098659	1.0003671744549
52.953	32.6787345	0.00098671	1.0004888501874
52.968	32.70009315	0.00098683	1.00061052591991
52.983	32.7214518	0.00098693	1.00071192236367
52.998	32.74281045	0.00098695	1.00073220165242
53.013	32.7641691	0.00098688	1.00066122414179
53.028	32.78552775	0.00098673	1.00050912947616
53.043	32.8068864	0.00098652	1.00029619694427
53.058	32.82824505	0.00098627	1.00004270583488
53.073	32.8496037	0.00098602	0.999789214725486
53.088	32.87096235	0.0009858	0.999566142549223
53.103	32.892321	0.00098566	0.999424187527964
53.118	32.91367965	0.00098563	0.999393768594837
53.133	32.9350383	0.00098566	0.999424187527964
53.148	32.95639695	0.00098571	0.999474885749842
53.163	32.9777556	0.00098576	0.99952558397172
53.178	32.99911425	0.00098579	0.999556002904847
53.193	33.0204729	0.00098585	0.999616840771101
53.208	33.04183155	0.00098594	0.999708097570481
53.223	33.0631902	0.00098607	0.999839912947364
53.238	33.08454885	0.00098619	0.999961588679872
53.253	33.1059075	0.0009863	1.000073124768
53.268	33.12726615	0.00098641	1.00018466085614
53.283	33.1486248	0.00098651	1.00028605729989
53.298	33.16998345	0.00098662	1.00039759338802
53.313	33.1913421	0.00098675	1.00052940876491
53.328	33.21270075	0.00098686	1.00064094485304
53.343	33.2340594	0.00098691	1.00069164307492
53.358	33.25541805	0.00098688	1.00066122414179
53.373	33.2767767	0.00098676	1.00053954840928
53.388	33.29813535	0.00098658	1.00035703481052
53.403	33.319494	0.00098634	1.00011368334551
53.418	33.34085265	0.00098609	0.999860192236116
53.433	33.3622113	0.00098587	0.999637120059852
53.448	33.38356995	0.0009857	0.999464746105466
53.463	33.4049286	0.00098563	0.999393768594837
53.478	33.42628725	0.00098565	0.999414047883588
53.493	33.4476459	0.0009857	0.999464746105466
53.508	33.46900455	0.00098576	0.99952558397172
53.523	33.4903632	0.0009858	0.999566142549223
53.538	33.51172185	0.00098585	0.999616840771101
53.553	33.5330805	0.00098593	0.999697957926106
53.568	33.55443915	0.00098605	0.999819633658613
53.583	33.5757978	0.00098618	0.999951449035496
53.598	33.59715645	0.0009863	1.000073124768
53.613	33.6185151	0.00098641	1.00018466085614
53.628	33.63987375	0.00098651	1.00028605729989
53.643	33.6612324	0.00098662	1.00039759338802
53.658	33.68259105	0.00098674	1.00051926912053
53.673	33.7039497	0.00098686	1.00064094485304
53.688	33.72530835	0.00098694	1.00072206200804
53.703	33.746667	0.00098694	1.00072206200804
53.718	33.76802565	0.00098684	1.00062066556429
53.733	33.7893843	0.00098668	1.00045843125428
53.748	33.81074295	0.00098645	1.00022521943364
53.763	33.8321016	0.0009862	0.999971728324248
53.778	33.85346025	0.00098596	0.999728376859232
53.793	33.8748189	0.00098576	0.99952558397172
53.808	33.89617755	0.00098564	0.999403908239213
53.823	33.9175362	0.00098563	0.999393768594837
53.838	33.93889485	0.00098567	0.999434327172339
53.853	33.9602535	0.00098573	0.999495165038593
53.868	33.98161215	0.00098577	0.999535723616096
53.883	34.0029708	0.00098581	0.999576282193598
53.898	34.02432945	0.00098587	0.999637120059852
53.913	34.0456881	0.00098598	0.999748656147984
53.928	34.06704675	0.0009861	0.999870331880491
53.943	34.0884054	0.00098622	0.999992007612999
53.958	34.10976405	0.00098633	1.00010354370113
53.973	34.1311227	0.00098643	1.00020494014489
53.988	34.15248135	0.00098654	1.00031647623302
54.003	34.17384	0.00098666	1.00043815196553
54.018	34.19519865	0.00098678	1.00055982769803
54.033	34.2165573	0.00098688	1.00066122414179
54.048	34.23791595	0.00098692	1.00070178271929
54.063	34.2592746	0.00098686	1.00064094485304
54.078	34.28063325	0.00098672	1.00049898983178
54.093	34.3019919	0.00098652	1.00029619694427
54.108	34.32335055	0.00098628	1.00005284547925
54.123	34.3447092	0.00098603	0.999799354369862
54.138	34.36606785	0.00098582	0.999586421837974
54.153	34.3874265	0.00098567	0.999434327172339
54.168	34.40878515	0.00098563	0.999393768594837
54.183	34.4301438	0.00098566	0.999424187527964
54.198	34.45150245	0.00098572	0.999485025394218
54.213	34.4728611	0.00098577	0.999535723616096
54.228	34.49421975	0.00098581	0.999576282193598
54.243	34.5155784	0.00098587	0.999637120059852
54.258	34.53693705	0.00098596	0.999728376859232
54.273	34.5582957	0.00098608	0.99985005259174
54.288	34.57965435	0.00098621	0.999981867968623
54.303	34.601013	0.00098633	1.00010354370113
54.318	34.62237165	0.00098644	1.00021507978926
54.333	34.6437303	0.00098654	1.00031647623302
54.348	34.66508895	0.00098665	1.00042801232115
54.363	34.6864476	0.00098677	1.00054968805366
54.378	34.70780625	0.00098689	1.00067136378617
54.393	34.7291649	0.00098695	1.00073220165242
54.408	34.75052355	0.00098692	1.00070178271929
54.423	34.7718822	0.00098681	1.00059024663116
54.438	34.79324085	0.00098662	1.00039759338802
54.453	34.8145995	0.00098639	1.00016438156738
54.468	34.83595815	0.00098613	0.999900750813618
54.483	34.8573168	0.0009859	0.999667538992979
54.498	34.87867545	0.00098572	0.999485025394218
54.513	34.9000341	0.00098563	0.999393768594837
54.528	34.92139275	0.00098564	0.999403908239213
54.543	34.9427514	0.00098569	0.999454606461091
54.558	34.96411005	0.00098574	0.999505304682969
54.573	34.9854687	0.00098578	0.999545863260471
54.588	35.00682735	0.00098582	0.999586421837974
54.603	35.028186	0.0009859	0.999667538992979
54.618	35.04954465	0.00098601	0.999779075081111
54.633	35.0709033	0.00098613	0.999900750813618
54.648	35.09226195	0.00098625	1.00002242654613
54.663	35.1136206	0.00098636	1.00013396263426
54.678	35.13497925	0.00098646	1.00023535907801
54.693	35.1563379	0.00098657	1.00034689516615
54.708	35.17769655	0.00098669	1.00046857089865
54.723	35.1990552	0.00098681	1.00059024663116
54.738	35.22041385	0.0009869	1.00068150343054
54.753	35.2417725	0.00098691	1.00069164307492
54.768	35.26313115	0.00098683	1.00061052591991
54.783	35.2844898	0.00098667	1.0004482916099
54.798	35.30584845	0.00098646	1.00023535907801
54.813	35.3272071	0.00098621	0.999981867968623
54.828	35.34856575	0.00098597	0.999738516503608
54.843	35.3699244	0.00098577	0.999535723616096
54.858	35.39128305	0.00098565	0.999414047883588
54.873	35.4126417	0.00098563	0.999393768594837
