x	ux	uy
0	6.147558189047685E-15	2.680453925337963E-14
0.244	1.0784150268980035	0.601734554667706
0.488	1.5109661091153346	0.8500868163214683
0.732	1.2546944062947925	0.7155170886412359
0.977	0.7969605555922059	0.4441895076274339
1.22	0.49476733376913895	0.29211477472050457
1.46	0.3851482238921441	0.3435357275739267
1.71	0.42070036763603436	0.4890460835208447
1.95	0.6977108209738456	0.6148633085877286
2.2	1.3554254802358148	0.8577452561081482
2.44	2.222008983993139	1.3566379050690098
2.69	2.7108509604716295	1.8927286901366025
2.93	2.4886500620723155	2.2100069098704838
3.17	1.836860760100995	2.439760103470881
3.42	1.313947979201276	2.5163445013376795
3.66	1.103597795383259	2.1990662816037982
3.91	1.0147174360235336	1.6520348682695203
4.15	0.8991729688558903	1.1597065962686697
4.39	0.7821471623655849	0.806324303254726
4.64	0.7243749287817633	0.6498733190411224
4.88	0.7273376074270875	0.71989333994791
5.13	0.7391883220083842	0.794289612161372
5.37	0.703636178264494	0.6750367640544993
5.62	0.6177184975500927	0.4343429421874168
5.86	0.5258754595450429	0.23631757056040817
6.1	0.4414391181533036	0.145510355946918
6.35	0.3436707228576055	0.1323816020268953
6.59	0.25330902417521783	0.15863910986694066
6.84	0.22220089839931392	0.21443631402703706
7.08	0.26071572078852834	0.27679789514714476
7.32	0.3140439364043636	0.2855503977604932
7.57	0.3377453655669571	0.23412944490707108
7.81	0.35700277676156433	0.22756506794705972
8.06	0.4266257249266827	0.3686991725873035
8.3	0.5525395673529605	0.5798532981343348
8.54	0.6888227850378731	0.6772248897078365
8.79	0.7925165376242196	0.6301801881610886
9.03	0.8176993061094752	0.5535957902942895
9.28	0.7554830545576673	0.48248170656083333
9.52	0.6888227850378731	0.4146498113073829
9.77	0.7465950186216948	0.43324887936074835
10	0.959907881085036	0.5743829840009922
10.3	1.24580637035882	0.8107005545614002
10.5	1.4961527158887136	1.1925284810687264
10.7	1.629473254928302	1.6192129834694635
11	1.5850330752484392	1.6410942400028345
11.2	1.3820895880437325	1.1706472245353552
11.5	1.1880341367749983	0.7767846069346751
11.7	1.1584073503217567	0.9157305859215817
12	1.3657948554944497	1.3019347637355823
12.2	1.7627937939678904	1.4879254442692367
12.5	2.162755411086655	1.4769848160025512
12.7	2.222008983993139	1.4660441877358656
12.9	1.8072339736477532	1.3128753920022678
13.2	1.232474316454861	1.0065378005350718
13.4	0.942131809213091	0.7964777378147091
13.7	1.020642793314182	0.7844430467213549
13.9	1.3154293185239385	0.9091662089615703
14.2	1.7776071871945114	1.2362909941354687
14.4	2.384956309485969	1.7176786378696334
14.6	2.9034250724177015	2.056838114136886
14.9	3.0959991843637735	2.133422512003685
15.1	2.844171499511218	2.0677787424035716
15.4	2.222008983993139	1.9364912032033448
15.6	1.438380482304892	1.859906805336546
15.9	0.8517701105307033	1.903669318403288
16.1	0.5925357290648371	1.8270849205364892
16.4	0.5688342999022437	1.4332223029358089
16.6	0.6577146592619693	1.0087259261884092
16.8	0.8117739488188267	0.9376118424549528
17.1	0.9880533282156158	1.1378253397352986
17.3	1.0932284201246245	1.2253503658687832
17.6	1.0532322584127478	1.0513943764284828
17.8	0.92731841598647	0.8522749419748055
18.1	0.8488074318853791	0.8654036958948281
18.3	0.8606581464666758	1.0393596853351286
18.6	0.9347251125997804	1.0776518842685279
18.8	1.0739710089300172	0.8785324498148509
19	1.2443250310361578	0.6542495703477967
19.3	1.3065412825879656	0.532808596587587
19.5	1.1954408333883089	0.49232827200085033
19.8	1.0265681506048303	0.6258039368544143
20	0.8828782363066072	1.0141962403217517
20.3	0.7243749287817633	1.4222816746691231
20.5	0.5540209066756226	1.4769848160025512
