x	ux	uy
539	0.088742	0.28304
539.5	0.096964	0.23475
540	0.081827	0.20222
540.5	0.096934	0.24314
541	0.11824	0.28876
541.5	0.12234	0.25768
542	0.11981	0.16024
542.5	0.10714	0.11394
543	0.11802	0.14373
543.5	0.12988	0.17753
544	0.10697	0.16386
544.5	0.076984	0.12104
545	0.07683	0.15698
545.5	0.096057	0.24226
546	0.10531	0.20713
546.5	0.12153	0.11492
547	0.11106	0.088593
547.5	0.10825	0.091147
548	0.1169	0.096482
548.5	0.085203	0.13228
549	0.087503	0.16098
549.5	0.1122	0.16006
550	0.10943	0.21428
550.5	0.094829	0.27454
551	0.10066	0.18684
551.5	0.10618	0.10195
552	0.12145	0.090897
552.5	0.14121	0.16671
553	0.10957	0.27032
553.5	0.070777	0.29451
554	0.052118	0.24727
554.5	0.052251	0.20347
555	0.068622	0.22251
555.5	0.10231	0.26451
556	0.096071	0.21503
556.5	0.088757	0.13934
557	0.12191	0.16021
557.5	0.12739	0.17253
558	0.08873	0.12505
558.5	0.064108	0.11934
559	0.066418	0.14833
559.5	0.065864	0.11964
560	0.086164	0.11195
560.5	0.091666	0.13039
561	0.080867	0.13841
561.5	0.088303	0.18384
562	0.087465	0.26289
562.5	0.081123	0.30212
563	0.093561	0.29403
563.5	0.117	0.29406
564	0.1132	0.2714
564.5	0.10937	0.26288
565	0.10333	0.2632
565.5	0.09241	0.16851
566	0.091264	0.10333
566.5	0.10308	0.12339
567	0.10036	0.15473
567.5	0.075514	0.1402
568	0.054248	0.15035
568.5	0.066088	0.16939
569	0.087412	0.194
569.5	0.078434	0.20823
570	0.086871	0.1957
570.5	0.12059	0.20297
571	0.10678	0.21
571.5	0.066108	0.24136
572	0.050254	0.22801
572.5	0.066116	0.1894
573	0.11175	0.17126
573.5	0.1445	0.19355
574	0.12029	0.15266
574.5	0.088195	0.1387
575	0.084013	0.14999
575.5	0.098775	0.17923
576	0.11011	0.21606
576.5	0.12544	0.1885
577	0.13641	0.14153
577.5	0.11602	0.16596
578	0.091111	0.15321
578.5	0.099754	0.098744
579	0.12241	0.07751
579.5	0.1154	0.095746
580	0.086906	0.12305
580.5	0.082096	0.21036
581	0.10453	0.25349
581.5	0.14042	0.23339
582	0.11738	0.2267
582.5	0.078982	0.21258
583	0.07536	0.20534
583.5	0.06968	0.20318
584	0.047018	0.22725
584.5	0.050471	0.255
585	0.086353	0.23845
585.5	0.12018	0.19055
586	0.10452	0.19943
586.5	0.065921	0.27662
587	0.063952	0.2567
587.5	0.08864	0.19516
588	0.094258	0.2145
588.5	0.073328	0.21936
589	0.055264	0.23469
589.5	0.05425	0.28941
590	0.07835	0.30379
590.5	0.10922	0.18143
591	0.11924	0.084374
591.5	0.10704	0.070188
592	0.092835	0.10478
592.5	0.077237	0.19959
593	0.055387	0.29943
593.5	0.053756	0.3392
594	0.077655	0.31509
594.5	0.092175	0.22016
595	0.083657	0.12842
595.5	0.066958	0.14086
596	0.062429	0.16208
596.5	0.09463	0.15294
597	0.11001	0.18233
597.5	0.082827	0.16083
598	0.076081	0.12206
598.5	0.081355	0.17392
599	0.084217	0.23051
599.5	0.06808	0.2113
600	0.090574	0.18384
600.5	0.11813	0.14701
601	0.085863	0.10996
601.5	0.061539	0.1109
602	0.075249	0.15275
602.5	0.068089	0.15839
603	0.05446	0.16334
603.5	0.041647	0.21009
604	0.042822	0.25237
604.5	0.071257	0.23211
605	0.088553	0.17289
605.5	0.080005	0.16646
606	0.094263	0.21122
606.5	0.11987	0.23279
607	0.11843	0.15167
607.5	0.10416	0.099684
608	0.066207	0.080197
608.5	0.033708	0.059111
609	0.024889	0.10474
609.5	0.048719	0.21375
610	0.093389	0.27634
610.5	0.095318	0.21124
611	0.066609	0.15496
611.5	0.067678	0.20044
612	0.089705	0.23147
612.5	0.095646	0.20737
613	0.087651	0.20017
613.5	0.066898	0.18018
614	0.061405	0.15901
614.5	0.070804	0.20683
615	0.074185	0.22033
615.5	0.088498	0.16448
616	0.099999	0.13844
616.5	0.082182	0.14276
617	0.081102	0.19973
617.5	0.10398	0.24882
618	0.11799	0.25378
618.5	0.097849	0.22076
619	0.090764	0.1471
619.5	0.09439	0.12675
620	0.07605	0.18138
620.5	0.065435	0.21432
621	0.060005	0.2144
621.5	0.064214	0.20142
622	0.059241	0.14544
622.5	0.057708	0.10167
623	0.066635	0.14137
623.5	0.0842	0.22146
624	0.10216	0.27318
624.5	0.0912	0.24056
625	0.085962	0.19428
625.5	0.10968	0.17412
626	0.11584	0.1742
626.5	0.10084	0.16492
627	0.084684	0.15843
627.5	0.079697	0.14734
628	0.069124	0.11743
628.5	0.080371	0.087731
629	0.089634	0.081589
629.5	0.064333	0.07159
630	0.046615	0.074298
630.5	0.040918	0.11475
631	0.047723	0.1554
631.5	0.059418	0.13697
632	0.056249	0.12665
632.5	0.041851	0.16559
633	0.059125	0.22605
633.5	0.087711	0.26061
634	0.078782	0.235
634.5	0.068038	0.21541
635	0.055027	0.21216
635.5	0.040339	0.19504
636	0.051854	0.20734
636.5	0.067585	0.22467
637	0.068264	0.18929
637.5	0.071108	0.16272
638	0.095291	0.16081
638.5	0.11744	0.20426
639	0.083442	0.2312
639.5	0.066159	0.1638
640	0.094736	0.13256
640.5	0.12132	0.20406
641	0.1203	0.22525
641.5	0.097702	0.17487
642	0.054494	0.1324
642.5	0.039131	0.11252
643	0.05173	0.11393
643.5	0.052452	0.15804
644	0.043753	0.16824
644.5	0.0371	0.13389
645	0.038109	0.15013
645.5	0.045782	0.14918
646	0.073454	0.12986
646.5	0.10524	0.13877
647	0.10354	0.1186
647.5	0.069979	0.087928
648	0.055621	0.098004
648.5	0.051996	0.15574
649	0.045364	0.15492
649.5	0.052245	0.1246
650	0.08686	0.13756
650.5	0.11904	0.13384
651	0.10166	0.10769
651.5	0.064143	0.12267
652	0.037082	0.14767
652.5	0.034761	0.13929
653	0.04502	0.15752
653.5	0.051017	0.18792
654	0.046918	0.16484
654.5	0.044327	0.13111
655	0.043667	0.1547
655.5	0.050548	0.15123
656	0.05226	0.10706
656.5	0.048643	0.12622
657	0.039258	0.18258
657.5	0.041999	0.19658
658	0.062977	0.15547
658.5	0.065656	0.11835
659	0.074869	0.083356
659.5	0.079968	0.052681
660	0.058835	0.071035
660.5	0.043097	0.10377
661	0.050221	0.11901
661.5	0.075548	0.14767
662	0.083091	0.17775
662.5	0.066886	0.19466
663	0.043116	0.17367
663.5	0.037692	0.13426
664	0.057613	0.11863
664.5	0.082499	0.133
665	0.080491	0.14273
665.5	0.074258	0.10689
666	0.069216	0.095785
666.5	0.063539	0.1243
667	0.065026	0.10983
667.5	0.058713	0.089334
668	0.034325	0.096155
668.5	0.025523	0.090938
669	0.028991	0.13121
669.5	0.038894	0.19673
670	0.072981	0.21223
670.5	0.095381	0.17521
671	0.081898	0.15035
671.5	0.065891	0.1327
672	0.06698	0.098266
672.5	0.083297	0.088383
673	0.072087	0.10923
673.5	0.039208	0.1077
674	0.035842	0.14402
674.5	0.071898	0.18852
675	0.11888	0.15204
675.5	0.11524	0.13013
676	0.063246	0.16148
676.5	0.038255	0.16468
677	0.053485	0.15694
677.5	0.07309	0.1501
678	0.087271	0.12763
678.5	0.07949	0.11375
679	0.05618	0.13867
679.5	0.04187	0.1624
680	0.050365	0.1749
680.5	0.054615	0.16708
681	0.05332	0.14237
681.5	0.059183	0.15463
682	0.053321	0.16707
682.5	0.042732	0.12833
683	0.039332	0.10725
683.5	0.044338	0.15931
684	0.061169	0.22026
684.5	0.064172	0.21325
685	0.054714	0.17272
685.5	0.055794	0.16709
686	0.048294	0.19891
686.5	0.030115	0.17663
687	0.033141	0.14668
687.5	0.048655	0.13125
688	0.058228	0.16874
688.5	0.062957	0.22768
689	0.066747	0.15639
689.5	0.07376	0.10887
690	0.057438	0.1623
690.5	0.037333	0.20384
691	0.035879	0.19473
691.5	0.045845	0.14807
692	0.055634	0.13647
692.5	0.056618	0.14174
693	0.048	0.09889
693.5	0.040414	0.056949
694	0.054616	0.042658
694.5	0.070462	0.060624
695	0.060786	0.089431
695.5	0.044027	0.10951
696	0.048522	0.11405
696.5	0.056412	0.11665
697	0.059019	0.13972
697.5	0.063771	0.13401
698	0.060007	0.13686
698.5	0.050276	0.11984
699	0.046254	0.086054
699.5	0.038324	0.078141
700	0.037721	0.091103
700.5	0.040994	0.10933
701	0.04739	0.13114
701.5	0.048792	0.1713
702	0.040774	0.14797
702.5	0.0369	0.1313
703	0.037071	0.16075
703.5	0.039455	0.15804
704	0.037799	0.12762
704.5	0.030217	0.11042
705	0.031345	0.092065
705.5	0.045643	0.086127
706	0.039953	0.093096
706.5	0.02456	0.096392
707	0.032101	0.065832
707.5	0.04402	0.046265
708	0.036462	0.060286
708.5	0.041743	0.09788
709	0.051733	0.11669
709.5	0.049031	0.13055
710	0.048212	0.16349
710.5	0.041323	0.17504
711	0.028504	0.12562
711.5	0.026398	0.08703
712	0.03986	0.085144
712.5	0.04945	0.093745
713	0.040328	0.089453
713.5	0.032975	0.079122
714	0.036829	0.091222
714.5	0.054671	0.14945
715	0.075694	0.15902
715.5	0.090046	0.11718
716	0.073699	0.088305
716.5	0.052047	0.089679
717	0.054757	0.11486
717.5	0.053857	0.13712
718	0.051153	0.13102
718.5	0.056245	0.10986
719	0.061863	0.080418
719.5	0.06483	0.082819
720	0.048314	0.12557
720.5	0.033433	0.13291
721	0.040334	0.10393
721.5	0.0448	0.10672
722	0.058177	0.14211
722.5	0.073843	0.16315
723	0.065083	0.17501
723.5	0.065475	0.15691
724	0.070326	0.12352
724.5	0.077375	0.10426
725	0.067991	0.11777
725.5	0.047728	0.14188
726	0.036902	0.17991
726.5	0.030654	0.17245
727	0.033035	0.11932
727.5	0.037687	0.080128
728	0.04532	0.10952
728.5	0.053377	0.18517
729	0.047315	0.19049
729.5	0.035554	0.12361
730	0.034271	0.089903
730.5	0.037267	0.12003
731	0.035569	0.12722
731.5	0.039147	0.10643
732	0.055525	0.10218
732.5	0.070767	0.12842
733	0.057706	0.14336
733.5	0.044159	0.14255
734	0.04422	0.14252
734.5	0.042078	0.17195
735	0.041399	0.17317
735.5	0.03251	0.11911
736	0.031815	0.10792
736.5	0.03518	0.11048
737	0.047285	0.089411
737.5	0.069353	0.07602
738	0.093701	0.079612
738.5	0.077589	0.12094
739	0.047868	0.15871
739.5	0.044324	0.12164
740	0.058158	0.080106
740.5	0.060276	0.094202
741	0.046298	0.12052
741.5	0.035895	0.10372
742	0.041606	0.072768
742.5	0.054187	0.047534
743	0.062303	0.040441
743.5	0.064514	0.073968
744	0.063364	0.12983
744.5	0.053359	0.1494
745	0.045654	0.14236
745.5	0.041886	0.15301
746	0.046196	0.15598
746.5	0.058051	0.13776
747	0.062177	0.13371
747.5	0.061175	0.1465
748	0.064514	0.16003
748.5	0.047114	0.13806
749	0.038087	0.13382
749.5	0.051907	0.16375
750	0.051519	0.14986
750.5	0.041099	0.10449
751	0.043225	0.096045
751.5	0.039562	0.12351
752	0.028786	0.12497
752.5	0.027639	0.11363
753	0.041325	0.12193
753.5	0.051988	0.12444
754	0.049202	0.13412
754.5	0.048413	0.14031
755	0.054218	0.12023
755.5	0.045777	0.10349
756	0.054381	0.11747
756.5	0.062439	0.11747
757	0.057937	0.10911
757.5	0.060725	0.10789
758	0.060243	0.10507
758.5	0.039869	0.08284
759	0.028206	0.098373
759.5	0.039174	0.17296
760	0.049279	0.20285
760.5	0.044041	0.13941
761	0.036827	0.11343
761.5	0.035296	0.15207
762	0.034825	0.15921
762.5	0.028416	0.13963
763	0.023878	0.1244
763.5	0.02643	0.12017
764	0.028623	0.099963
764.5	0.033114	0.08529
765	0.048699	0.098079
765.5	0.063256	0.12258
766	0.066382	0.1216
766.5	0.045257	0.091121
767	0.034195	0.096375
767.5	0.041084	0.13226
768	0.046653	0.15193
768.5	0.040981	0.12207
769	0.040659	0.078793
769.5	0.045706	0.073612
770	0.036646	0.096312
770.5	0.031345	0.14424
771	0.050292	0.15184
771.5	0.068468	0.13372
772	0.07192	0.11712
772.5	0.053223	0.12675
773	0.035641	0.13084
773.5	0.045316	0.099002
774	0.054312	0.063193
774.5	0.045693	0.060141
775	0.038354	0.073341
775.5	0.035581	0.070708
776	0.040302	0.080206
776.5	0.045643	0.1026
777	0.044964	0.10579
777.5	0.036844	0.085919
778	0.044854	0.080002
778.5	0.063756	0.11482
779	0.067554	0.15836
779.5	0.062188	0.17124
780	0.045244	0.13324
780.5	0.045434	0.10813
781	0.062377	0.094097
781.5	0.062558	0.081348
782	0.047175	0.064437
782.5	0.041233	0.069576
783	0.037989	0.10307
783.5	0.030339	0.12354
784	0.028913	0.12042
784.5	0.035653	0.10864
785	0.043373	0.12478
785.5	0.045956	0.16217
786	0.051291	0.16512
786.5	0.045709	0.13942
787	0.037904	0.118
787.5	0.031995	0.096141
788	0.025607	0.064915
788.5	0.023692	0.055333
789	0.032748	0.070834
789.5	0.051697	0.10501
790	0.0537	0.16342
790.5	0.046164	0.16492
791	0.041674	0.11868
791.5	0.046709	0.094084
792	0.067998	0.10857
792.5	0.063343	0.12862
793	0.041556	0.13852
793.5	0.026195	0.085168
794	0.030301	0.054743
794.5	0.040498	0.05753
795	0.035031	0.052141
795.5	0.031761	0.069378
796	0.043681	0.11685
796.5	0.055444	0.12823
797	0.04595	0.085476
797.5	0.04213	0.075027
798	0.051731	0.083702
798.5	0.052976	0.086418
799	0.044748	0.07683
799.5	0.034708	0.060793
800	0.02616	0.060644
800.5	0.026758	0.069432
801	0.039357	0.088966
801.5	0.049569	0.11412
802	0.056818	0.095593
802.5	0.046019	0.082415
803	0.041091	0.073389
803.5	0.047587	0.075728
804	0.042272	0.12215
804.5	0.02976	0.14738
805	0.027112	0.14465
805.5	0.03918	0.14489
806	0.061459	0.12833
806.5	0.060349	0.13351
807	0.051454	0.1267
807.5	0.047415	0.080311
808	0.051748	0.061633
808.5	0.052555	0.089697
809	0.039668	0.10608
809.5	0.03084	0.098176
810	0.028557	0.077453
810.5	0.030445	0.061779
811	0.031992	0.061803
811.5	0.03799	0.066265
812	0.057708	0.060595
812.5	0.057046	0.085417
813	0.041244	0.10642
813.5	0.035363	0.079583
814	0.030246	0.057916
814.5	0.02545	0.081342
815	0.028155	0.12502
815.5	0.030216	0.14396
816	0.031689	0.1297
816.5	0.033098	0.10998
817	0.036962	0.080167
817.5	0.048208	0.066394
818	0.050693	0.070008
818.5	0.042242	0.087745
819	0.044501	0.092017
819.5	0.042392	0.1091
820	0.040664	0.12098
820.5	0.031195	0.11035
821	0.02411	0.10528
821.5	0.034734	0.12986
822	0.048751	0.13675
822.5	0.054175	0.10388
823	0.048935	0.084275
823.5	0.035064	0.10289
824	0.03973	0.13903
824.5	0.046723	0.17491
825	0.038978	0.14179
825.5	0.039052	0.081372
826	0.032941	0.062697
826.5	0.019698	0.063248
827	0.023517	0.074679
827.5	0.034624	0.10978
828	0.033905	0.11454
828.5	0.028563	0.10591
829	0.029642	0.12636
829.5	0.040059	0.11187
830	0.050766	0.098629
830.5	0.051766	0.11897
831	0.044988	0.16472
831.5	0.039658	0.19934
832	0.027624	0.19701
832.5	0.01919	0.14174
833	0.025542	0.11938
833.5	0.031964	0.1197
834	0.032313	0.10563
834.5	0.037571	0.076644
835	0.04569	0.066977
835.5	0.049688	0.087399
836	0.054078	0.096768
836.5	0.052161	0.079922
837	0.045832	0.072311
837.5	0.031762	0.096456
838	0.023611	0.10859
838.5	0.027509	0.088627
839	0.035613	0.069591
839.5	0.045953	0.072003
840	0.054306	0.085361
840.5	0.057562	0.07444
841	0.041346	0.081865
841.5	0.027347	0.12149
842	0.026014	0.13495
842.5	0.025137	0.10455
843	0.02945	0.083499
843.5	0.034508	0.088533
844	0.027651	0.094536
844.5	0.032416	0.094548
845	0.049805	0.076555
845.5	0.050016	0.073124
846	0.032772	0.078932
846.5	0.034918	0.089513
847	0.050535	0.10587
847.5	0.04689	0.10737
848	0.038656	0.10473
848.5	0.034687	0.10129
849	0.032235	0.10973
849.5	0.029708	0.12051
850	0.041258	0.13514
850.5	0.056196	0.13913
851	0.042565	0.12915
851.5	0.029695	0.11707
852	0.039487	0.095043
852.5	0.044068	0.094086
853	0.045739	0.098834
853.5	0.0454	0.069867
854	0.037846	0.05909
854.5	0.026805	0.086204
855	0.022768	0.10722
855.5	0.026539	0.12429
856	0.033675	0.1474
856.5	0.039919	0.13957
857	0.043194	0.12298
857.5	0.043565	0.097165
858	0.040062	0.093514
858.5	0.043371	0.1137
859	0.05557	0.13217
859.5	0.055753	0.11564
860	0.044454	0.093989
860.5	0.044589	0.076802
861	0.046182	0.07537
861.5	0.042649	0.088451
862	0.03495	0.06355
862.5	0.030737	0.051303
863	0.037881	0.066481
863.5	0.047069	0.076325
864	0.051551	0.073898
864.5	0.043867	0.096486
865	0.030006	0.11258
865.5	0.033987	0.07744
866	0.042696	0.058815
866.5	0.034908	0.075165
867	0.034842	0.093497
867.5	0.035873	0.096182
868	0.033165	0.11305
868.5	0.036576	0.1179
869	0.042955	0.12561
869.5	0.043831	0.14099
870	0.039917	0.14701
870.5	0.04089	0.12912
871	0.037	0.10671
871.5	0.036484	0.09012
872	0.036862	0.094638
872.5	0.032594	0.11003
873	0.032669	0.096311
873.5	0.033131	0.078158
874	0.03651	0.076509
874.5	0.03283	0.073197
875	0.04523	0.072157
875.5	0.060829	0.094975
876	0.047321	0.10993
876.5	0.0455	0.11034
877	0.056931	0.11409
877.5	0.049511	0.08127
878	0.040911	0.039484
878.5	0.046424	0.033048
879	0.053193	0.051875
879.5	0.039137	0.070617
880	0.0371	0.087633
880.5	0.045257	0.097621
881	0.038218	0.069599
881.5	0.025099	0.059525
882	0.021816	0.055352
882.5	0.025519	0.046672
883	0.029779	0.05836
883.5	0.042586	0.05816
884	0.045052	0.039819
884.5	0.036763	0.034895
885	0.031023	0.045087
885.5	0.02764	0.06501
886	0.023308	0.098727
886.5	0.025487	0.12054
887	0.03024	0.11131
887.5	0.0276	0.074574
888	0.023704	0.066399
888.5	0.019613	0.060417
889	0.022466	0.057613
889.5	0.030607	0.078274
890	0.040647	0.092233
890.5	0.041594	0.10008
891	0.032077	0.093438
891.5	0.028517	0.078058
892	0.031921	0.089409
892.5	0.04573	0.10126
893	0.062249	0.091153
893.5	0.062756	0.093991
894	0.055668	0.078741
894.5	0.043291	0.070439
895	0.040829	0.090052
895.5	0.035596	0.088204
896	0.029952	0.076173
896.5	0.02096	0.065335
897	0.016363	0.053896
897.5	0.022485	0.063449
898	0.034344	0.10482
898.5	0.045891	0.12813
899	0.050316	0.1376
899.5	0.040887	0.11067
900	0.036679	0.067051
900.5	0.038616	0.061024
901	0.033242	0.11534
901.5	0.032144	0.17487
902	0.033851	0.1198
902.5	0.027688	0.068713
903	0.03049	0.073327
903.5	0.043059	0.074965
904	0.042537	0.088572
904.5	0.033477	0.086515
905	0.033232	0.069611
905.5	0.035865	0.065631
906	0.04084	0.081738
906.5	0.046785	0.082223
907	0.049789	0.083217
907.5	0.046646	0.1018
908	0.05364	0.099563
908.5	0.051952	0.076375
909	0.042078	0.051367
909.5	0.043995	0.041995
910	0.048664	0.06977
910.5	0.049967	0.11703
911	0.047873	0.12109
911.5	0.044762	0.1197
912	0.045127	0.17117
912.5	0.03833	0.20084
913	0.035263	0.1353
913.5	0.047068	0.074201
914	0.053304	0.074829
914.5	0.036939	0.11726
915	0.029254	0.14649
915.5	0.031964	0.14312
916	0.02593	0.14675
916.5	0.023799	0.13082
917	0.024401	0.097715
917.5	0.019482	0.090303
918	0.026081	0.090781
918.5	0.033868	0.078246
919	0.023169	0.063058
919.5	0.027716	0.049766
920	0.055714	0.064129
920.5	0.067668	0.11308
921	0.05461	0.13714
921.5	0.041501	0.12763
922	0.037115	0.10758
922.5	0.042952	0.084177
923	0.042949	0.083097
923.5	0.03731	0.10287
924	0.036771	0.10293
924.5	0.040456	0.090461
925	0.045149	0.075731
925.5	0.040951	0.065741
926	0.034602	0.06735
926.5	0.041153	0.060729
927	0.041383	0.068057
927.5	0.036689	0.087576
928	0.041205	0.10219
928.5	0.033979	0.094187
929	0.024353	0.068265
929.5	0.027913	0.042269
930	0.028938	0.033769
930.5	0.017131	0.036478
931	0.011149	0.050157
931.5	0.01683	0.082225
932	0.024882	0.091481
932.5	0.030241	0.058345
933	0.03447	0.045178
933.5	0.028295	0.066019
934	0.020269	0.084097
934.5	0.018133	0.067641
935	0.022652	0.05403
935.5	0.026795	0.061347
936	0.025899	0.071348
936.5	0.027728	0.073749
937	0.02702	0.088311
937.5	0.03412	0.10168
938	0.04791	0.10659
938.5	0.052388	0.10467
939	0.048046	0.089982
939.5	0.048082	0.094519
940	0.04173	0.12408
940.5	0.028993	0.12759
941	0.027872	0.09746
941.5	0.036097	0.076721
942	0.036624	0.075343
942.5	0.0438	0.090917
943	0.057528	0.12767
943.5	0.060738	0.15936
944	0.046937	0.13362
944.5	0.041199	0.10071
945	0.041944	0.11136
945.5	0.038018	0.11586
946	0.041449	0.087502
946.5	0.038292	0.062792
947	0.038558	0.070324
947.5	0.04059	0.086992
948	0.039136	0.080877
948.5	0.034222	0.065569
949	0.033254	0.061017
949.5	0.037661	0.049972
950	0.0304	0.049952
950.5	0.028953	0.053785
951	0.039625	0.054253
951.5	0.040314	0.057645
952	0.024583	0.07844
952.5	0.023656	0.070486
953	0.036229	0.059236
953.5	0.037321	0.072522
954	0.027699	0.097118
954.5	0.02295	0.08181
955	0.019108	0.076047
955.5	0.023721	0.099847
956	0.030764	0.103
956.5	0.0308	0.094605
957	0.035801	0.10309
957.5	0.041392	0.1334
958	0.045809	0.12437
958.5	0.051853	0.090791
959	0.053328	0.085025
959.5	0.053138	0.11476
960	0.045804	0.10315
960.5	0.033555	0.078479
961	0.028449	0.062208
961.5	0.023895	0.0597
962	0.026679	0.079347
962.5	0.031812	0.085683
963	0.033139	0.074076
963.5	0.034531	0.074758
964	0.033065	0.082553
964.5	0.038464	0.090702
965	0.042084	0.085716
965.5	0.029092	0.075368
966	0.022005	0.090306
966.5	0.028581	0.083569
967	0.037266	0.061611
967.5	0.038246	0.057529
968	0.03879	0.066214
968.5	0.038184	0.076837
969	0.032977	0.063527
969.5	0.026292	0.048704
970	0.017567	0.045106
970.5	0.014749	0.064001
971	0.02226	0.10016
971.5	0.033674	0.12399
972	0.042749	0.12769
972.5	0.045166	0.091958
973	0.056634	0.070055
973.5	0.059569	0.075118
974	0.049808	0.075509
974.5	0.044565	0.073232
975	0.034826	0.055398
975.5	0.02582	0.050925
976	0.024747	0.063457
976.5	0.025928	0.058685
977	0.025285	0.055897
977.5	0.032783	0.056979
978	0.03702	0.05587
978.5	0.030341	0.056936
979	0.023174	0.068425
979.5	0.021311	0.075745
980	0.023071	0.064145
980.5	0.027655	0.048632
981	0.027266	0.039863
981.5	0.025863	0.049329
982	0.029265	0.064285
982.5	0.041962	0.087088
983	0.048173	0.10252
983.5	0.041479	0.098116
984	0.026208	0.089738
984.5	0.015499	0.068274
985	0.016238	0.063871
985.5	0.028492	0.091507
986	0.047283	0.11781
986.5	0.060727	0.10298
987	0.058039	0.094354
987.5	0.046978	0.077684
988	0.04156	0.06887
988.5	0.035077	0.071872
989	0.0354	0.066693
989.5	0.041228	0.072181
990	0.029088	0.069788
990.5	0.01912	0.060649
991	0.019793	0.06404
991.5	0.023924	0.089028
992	0.025144	0.098702
992.5	0.024809	0.068107
993	0.02293	0.06151
993.5	0.020646	0.079294
994	0.027213	0.071531
994.5	0.037423	0.0631
995	0.031184	0.067421
995.5	0.019858	0.077403
996	0.020546	0.067467
996.5	0.026115	0.049028
997	0.023973	0.060467
997.5	0.015958	0.094899
998	0.017809	0.10452
998.5	0.022837	0.079679
999	0.01972	0.06756
999.5	0.017083	0.060176
-1000	0.014725	0.054451
-999.5	0.017083	0.060176
-999	0.01972	0.06756
-998.5	0.022837	0.079679
-998	0.017809	0.10452
-997.5	0.015958	0.094899
-997	0.023973	0.060467
-996.5	0.026115	0.049028
-996	0.020546	0.067467
-995.5	0.019858	0.077403
-995	0.031184	0.067421
-994.5	0.037423	0.0631
-994	0.027213	0.071531
-993.5	0.020646	0.079294
-993	0.02293	0.06151
-992.5	0.024809	0.068107
-992	0.025144	0.098702
-991.5	0.023924	0.089028
-991	0.019793	0.06404
-990.5	0.01912	0.060649
-990	0.029088	0.069788
-989.5	0.041228	0.072181
-989	0.0354	0.066693
-988.5	0.035077	0.071872
-988	0.04156	0.06887
-987.5	0.046978	0.077684
-987	0.058039	0.094354
-986.5	0.060727	0.10298
-986	0.047283	0.11781
-985.5	0.028492	0.091507
-985	0.016238	0.063871
-984.5	0.015499	0.068274
-984	0.026208	0.089738
-983.5	0.041479	0.098116
-983	0.048173	0.10252
-982.5	0.041962	0.087088
-982	0.029265	0.064285
-981.5	0.025863	0.049329
-981	0.027266	0.039863
-980.5	0.027655	0.048632
-980	0.023071	0.064145
-979.5	0.021311	0.075745
-979	0.023174	0.068425
-978.5	0.030341	0.056936
-978	0.03702	0.05587
-977.5	0.032783	0.056979
-977	0.025285	0.055897
-976.5	0.025928	0.058685
-976	0.024747	0.063457
-975.5	0.02582	0.050925
-975	0.034826	0.055398
-974.5	0.044565	0.073232
-974	0.049808	0.075509
-973.5	0.059569	0.075118
-973	0.056634	0.070055
-972.5	0.045166	0.091958
-972	0.042749	0.12769
-971.5	0.033674	0.12399
-971	0.02226	0.10016
-970.5	0.014749	0.064001
-970	0.017567	0.045106
-969.5	0.026292	0.048704
-969	0.032977	0.063527
-968.5	0.038184	0.076837
-968	0.03879	0.066214
-967.5	0.038246	0.057529
-967	0.037266	0.061611
-966.5	0.028581	0.083569
-966	0.022005	0.090306
-965.5	0.029092	0.075368
-965	0.042084	0.085716
-964.5	0.038464	0.090702
-964	0.033065	0.082553
-963.5	0.034531	0.074758
-963	0.033139	0.074076
-962.5	0.031812	0.085683
-962	0.026679	0.079347
-961.5	0.023895	0.0597
-961	0.028449	0.062208
-960.5	0.033555	0.078479
-960	0.045804	0.10315
-959.5	0.053138	0.11476
-959	0.053328	0.085025
-958.5	0.051853	0.090791
-958	0.045809	0.12437
-957.5	0.041392	0.1334
-957	0.035801	0.10309
-956.5	0.0308	0.094605
-956	0.030764	0.103
-955.5	0.023721	0.099847
-955	0.019108	0.076047
-954.5	0.02295	0.08181
-954	0.027699	0.097118
-953.5	0.037321	0.072522
-953	0.036229	0.059236
-952.5	0.023656	0.070486
-952	0.024583	0.07844
-951.5	0.040314	0.057645
-951	0.039625	0.054253
-950.5	0.028953	0.053785
-950	0.0304	0.049952
-949.5	0.037661	0.049972
-949	0.033254	0.061017
-948.5	0.034222	0.065569
-948	0.039136	0.080877
-947.5	0.04059	0.086992
-947	0.038558	0.070324
-946.5	0.038292	0.062792
-946	0.041449	0.087502
-945.5	0.038018	0.11586
-945	0.041944	0.11136
-944.5	0.041199	0.10071
-944	0.046937	0.13362
-943.5	0.060738	0.15936
-943	0.057528	0.12767
-942.5	0.0438	0.090917
-942	0.036624	0.075343
-941.5	0.036097	0.076721
-941	0.027872	0.09746
-940.5	0.028993	0.12759
-940	0.04173	0.12408
-939.5	0.048082	0.094519
-939	0.048046	0.089982
-938.5	0.052388	0.10467
-938	0.04791	0.10659
-937.5	0.03412	0.10168
-937	0.02702	0.088311
-936.5	0.027728	0.073749
-936	0.025899	0.071348
-935.5	0.026795	0.061347
-935	0.022652	0.05403
-934.5	0.018133	0.067641
-934	0.020269	0.084097
-933.5	0.028295	0.066019
-933	0.03447	0.045178
-932.5	0.030241	0.058345
-932	0.024882	0.091481
-931.5	0.01683	0.082225
-931	0.011149	0.050157
-930.5	0.017131	0.036478
-930	0.028938	0.033769
-929.5	0.027913	0.042269
-929	0.024353	0.068265
-928.5	0.033979	0.094187
