t,	etaU
0,	34.9671
0.554477,	40.2626
1.10895,	55.8502
1.66343,	71.113
2.21791,	71.113
2.77239,	55.8502
3.32686,	40.2626
3.88134,	34.9671
4.43582,	39.5105
4.9903,	44.8245
5.54477,	41.842
6.09925,	41.8688
6.65373,	55.0408
7.20821,	72.6567
7.76268,	77.6754
8.31716,	68.2959
8.87164,	62.0894
9.42612,	69.1528
9.98059,	77.0322
10.5351,	72.3453
11.0895,	63.4339
11.644,	63.3
12.1985,	70.1335
12.753,	73.4703
13.3075,	70.2566
13.8619,	63.8322
14.4164,	55.9468
14.9709,	42.8215
15.5254,	31.0501
16.0798,	38.7349
16.6343,	60.2309
17.1888,	76.8982
17.7433,	77.8824
18.2978,	68.3977
18.8522,	64.3148
19.4067,	66.6188
19.9612,	63.8554
20.5157,	52.7363
21.0701,	41.3261
21.6246,	43.687
22.1791,	59.4852
22.7336,	70.6627
23.2881,	66.8552
23.8425,	52.9782
24.397,	43.7097
24.9515,	46.8904
25.506,	52.6931
26.0604,	54.2627
26.6149,	55.1871
27.1694,	56.3273
27.7239,	57.4059
28.2783,	59.6579
28.8328,	64.3724
29.3873,	72.1299
29.9418,	75.33
30.4963,	64.9857
31.0507,	45.9765
31.6052,	31.1856
32.1597,	29.6579
32.7142,	36.0529
33.2686,	44.3026
33.8231,	54.595
34.3776,	63.9987
34.9321,	74.1559
35.4866,	81.1803
36.041,	77.0789
36.5955,	66.9132
37.15,	54.6575
37.7045,	42.2572
38.2589,	35.0435
38.8134,	32.5581
39.3679,	34.0252
39.9224,	38.4692
40.4769,	39.6404
41.0313,	38.106
41.5858,	37.8225
42.1403,	41.3672
42.6948,	45.6451
43.2492,	47.1439
43.8037,	47.9789
44.3582,	49.3813
44.9127,	48.204
45.4671,	42.9188
46.0216,	38.9419
46.5761,	42.9065
47.1306,	51.2432
47.6851,	55.9196
48.2395,	57.9405
48.794,	57.9717
49.3485,	55.7607
49.903,	49.695
50.4574,	43.0626
51.0119,	42.3671
51.5664,	44.8179
52.1209,	42.8082
52.6754,	36.9015
53.2298,	31.0681
53.7843,	31.6538
54.3388,	39.0524
54.8933,	44.4792
55.4477,	43.6525
56.0022,	36.1787
56.5567,	30.05
57.1112,	37.0336
57.6657,	57.0219
58.2201,	74.1872
58.7746,	77.0792
59.3291,	66.5014
59.8836,	52.9101
60.438,	49.1025
60.9925,	57.5832
61.547,	72.5858
62.1015,	84.1574
62.6559,	84.6957
63.2104,	74.6053
63.7649,	58.5461
64.3194,	42.7956
64.8739,	37.7201
65.4283,	42.3616
65.9828,	46.7141
66.5373,	44.1762
67.0918,	32.7776
67.6462,	22.7273
68.2007,	24.5245
68.7552,	35.1081
69.3097,	47.2744
69.8642,	59.8852
70.4186,	70.7182
70.9731,	75.1127
71.5276,	68.5877
72.0821,	52.9716
72.6365,	40.5467
73.191,	41.9147
73.7455,	51.5214
74.3,	60.009
74.8544,	63.2019
75.4089,	59.2286
75.9634,	54.1331
76.5179,	55.7534
77.0724,	62.5456
77.6268,	67.5695
78.1813,	68.9054
78.7358,	72.7889
79.2903,	85.5515
79.8447,	100
80.3992,	98.6604
80.9537,	80.4429
81.5082,	63.6397
82.0627,	58.1447
82.6171,	59.3999
83.1716,	59.9139
83.7261,	55.9477
84.2806,	48.6688
84.835,	42.8089
85.3895,	46.4097
85.944,	57.71
86.4985,	65.1987
87.053,	62.9528
87.6074,	53.2598
88.1619,	43.905
88.7164,	40.8676
89.2709,	41.606
89.8253,	45.9735
90.3798,	56.1911
90.9343,	63.601
91.4888,	61.0584
92.0432,	50.7905
92.5977,	37.5674
93.1522,	26.0186
93.7067,	18.6704
94.2612,	14.2351
94.8156,	15.4389
95.3701,	21.695
95.9246,	28.876
96.4791,	34.4336
97.0335,	35.6786
97.588,	34.0401
98.1425,	39.2565
98.697,	56.3868
99.2515,	74.3413
99.8059,	79.8515
100.36,	69.6419
100.915,	51.752
101.469,	38.229
102.024,	33.5695
102.578,	33.9918
103.133,	35.223
103.687,	34.291
104.242,	34.1705
104.796,	38.0113
105.351,	44.0879
105.905,	48.9624
106.46,	47.947
107.014,	43.1247
107.569,	40.1907
108.123,	40.808
108.678,	46.0251
109.232,	52.3418
109.787,	51.7611
110.341,	43.7441
110.895,	32.7988
111.45,	23.0225
112.004,	15.6244
112.559,	11.1886
113.113,	13.8955
113.668,	22.1647
114.222,	27.8272
114.777,	26.3588
115.331,	19.4556
115.886,	12.6612
116.44,	10.5586
116.995,	16.0093
117.549,	30.3312
118.104,	47.3678
118.658,	59.1987
119.213,	61.3897
119.767,	55.5161
120.322,	47.5892
120.876,	38.1583
121.431,	29.2519
121.985,	27.2015
122.54,	29.3902
123.094,	28.9387
123.648,	25.4057
124.203,	21.8252
124.757,	23.5312
125.312,	34.1961
125.866,	46.3246
126.421,	51.4873
126.975,	49.8058
127.53,	42.0985
128.084,	36.2246
128.639,	37.6039
129.193,	37.47
129.748,	32.6059
130.302,	32.8397
130.857,	41.7573
131.411,	52.1018
131.966,	53.9833
132.52,	45.2048
133.075,	34.6304
133.629,	34.6527
134.184,	43.4992
134.738,	49.7688
135.292,	50.7458
135.847,	45.6392
136.401,	37.7338
136.956,	32.8945
137.51,	31.7803
138.065,	32.5432
138.619,	34.7832
139.174,	34.8505
139.728,	31.9752
140.283,	30.2713
140.837,	32.2402
141.392,	34.8802
141.946,	34.7464
142.501,	33.278
143.055,	32.8598
143.61,	34.3259
144.164,	34.4636
144.719,	30.5377
145.273,	23.7462
145.828,	21.0938
146.382,	27.4574
146.937,	37.8611
147.491,	42.3239
148.045,	38.2932
148.6,	33.6569
149.154,	35.9706
149.709,	45.6714
150.263,	54.6283
150.818,	57.5359
151.372,	55.8057
151.927,	48.2668
152.481,	34.8854
153.036,	23.0948
153.59,	17.7308
154.145,	21.3657
154.699,	31.4215
155.254,	40.2004
155.808,	46.0314
156.363,	47.7754
156.917,	44.0859
157.472,	37.0157
158.026,	31.4047
158.581,	30.6516
159.135,	32.3392
159.689,	31.3032
160.244,	26.9079
160.798,	27.0712
161.353,	37.2698
161.907,	48.7161
162.462,	53.051
163.016,	49.7888
163.571,	41.0234
164.125,	35.2634
164.68,	34.2379
165.234,	36.6046
165.789,	43.06
166.343,	47.5671
166.898,	45.0311
167.452,	38.4008
168.007,	31.738
168.561,	28.5886
169.116,	27.9641
169.67,	26.7124
170.225,	24.77
170.779,	22.2024
171.334,	21.6574
171.888,	24.5437
172.442,	27.7773
172.997,	28.7572
173.551,	27.6096
174.106,	25.6312
174.66,	26.1884
175.215,	28.4741
175.769,	28.362
176.324,	24.5297
176.878,	18.1037
177.433,	12.4628
177.987,	10.7119
178.542,	12.1655
179.096,	13.7253
179.651,	12.6971
180.205,	11.7917
180.76,	15.3342
181.314,	24.2943
181.869,	34.2383
182.423,	39.8404
182.978,	38.794
183.532,	33.6213
184.086,	30.0295
184.641,	29.7072
185.195,	28.9979
185.75,	25.5905
186.304,	19.9544
186.859,	14.831
187.413,	14.2455
187.968,	18.8556
188.522,	26.7142
189.077,	37.3584
189.631,	50.0947
190.186,	59.1009
190.74,	57.4121
191.295,	45.8584
191.849,	33.9131
192.404,	29.3306
192.958,	29.313
193.513,	26.6045
194.067,	21.5645
194.622,	20.2053
195.176,	23.9538
195.731,	26.3219
196.285,	23.3352
196.839,	19.2274
197.394,	18.6031
197.948,	22.1629
198.503,	27.4931
199.057,	32.7344
199.612,	36.3826
200.166,	35.7385
200.721,	30.2412
201.275,	22.7416
201.83,	16.1076
202.384,	17.0042
202.939,	26.933
203.493,	37.107
204.048,	42.4873
204.602,	41.9048
205.157,	38.0053
205.711,	37.0718
206.266,	37.5178
206.82,	34.8825
207.375,	30.7341
207.929,	26.2417
208.484,	22.0222
209.038,	18.3794
209.592,	17.5007
210.147,	21.2206
210.701,	25.6456
211.256,	27.1831
211.81,	24.0993
212.365,	17.7714
212.919,	13.3925
213.474,	11.8879
214.028,	12.3154
214.583,	16.508
215.137,	23.9991
215.692,	31.2879
216.246,	34.5452
216.801,	32.4012
217.355,	27.2467
217.91,	21.8372
218.464,	17.8322
219.019,	15.2299
219.573,	15.2763
220.128,	18.4684
220.682,	22.8225
221.236,	25.1108
221.791,	22.3728
222.345,	17.625
222.9,	15.5421
223.454,	16.2102
224.009,	17.9165
224.563,	17.633
225.118,	14.1616
225.672,	12.0726
226.227,	14.0423
226.781,	18.1074
227.336,	21.7806
227.89,	22.7971
228.445,	22.3681
228.999,	25.4835
229.554,	31.2467
230.108,	33.7555
230.663,	30.4518
231.217,	22.4073
231.772,	15.2088
232.326,	14.1243
232.881,	19.0624
233.435,	29.0852
233.989,	38.8127
234.544,	40.2211
235.098,	31.6316
235.653,	18.239
236.207,	9.81091
236.762,	10.7353
237.316,	17.2067
237.871,	25.2701
238.425,	31.282
238.98,	32.9192
239.534,	30.7507
240.089,	25.8716
240.643,	21.7334
241.198,	20.394
241.752,	20.3527
242.307,	22.0919
242.861,	25.6859
243.416,	28.7389
243.97,	28.6299
244.525,	24.6205
245.079,	19.0065
245.633,	15.2475
246.188,	14.8143
246.742,	15.5811
247.297,	14.9482
247.851,	12.7943
248.406,	9.8261
248.96,	8.80191
249.515,	11.8495
250.069,	16.5533
250.624,	21.4167
251.178,	26.4349
251.733,	29.3775
252.287,	27.6499
252.842,	22.2224
253.396,	16.7565
253.951,	14.6448
254.505,	16.8069
255.06,	21.8942
255.614,	27.7547
256.169,	31.9637
256.723,	31.0952
257.278,	25.0615
257.832,	18.4737
258.386,	14.2629
258.941,	11.7496
259.495,	10.0832
260.05,	9.11151
260.604,	8.61793
261.159,	8.93314
261.713,	11.8025
262.268,	17.6939
262.822,	22.8357
263.377,	24.0071
263.931,	22.6154
264.486,	21.024
265.04,	19.5799
265.595,	17.909
266.149,	16.2543
266.704,	15.4391
267.258,	15.3752
267.813,	14.5719
268.367,	12.4692
268.922,	11.7049
269.476,	12.6298
270.03,	12.6926
270.585,	12.2422
271.139,	11.7466
271.694,	11.1052
272.248,	12.5775
272.803,	15.0512
273.357,	16.7345
273.912,	17.6565
274.466,	16.08
275.021,	13.5387
275.575,	12.6364
276.13,	12.6404
276.684,	12.6428
277.239,	12.3302
277.793,	12.5676
278.348,	14.6352
278.902,	17.1473
279.457,	17.9053
280.011,	18.1377
280.566,	21.2009
281.12,	25.5906
281.675,	27.158
282.229,	24.7926
282.783,	20.0754
283.338,	16.655
283.892,	15.7629
284.447,	15.5075
285.001,	15.4444
285.556,	14.9125
286.11,	12.6656
286.665,	9.45978
287.219,	8.03305
287.774,	10.22
288.328,	13.8834
288.883,	15.607
289.437,	14.5122
289.992,	12.3736
290.546,	11.6047
291.101,	12.9062
291.655,	14.8379
292.21,	15.4882
292.764,	14.5289
293.319,	12.8758
293.873,	11.5184
294.428,	11.3113
294.982,	12.6729
295.536,	15.2549
296.091,	18.4101
296.645,	20.4884
297.2,	19.3714
297.754,	16.6719
298.309,	15.282
298.863,	16.6252
299.418,	19.8858
299.972,	21.8387
300.527,	20.9653
301.081,	19.3116
301.636,	19.0777
302.19,	20.1979
302.745,	20.83
303.299,	20.4952
303.854,	20.4945
304.408,	21.2037
304.963,	21.2263
305.517,	18.3214
306.072,	14.6073
306.626,	14.092
307.18,	16.512
307.735,	18.4306
308.289,	16.631
308.844,	11.3961
309.398,	7.05424
309.953,	6.31644
310.507,	8.45794
311.062,	11.7687
311.616,	13.8168
312.171,	14.6244
312.725,	16.4388
313.28,	18.8843
313.834,	20.5583
314.389,	20.3796
314.943,	17.3018
315.498,	13.6391
316.052,	11.9125
316.607,	11.4012
317.161,	11.9977
317.716,	12.834
318.27,	11.9821
318.825,	9.67526
319.379,	9.22819
319.933,	12.0089
320.488,	15.0914
321.042,	15.1317
321.597,	12.5384
322.151,	10.7767
322.706,	12.6935
323.26,	15.7955
323.815,	16.184
324.369,	14.6894
324.924,	12.3198
325.478,	9.66391
326.033,	8.94109
326.587,	10.7276
327.142,	12.8655
327.696,	13.2465
328.251,	11.2845
328.805,	9.33695
329.36,	9.59107
329.914,	10.8168
330.469,	10.6412
331.023,	9.87773
331.577,	9.65601
332.132,	9.50951
332.686,	9.19419
333.241,	9.14721
333.795,	10.0625
334.35,	11.3748
334.904,	10.7017
335.459,	8.03441
336.013,	6.65172
336.568,	8.33926
337.122,	11.0626
337.677,	12.5919
338.231,	12.6871
338.786,	11.9779
339.34,	10.8559
339.895,	9.08712
340.449,	7.22944
341.004,	6.41409
341.558,	6.88654
342.113,	7.98982
342.667,	8.85263
343.222,	9.19894
343.776,	9.3813
344.33,	9.54583
344.885,	10.1777
345.439,	10.7211
345.994,	10.0883
346.548,	8.42221
347.103,	6.83654
347.657,	5.83456
348.212,	5.68405
348.766,	6.1491
349.321,	6.51711
349.875,	7.17752
350.43,	7.94074
350.984,	7.8434
351.539,	7.16633
352.093,	6.2346
352.648,	5.39679
353.202,	5.70277
353.757,	7.24828
354.311,	10.3525
354.866,	13.9737
355.42,	15.2551
355.974,	13.1343
356.529,	9.6771
357.083,	8.32007
357.638,	10.2568
358.192,	12.6106
358.747,	12.4797
359.301,	10.1684
359.856,	7.68681
360.41,	6.86938
360.965,	8.38487
361.519,	11.6562
362.074,	14.8138
362.628,	16.2271
363.183,	16.0897
363.737,	15.3779
364.292,	14.2566
364.846,	12.9415
365.401,	12.0898
365.955,	11.8263
366.51,	11.6566
367.064,	10.1527
367.619,	7.34991
368.173,	5.81364
368.727,	7.03356
369.282,	10.2049
369.836,	13.7265
370.391,	16.5693
370.945,	17.6367
371.5,	15.7947
372.054,	12.3948
372.609,	9.98566
