t,	etaU
0,	47.8097
0.554477,	40.2924
1.10895,	26.041
1.66343,	14.1029
2.21791,	14.1029
2.77239,	26.041
3.32686,	40.2924
3.88134,	47.8097
4.43582,	50.0813
4.9903,	49.539
5.54477,	45.8684
6.09925,	38.1951
6.65373,	26.6199
7.20821,	16.6666
7.76268,	13.6059
8.31716,	16.2261
8.87164,	22.9486
9.42612,	29.5796
9.98059,	36.1227
10.5351,	43.9677
11.0895,	56.0966
11.644,	76.3304
12.1985,	91.064
12.753,	84.7008
13.3075,	59.8867
13.8619,	29.529
14.4164,	11.855
14.9709,	16.0519
15.5254,	31.9886
16.0798,	46.1694
16.6343,	49.9786
17.1888,	45.0982
17.7433,	40.5903
18.2978,	47.7408
18.8522,	66.8264
19.4067,	84.1516
19.9612,	92.5323
20.5157,	96.2329
21.0701,	99.2011
21.6246,	100
22.1791,	92.5009
22.7336,	73.9484
23.2881,	51.0868
23.8425,	32.1801
24.397,	23.2341
24.9515,	24.4791
25.506,	30.3261
26.0604,	36.0822
26.6149,	37.1331
27.1694,	32.5621
27.7239,	31.5107
28.2783,	37.8211
28.8328,	44.7946
29.3873,	49.0009
29.9418,	49.3454
30.4963,	46.4815
31.0507,	45.6804
31.6052,	45.9033
32.1597,	41.0908
32.7142,	33.0534
33.2686,	24.6058
33.8231,	17.4998
34.3776,	19.8791
34.9321,	32.4992
35.4866,	45.2571
36.041,	49.7598
36.5955,	42.0583
37.15,	27.7414
37.7045,	16.8024
38.2589,	17.1914
38.8134,	27.6552
39.3679,	36.6608
39.9224,	35.3578
40.4769,	27.3219
41.0313,	23.5107
41.5858,	31.5024
42.1403,	42.987
42.6948,	44.7723
43.2492,	36.2197
43.8037,	29.6125
44.3582,	34.4949
44.9127,	46.4237
45.4671,	55.9532
46.0216,	55.5329
46.5761,	49.9888
47.1306,	47.5607
47.6851,	45.3298
48.2395,	41.1645
48.794,	37.1967
49.3485,	32.0803
49.903,	27.2006
50.4574,	21.9201
51.0119,	16.4848
51.5664,	18.6539
52.1209,	28.0879
52.6754,	37.8285
53.2298,	42.8501
53.7843,	41.5683
54.3388,	38.6691
54.8933,	37.5642
55.4477,	34.775
56.0022,	28.9251
56.5567,	23.2974
57.1112,	20.4177
57.6657,	20.468
58.2201,	21.0885
58.7746,	22.2796
59.3291,	26.3477
59.8836,	36.1054
60.438,	49.0514
60.9925,	56.263
61.547,	51.2995
62.1015,	36.5362
62.6559,	21.3371
63.2104,	14.5663
63.7649,	15.3672
64.3194,	16.4725
64.8739,	22.2464
65.4283,	36.5571
65.9828,	49.3651
66.5373,	51.9787
67.0918,	42.6676
67.6462,	28.7879
68.2007,	23.357
68.7552,	28.3707
69.3097,	36.2538
69.8642,	44.719
70.4186,	52.5621
70.9731,	55.4246
71.5276,	50.628
72.0821,	39.8325
72.6365,	30.7361
73.191,	30.9994
73.7455,	36.418
74.3,	38.4406
74.8544,	39.2187
75.4089,	41.6032
75.9634,	44.7524
76.5179,	47.1084
77.0724,	45.8296
77.6268,	41.9607
78.1813,	38.2361
78.7358,	32.6573
79.2903,	27.9784
79.8447,	29.615
80.3992,	36.1766
80.9537,	42.8926
81.5082,	43.3882
82.0627,	35.3954
82.6171,	27.5657
83.1716,	29.09
83.7261,	40.0977
84.2806,	49.9562
84.835,	47.238
85.3895,	34.4908
85.944,	21.8004
86.4985,	17.9856
87.053,	25.4058
87.6074,	39.3903
88.1619,	53.0201
88.7164,	61.2261
89.2709,	61.935
89.8253,	57.3881
90.3798,	49.5856
90.9343,	40.6954
91.4888,	33.0687
92.0432,	29.4559
92.5977,	31.4251
93.1522,	34.043
93.7067,	33.7819
94.2612,	33.5725
94.8156,	35.9252
95.3701,	41.5373
95.9246,	45.6186
96.4791,	42.2722
97.0335,	36.0317
97.588,	33.97
98.1425,	36.7729
98.697,	40.8179
99.2515,	42.9507
99.8059,	41.0161
100.36,	36.4844
100.915,	32.6622
101.469,	30.4383
102.024,	28.3849
102.578,	26.9933
103.133,	27.7221
103.687,	33.5115
104.242,	43.0797
104.796,	47.5204
105.351,	42.7189
105.905,	34.544
106.46,	28.951
107.014,	29.1057
107.569,	32.8892
108.123,	34.5148
108.678,	36.4017
109.232,	41.537
109.787,	45.017
110.341,	42.8219
110.895,	34.85
111.45,	26.5007
112.004,	24.8388
112.559,	26.8736
113.113,	26.97
113.668,	25.1875
114.222,	23.5791
114.777,	23.1985
115.331,	23.5997
115.886,	23.3934
116.44,	21.8645
116.995,	18.8622
117.549,	15.3765
118.104,	14.1438
118.658,	16.0085
119.213,	17.5535
119.767,	17.0365
120.322,	16.3828
120.876,	19.6395
121.431,	28.8779
121.985,	38.1105
122.54,	38.4445
123.094,	28.2552
123.648,	17.2439
124.203,	17.344
124.757,	26.2706
125.312,	33.5591
125.866,	35.6045
126.421,	33.3542
126.975,	30.0062
127.53,	26.4235
128.084,	22.5282
128.639,	21.344
129.193,	25.6317
129.748,	33.9803
130.302,	40.9649
130.857,	43.1539
131.411,	39.2637
131.966,	31.2745
132.52,	25.7546
133.075,	24.2514
133.629,	25.3699
134.184,	31.3713
134.738,	37.8858
135.292,	40.1045
135.847,	38.1085
136.401,	32.6582
136.956,	27.185
137.51,	23.3285
138.065,	19.1599
138.619,	15.2948
139.174,	13.7947
139.728,	14.8324
140.283,	16.4668
140.837,	18.0004
141.392,	19.2594
141.946,	19.7126
142.501,	23.0146
143.055,	29.5692
143.61,	35.3854
144.164,	39.6444
144.719,	42.3347
145.273,	41.9177
145.828,	37.964
146.382,	29.8167
146.937,	21.1191
147.491,	17.6042
148.045,	19.5363
148.6,	22.3267
149.154,	22.9243
149.709,	21.1209
150.263,	17.5493
150.818,	14.1002
151.372,	12.8876
151.927,	15.3843
152.481,	20.3963
153.036,	23.6739
153.59,	23.4325
154.145,	23.0734
154.699,	26.2746
155.254,	31.2246
155.808,	32.1274
156.363,	27.3539
156.917,	21.7143
157.472,	20.9132
158.026,	24.0013
158.581,	25.467
159.135,	23.9561
159.689,	21.6293
160.244,	19.2267
160.798,	17.7378
161.353,	17.2884
161.907,	18.6818
162.462,	22.5618
163.016,	25.3333
163.571,	25.1395
164.125,	25.7616
164.68,	28.9885
165.234,	31.7685
165.789,	30.9911
166.343,	27.1114
166.898,	25.2465
167.452,	29.2728
168.007,	35.1332
168.561,	36.3156
169.116,	30.8284
169.67,	21.6331
170.225,	13.9168
170.779,	11.0482
171.334,	11.485
171.888,	12.0686
172.442,	12.5861
172.997,	14.1496
173.551,	18.035
174.106,	23.1344
174.66,	25.2432
175.215,	23.8794
175.769,	22.2073
176.324,	20.332
176.878,	18.9464
177.433,	17.8983
177.987,	15.3876
178.542,	12.2993
179.096,	12.3429
179.651,	17.2019
180.205,	23.3376
180.76,	25.7951
181.314,	22.3741
181.869,	18.3649
182.423,	19.3838
182.978,	23.0573
183.532,	24.7475
184.086,	23.4491
184.641,	20.4698
185.195,	19.6424
185.75,	20.8666
186.304,	22.2082
186.859,	23.5553
187.413,	23.1572
187.968,	23.5286
188.522,	29.5743
189.077,	38.6707
189.631,	43.2945
190.186,	40.7534
190.74,	32.7124
191.295,	24.779
191.849,	21.3881
192.404,	21.4347
192.958,	23.53
193.513,	26.5085
194.067,	26.5076
194.622,	21.7346
195.176,	16.5805
195.731,	14.7887
196.285,	15.1701
196.839,	15.6141
197.394,	15.3572
197.948,	14.2347
198.503,	13.5111
199.057,	12.8356
199.612,	11.7608
200.166,	11.3848
200.721,	10.5584
201.275,	8.34696
201.83,	8.43965
202.384,	13.727
202.939,	21.179
203.493,	25.7741
204.048,	24.0882
204.602,	17.7353
205.157,	13.9445
205.711,	16.6526
206.266,	22.0467
206.82,	25.7086
207.375,	25.7645
207.929,	23.2362
208.484,	20.8051
209.038,	18.5424
209.592,	15.1132
210.147,	11.7378
210.701,	10.7651
211.256,	11.3059
211.81,	11.2666
212.365,	10.442
212.919,	11.0317
213.474,	15.848
214.028,	23.6048
214.583,	29.5972
215.137,	31.5479
215.692,	30.5252
216.246,	29.3281
216.801,	28.7012
217.355,	26.0806
217.91,	20.9671
218.464,	16.4536
219.019,	15.3572
219.573,	16.5034
220.128,	16.4288
220.682,	13.8575
221.236,	10.2277
221.791,	9.36364
222.345,	12.4208
222.9,	15.6094
223.454,	17.489
224.009,	17.591
224.563,	15.3604
225.118,	12.3738
225.672,	8.93804
226.227,	6.59273
226.781,	7.4401
227.336,	9.47925
227.89,	10.5287
228.445,	10.483
228.999,	11.0702
229.554,	13.8058
230.108,	16.7905
230.663,	17.2549
231.217,	14.7177
231.772,	10.6897
232.326,	8.31102
232.881,	8.73025
233.435,	10.2587
233.989,	10.6159
234.544,	8.80792
235.098,	6.62802
235.653,	6.33901
236.207,	7.46571
236.762,	8.71551
237.316,	10.6309
237.871,	14.0485
238.425,	17.4959
238.98,	17.6084
239.534,	14.7502
240.089,	12.6205
240.643,	13.0421
241.198,	15.2325
241.752,	16.5965
242.307,	16.1358
242.861,	15.2635
243.416,	13.925
243.97,	11.8433
244.525,	9.88063
245.079,	8.52995
245.633,	7.67152
246.188,	6.58756
246.742,	5.02481
247.297,	4.53219
247.851,	7.45872
248.406,	12.8031
248.96,	16.5945
249.515,	17.1315
250.069,	16.8069
250.624,	18.2833
251.178,	20.3683
251.733,	19.9243
252.287,	16.4008
252.842,	12.0557
253.396,	9.36895
253.951,	8.21062
254.505,	7.65032
255.06,	8.0132
255.614,	8.90139
256.169,	9.39271
256.723,	9.19507
257.278,	8.97659
257.832,	9.75864
258.386,	11.3263
258.941,	13.3983
259.495,	15.2215
260.05,	15.3815
260.604,	14.5852
261.159,	13.2765
261.713,	12.2586
262.268,	12.4601
262.822,	13.0284
263.377,	13.0784
263.931,	13.3322
264.486,	13.8808
