eta
-0.280064
-0.176102
0.0918173
0.462048
0.838004
1.08694
1.10464
0.889989
0.575395
0.333194
0.228427
0.151449
-0.114218
-0.586536
-0.884086
-0.684016
-0.164808
0.206908
0.286228
0.192546
0.0451071
-0.118923
-0.306957
-0.511453
-0.667923
-0.709074
-0.610593
-0.387166
-0.0986619
0.159792
0.326994
0.397677
0.365843
0.19799
-0.118073
-0.523735
-0.851043
-0.89006
-0.576844
-0.0532498
0.332501
0.378918
0.158537
-0.11964
-0.278535
-0.329046
-0.376625
-0.447328
-0.492206
-0.482072
-0.384601
-0.261934
-0.169307
-0.133695
-0.158453
-0.207667
-0.232608
-0.178905
-0.00668202
0.210672
0.360955
0.381736
0.302438
0.18697
0.0604991
-0.112509
-0.307136
-0.463711
-0.610131
-0.71131
-0.666903
-0.439047
-0.0738488
0.352104
0.750054
1.04675
1.19796
1.18
1.01348
0.774864
0.592838
0.543356
0.593989
0.719101
0.871517
1.00802
1.07919
1.06122
0.975566
0.810899
0.628536
0.462625
0.323743
0.240512
0.247472
0.30996
0.360273
0.355826
0.308759
0.253986
0.217035
0.201321
0.223828
0.271225
0.345343
0.464434
0.611636
0.738869
0.794157
0.734528
0.564638
0.348026
0.188587
0.15092
0.169673
0.163796
0.143016
0.15842
0.24136
0.363528
0.479706
0.58333
0.69298
0.790834
0.82051
0.716422
0.417596
-0.0335335
-0.45443
-0.599483
-0.436011
-0.247786
-0.190697
-0.24092
-0.328389
-0.373691
-0.33824
-0.240799
-0.113337
-0.0553527
-0.197338
-0.550109
-0.90244
-0.994001
-0.789326
-0.453257
-0.177368
-0.0573034
-0.0241442
0.0228291
0.0973371
0.180905
0.241838
0.290781
0.335746
0.319078
0.261508
0.263873
0.334969
0.379004
0.278215
-0.0183037
-0.414659
-0.789101
-1.02628
-0.941854
-0.400116
0.149159
-0.0501154
-0.691374
-1.0823
-1.0129
-0.594202
-0.113466
0.144111
0.20095
0.17997
0.135675
0.100812
0.093387
0.179576
0.314324
0.369121
0.301364
0.130195
-0.0331935
-0.0838313
-0.00233363
0.213943
0.517949
0.785817
0.942407
1.01855
1.01404
0.88868
0.657397
0.369923
0.129216
-0.00418981
-0.0383296
-0.0169687
0.0415919
0.116526
0.141182
0.0800044
-0.0232853
-0.114485
-0.178322
-0.16443
-0.0581034
0.0876774
0.183743
0.16489
0.0326397
-0.149016
-0.291014
-0.333857
-0.278341
-0.158123
0.029884
0.26071
0.474368
0.619279
0.652467
0.533777
0.287432
0.0613445
-0.0401427
-0.048656
-0.0139769
0.0799963
0.266617
0.469522
0.525217
0.367056
0.0653853
-0.2384
-0.406332
-0.392328
-0.223477
0.0320028
0.287935
0.461742
0.490047
0.34853
0.0815973
-0.198209
-0.378491
-0.444795
-0.41571
-0.312743
-0.198343
-0.157054
-0.181701
-0.251301
-0.326068
-0.279037
-0.133748
-0.0199274
0.041917
0.10623
0.236799
0.434557
0.627823
0.699752
0.540914
0.142413
-0.389806
-0.880454
-1.10543
-0.979379
-0.700198
-0.580879
-0.754858
-1.0442
-1.18707
-1.02861
-0.654751
-0.230174
0.0978493
0.228502
0.164452
-0.017686
-0.198047
-0.281605
-0.227428
-0.0763986
0.107967
0.254506
0.315249
0.272726
0.138764
-0.0595487
-0.272978
-0.44899
-0.53749
-0.499423
-0.327692
-0.0306879
0.335094
0.613516
0.687109
0.57407
0.346756
0.0290453
-0.344903
-0.661663
-0.832251
-0.886687
-0.821394
-0.524148
-0.0573623
0.35247
0.587555
0.645224
0.572001
0.373611
0.0910691
-0.151195
-0.257524
-0.264358
-0.225314
-0.127635
-0.0112724
0.174868
0.38572
0.488412
0.44758
0.238142
-0.0158895
-0.189544
-0.279293
-0.285248
-0.199861
-0.0387035
0.150647
0.281502
0.267841
0.137907
-0.015129
-0.130141
-0.210341
-0.267423
-0.294909
-0.288096
-0.269314
-0.290503
-0.353169
-0.414215
-0.474799
-0.512692
-0.478973
-0.351628
-0.168905
0.00975367
0.153035
0.27219
0.382775
0.479887
0.548381
0.570047
0.511532
0.327236
0.039653
-0.243122
-0.44605
-0.546234
-0.501388
-0.349286
-0.187837
-0.0587559
0.0653428
0.184142
0.264899
0.249759
0.127826
-0.0161143
-0.0956506
-0.0852955
-0.00331483
0.103333
0.160842
0.113723
-0.0379033
-0.247321
-0.448908
-0.603987
-0.674365
-0.616897
-0.38652
0.0104293
0.429737
0.653812
0.601223
0.351659
0.0495478
-0.19158
-0.325456
-0.367152
-0.399851
-0.417991
-0.415737
-0.390962
-0.353171
-0.319598
-0.305579
-0.313012
-0.333111
-0.342642
-0.330191
-0.278374
-0.171106
-0.0611763
0.0376428
0.0979958
0.0680902
-0.054214
-0.19172
-0.262036
-0.208656
-0.0363365
0.0924667
0.0662911
-0.0291701
-0.202208
-0.386038
-0.407832
-0.279707
-0.099744
0.0927101
0.23545
0.290927
0.251765
0.13378
-0.0580444
-0.295536
-0.520543
-0.680437
-0.797113
-0.836161
-0.745043
-0.534054
-0.210812
0.152923
0.46249
0.668504
0.761331
0.692824
0.394357
-0.115988
-0.651989
-0.986494
-1.00565
-0.738608
-0.323196
0.0639115
0.308674
0.410767
0.389208
0.311043
0.273179
0.269083
0.264651
0.243781
0.203143
0.152857
0.120506
0.187951
0.369154
0.565453
0.688289
0.690966
0.589666
0.438961
0.294328
0.173084
0.0496432
-0.0758274
-0.187522
-0.271859
-0.289593
-0.213992
-0.0911286
-0.00749122
-0.0240895
-0.130717
-0.262309
-0.289176
-0.0630027
0.401915
0.80467
0.896561
0.677757
0.326148
0.0203341
-0.111054
-0.00477653
0.3087
0.635228
0.694853
0.443217
0.146841
0.124167
0.22894
0.261986
0.445487
0.674483
0.532647
0.1563
-0.0127498
-0.056994
-0.0841763
-0.0685073
0.0156075
0.169179
0.310423
0.401978
0.432281
0.323693
0.142061
0.0484345
0.0535164
0.0855321
0.0708486
0.0107256
-0.0453707
-0.0697407
-0.0659698
-0.0325207
-0.00484793
-0.0918764
-0.250873
-0.278468
-0.101331
0.15965
0.33433
0.339517
0.192411
-0.0471152
-0.326724
-0.608828
-0.836572
-0.929375
-0.827522
-0.552679
-0.226933
0.0298784
0.117353
0.03684
-0.091147
-0.186804
-0.257622
-0.268811
-0.190313
-0.0705203
0.0152534
-0.00786467
-0.179866
-0.379685
-0.390996
-0.147978
0.248053
0.670495
0.99373
1.14072
1.08418
0.879219
0.645221
0.533483
0.576433
0.661462
0.720265
0.716262
0.620867
0.491747
0.398591
0.2237
0.172397
0.340104
0.530737
0.572639
0.445401
0.245564
0.0921981
-0.0266415
-0.265028
-0.725454
-1.21422
-1.31701
-1.06254
-0.751751
-0.537372
-0.449594
-0.466032
-0.531394
-0.562963
-0.496009
-0.295852
0.00783924
0.329664
0.507176
0.437443
0.298511
0.2156
0.148947
0.0874358
0.0551616
0.0814819
0.154064
0.21386
0.213156
0.133454
0.0260032
-0.067641
-0.127301
-0.136277
-0.0641411
0.131817
0.379685
0.496726
0.418515
0.220428
-0.0117099
-0.203952
-0.32831
-0.364644
-0.31191
-0.222991
-0.150649
-0.128606
-0.179811
-0.294806
-0.416756
-0.455527
-0.379505
-0.243036
-0.149831
-0.145711
-0.172735
-0.174913
-0.165118
-0.188749
-0.297617
-0.470664
-0.58833
-0.479826
-0.17041
0.145377
0.29814
0.320484
0.272872
0.195204
0.103453
-0.000895236
-0.0902166
-0.111914
-0.0318491
0.125488
0.271425
0.326187
0.254286
0.0912108
-0.075896
-0.217686
-0.358499
-0.499918
-0.567112
-0.485202
-0.246351
0.101651
0.488091
0.824485
0.984911
0.904398
0.65062
0.363612
0.155339
0.0681052
0.0660693
0.087036
0.10666
0.072555
-0.0652441
-0.281233
-0.518569
-0.725967
-0.77777
-0.639699
-0.412413
-0.208968
-0.0872988
-0.0670951
-0.135597
-0.240887
-0.320673
-0.268969
-0.0209713
0.356932
0.690112
0.834902
0.80366
0.675659
0.507785
0.353677
0.229807
0.0917813
-0.0920127
-0.318902
-0.548348
-0.697247
-0.700297
-0.562657
-0.332956
-0.0899337
0.0493163
0.0758621
0.05513
0.0512848
0.0906161
0.186222
0.332617
0.466633
0.498287
0.440973
0.352271
0.271057
0.263374
0.290939
0.339774
0.402402
0.43486
0.424897
0.396045
0.368685
0.359057
0.380758
0.429665
0.481968
0.506736
0.47247
0.376601
0.202323
-0.040324
-0.30637
-0.572627
-0.835352
-1.06405
-1.15083
-1.01635
-0.736076
-0.456277
-0.242619
-0.151635
-0.218449
-0.361183
-0.445226
-0.398025
-0.222098
-0.0222374
0.0842302
0.0922348
0.0494138
0.00242141
0.00719945
0.0868458
0.197303
0.255053
0.220832
0.0999901
-0.119696
-0.411608
-0.642477
-0.641574
-0.34108
0.165785
0.700432
1.08587
1.17874
0.911414
0.372337
-0.23948
-0.750503
-1.0303
-1.03382
-0.836028
-0.568922
-0.356042
-0.280344
-0.339383
-0.461509
-0.58947
-0.69776
-0.728895
-0.66237
-0.548262
-0.438571
-0.390385
-0.391958
-0.366727
-0.269525
-0.17809
-0.167795
-0.200983
-0.172301
-0.0810192
0.0574521
0.25777
0.488963
0.708179
0.904392
1.04383
1.08646
1.00125
0.781883
0.461491
0.12278
-0.151
-0.307471
-0.333316
-0.254375
-0.117093
0.048147
0.192109
0.285966
0.339773
0.371862
0.356728
0.240568
-0.00186865
-0.28366
-0.469478
-0.537043
-0.5084
-0.460741
-0.410719
-0.22439
0.101625
0.45657
0.761671
0.98806
1.06909
0.969751
0.744488
0.43986
0.126008
-0.130916
-0.313403
-0.427224
-0.451873
-0.344134
-0.0977646
0.169487
0.338182
0.36132
0.280897
0.171833
0.0620582
-0.0285788
-0.0538816
0.0131243
0.0867741
0.0562597
-0.0956102
-0.295553
-0.480379
-0.58855
-0.526593
-0.248538
0.14254
0.458414
0.570441
0.476706
0.256616
0.0082875
-0.203349
-0.366736
-0.492629
-0.58112
-0.615191
-0.594471
-0.530578
-0.446238
-0.377447
-0.345317
-0.347829
-0.375814
-0.428563
-0.505761
-0.589417
-0.642214
-0.630219
-0.548552
-0.426451
-0.300095
-0.16625
0.0166965
0.247933
0.47671
0.609622
0.57745
0.408333
0.19032
-0.00722977
-0.160464
-0.273761
-0.344921
-0.366093
-0.346934
-0.309571
-0.261678
-0.226288
-0.22054
-0.214504
-0.201429
-0.18505
-0.127022
0.000366845
0.166378
0.355532
0.533308
0.614858
0.554527
0.38712
0.16827
-0.0365976
-0.19744
-0.26422
-0.18211
-0.0716594
-0.0929645
-0.281062
-0.582301
-0.862398
-0.922687
-0.763745
-0.558228
-0.351003
-0.166613
-0.088242
-0.118121
-0.166279
-0.140426
-0.0120912
0.171108
0.325704
0.390494
0.35121
0.26078
0.187331
0.132312
0.106217
0.0881917
0.0204315
-0.154592
-0.363817
-0.460857
-0.409615
-0.228427
-0.0336655
0.101133
0.124932
0.0280754
-0.152522
-0.360496
-0.561139
-0.72218
-0.785443
-0.741807
-0.626691
-0.486788
-0.357391
-0.233431
-0.0630446
0.154264
0.29798
0.256755
0.0268084
-0.29544
-0.577353
-0.760522
-0.82614
-0.77253
-0.641428
-0.476958
-0.288801
-0.0882702
0.0948836
0.23198
0.334228
0.433572
0.541423
0.59352
