eta
0.468767
0.417802
0.329378
0.228868
0.125645
0.0398642
-0.00384535
0.0022524
0.0703353
0.199579
0.351895
0.427034
0.347454
0.159633
-0.0301176
-0.185597
-0.355
-0.494564
-0.542912
-0.507866
-0.418253
-0.300851
-0.174583
-0.0408468
0.109013
0.229335
0.229358
0.074351
-0.161947
-0.3856
-0.516148
-0.499658
-0.339134
-0.101349
0.166536
0.44063
0.690128
0.856258
0.904522
0.829979
0.678622
0.476062
0.205812
-0.0849286
-0.30804
-0.39207
-0.322532
-0.149534
0.0652933
0.263662
0.390486
0.43105
0.423266
0.426892
0.473513
0.549316
0.606228
0.616253
0.61521
0.635693
0.713469
0.862676
1.03376
1.06632
0.836629
0.449795
0.0638281
-0.229424
-0.364954
-0.408407
-0.439575
-0.45239
-0.427746
-0.256083
0.0143219
0.188314
0.157832
-0.0140345
-0.223396
-0.42808
-0.588226
-0.695245
-0.782972
-0.86051
-0.898374
-0.86027
-0.743886
-0.604272
-0.505682
-0.513543
-0.520876
-0.450736
-0.344249
-0.204746
-0.0260978
0.141655
0.25714
0.294952
0.260796
0.193545
0.129598
0.0962619
0.11913
0.208715
0.357069
0.529571
0.6911
0.77992
0.753203
0.638542
0.506277
0.394529
0.2951
0.163839
-0.00410868
-0.172539
-0.28095
-0.279378
-0.184125
-0.0650253
0.024636
0.0581566
0.0332206
-0.0428275
-0.153285
-0.260097
-0.301526
-0.201402
0.0335275
0.252981
0.316207
0.265813
0.219507
0.230681
0.275149
0.298255
0.265749
0.182786
0.0670905
-0.0543708
-0.131108
-0.109667
0.0260167
0.189879
0.327473
0.433167
0.501208
0.549996
0.583954
0.540092
0.40209
0.211775
0.0524531
-0.0357082
-0.0921352
-0.108189
-0.108755
-0.16911
-0.281092
-0.398394
-0.463119
-0.457192
-0.386889
-0.291291
-0.174815
-0.0367131
0.0498996
-0.056895
-0.346597
-0.524037
-0.490906
-0.382355
-0.261479
-0.129328
-0.00393864
0.0524603
-0.0195622
-0.213181
-0.499521
-0.804196
-1.05567
-1.1716
-1.10332
-0.930502
-0.790736
-0.846847
-1.00991
-1.0241
-0.871484
-0.681001
-0.532429
-0.457868
-0.474111
-0.559476
-0.714678
-0.954589
-1.21363
-1.40005
-1.47658
-1.43166
-1.23476
-0.92596
-0.670984
-0.588188
-0.637761
-0.728731
-0.79116
-0.801143
-0.73085
-0.589676
-0.456321
-0.422557
-0.529607
-0.755166
-1.0269
-1.24036
-1.31555
-1.2363
-1.04979
-0.835132
-0.663123
-0.573244
-0.5739
-0.656054
-0.76665
-0.800934
-0.731697
-0.623821
-0.549474
-0.537413
-0.58668
-0.662634
-0.719149
-0.74525
-0.744714
-0.715674
-0.649346
-0.553486
-0.457171
-0.4088
-0.42422
-0.493745
-0.589301
-0.64454
-0.590942
-0.4143
-0.133099
0.185358
0.483254
0.722574
0.869073
0.893874
0.761818
0.509253
0.214012
-0.0819935
-0.365621
-0.529408
-0.50665
-0.351183
-0.136252
0.0613525
0.192316
0.289403
0.387555
0.468305
0.518696
0.526478
0.529903
0.546531
0.531098
0.419064
0.273305
0.200253
0.204232
0.2674
0.370939
0.450442
0.475322
0.468387
0.478596
0.542294
0.65849
0.777164
0.831981
0.802152
0.741852
0.67388
0.597819
0.51972
0.460176
0.426916
0.406486
0.393964
0.375647
0.345752
0.325636
0.301405
0.203564
-0.00148775
-0.220968
-0.377648
-0.467305
-0.466366
-0.394496
-0.306363
-0.281536
-0.379032
-0.56832
-0.670063
-0.577271
-0.454781
-0.405295
-0.451682
-0.558645
-0.632331
-0.576231
-0.324597
0.117959
0.652362
1.13096
1.41109
1.36494
1.07003
0.680719
0.339315
0.125752
0.0123557
-0.0669708
-0.144005
-0.192305
-0.219041
-0.254139
-0.301119
-0.340882
-0.370222
-0.370152
-0.318347
-0.199134
-0.0389098
0.0949131
0.129945
0.0348008
-0.240279
-0.646765
-1.0768
-1.33184
-1.31623
-1.16307
-0.976088
-0.751253
-0.471236
-0.172719
0.0609572
0.179206
0.219975
0.268717
0.369664
0.520714
0.693517
0.855618
0.97548
1.00993
0.936207
0.794507
0.65343
0.509766
0.296837
0.0315852
-0.131209
-0.0822761
0.150711
0.465095
0.710798
0.8002
0.742817
0.58775
0.381843
0.147699
-0.0936566
-0.298457
-0.427215
-0.504231
-0.571583
-0.616001
-0.624068
-0.606649
-0.549402
-0.45419
-0.339308
-0.251398
-0.220439
-0.216143
-0.181698
-0.101711
0.0289837
0.194192
0.355786
0.500825
0.598589
0.550534
0.275179
-0.148906
-0.513714
-0.697177
-0.700884
-0.621815
-0.543131
-0.499153
-0.473746
-0.441687
-0.395737
-0.329593
-0.244012
-0.110553
0.0556127
0.152456
0.102491
-0.0414317
-0.165147
-0.218627
-0.254186
-0.334858
-0.381378
-0.309245
-0.101125
0.217664
0.509702
0.628569
0.445596
0.0858822
-0.232507
-0.396922
-0.436084
-0.390633
-0.326479
-0.318691
-0.360775
-0.416711
-0.382126
-0.293809
-0.227737
-0.154075
-0.0347537
0.131837
0.258212
0.221142
-0.0165955
-0.332444
-0.635734
-0.919221
-1.08273
-1.05406
-0.898162
-0.651839
-0.301982
0.0785727
0.413417
0.677838
0.809149
0.805374
0.742287
0.647558
0.506363
0.326245
