time	vel
0.000	      -0.011443
0.001	      -0.011105
0.002	      -0.015061
0.003	      -0.015737
0.004	       -0.01817
0.005	      -0.022506
0.006	      -0.045509
0.007	      -0.030685
0.008	       -0.05565
0.009	      -0.042855
0.010	      -0.048223
0.011	      -0.077988
0.012	      -0.085901
0.013	       -0.06789
0.014	      -0.098514
0.015	       -0.10475
0.016	       -0.11082
0.017	       -0.11709
0.018	       -0.09576
0.019	       -0.15421
0.020	        -0.1327
0.021	       -0.13372
0.022	       -0.13904
0.023	       -0.16374
0.024	       -0.15078
0.025	       -0.17973
0.026	       -0.16566
0.027	       -0.19289
0.028	       -0.19828
0.029	       -0.20516
0.030	       -0.19049
0.031	       -0.21708
0.032	       -0.22393
0.033	       -0.22956
0.034	       -0.25702
0.035	       -0.24246
0.036	       -0.24938
0.037	       -0.25387
0.038	       -0.28276
0.039	        -0.2665
0.040	       -0.29459
0.041	       -0.27924
0.042	       -0.30825
0.043	       -0.31578
0.044	       -0.31964
0.045	       -0.30485
0.046	       -0.33061
0.047	       -0.33815
0.048	       -0.36531
0.049	       -0.33062
0.050	       -0.37828
0.051	       -0.36335
0.052	       -0.36914
0.053	       -0.39732
0.054	       -0.37984
0.055	       -0.41004
0.056	       -0.39205
0.057	       -0.41999
0.058	       -0.42671
0.059	       -0.43086
0.060	       -0.43783
0.061	       -0.44508
0.062	       -0.44915
0.063	        -0.4585
0.064	       -0.46462
0.065	       -0.47075
0.066	        -0.4752
0.067	       -0.47989
0.068	       -0.50587
0.069	       -0.51313
0.070	       -0.50017
0.071	       -0.50349
0.072	       -0.52837
0.073	       -0.53627
0.074	       -0.54396
0.075	       -0.55127
0.076	       -0.53586
0.077	       -0.56114
0.078	       -0.56588
0.079	       -0.59279
0.080	       -0.57738
0.081	       -0.58351
0.082	       -0.58876
0.083	       -0.59487
0.084	       -0.62201
0.085	       -0.60705
0.086	       -0.63424
0.087	       -0.61786
0.088	       -0.64727
0.089	       -0.64927
0.090	       -0.65727
0.091	       -0.65969
0.092	        -0.6438
0.093	       -0.66591
0.094	       -0.67425
0.095	       -0.70574
0.096	        -0.6864
0.097	       -0.68953
0.098	       -0.69612
0.099	       -0.70371
0.100	       -0.70466
0.101	       -0.73019
0.102	       -0.71452
0.103	       -0.74053
0.104	       -0.72566
0.105	       -0.75288
0.106	       -0.76108
0.107	       -0.74263
0.108	       -0.76752
0.109	       -0.77231
0.110	       -0.77522
0.111	       -0.78372
0.112	       -0.78808
0.113	       -0.79188
0.114	       -0.79546
0.115	        -0.7986
0.116	       -0.80589
0.117	       -0.81398
0.118	       -0.83855
0.119	       -0.81941
0.120	       -0.82195
0.121	       -0.84938
0.122	        -0.8278
0.123	       -0.85947
0.124	       -0.86532
0.125	       -0.84557
0.126	       -0.87536
0.127	       -0.88197
0.128	       -0.88497
0.129	       -0.88807
0.130	       -0.89873
0.131	       -0.87438
0.132	       -0.90096
0.133	       -0.92974
0.134	        -0.9098
0.135	       -0.91323
0.136	       -0.91452
0.137	       -0.92379
0.138	       -0.92973
0.139	       -0.91062
0.140	       -0.93687
0.141	       -0.98139
0.142	       -0.95692
0.143	       -0.95803
0.144	       -0.97227
0.145	       -0.97939
0.146	       -0.95955
0.147	       -0.96645
0.148	       -0.97353
0.149	       -0.97528
0.150	        -1.0129
0.151	        -1.0141
0.152	        -1.0107
0.153	        -1.0119
0.154	        -1.0161
0.155	        -1.0196
0.156	        -1.0277
0.157	        -1.0254
0.158	        -1.0595
0.159	        -1.0424
0.160	         -1.045
0.161	        -1.0523
0.162	         -1.026
0.163	        -1.0362
0.164	        -1.0726
0.165	        -1.0478
0.166	        -1.0553
0.167	        -1.0748
0.168	         -1.057
0.169	        -1.0847
0.170	          -1.09
0.171	          -1.07
0.172	        -1.0788
0.173	        -1.0793
0.174	        -1.0853
0.175	        -1.1298
0.176	        -1.1172
0.177	        -1.1175
0.178	        -1.1199
0.179	        -1.1154
0.180	        -1.1407
0.181	        -1.1374
0.182	        -1.1401
0.183	        -1.1325
0.184	        -1.1368
0.185	        -1.1558
0.186	        -1.1353
0.187	        -1.1416
0.188	        -1.1454
0.189	        -1.1495
0.190	        -1.1639
0.191	        -1.1518
0.192	        -1.1605
0.193	         -1.185
0.194	         -1.159
0.195	        -1.1848
0.196	        -1.1622
0.197	        -1.1915
0.198	        -1.1746
0.199	        -1.1667
0.200	        -1.1985
0.201	        -1.2031
0.202	         -1.173
0.203	        -1.2023
0.204	        -1.1974
0.205	        -1.1787
0.206	        -1.2048
0.207	        -1.1828
0.208	        -1.2103
0.209	        -1.2076
0.210	         -1.186
0.211	        -1.2132
0.212	        -1.2076
0.213	        -1.2012
0.214	        -1.1968
0.215	         -1.271
0.216	         -1.277
0.217	        0.49423
0.218	        0.76131
0.219	        0.75293
0.220	        0.71308
0.221	        0.68131
0.222	         0.6784
0.223	        0.65265
0.224	        0.65829
0.225	        0.62467
0.226	        0.63967
0.227	         0.6294
0.228	        0.60112
0.229	        0.59161
0.230	        0.60346
0.231	        0.57033
0.232	        0.56273
0.233	        0.53173
0.234	        0.54697
0.235	        0.53492
0.236	        0.52796
0.237	        0.49388
0.238	        0.50924
0.239	        0.47733
0.240	        0.47112
0.241	         0.4641
0.242	        0.45402
0.243	        0.44553
0.244	        0.43951
0.245	         0.4344
0.246	        0.43009
0.247	        0.42134
0.248	        0.38657
0.249	        0.38262
0.250	        0.39912
0.251	        0.37256
0.252	        0.36774
0.253	        0.37694
0.254	        0.34576
0.255	        0.33628
0.256	        0.33105
0.257	        0.32392
0.258	        0.29528
0.259	        0.31098
0.260	         0.3042
0.261	        0.27529
0.262	        0.29077
0.263	        0.25934
