time	vel
0.000	      -0.019721
0.001	      -0.025498
0.002	      -0.047771
0.003	      -0.035841
0.004	      -0.041857
0.005	       -0.07018
0.006	      -0.072728
0.007	      -0.060444
0.008	       -0.08908
0.009	      -0.071005
0.010	      -0.097272
0.011	       -0.10561
0.012	       -0.10795
0.013	       -0.11564
0.014	       -0.11912
0.015	       -0.12992
0.016	       -0.13535
0.017	       -0.14305
0.018	       -0.16393
0.019	       -0.15267
0.020	        -0.1791
0.021	       -0.16566
0.022	       -0.19141
0.023	       -0.19703
0.024	       -0.18444
0.025	       -0.21071
0.026	       -0.21715
0.027	       -0.22346
0.028	       -0.23032
0.029	        -0.2354
0.030	       -0.26271
0.031	        -0.2489
0.032	       -0.25358
0.033	        -0.2607
0.034	       -0.28657
0.035	       -0.27322
0.036	       -0.29907
0.037	       -0.30398
0.038	       -0.29209
0.039	       -0.31917
0.040	       -0.32389
0.041	       -0.33252
0.042	       -0.33729
0.043	       -0.34468
0.044	       -0.34955
0.045	       -0.35759
0.046	       -0.38407
0.047	       -0.36963
0.048	       -0.37577
0.049	       -0.40191
0.050	       -0.40818
0.051	       -0.39275
0.052	       -0.41957
0.053	       -0.42564
0.054	       -0.41099
0.055	       -0.43805
0.056	       -0.44271
0.057	       -0.44837
0.058	       -0.45568
0.059	       -0.46371
0.060	       -0.48829
0.061	       -0.47359
0.062	       -0.47985
0.063	        -0.4859
0.064	       -0.51226
0.065	        -0.5181
0.066	       -0.50492
0.067	       -0.53215
0.068	       -0.53492
0.069	       -0.52276
0.070	       -0.54882
0.071	       -0.55644
0.072	       -0.56234
0.073	       -0.56591
0.074	        -0.5718
0.075	       -0.57537
0.076	       -0.60147
0.077	       -0.56838
0.078	       -0.61643
0.079	       -0.61952
0.080	       -0.60719
0.081	       -0.61139
0.082	       -0.64032
0.083	       -0.64423
0.084	       -0.64986
0.085	       -0.65456
0.086	       -0.64432
0.087	       -0.66637
0.088	       -0.65074
0.089	       -0.67143
0.090	       -0.68117
0.091	       -0.70703
0.092	       -0.70864
0.093	       -0.69594
0.094	       -0.70363
0.095	       -0.70821
0.096	       -0.71357
0.097	       -0.71748
0.098	       -0.75541
0.099	       -0.72176
0.100	       -0.72844
0.101	       -0.77636
0.102	       -0.74095
0.103	       -0.74591
0.104	       -0.79363
0.105	       -0.75621
0.106	       -0.80177
0.107	       -0.76707
0.108	       -0.81213
0.109	       -0.77521
0.110	       -0.82174
0.111	       -0.78511
0.112	       -0.83063
0.113	       -0.83311
0.114	       -0.80477
0.115	       -0.84559
0.116	       -0.84717
0.117	       -0.82624
0.118	       -0.83577
0.119	        -0.8646
0.120	        -0.8667
0.121	       -0.87287
0.122	       -0.87622
0.123	       -0.86092
0.124	        -0.8669
0.125	        -0.8948
0.126	       -0.89991
0.127	       -0.90615
0.128	       -0.90803
0.129	       -0.93292
0.130	       -0.93682
0.131	       -0.91623
0.132	       -0.92167
0.133	       -0.92448
0.134	         -0.931
0.135	       -0.93983
0.136	       -0.92229
0.137	       -0.97955
0.138	        -0.9574
0.139	       -0.95828
0.140	        -1.0003
0.141	       -0.96301
0.142	       -0.96497
0.143	        -1.0031
0.144	       -0.96733
0.145	       -0.97397
0.146	        -1.0255
0.147	       -0.98866
0.148	        -1.0342
0.149	       -0.99973
0.150	        -1.0464
0.151	         -1.032
0.152	         -1.032
0.153	        -1.0359
0.154	         -1.033
0.155	        -1.0617
0.156	        -1.0477
0.157	        -1.0273
0.158	         -1.049
0.159	        -1.0502
0.160	        -1.0534
0.161	        -1.0749
0.162	        -1.0557
0.163	        -1.0795
0.164	          -1.06
0.165	        -1.0873
0.166	        -1.0895
0.167	        -1.0744
0.168	        -1.0956
0.169	        -1.0922
0.170	        -1.1022
0.171	        -1.1165
0.172	        -1.1313
0.173	        -1.1301
0.174	        -1.1352
0.175	        -1.1338
0.176	        -1.1366
0.177	         -1.146
0.178	        -1.1464
0.179	        -1.1644
0.180	        -1.1361
0.181	        -1.1464
0.182	        -1.1545
0.183	         -1.154
0.184	        -1.1798
0.185	        -1.1516
0.186	         -1.176
0.187	        -1.1608
0.188	         -1.165
0.189	        -1.1979
0.190	        -1.1985
0.191	         -1.181
0.192	        -1.2072
0.193	        -1.2058
0.194	        -1.1853
0.195	        -1.2054
0.196	        -1.2177
0.197	        -1.2039
0.198	        -1.2114
