f	eta0	eta1	eta2	eta3	eta4	eta5	eta6	eta7	sumEta	sumEtaSq
0.435084	0.002415630990423641	0.001904010695161303	6.193058090130411E-05	3.43736291590549E-05	2.0421085190898728E-05	1.6226957255062764E-05	4.776507578252392E-06	9.973685328316391E-07	0.004458367814202348	9.466250897046834E-06
0.45486	0.002389939265085701	0.0019448989476646926	6.25930166563778E-05	3.277716947645475E-05	2.0270825526738708E-05	1.587414866937466E-05	4.726418247603949E-06	1.008314565708974E-06	0.004472088105892652	9.500120086689872E-06
0.474637	0.0024041650940445445	0.002090828363659428	6.251355679836408E-05	2.0640598499580088E-05	1.9878291126300484E-05	1.0164488877662214E-05	5.961201105522023E-06	1.070944730160927E-06	0.004615222538841562	1.015644217092846E-05
0.494413	0.0024681102966826554	0.0022606849792672586	6.180058024924763E-05	6.240198912736687E-06	1.9525218859884077E-05	2.8752780890285427E-06	7.575200043837832E-06	1.1422312225532614E-06	0.004827953983327202	1.1206571453620647E-05
0.51419	0.0025600809911783453	0.00235628019924046	6.100814384211743E-05	6.6366212716773E-07	1.9470009816613165E-05	1.1545184126286505E-06	8.515503298211639E-06	1.1745461080661881E-06	0.0050083475740236106	1.2110247800337845E-05
0.533966	0.0026386578952134975	0.002328320963616615	6.076084530442163E-05	4.660425868174301E-06	1.97684422051532E-05	7.534066979830497E-07	8.150904973519077E-06	1.1469194193133126E-06	0.005062219803298677	1.238776670908542E-05
0.553743	0.002668509813042968	0.002211183692093016	6.133787522571185E-05	1.8760393524731386E-05	2.0237624212056887E-05	7.329659637660311E-06	6.721144719004286E-06	1.0785598121910653E-06	0.00499515876226734	1.201490185220888E-05
0.573519	0.0026452939095780365	0.0021020915628443895	6.248842153715563E-05	3.2339477270326663E-05	2.0565084035718743E-05	1.4201744334619368E-05	5.182433035849663E-06	1.0157120739668224E-06	0.004883178344710063	1.1421971952755276E-05
0.593296	0.0026016626224717406	0.002096696585083526	6.358869732618257E-05	3.643361998077939E-05	2.053966131476238E-05	1.677934617327694E-05	4.559365732115733E-06	1.0006994836788359E-06	0.004841260597566063	1.1170881115520262E-05
0.613072	0.0025886747044494016	0.0022239234115072662	6.404248338606373E-05	2.836849209097757E-05	2.0192090980493246E-05	1.3320415487676963E-05	5.260658639590776E-06	1.04418833649721E-06	0.004944826444877967	1.1652592195593617E-05
0.632849	0.00264245280251065	0.0024245976544648735	6.365464360290145E-05	1.3565802051064493E-05	1.9777548851465928E-05	6.0937427114082405E-06	6.811155425862725E-06	1.1177800748102326E-06	0.005178071129693036	1.286594247057979E-05
0.652625	0.002758248209128568	0.0025896650442007786	6.277247701597345E-05	2.016849463034952E-06	1.959883091757863E-05	1.0785223137724876E-07	8.189589706621693E-06	1.1729453867414856E-06	0.005441771798050674	1.4318695246854734E-05
0.672402	0.00289031910051823	0.002632995234006454	6.208031138205107E-05	1.645288021402412E-06	1.979746964027502E-05	1.1679658434694354E-06	8.488550820230308E-06	1.1727796162483126E-06	0.005617666699848361	1.5290931812010606E-05
0.692178	0.002980037202981921	0.0025499882954752675	6.218220378501428E-05	1.2950376623579017E-05	2.0257165557269617E-05	3.6219941041075287E-06	7.516813577810821E-06	1.117246501035332E-06	0.005637671298606005	1.5387577599263235E-05
0.711955	0.0029943847936722235	0.002422893977277232	6.319356020912107E-05	2.8540429663812434E-05	2.068916209172967E-05	1.1064614291960518E-05	5.909695448579659E-06	1.044234959448415E-06	0.005547720467614107	1.4842149981923461E-05
0.731731	0.0029503882213715495	0.002368773831949829	6.463086471564163E-05	3.8066906180033075E-05	2.0819690688878773E-05	1.619818699890578E-05	4.714516878895329E-06	1.0036315492768343E-06	0.00546459585033301	1.4322225436486388E-05
0.751508	0.0029082383686646765	0.0024625707260027435	6.570195116907169E-05	3.520168244171046E-05	2.0574190682031474E-05	1.558953624642905E-05	4.7297265321561665E-06	1.0240109592812995E-06	0.0055136301926981	1.4528350644247323E-05
0.771284	0.002935553583755409	0.0026847491610176885	6.583141127787638E-05	2.1965266415009395E-05	2.012929306529506E-05	9.61246225156261E-06	5.9571740882236365E-06	1.0919820418101727E-06	0.005744890333912875	1.583070341654167E-05
0.791061	0.0030622872525827662	0.0029292836266837925	6.506519121845821E-05	7.37243922295045E-06	1.980657628658775E-05	2.199581984055604E-06	7.593094375297594E-06	1.1623412555063204E-06	0.006094770103609415	1.796304975960154E-05
0.810838	0.00325594928646899	0.003071256725653894	6.405978077012114E-05	1.3686544728617067E-06	1.9858560059289573E-05	1.7535151458171446E-06	8.548660130928282E-06	1.1881289278505571E-06	0.006423983311629753	2.0038401088122964E-05
0.830614	0.0034365828150890554	0.003052857012027369	6.365140034339069E-05	8.163207166777776E-06	2.028846965396962E-05	3.8441857268429055E-07	8.174580875745816E-06	1.152861255427985E-06	0.006591254764984421	2.113463544220712E-05
0.850391	0.0035281273435246374	0.0029285264368226183	6.430410631993209E-05	2.3432893660660947E-05	2.082841789159514E-05	7.2150261503503554E-06	6.714485871503014E-06	1.0809427630304279E-06	0.006580229653004328	2.1029165894242108E-05
0.870167	0.003513637697480965	0.0028335369687383554	6.579789759626513E-05	3.7193936621327955E-05	2.1120589460795172E-05	1.4198867309003669E-05	5.144445896294799E-06	1.0211980412252689E-06	0.006491651601144233	2.0380969569916813E-05
0.889944	0.0034540353299315736	0.0028931656703057983	6.736682438459758E-05	4.0405933329581566E-05	2.0978677555755156E-05	1.6644125969339094E-05	4.517901194421316E-06	1.0145309592029643E-06	0.00649812899363027	2.0307677157272957E-05
0.90972	0.003452046554984403	0.003135466425881439	6.818034197854772E-05	3.1015171582930014E-05	2.0527329397880563E-05	1.285508323346375E-05	5.230038510684142E-06	1.0658576481516781E-06	0.0067263868032174995	2.1754000739282535E-05
0.929497	0.003583975391020696	0.0034692735761799433	6.78789891156725E-05	1.5337821586826088E-05	2.01089928328896E-05	5.306524569050473E-06	6.817666298975077E-06	1.14213279632294E-06	0.007169841094400376	2.488606187159356E-05
0.949273	0.0038460675179871205	0.0037434141654179454	6.682060542865961E-05	4.025935171903274E-06	2.0035949940589593E-05	9.821622013823912E-07	8.221562744226999E-06	1.1926513541174352E-06	0.007690760550245946	2.8810337588675026E-05
0.96905	0.004152765025911516	0.0038466002137494152	6.588708723281116E-05	4.961811665613286E-06	2.0379915560693272E-05	1.819015429001221E-06	8.521179172986532E-06	1.1839484032258486E-06	0.008102118197125262	3.204664895469367E-05
0.988826	0.004388779848723711	0.003783772385018513	6.59297901497029E-05	1.788718248067116E-05	2.091644880595151E-05	3.289996003706313E-06	7.521125974287835E-06	1.122147091239761E-06	0.008289218924247783	3.358349485917266E-05
1.0086	0.004482881373519942	0.0036785040645688147	6.719871543328961E-05	3.444679922165176E-05	2.1349583671200654E-05	1.0985336252772372E-05	5.8734205840965496E-06	1.0494308283438086E-06	0.008302288724080112	3.363393189214377E-05
1.02838	0.004460964261857244	0.003703623838213258	6.913602244771972E-05	4.3712230069003736E-05	2.1399480504122476E-05	1.6077351923046425E-05	4.659005343852994E-06	1.0156654510156174E-06	0.008320587855809263	3.362446138612434E-05
1.04816	0.004442760883004058	0.003969889652895051	7.070711140905935E-05	3.9583554952770976E-05	2.105437655322971E-05	1.5181851061034098E-05	4.700850387118913E-06	1.044644205353436E-06	0.008564922924467677	3.5505411437790264E-05
1.06793	0.004576800255718982	0.004445556323684482	7.108981603132958E-05	2.493988301919464E-05	2.05561671112042E-05	8.851712744869271E-06	5.9268181992972105E-06	1.1174588944797098E-06	0.009154838435403838	4.071628465222198E-05
1.08771	0.004943810407959616	0.004962357333682183	7.023656850837255E-05	9.807819029185894E-06	2.0265323594591437E-05	1.2096294366449255E-06	7.603378595327333E-06	1.1858029606182225E-06	0.01001647626376654	4.9071752389907604E-05
1.10749	0.005489221790410224	0.005319183055760372	6.894467013658462E-05	4.59191647293097E-06	2.043170961159691E-05	2.7322579489770263E-06	8.570000151729972E-06	1.2044055181489886E-06	0.010914879806010564	5.8430538513726214E-05
1.12726	0.006041999757614129	0.005426760805286651	6.833358599043136E-05	1.3137527773785509E-05	2.100163389333516E-05	3.493646794696076E-07	8.18185276000117E-06	1.1613259112356351E-06	0.011580925853909038	6.596084546448927E-05
1.14704	0.006425569505333245	0.005392100439391417	6.910548175399336E-05	3.0099821344403945E-05	2.1622024173389775E-05	6.836175155014963E-06	6.6868886479699725E-06	1.086148992581645E-06	0.011953106484792015	7.036893232262657E-05
1.16681	0.006594879192927583	0.005470053135599267	7.106927538776139E-05	4.447810087271972E-05	2.1873595277778898E-05	1.4068229034750085E-05	5.076039450218258E-06	1.0294865658839226E-06	0.012222527055115963	7.34216452142076E-05
1.18659	0.00669813314120518	0.005900042328013383	7.324415116135503E-05	4.687592970623631E-05	2.1586735918927952E-05	1.644667676689873E-05	4.420491768117021E-06	1.0301082052333217E-06	0.012761779562745332	7.96838061903406E-05
1.20637	0.007003958023387449	0.0067401634087323305	7.448253575121537E-05	3.580575805750599E-05	2.0989112254655155E-05	1.2221072032967157E-05	5.152161703716905E-06	1.088200402434662E-06	0.013893860272322275	9.449267809661486E-05
1.22614	0.00773509663355751	0.007823986046270088	7.421442629832547E-05	1.8783696861499037E-05	2.055142406624965E-05	4.088647658973877E-06	6.784340352671102E-06	1.1655737801231953E-06	0.01568467078884544	0.00012105282465494744
1.24592	0.008928625418944756	0.008883521819010696	7.284523024153097E-05	7.466980739474117E-06	2.062541556754057E-05	2.5105032079092177E-06	8.229838740407148E-06	1.2103162722961911E-06	0.017925035522724612	0.0001586431748695407
1.2657	0.01043270750041928	0.009754309089107186	7.15287371517864E-05	9.896275114760911E-06	2.1173521842487908E-05	3.0782895409925943E-06	8.525037076697585E-06	1.1918069606678347E-06	0.020302410257213858	0.00020399367778219815
1.28547	0.012049703294200518	0.010524125091216136	7.143387181109653E-05	2.5000978814036243E-05	2.180510570863525E-05	2.7992500232210943E-06	7.455541611199927E-06	1.121266435494779E-06	0.022703444399820336	0.00025595882640159015
1.30525	0.01373218660588502	0.011535825394477082	7.295198753376032E-05	4.313906457866166E-05	2.208855007511892E-05	1.1082622341184707E-05	5.706135537425751E-06	1.0450638119142802E-06	0.025424025424240167	0.0003216560438627917
1.32503	0.015726014664911282	0.013292278715442125	7.53801078208195E-05	5.245279249703466E-05	2.1870370007209807E-05	1.605753241324939E-05	4.4226373967563195E-06	1.0132876805041662E-06	0.029189490108168983	0.0004240014008900012
1.3448	0.018656312200592023	0.016415857260503135	7.730903641484682E-05	4.6827874120570385E-05	2.1349204227604285E-05	1.4291678024236026E-05	4.422362587176902E-06	1.0454834184751247E-06	0.03523741509988807	0.0006175472047509868
1.36458	0.02376870172575722	0.021924053835359038	7.747336156339222E-05	3.0195208059670476E-05	2.086503419864423E-05	7.00924422927489E-06	5.710638186688514E-06	1.1139466321556053E-06	0.04583512299398609	0.0010456227505074996
1.38436	0.0341628919317915	0.032591912491972505	7.53711888571649E-05	1.3903277834823943E-05	2.0556736276598742E-05	7.416705646010842E-07	7.333029386775763E-06	1.1600308292577206E-06	0.06687387035751323	0.0022293422973933756
1.40413	0.0631304137184282	0.061351497799078725	7.043143435064432E-05	9.144507055783067E-06	1.9834275669122292E-05	3.40361720422556E-06	7.920149483602043E-06	1.1069117468515728E-06	0.12459375241301715	0.007749460931596347
1.42391	0.484011	0.477518	2.0521238065437147E-05	1.563569377234829E-05	2.859695636174695E-06	5.5315505947998336E-06	1.1732889297238056E-06	8.468851873258672E-08	0.9615748061555173	0.46229008915075587
1.44369	0.08195396565717976	0.08285947580572271	8.77261156917972E-05	4.107134622557381E-05	2.6634474081353994E-05	7.453393050436217E-06	8.090309461257518E-06	1.3118973223159057E-06	0.1649857289987352	0.013582155432586658
1.46346	0.03688568718344347	0.03868634438709575	8.521096794119916E-05	5.625437569977749E-05	2.4516230204653748E-05	1.5421603195675666E-05	5.692891829617669E-06	1.1537522718287904E-06	0.07576028139168198	0.0028571984591072136
1.48324	0.023646128249421396	0.02575164858359299	8.681394895439462E-05	5.7700993719534895E-05	2.3395922986389983E-05	1.7091343617823834E-05	4.779953267594319E-06	1.1320881405022339E-06	0.04958869108370063	0.0012222985156401765
1.50302	0.017622859504830106	0.019568246879781814	8.808719858399567E-05	4.425979811170466E-05	2.2601937260998982E-05	1.1825534289060712E-05	5.442677707558036E-06	1.1852693868433215E-06	0.03736450879995208	0.0006934918630777881
1.52279	0.014398040634370913	0.01576620728936248	8.767476408287675E-05	2.5053984849481822E-05	2.2278461595098942E-05	3.21909330575498E-06	7.119047850802407E-06	1.2587575185981111E-06	0.030310852032936004	0.0004558857399242819
1.54257	0.012443744550825144	0.012978480307225143	8.588070103017207E-05	1.3382876894572342E-05	2.2480894753758967E-05	3.132558768625017E-06	8.612796458924642E-06	1.2957450598873538E-06	0.025557010431016228	0.0003232958751901963
1.56235	0.011009513115964513	0.010721126963347049	8.41688005517401E-05	1.7748932114873463E-05	2.3047783486726304E-05	3.265221616460018E-06	8.917116359331898E-06	1.2672066334220265E-06	0.021869055140074114	0.00023615996480915195
1.58212	0.009685597809806126	0.008877691457079657	8.411961111582683E-05	3.608636404013818E-05	2.3662102669239102E-05	2.704382767456033E-06	7.805892116159614E-06	1.1901026327848991E-06	0.018718857722227387	0.00017263321843215515
1.6019	0.008323550788079026	0.007487017628301184	8.633637899143452E-05	5.687185375278137E-05	2.3991080267286413E-05	1.0775633052339212E-05	6.000562292973977E-06	1.115257255117255E-06	0.015995659181992142	0.00012534834800305693
1.62168	0.00700150249513635	0.0065893311883864925	8.997531616251254E-05	6.66539425173808E-05	2.38491683622464E-05	1.5651232462410147E-05	4.687574970513206E-06	1.0929766647692112E-06	0.013792743894662675	9.245369791708139E-05
1.64145	0.0059245199803776875	0.006117639764368226	9.323749468709004E-05	5.912865513891654E-05	2.3325725921062703E-05	1.4080589589247162E-05	4.731787604001798E-06	1.1389520749851817E-06	0.012237802949761217	7.25384087522665E-05
1.66123	0.005259680632987288	0.005878159541025458	9.45299336021298E-05	3.955554265157877E-05	2.2778568255106274E-05	6.9462799908928E-06	6.103425632469788E-06	1.2230754199426065E-06	0.011308976999564865	6.222810636176686E-05
1.681	0.005001058715367457	0.0056326217987933	9.355695574890037E-05	2.1520691876260813E-05	2.263494885388262E-05	1.2218088450847174E-06	7.893683207184297E-06	1.2894457811467769E-06	0.010781798048473217	5.674681045357357E-05
1.70078	0.004953774576317379	0.005226029773089456	9.157640527432672E-05	1.7940792229504506E-05	2.3092937274693583E-05	5.0906837139704905E-06	8.91426256754564E-06	1.294165059874298E-06	0.01032771359552675	5.186061818996763E-05
1.72056	0.004852489109365043	0.004666333957456255	9.062991404043521E-05	3.229854550263634E-05	2.3938717050988224E-05	2.0307325473653684E-06	8.47876337136336E-06	1.2346793544647217E-06	0.009677434418688551	4.5331230736286404E-05
1.74033	0.0045268373585767956	0.004097154338811851	9.218884077860945E-05	5.6041264873897203E-05	2.4658142109693767E-05	6.016478590151085E-06	6.862840765991631E-06	1.1521515505040877E-06	0.008810911416057493	3.7291262200807594E-05
1.76011	0.003997599992788381	0.003684504794218617	9.613318488695115E-05	7.406428286681501E-05	2.479284458640287E-05	1.3683666610785009E-05	5.1313078844788E-06	1.1035600746927297E-06	0.007897013633917123	2.957193786423477E-05
1.77989	0.00343991096908228	0.0035003183604880718	0.00010075509996141677	7.475698360793413E-05	2.4292358482799174E-05	1.5715912260511226E-05	4.4330907303733925E-06	1.1233489273152657E-06	0.007161306123540702	2.410181431953396E-05
1.79966	0.0030506793008503006	0.0034819375766080756	0.0001038397100277799	5.795733042397901E-05	2.356667260475364E-05	1.0587038695404942E-05	5.225525291822169E-06	1.200665321396771E-06	0.006734993819823513	2.1445371442718115E-05
1.81944	0.002916903745220206	0.003485477439209064	0.0001041532251138205	3.5371567389026934E-05	2.3195387045711776E-05	1.6227170368071336E-06	7.029777015888554E-06	1.2835609286391328E-06	0.006575037418959164	2.0669571204680538E-05
1.83922	0.002970986247610103	0.0033849983446312907	0.00010231024289682845	2.297274331650808E-05	2.351013550889545E-05	5.2130745147924025E-06	8.604372488355575E-06	1.3197558797578918E-06	0.006519914916846532	2.029662388898108E-05
1.85899	0.003047736725673364	0.003146824273799047	0.00010045834171618179	3.0371492368897238E-05	2.4369385532861004E-05	5.364597863885874E-06	8.918606672820279E-06	1.2854362073431531E-06	0.006365328859834401	1.9202920304910895E-05
1.87877	0.0029942224446969446	0.0028362628522385813	0.00010090374935566016	5.412532006649293E-05	2.526221631510474E-05	1.1516840096146658E-06	7.757948414150468E-06	1.2050996820891509E-06	0.006020891314778638	1.7023567276199857E-05
1.89855	0.002760663150135847	0.002565718914841155	0.00010456890287445018	7.965032210110735E-05	2.56805528800957E-05	1.0072115044097425E-05	5.886981379880882E-06	1.1343674847833637E-06	0.005553375306741417	1.4222250289387876E-05
1.91832	0.0024197911829151714	0.0024186915735477173	0.00011029785052859018	9.068777248422091E-05	2.5413234866457485E-05	1.5341792373966094E-05	4.5452130387757324E-06	1.1228412551799233E-06	0.0050858914610100794	1.1726751307607789E-05
1.9381	0.002113986594354812	0.00240237413203942	0.00011552247132880623	8.025681257045393E-05	2.470424450665195E-05	1.3423668740329263E-05	4.624294780052722E-06	1.180601911394917E-06	0.004756072820231921	1.0260940661252076E-05
1.95788	0.0019622248016259686	0.0024474647882723245	0.00011792113200864264	5.5736993326464705E-05	2.4091253376726427E-05	5.461297891524641E-06	6.079665173449383E-06	1.2717238793609927E-06	0.004620251655554462	9.85807086162241E-06
1.97765	0.001985402147209271	0.00245569922801259	0.00011702491129716799	3.4503186052068816E-05	2.407398869309188E-05	3.414848259777214E-06	7.952915241147975E-06	1.335820076611945E-06	0.004629407044841727	9.98782193571301E-06
1.99743	0.0020958846836111765	0.0023631706269771425	0.00011463138577822362	3.23200376992407E-05	2.477937433873196E-05	7.387690309893998E-06	9.010900413107723E-06	1.3329657159326212E-06	0.00464851766484345	9.992244527130368E-06
2.01721	0.0021578208176802065	0.002179438507163301	0.00011375273272243228	5.275320027878547E-05	2.5847887506092084E-05	3.7778543029254046E-06	8.538724707672418E-06	1.265756141606762E-06	0.004543195480503022	9.422622369491654E-06
2.03698	0.0020775595430265323	0.0019769848680319356	0.00011661653087043754	8.410222536514834E-05	2.664642655463945E-05	5.081509198951539E-06	6.8369558175303435E-06	1.1812805343513445E-06	0.0042950093393995265	8.246179416003913E-06
2.05676	0.0018628327295978264	0.0018395019049385949	0.0001231008877189598	0.00010681682083704904	2.6702963650497638E-05	1.3268842139602953E-05	5.025738727585647E-06	1.1388173864594785E-06	0.003978388704996576	6.881392363898782E-06
2.07654	0.0016120563262083656	0.0018057255582062809	0.00013069011497414924	0.00010651218706158387	2.604671595058665E-05	1.5180678939486963E-05	4.315377103989828E-06	1.1696144358942893E-06	0.0037016965728803373	5.888724017474747E-06
2.09631	0.00144457509394811	0.0018469564391218514	0.0001360550067482059	8.395697192405261E-05	2.5213837256568374E-05	9.356705329977412E-06	5.1926749774825695E-06	1.255571616932441E-06	0.0035525623009231805	5.52435685392211E-06
2.11609	0.0014217589748348038	0.001890538394556367	0.00013727906694189365	5.51858030034372E-05	2.4874614681419245E-05	4.6628700049160754E-07	7.081684317600836E-06	1.3413215848541266E-06	0.0035385261469208676	5.6180959321641335E-06
2.13586	0.0015108479750192872	0.0018700374790650844	0.00013524473241376648	4.125946331720072E-05	2.5373962454233846E-05	7.813969605286707E-06	8.731450779637752E-06	1.3714918146116265E-06	0.0036006805244691085	5.800478273001007E-06
2.15564	0.0016112526987807334	0.001767169450475307	0.0001332233709236824	5.4246545714755715E-05	2.648952662754307E-05	7.808087686250166E-06	9.040252190109355E-06	1.3278475519559025E-06	0.0036105577799503373	5.740560430896697E-06
2.17542	0.0016222579299424748	0.001619772979124547	0.00013482608166525195	8.85955433675899E-05	2.7580426967088648E-05	4.545817684958848E-07	7.799529217436178E-06	1.241657256161726E-06	0.0035025287293090463	5.2822357987300844E-06
2.19519	0.0015071646826426393	0.0014937254759095845	0.00014158368312755613	0.00012395684762902488	2.80145104413287E-05	9.332378480049117E-06	5.828288395476829E-06	1.1729143047740158E-06	0.0033107787809304335	4.539079668145641E-06
2.21497	0.0013138861982105122	0.001438990113819978	0.00015175346386681068	0.00013825640293157633	2.7591051387786832E-05	1.497065606954095E-05	4.429444218646507E-06	1.1706453211487092E-06	0.0030910479758260003	3.840139813313251E-06
2.23475	0.0011407491335239661	0.0014583495655955412	0.0001612678359132649	0.00012273251687864174	2.668399147067945E-05	1.2552888987311089E-05	4.53326939167028E-06	1.2394452561434478E-06	0.002928108647017218	3.4700543238865526E-06
2.25452	0.0010709776320355214	0.0015078830333388833	0.00016636759122231652	8.881094830434369E-05	2.6010858530730286E-05	3.4796026474312944E-06	6.083829595537478E-06	1.3364727979288141E-06	0.002870949968472693	3.4569973620376943E-06
2.2743	0.001118959871679301	0.0015275794346026686	0.00016624705007716644	6.147070085540386E-05	2.6155805984541213E-05	6.374625656703873E-06	8.072076902623087E-06	1.3987817820502441E-06	0.0029162583475404583	3.6177787292275403E-06
2.29408	0.0012230235354711034	0.0014811277295943043	0.00016387244357203486	6.282072473311919E-05	2.7167592334244963E-05	1.0511884392932631E-05	9.17983431725503E-06	1.3865354868670834E-06	0.0029790902799018614	3.721261310533159E-06
2.31385	0.0012882411482029654	0.001378441426571209	0.00016423433727911105	9.66696062155306E-05	2.8503992680637846E-05	6.1565790819851886E-06	8.657051370810069E-06	1.3100427649235317E-06	0.0029722141841671728	3.596910994533552E-06
2.33363	0.001249628473794989	0.0012668922162230732	0.0001710697769696736	0.00014488517592921272	2.938373265880704E-05	3.852411888973717E-06	6.832495446664414E-06	1.2234121412568643E-06	0.0028737676950526506	3.2177702173959195E-06
2.35341	0.001113604384857277	0.0011983116375219023	0.0001842311943359827	0.0001786351691587086	2.9316760864048847E-05	1.2747674277144326E-05	4.918510143616781E-06	1.1878077475200343E-06	0.0027229531389062005	2.7429647415169147E-06
2.37318	0.0009510179742016905	0.001194777453844873	0.0001995472171039432	0.00017749898056293884	2.845257807333057E-05	1.4451619337168022E-05	4.199534296666143E-06	1.2302035511490485E-06	0.0025711755609717593	2.4042908794151076E-06
2.39296	0.0008484560384312215	0.0012356070241340215	0.0002114064657766803	0.00014391078252136346	2.7494672714310456E-05	7.598938579639291E-06	5.156886314563045E-06	1.3251019781627235E-06	0.0024809559104499623	2.3128474246047504E-06
2.41274	0.0008511185616258009	0.0012729970594787877	0.0002165810863261054	0.00010281142399459745	2.7231149136635876E-05	3.4505340330623073E-06	7.235017493316593E-06	1.4108623067402322E-06	0.0024828356943950463	2.403209652922597E-06
