t,	etaU
0,	8.82043e-16
0.166667,	5.29247
0.333333,	5.33827
0.5,	5.41643
0.666667,	5.52986
0.833333,	5.68304
1,	5.88244
1.16667,	6.13732
1.33333,	6.46088
1.5,	6.87233
1.66667,	7.40023
1.83333,	8.08868
2,	9.00917
2.16667,	10.2853
2.33333,	12.15
2.5,	15.101
2.66667,	20.4237
2.83333,	32.7693
3,	92.0188
3.16667,	100
3.33333,	31.1507
3.5,	18.032
3.66667,	12.4869
3.83333,	9.4337
4,	7.50549
4.16667,	6.18026
4.33333,	5.2155
4.5,	4.48323
4.66667,	3.90954
4.83333,	3.44877
5,	3.07121
5.16667,	2.75668
5.33333,	2.49103
5.5,	2.26403
5.66667,	2.06812
5.83333,	1.89771
6,	1.74897
6.16667,	1.66275
6.33333,	1.49287
6.5,	1.38884
6.66667,	1.29445
6.83333,	1.20899
7,	1.13139
7.16667,	1.06066
7.33333,	0.995983
7.5,	0.936607
7.66667,	0.881905
7.83333,	0.831313
8,	0.784323
8.16667,	0.740448
8.33333,	0.699187
8.5,	0.659943
8.66667,	0.62182
8.83333,	0.582975
9,	0.537518
9.16667,	0.440661
9.33333,	0.676858
9.5,	0.543842
9.66667,	0.501981
9.83333,	0.47238
10,	0.447518
10.1667,	0.42536
10.3333,	0.405092
10.5,	0.386301
10.6667,	0.368741
10.8333,	0.352245
11,	0.336693
11.1667,	0.321991
11.3333,	0.308064
11.5,	0.294847
11.6667,	0.282287
11.8333,	0.270336
12,	0.258958
12.1667,	0.248135
12.3333,	0.238619
12.5,	0.227622
12.6667,	0.218201
12.8333,	0.209141
13,	0.200452
13.1667,	0.19212
13.3333,	0.184126
13.5,	0.17645
13.6667,	0.169077
13.8333,	0.161991
14,	0.155176
14.1667,	0.148618
14.3333,	0.142305
14.5,	0.136224
14.6667,	0.130363
14.8333,	0.124711
15,	0.119259
15.1667,	0.113993
15.3333,	0.10889
15.5,	0.104094
15.6667,	0.0993016
15.8333,	0.0947112
16,	0.0902747
16.1667,	0.0859844
16.3333,	0.0818331
16.5,	0.077813
16.6667,	0.07392
16.8333,	0.0701474
17,	0.0664908
17.1667,	0.0629453
17.3333,	0.0595071
17.5,	0.0561702
17.6667,	0.0529326
17.8333,	0.0497893
18,	0.0467364
18.1667,	0.0437706
18.3333,	0.0408898
18.5,	0.0381039
18.6667,	0.0353591
18.8333,	0.032712
19,	0.0301352
19.1667,	0.0276279
19.3333,	0.0251876
19.5,	0.0228109
19.6667,	0.0204968
19.8333,	0.0182421
20,	0.016045
20.1667,	0.0139039
20.3333,	0.0118153
20.5,	0.00977879
20.6667,	0.00779078
20.8333,	0.00584915
21,	0.00394915
21.1667,	0.00208527
21.3333,	0.000235971
21.5,	0.00172459
