t	eta0	eta1	eta2	eta3	eta4	eta5	eta6	eta7
30.645	-0.421143	2.093	0.188376	-0.312114	-0.210475	0.0245822	-0.00163889	0.0612236
30.66	-0.698812	2.01886	0.264523	-0.25097	-0.184099	0.105125	-0.0328036	0.0518153
30.675	-0.963865	1.90843	0.32172	-0.171867	-0.128232	0.168882	-0.0547727	0.027786
30.69	-1.21156	1.76369	0.35586	-0.0804844	-0.0517948	0.205643	-0.0613402	-0.00413068
30.705	-1.43744	1.58727	0.364521	0.0166195	0.0329803	0.209479	-0.050599	-0.0349305
30.72	-1.63747	1.38237	0.347107	0.112473	0.112495	0.179767	-0.0255576	-0.0559223
30.735	-1.80802	1.15266	0.304894	0.200219	0.17402	0.121252	0.00674158	-0.0611323
30.75	-1.94609	0.902274	0.240939	0.273601	0.207682	0.043327	0.0371708	-0.0490721
30.765	-2.04918	0.635736	0.159825	0.327401	0.208088	-0.0414844	0.0570878	-0.023159
30.78	-2.11547	0.357841	0.0673418	0.357796	0.175206	-0.11959	0.0609159	0.00928334
30.795	-2.14373	0.0735871	-0.0299132	0.362629	0.114333	-0.178469	0.0475715	0.0390927
30.81	-2.13344	-0.21191	-0.12499	0.341561	0.0352823	-0.208717	0.0208685	0.0578399
30.825	-2.08477	-0.493519	-0.211099	0.296086	-0.0492424	-0.205523	-0.0116325	0.0602739
30.84	-1.99858	-0.766167	-0.282088	0.229435	-0.12569	-0.169454	-0.0407605	0.0457258
30.855	-1.87638	-1.02494	-0.332858	0.146343	-0.181826	-0.106322	-0.0582987	0.0183521
30.87	-1.72035	-1.26515	-0.359756	0.0527293	-0.208683	-0.0262781	-0.0593662	-0.0141117
30.885	-1.53327	-1.48244	-0.360795	-0.044702	-0.201998	0.0578444	-0.0436839	-0.0425262
30.9	-1.3185	-1.67286	-0.335847	-0.138959	-0.162879	0.132566	-0.0157057	-0.0589035
30.915	-1.07994	-1.83296	-0.286666	-0.223233	-0.0976167	0.185916	0.0166884	-0.0586494
30.93	-0.821896	-1.95983	-0.216749	-0.291449	-0.016696	0.20937	0.0443723	-0.0418483
30.945	-0.549052	-2.05121	-0.131125	-0.338641	0.0669063	0.199169	0.059547	-0.013227
30.96	-0.266364	-2.10542	-0.0359644	-0.361375	0.139776	0.156956	0.0579255	0.0191432
30.975	0.0210461	-2.12149	0.0618493	-0.357991	0.190207	0.0894988	0.0399299	0.0461334
30.99	0.307955	-2.09913	0.15522	-0.328727	0.210081	0.00764312	0.0106416	0.0601152
31.005	0.589151	-2.03875	0.237377	-0.275706	0.196189	-0.0754581	-0.0216894	0.0571085
31.02	0.859558	-1.94147	0.302388	-0.202784	0.15075	-0.146438	-0.047942	0.0379492
31.035	1.11432	-1.80904	0.345543	-0.115235	0.0810305	-0.193886	-0.0606679	0.00801458
31.05	1.34886	-1.64389	0.36373	-0.019402	-0.00176079	-0.21014	-0.0562426	-0.0242438
31.065	1.55898	-1.449	0.355659	0.0777718	-0.0843077	-0.192579	-0.0358665	-0.0496877
31.08	1.74086	-1.22787	0.321946	0.169263	-0.153328	-0.143991	-0.00528907	-0.0610663
31.095	1.89126	-0.984495	0.265073	0.248477	-0.197688	-0.0722116	0.0268068	-0.0551382
31.11	2.00751	-0.723274	0.189169	0.309738	-0.210249	0.0111908	0.0513037	-0.0335909
31.125	2.08753	-0.448904	0.0997031	0.348661	-0.188982	0.0927874	0.0612725	-0.0025137
31.14	2.12985	-0.166339	0.00311063	0.362469	-0.1373	0.159431	0.053876	0.0292389
31.155	2.1337	0.119341	-0.0936525	0.350191	-0.0635382	0.200403	0.0312638	0.052683
31.17	2.09901	0.402994	-0.183668	0.312723	0.0204259	0.209129	-0.0001562	0.0611957
31.185	2.02638	0.679514	-0.260476	0.252758	0.101109	0.184212	-0.0314746	0.0523856
31.2	1.91711	0.943923	-0.318591	0.17459	0.165548	0.129653	-0.053845	0.0287933
31.215	1.77313	1.19144	-0.353855	0.083799	0.203424	0.0542082	-0.060989	-0.00291489
31.23	1.59702	1.41758	-0.363718	-0.0130988	0.208657	-0.0300405	-0.0509121	-0.0337786
31.245	1.39194	1.61823	-0.347467	-0.109156	0.180414	-0.109581	-0.0264919	-0.0551294
31.26	1.16161	1.78977	-0.306247	-0.197463	0.12321	-0.171671	0.00540088	-0.0609775
31.275	0.910189	1.9291	-0.242998	-0.271673	0.0461953	-0.206368	0.035812	-0.0496843
31.29	0.642245	2.03369	-0.16226	-0.326429	-0.03832	-0.208082	0.0561718	-0.0244285
31.305	0.362639	2.10168	-0.0698188	-0.357782	-0.116814	-0.176506	0.0607554	0.00771192
31.32	0.0764431	2.13183	0.0276709	-0.363469	-0.176698	-0.116656	0.0482433	0.0376879
31.335	-0.211158	2.1236	0.123199	-0.343074	-0.208372	-0.0380839	0.0221391	0.0570752
31.35	-0.49494	2.07715	0.209904	-0.298082	-0.206727	0.0466439	-0.0102324	0.0603988
31.365	-0.769774	1.99333	0.281557	-0.231743	-0.172002	0.123955	-0.0397746	0.0467098
31.38	-1.03072	1.87367	0.33304	-0.148824	-0.109708	0.181467	-0.0581493	0.0198289
31.395	-1.27311	1.72034	0.360658	-0.0552816	-0.0298114	0.209954	-0.0601642	-0.0127017
31.41	-1.49258	1.53613	0.362456	0.0421734	0.0549046	0.204828	-0.0451855	-0.0416983
31.425	-1.6852	1.32434	0.338336	0.136548	0.130847	0.166886	-0.0174267	-0.0589617
31.44	-1.8475	1.08878	0.290058	0.221093	0.185852	0.102213	0.0152845	-0.0595836
31.455	-1.9766	0.833715	0.221102	0.289793	0.211104	0.0211877	0.0437089	-0.0433748
31.47	-2.0702	0.563721	0.136403	0.337761	0.202557	-0.0631756	0.0597846	-0.0149114
31.485	-2.1266	0.28367	0.0420045	0.361586	0.16161	-0.137353	0.0590013	0.0177354
31.5	-2.14477	-0.00140865	-0.0553484	0.359579	0.0948682	-0.189458	0.0416056	0.0453669
31.515	-2.12436	-0.28638	-0.148717	0.331888	0.0130803	-0.211187	0.0125352	0.0601725
31.53	-2.06574	-0.566123	-0.231416	0.280481	-0.0706221	-0.199089	-0.0199737	0.0580109
31.545	-1.96993	-0.835601	-0.297543	0.209004	-0.142819	-0.15516	-0.0467593	0.0395229
31.56	-1.83862	-1.08995	-0.34234	0.122538	-0.19197	-0.0864666	-0.0602732	0.00995875
31.575	-1.67414	-1.32455	-0.362566	0.0272541	-0.210222	-0.0040427	-0.056768	-0.0223218
31.59	-1.47945	-1.53515	-0.356727	-0.0700201	-0.194698	0.0788879	-0.0372625	-0.048246
31.605	-1.25805	-1.71793	-0.325178	-0.162298	-0.147918	0.14905	-0.00726965	-0.0605286
31.62	-1.01394	-1.86956	-0.27015	-0.242909	-0.0773993	0.195207	0.024769	-0.0557248
31.635	-0.751544	-1.98732	-0.195573	-0.306032	0.00553775	0.209977	0.0498133	-0.0352005
31.65	-0.475628	-2.06908	-0.106809	-0.347074	0.0875906	0.190997	0.0608159	-0.00472242
31.665	-0.191202	-2.11335	-0.0102723	-0.363042	0.155581	0.141317	0.0546582	0.0270973
31.68	0.0965837	-2.11934	0.087058	-0.352764	0.198599	0.068903	0.0330459	0.0512943
31.695	0.382494	-2.08693	0.178121	-0.316989	0.209708	-0.0146005	0.00207751	0.0610206
31.71	0.661344	-2.01673	0.25631	-0.25831	0.187107	-0.0957715	-0.0295181	0.0535001
31.725	0.928105	-1.91004	0.315984	-0.18099	0.134406	-0.161553	-0.0528156	0.0308349
31.74	1.17799	-1.76877	0.352817	-0.0906201	0.0600518	-0.201372	-0.0612076	-0.000605987
31.755	1.40651	-1.5955	0.364163	0.00625085	-0.0240056	-0.208786	-0.0522729	-0.0319236
31.77	1.60957	-1.39336	0.34923	0.102605	-0.104232	-0.182594	-0.0285137	-0.0542501
31.785	1.78348	-1.166	0.309129	0.191483	-0.167727	-0.126986	0.00336513	-0.0612092
31.8	1.92517	-0.917499	0.2468	0.266493	-0.204244	-0.0509212	0.0343157	-0.0508149
31.815	2.03208	-0.652362	0.166762	0.322257	-0.207899	0.0333314	0.0555208	-0.0260283
31.83	2.10232	-0.375357	0.0747764	0.354787	-0.178105	0.112214	0.0610114	0.00612921
31.845	2.1346	-0.0914776	-0.0225439	0.361769	-0.119649	0.173017	0.0492197	0.0365271
31.86	2.12832	0.194167	-0.118199	0.342722	-0.0419568	0.205969	0.0235333	0.0565438
31.875	2.08358	0.47644	-0.20534	0.299022	0.0424667	0.205777	-0.00876238	0.0605477
31.89	2.00119	0.750256	-0.27773	0.233806	0.120067	0.172486	-0.0385298	0.0474176
31.905	1.8826	1.01069	-0.330187	0.151741	0.178389	0.111431	-0.0573566	0.0209163
31.92	1.72991	1.25301	-0.358964	0.0586911	0.208085	0.0324134	-0.0599813	-0.0114686
31.935	1.54587	1.47285	-0.361972	-0.0386656	0.204395	-0.0519129	-0.045676	-0.0406082
31.95	1.33379	1.66619	-0.338981	-0.133347	0.16791	-0.128032	-0.0185019	-0.0583159
31.965	1.09751	1.82956	-0.291629	-0.218534	0.104461	-0.183741	0.0138995	-0.0596269
31.98	0.841297	1.95999	-0.223294	-0.288109	0.0241994	-0.21012	0.042422	-0.0441807
31.995	0.569812	2.05514	-0.138884	-0.337044	-0.0600414	-0.202906	0.0590388	-0.0163113
32.01	0.287982	2.11329	-0.0444518	-0.361808	-0.134783	-0.163223	0.0590686	0.0161554
32.025	0.000910052	2.1334	0.0532086	-0.360615	-0.188039	-0.0973785	0.0424642	0.0440891
32.04	-0.286193	2.11509	0.147069	-0.333551	-0.211255	-0.0158989	0.0138939	0.0596308
32.055	-0.568117	2.05872	0.230387	-0.282576	-0.200683	0.0681856	-0.0186267	0.0583809
32.07	-0.839775	1.96533	0.297194	-0.211371	-0.15799	0.141404	-0.0459569	0.0406796
32.085	-1.09629	1.8366	0.342706	-0.125049	-0.0899644	0.19203	-0.0603719	0.0114772
32.1	-1.33307	1.67488	0.363668	-0.0298087	-0.00749521	0.211926	-0.057788	-0.0210211
32.115	-1.54587	1.48308	0.3586	0.0675128	0.076213	0.197894	-0.038874	-0.0476394
32.13	-1.73084	1.26467	0.327897	0.159942	0.147742	0.152148	-0.00894911	-0.0608302
32.145	-1.88469	1.02357	0.273793	0.240872	0.195614	0.0820393	0.0235275	-0.0568484
32.16	-2.00467	0.764131	0.200179	0.304551	0.212172	-0.00117881	0.0493746	-0.0368174
32.175	-2.08865	0.491017	0.112313	0.346448	0.19477	-0.0841544	0.0612936	-0.00637466
32.19	-2.13509	0.209155	0.0164649	0.363588	0.146221	-0.153578	0.0559183	0.0258352
32.205	-2.14315	-0.0763924	-0.0805085	0.354754	0.0743595	-0.198336	0.0348181	0.0507372
32.22	-2.11265	-0.360487	-0.171703	0.320578	-0.00925137	-0.211304	0.00396297	0.0613104
32.235	-2.04415	-0.638018	-0.250587	0.263487	-0.0911993	-0.190443	-0.0279113	0.0545969
32.25	-1.93883	-0.903988	-0.31152	0.187536	-0.158345	-0.139142	-0.0518191	0.0325397
32.265	-1.79857	-1.15359	-0.350123	0.0981227	-0.199965	-0.0656581	-0.0610514	0.00137485
32.28	-1.62585	-1.38229	-0.363577	0.00164013	-0.209415	0.0182242	-0.0530437	-0.0300885
32.295	-1.42379	-1.58594	-0.35088	-0.0949952	-0.185228	0.0990437	-0.0300997	-0.0530109
32.31	-1.19603	-1.76085	-0.312884	-0.184829	-0.131309	0.163864	0.00131229	-0.0609545
32.325	-0.946677	-1.90384	-0.252282	-0.261376	-0.0563216	0.202314	0.0323559	-0.0516954
32.34	-0.680264	-2.01233	-0.173416	-0.319088	0.0277059	0.208238	0.0542679	-0.0278519
32.355	-0.401622	-2.08437	-0.0819563	-0.353769	0.107294	0.180693	0.0608791	0.00387729
32.37	-0.115812	-2.11865	0.0154776	-0.36289	0.169653	0.124099	0.0503023	0.0345219
32.385	0.171988	-2.11454	0.111833	-0.345771	0.204773	0.0475411	0.0255041	0.0554442
32.4	0.456543	-2.07213	0.200129	-0.303663	0.206989	-0.0366771	-0.00652874	0.060715
32.415	0.7327	-1.99221	0.273959	-0.239621	0.175933	-0.115011	-0.0367643	0.0488257
32.43	0.995486	-1.87623	0.327998	-0.158289	0.116558	-0.174862	-0.0566437	0.0231022
32.445	1.24019	-1.72629	0.358326	-0.0655543	0.0384015	-0.206602	-0.0605312	-0.00921717
32.46	1.46241	-1.54512	0.362775	0.031867	-0.045979	-0.205095	-0.0472643	-0.0389719
32.475	1.65815	-1.33599	0.341055	0.12692	-0.122989	-0.170563	-0.0205888	-0.0577268
32.49	1.82389	-1.10267	0.294769	0.212744	-0.180242	-0.108557	0.0119534	-0.0601282
32.505	1.95667	-0.84936	0.2273	0.283175	-0.208508	-0.0290625	0.0411341	-0.0454793
32.52	2.05413	-0.580635	0.143526	0.333166	-0.203221	0.0550983	0.0586346	-0.0179434
32.535	2.1145	-0.301339	0.0494772	0.359144	-0.165233	0.130381	0.0595347	0.0146514
32.55	2.13669	-0.0164972	-0.0480825	0.359265	-0.10066	0.184661	0.0435876	0.0430798
32.565	2.12028	0.268758	-0.142155	0.333542	-0.0199103	0.209226	0.0153388	0.0592754
32.58	2.06557	0.5493	-0.225992	0.283829	0.0640329	0.200122	-0.0171919	0.0586899
32.595	1.97351	0.820075	-0.293604	0.213685	0.137685	0.158829	-0.0448168	0.0415072
32.61	1.84574	1.0762	-0.340145	0.128129	0.189239	0.0919627	-0.059728	0.0126211
32.625	1.68454	1.31303	-0.362286	0.0332822	0.210423	0.0102498	-0.0577779	-0.0197979
32.64	1.4928	1.52629	-0.358422	-0.0640487	0.197851	-0.0732132	-0.0395314	-0.0466351
32.655	1.27397	1.71209	-0.328807	-0.156882	0.15353	-0.14506	-0.0101426	-0.0603493
32.67	1.03203	1.86707	-0.275554	-0.238526	0.0845433	-0.193769	0.022129	-0.0570971
32.685	0.771353	1.98845	-0.202472	-0.303117	0.00192788	-0.211533	0.0481985	-0.0378016
32.7	0.496667	2.07403	-0.114807	-0.345985	-0.0811042	-0.195471	0.0607416	-0.00786586
32.715	0.212963	2.12228	-0.0188562	-0.364036	-0.151256	-0.148119	0.0562117	0.0242826
32.73	-0.0746239	2.13231	0.0784857	-0.355966	-0.197286	-0.0770138	0.0358437	0.0496183
32.745	-0.360869	2.10396	0.170213	-0.322367	-0.211786	0.00646893	0.00536669	0.0610023
32.76	-0.640586	2.03774	0.249731	-0.265664	-0.192405	0.0889728	-0.0266616	0.0552047
32.775	-0.908731	1.93489	0.311358	-0.189948	-0.142215	0.157279	-0.0512323	0.0338402
32.79	-1.1605	1.79725	0.350671	-0.100651	-0.0692156	0.200452	-0.061399	0.0028914
32.805	-1.39139	1.62734	0.364872	-0.00418748	0.0149079	0.211535	-0.0542589	-0.0289268
32.82	-1.59724	1.4282	0.352964	0.0925178	0.096672	0.188748	-0.0317854	-0.0526341
32.835	-1.77434	1.20344	0.315832	0.182543	0.162984	0.135713	-0.000294263	-0.061493
32.85	-1.91955	0.957093	0.25617	0.259459	0.203195	0.0609509	0.0313087	-0.0529853
32.865	-2.03026	0.693604	0.178261	0.317801	0.210872	-0.0235293	0.0540647	-0.0295222
32.88	-2.10451	0.41771	0.0876647	0.35342	0.18481	-0.104184	0.0615828	0.0022833
32.895	-2.14094	0.134386	-0.00915552	0.363788	0.129207	-0.168079	0.0517278	0.0334211
32.91	-2.13887	-0.151278	-0.105273	0.34817	0.05303	-0.204996	0.0273399	0.0551005
32.925	-2.09832	-0.434142	-0.193838	0.307676	-0.0314678	-0.20906	-0.00468224	0.0612319
32.94	-2.02001	-0.709117	-0.268514	0.245183	-0.110741	-0.179672	-0.0352868	0.0501023
32.955	-1.90532	-0.971248	-0.323948	0.165131	-0.172088	-0.121577	-0.0558438	0.0249102
32.97	-1.75628	-1.21579	-0.356159	0.0732147	-0.205714	-0.0441226	-0.06061	-0.00723148
32.985	-1.57554	-1.4383	-0.362774	-0.0239873	-0.206261	0.0402758	-0.048266	-0.0372542
33	-1.36636	-1.63475	-0.343276	-0.119503	-0.173684	0.118084	-0.0223349	-0.0567205
33.015	-1.13252	-1.80157	-0.299019	-0.206444	-0.11323	0.176838	0.00987635	-0.0601687
33.03	-0.878239	-1.93573	-0.233142	-0.27854	-0.0346117	0.207152	0.0393043	-0.0466377
33.045	-0.608139	-2.03482	-0.150379	-0.330551	0.0495629	0.204162	0.0576462	-0.0199433
33.06	-0.327121	-2.09705	-0.0566855	-0.358695	0.125792	0.16836	0.0597316	0.0124019
33.075	-0.0402814	-2.12129	0.0411578	-0.360919	0.181824	0.105485	0.0449417	0.0412641
33.09	0.247172	-2.1071	0.136057	-0.337047	0.208651	0.0256414	0.0174461	0.0584953
33.105	0.530016	-2.05474	0.221138	-0.288816	0.201947	-0.058344	-0.0150139	0.0592029
33.12	0.803136	-1.96519	0.29024	-0.219733	0.162777	-0.13296	-0.043282	0.0431731
33.135	1.06162	-1.84007	0.338369	-0.134796	0.0973957	-0.186209	-0.0593439	0.0148989
33.15	1.30084	-1.68165	0.362043	-0.0401595	0.0163138	-0.209508	-0.0586416	-0.0176506
33.165	1.51648	-1.49282	0.359575	0.0573237	-0.0674376	-0.199095	-0.041311	-0.045251
33.18	1.70467	-1.27695	0.331176	0.1506	-0.14037	-0.156612	-0.0122453	-0.0600547
33.195	1.86202	-1.03796	0.27894	0.23294	-0.190736	-0.0889043	0.0203129	-0.0578435
33.21	1.98574	-0.780156	0.206668	0.298441	-0.210427	-0.00687946	0.0471276	-0.0392383
33.225	2.07361	-0.508176	0.119576	0.342411	-0.196256	0.0762458	0.0605824	-0.00950293
33.24	2.12404	-0.226934	0.0239304	0.361711	-0.150502	0.147083	0.0568727	0.0228866
33.255	2.13612	0.058514	-0.073384	0.354973	-0.0805397	0.19423	0.0370876	0.0487743
33.27	2.10961	0.343028	-0.165404	0.322701	0.00236094	0.210128	0.00684266	0.060827
33.285	2.04497	0.62149	-0.245521	0.267219	0.0848805	0.192215	-0.0252788	0.0556601
33.3	1.94336	0.888886	-0.308018	0.192495	0.15376	0.143381	-0.0502055	0.0347726
33.315	1.80657	1.14039	-0.348415	0.103871	0.197966	0.0714544	-0.0609152	0.00407995
33.33	1.63705	1.37143	-0.363807	0.00769896	0.210402	-0.0120376	-0.0544268	-0.027735
33.345	1.43785	1.57784	-0.353087	-0.0891232	0.189085	-0.0937036	-0.0325991	-0.0517377
33.36	1.21256	1.75585	-0.316994	-0.179642	0.137422	-0.160469	-0.00157999	-0.0611869
33.375	0.965262	1.90227	-0.258105	-0.257339	0.0636716	-0.201632	0.0299202	-0.0534353
33.39	0.700439	2.01444	-0.180641	-0.316622	-0.0203731	-0.210579	0.0530242	-0.0306681
33.405	0.422896	2.09035	-0.0901559	-0.353209	-0.101267	-0.185845	0.0612415	0.00073711
33.42	0.137673	2.12862	0.00683817	-0.364458	-0.166043	-0.131351	0.0522353	0.0319354
33.435	-0.150069	2.12857	0.103374	-0.349553	-0.204326	-0.0557824	0.0285108	0.0541668
33.45	-0.435099	2.09021	0.19251	-0.309585	-0.209943	0.0287704	-0.00326737	0.0611596
33.465	-0.71226	2.01424	0.267838	-0.247438	-0.181969	0.108771	-0.0341722	0.0509277
33.48	-0.976563	1.90205	0.323979	-0.167585	-0.124841	0.171401	-0.0554944	0.0263221
33.495	-1.22328	1.75568	0.356901	-0.0757601	-0.0476856	0.206631	-0.0612112	-0.00575914
33.51	-1.44798	1.57778	0.36427	0.0214473	0.0371504	0.208777	-0.0496516	-0.036264
33.525	-1.64662	1.37156	0.345584	0.117058	0.116057	0.177486	-0.0240586	-0.0565831
33.54	-1.81564	1.14072	0.30221	0.204233	0.176403	0.117757	0.00836733	-0.0609329
33.555	-1.95202	0.889431	0.237287	0.276759	0.208504	0.0391804	0.0384644	-0.0480688
33.57	-2.05334	0.622216	0.155467	0.329479	0.20722	-0.0456176	0.0576841	-0.0216342
33.585	-2.11777	0.343888	0.0625871	0.358646	0.172786	-0.123047	0.0606458	0.0108963
33.6	-2.14413	0.059452	-0.0347231	0.36219	0.110752	-0.180697	0.0465144	0.0403395
33.615	-2.13193	-0.225973	-0.129514	0.339865	0.0311168	-0.209361	0.0193226	0.0583695
33.63	-2.08138	-0.507256	-0.215012	0.293254	-0.0533236	-0.204481	-0.0132284	0.0599379
33.645	-1.99337	-0.779332	-0.285111	0.225668	-0.129032	-0.166897	-0.0419583	0.044622
33.66	-1.86944	-1.0373	-0.334773	0.141908	-0.183896	-0.10266	-0.0587614	0.016793
33.675	-1.7118	-1.27647	-0.360423	0.0479437	-0.209151	-0.0220994	-0.0589658	-0.0156852
33.69	-1.52327	-1.49252	-0.360165	-0.0494945	-0.20079	0.0618687	-0.0425375	-0.0436711
33.705	-1.30723	-1.68152	-0.333963	-0.143414	-0.160191	0.135792	-0.0141356	-0.0592996
33.72	-1.0676	-1.84004	-0.283661	-0.22703	-0.09388	0.187829	0.0182411	-0.0581859
33.735	-0.808708	-1.9652	-0.212838	-0.294311	-0.01251	0.209662	0.0454675	-0.0406557
33.75	-0.535259	-2.05477	-0.12659	-0.340362	0.07087	0.197794	0.0598767	-0.01164
33.765	-0.252216	-2.10712	-0.0311327	-0.361829	0.14288	0.154135	0.0573959	0.0206741
33.78	0.0352923	-2.12129	0.0666278	-0.357143	0.191954	0.0856842	0.0386899	0.0471778
33.795	0.32204	-2.09703	0.159599	-0.32664	0.21019	0.00344812	0.00904024	0.0603776
33.81	0.602821	-2.03479	0.24104	-0.272532	0.19464	-0.0793594	-0.0232006	0.0565137
33.825	0.872565	-1.93573	0.305069	-0.198751	0.147791	-0.149418	-0.0489355	0.0366629
33.84	1.12643	-1.80162	0.347048	-0.110636	0.0771368	-0.195466	-0.0608625	0.00639771
33.855	1.35986	-1.63492	0.363952	-0.0145705	-0.00596408	-0.210064	-0.0555781	-0.0257324
33.87	1.56866	-1.43864	0.354584	0.0824859	-0.0881435	-0.190858	-0.0345314	-0.0506265
33.885	1.74906	-1.21632	0.319653	0.17352	-0.15618	-0.140903	-0.00366098	-0.0611867
33.9	1.89784	-0.971957	0.261728	0.25197	-0.199096	-0.0682527	0.028267	-0.0544053
33.915	2.01234	-0.709972	0.185016	0.312218	-0.209986	0.0153822	0.0521787	-0.0322135
33.93	2.09051	-0.435079	0.0950399	0.34995	-0.18709	0.0965367	0.0613169	-0.00088319
33.945	2.13094	-0.15224	-0.00172724	0.362476	-0.134085	0.162135	0.0530779	0.0306622
33.96	2.13289	0.13346	-0.0983185	0.348917	-0.0595171	0.201626	0.0298503	0.0534946
33.975	2.0963	0.41688	-0.187826	0.310259	0.0246054	0.208676	-0.00178366	0.0611677
33.99	2.02183	0.692916	-0.263831	0.249281	0.104775	0.182155	-0.0328566	0.051527
34.005	1.91078	0.9566	-0.3209	0.170347	0.168115	0.126323	-0.0545919	0.0273495
34.02	1.76515	1.20316	-0.354954	0.079096	0.204478	0.0501389	-0.0608926	-0.00453483
34.035	1.58753	1.42813	-0.363528	-0.0179253	0.20803	-0.0341965	-0.0500008	-0.0351201
34.05	1.38111	1.62743	-0.346	-0.11376	0.178207	-0.113159	-0.0250233	-0.0558148
34.065	1.14963	1.79744	-0.303608	-0.201512	0.119775	-0.174097	0.00701343	-0.0608145
34.08	0.897287	1.9351	-0.239376	-0.274876	0.0420812	-0.207253	0.0371144	-0.0487198
34.095	0.62865	2.03793	-0.157914	-0.328555	-0.0424545	-0.207282	0.0567982	-0.0229326
34.11	0.348598	2.10407	-0.065062	-0.358677	-0.120307	-0.174149	0.0605287	0.00931918
34.125	0.0622093	2.13233	0.0324974	-0.36307	-0.178991	-0.113115	0.0472243	0.0389541
34.14	-0.225325	2.1222	0.127747	-0.341409	-0.209094	-0.0339281	0.0206158	0.0576444
34.155	-0.508784	2.07387	0.213846	-0.295272	-0.205763	0.0507513	-0.0118331	0.0601091
34.17	-0.783045	1.98824	0.284613	-0.22799	-0.169504	0.127356	-0.0410031	0.0456417
34.185	-1.04318	1.86686	0.33499	-0.144397	-0.106075	0.183617	-0.0586583	0.0182816
34.2	-1.28453	1.71193	0.361364	-0.0504984	-0.0256232	0.210506	-0.0598076	-0.0142933
34.215	-1.50277	1.52627	0.361868	0.0469688	0.0589754	0.203695	-0.0440614	-0.0428848
34.23	-1.69397	1.31321	0.336498	0.141013	0.13415	0.164246	-0.0158509	-0.0594042
34.245	-1.85469	1.07659	0.287102	0.224908	0.187855	0.0984918	0.0168649	-0.0591575
34.26	-1.98208	0.820675	0.217241	0.292688	0.211488	0.0169826	0.0448468	-0.0422012
34.275	-2.07387	0.550067	0.131912	0.339529	0.201262	-0.067192	0.0601608	-0.0133198
34.29	-2.1284	0.269648	0.0372036	0.362102	0.158843	-0.140536	0.0585085	0.0192932
34.305	-2.14467	-0.0155458	-0.0601148	0.358807	0.0910771	-0.191298	0.0403863	0.0464509
34.32	-2.12236	-0.300379	-0.153109	0.329882	0.00887398	-0.211392	0.0109338	0.0604792
34.335	-2.06187	-0.579732	-0.235121	0.277383	-0.0745698	-0.197628	-0.0215049	0.0574541
34.35	-1.96425	-0.848574	-0.300294	0.205035	-0.145876	-0.152269	-0.047788	0.0382626
34.365	-1.83124	-1.10205	-0.34394	0.11798	-0.193646	-0.0826119	-0.0605127	0.00835047
34.38	-1.6652	-1.33556	-0.362896	0.0224334	-0.210252	0.00015906	-0.0561509	-0.0238247
34.395	-1.4691	-1.54488	-0.355762	-0.0747577	-0.193079	0.0827622	-0.0359661	-0.0492215
34.41	-1.24647	-1.72618	-0.322985	-0.16661	-0.14491	0.151977	-0.00565913	-0.060702
34.425	-1.00135	-1.8762	-0.266885	-0.246486	-0.0734867	0.196718	0.026241	-0.0550486
34.44	-0.738178	-1.99223	-0.19147	-0.308612	0.00972833	0.209831	0.0507313	-0.033866
34.455	-0.461721	-2.07216	-0.102163	-0.34847	0.0913873	0.189218	0.0609209	-0.00310416
34.47	-0.177007	-2.11455	-0.00541994	-0.363153	0.158373	0.138189	0.053919	0.0285419
34.485	0.110809	-2.11864	0.091764	-0.35158	0.199937	0.0649297	0.0316708	0.0521571
34.5	0.396491	-2.08434	0.182341	-0.314596	0.209377	-0.018781	0.000454097	0.0610562
34.515	0.67486	-2.0123	0.259737	-0.254884	0.18516	-0.0994867	-0.030933	0.0526992
34.53	0.940896	-1.90385	0.318371	-0.176777	0.131154	-0.164205	-0.0536203	0.0294212
34.545	1.18983	-1.76093	0.353991	-0.0859271	0.056017	-0.202535	-0.0611735	-0.00223398
34.56	1.41719	-1.58616	0.364041	0.0110851	-0.0281748	-0.20827	-0.0514059	-0.0333046
34.575	1.61888	-1.38268	0.347821	0.10723	-0.107863	-0.180481	-0.0270595	-0.0549906
34.59	1.79127	-1.15417	0.306538	0.195568	-0.170235	-0.123617	0.00499361	-0.0610985
34.605	1.93129	-0.904742	0.243216	0.269742	-0.205227	-0.046838	0.035658	-0.0498832
34.62	2.03643	-0.638903	0.162443	0.324438	-0.207196	0.0374703	0.0561939	-0.0245394
34.635	2.10482	-0.361439	0.0700333	0.355744	-0.175829	0.115741	0.0608251	0.00774951
34.65	2.13519	-0.077351	-0.0273691	0.361435	-0.116168	0.175366	0.0482299	0.0378219
34.665	2.12701	0.208247	-0.122763	0.341121	-0.0378303	0.206764	0.0220193	0.0571461
34.68	2.08039	0.49022	-0.209314	0.29627	0.046576	0.204889	-0.0103703	0.0602888
34.695	1.99616	0.763489	-0.28083	0.2301	0.123498	0.170058	-0.0397779	0.0463717
34.71	1.87583	1.02313	-0.332191	0.147345	0.180593	0.107853	-0.0578925	0.0193784
34.725	1.72153	1.26445	-0.359727	0.0539214	0.208708	0.0282579	-0.059656	-0.0130617
34.74	1.53602	1.48306	-0.36144	-0.0434684	0.203338	-0.0559791	-0.0445835	-0.0418107
34.755	1.32264	1.675	-0.337191	-0.137838	0.165342	-0.131358	-0.016949	-0.0587901
