t	eta0	eta1	eta2	eta3	eta4	eta5	eta6	eta7
11.025	-0.603973	2.04871	0.240059	-0.27442	-0.196879	0.0785272	-0.0226386	0.0569576
11.04	-0.873943	1.95063	0.304356	-0.200948	-0.150432	0.149426	-0.0486741	0.0374046
11.055	-1.12816	1.81748	0.346842	-0.113107	-0.0798595	0.196448	-0.0610276	0.00726743
11.07	-1.36207	1.65168	0.364485	-0.0172052	0.00353923	0.212027	-0.0561894	-0.0249742
11.085	-1.57148	1.45624	0.356045	0.0798728	0.0864051	0.193659	-0.0354729	-0.0502234
11.1	-1.75259	1.23465	0.322155	0.171175	0.155462	0.144257	-0.00469994	-0.0613086
11.115	-1.9022	0.990922	0.265279	0.250176	0.199623	0.0717559	0.0274256	-0.0550828
11.13	-2.01763	0.729441	0.189505	0.311264	0.211825	-0.0121998	0.0518111	-0.03331
11.145	-2.09682	0.454909	0.10024	0.350095	0.190129	-0.0941467	0.0615892	-0.00211668
11.16	-2.13832	0.172279	0.00385323	0.363911	0.138034	-0.16094	0.0539881	0.0296438
11.175	-2.14138	-0.113373	-0.092757	0.35173	0.0639449	-0.201893	0.0312133	0.0530171
11.19	-2.10592	-0.396906	-0.182712	0.31442	-0.0202187	-0.21049	-0.000294707	0.0614243
11.205	-2.03256	-0.673221	-0.259571	0.254634	-0.100961	-0.185395	-0.0316209	0.0525138
11.22	-1.9226	-0.93734	-0.317834	0.176616	-0.16534	-0.130674	-0.0539338	0.0288563
11.235	-1.77798	-1.18448	-0.353313	0.0859146	-0.203077	-0.0551306	-0.0609857	-0.00286809
11.25	-1.60128	-1.41017	-0.363407	-0.0109818	-0.20815	0.0291224	-0.0508178	-0.033698
11.265	-1.39567	-1.6103	-0.347353	-0.107126	-0.179793	0.108569	-0.0263429	-0.0549714
11.28	-1.16487	-1.78124	-0.30625	-0.195591	-0.122577	0.170487	0.00554008	-0.0607177
11.295	-0.913045	-1.91989	-0.243012	-0.269994	-0.0456959	0.20498	0.0358645	-0.049328
11.31	-0.644769	-2.02376	-0.162177	-0.324934	0.0385206	0.206517	0.0560692	-0.0240186
11.325	-0.364909	-2.09097	-0.0695602	-0.356417	0.116563	0.174863	0.0604638	0.00809249
11.34	-0.0785448	-2.1203	0.0281364	-0.362148	0.175889	0.115095	0.0477825	0.0379336
11.355	0.20913	-2.11121	0.123835	-0.341692	0.20697	0.0368108	0.0215933	0.0570864
11.37	0.492885	-2.06389	0.210603	-0.296542	0.204792	-0.0474104	-0.0107292	0.0601193
11.385	0.767587	-1.9792	0.282151	-0.229977	0.169693	-0.12402	-0.0400705	0.0461581
11.4	1.02829	-1.85869	0.333314	-0.146818	0.107275	-0.1807	-0.0581171	0.0191122
11.415	1.27032	-1.70454	0.360385	-0.0530885	0.0275679	-0.208323	-0.0597511	-0.0134009
11.43	1.48934	-1.51956	0.361429	0.0444252	-0.0566211	-0.202425	-0.044445	-0.0421674
11.445	1.68138	-1.30707	0.336405	0.138663	-0.131728	-0.163925	-0.0165233	-0.0590202
11.46	1.843	-1.07092	0.28716	0.222824	-0.185666	-0.0990223	0.0161068	-0.0591519
11.475	1.97133	-0.815348	0.217283	0.290872	-0.209746	-0.0181693	0.0441941	-0.0425144
11.49	2.06407	-0.544973	0.131822	0.33793	-0.200072	0.065599	0.0597424	-0.0138235
11.505	2.11955	-0.264674	0.0369276	0.360635	-0.158202	0.138796	0.0583705	0.0187508
11.52	2.13675	0.0205127	-0.0605724	0.357378	-0.0908829	0.189634	0.0404903	0.0459977
11.535	2.11536	0.305447	-0.153693	0.328415	-0.00896026	0.209961	0.0111852	0.0601894
11.55	2.05574	0.585007	-0.235751	0.275829	0.0743967	0.196502	-0.0212248	0.0573428
11.565	1.95895	0.854159	-0.300887	0.203387	0.145799	0.151435	-0.0475886	0.0382893
11.58	1.82671	1.10804	-0.344431	0.116266	0.193801	0.0819817	-0.0604633	0.00844069
11.595	1.66138	1.34206	-0.363262	0.0207071	0.210702	-0.000721468	-0.0562697	-0.0237604
11.61	1.46593	1.55197	-0.356021	-0.0764337	0.193802	-0.0834132	-0.0362124	-0.0492663
11.625	1.24388	1.73396	-0.323197	-0.168187	0.1458	-0.152855	-0.00594618	-0.0609105
11.64	0.999262	1.88474	-0.267137	-0.247938	0.0743704	-0.197912	0.026026	-0.0554322
11.655	0.736498	2.00159	-0.191852	-0.309956	-0.00906425	-0.211355	0.0506971	-0.0343775
11.67	0.46036	2.08242	-0.102742	-0.34976	-0.0911578	-0.190996	0.0611381	-0.00364279
11.685	0.175863	2.12576	-0.00621846	-0.364473	-0.158756	-0.140058	0.0543901	0.0281152
11.7	-0.111844	2.13082	0.0907884	-0.353033	-0.201032	-0.066655	0.0323164	0.0519828
11.715	-0.397534	2.09752	0.181298	-0.316277	-0.211176	0.0174715	0.00112207	0.0612311
11.73	-0.676033	2.02649	0.258803	-0.256858	-0.187532	0.0988561	-0.0304315	0.0532326
11.745	-0.942324	1.91902	0.317768	-0.179058	-0.133853	0.16446	-0.0534614	0.0302176
11.76	-1.19164	1.77705	0.353959	-0.0884597	-0.0587034	0.203779	-0.0614593	-0.00136798
11.775	-1.41951	1.60317	0.364806	0.00843103	0.025889	0.210473	-0.0521209	-0.0326173
11.79	-1.62184	1.40051	0.349554	0.104658	0.106359	0.183464	-0.0280542	-0.0547144
11.805	-1.79498	1.17272	0.309326	0.193336	0.169825	0.127057	0.00397662	-0.0613709
11.82	-1.93586	0.9239	0.247036	0.26814	0.206096	0.0503098	0.0349166	-0.0506924
11.835	-2.04196	0.658533	0.167152	0.323751	0.209367	-0.0344457	0.0559837	-0.0257063
11.85	-2.11138	0.381396	0.0753753	0.356216	0.179143	-0.113625	0.061273	0.0065361
11.865	-2.14285	0.0974793	-0.0217476	0.363232	0.120293	-0.174532	0.0492843	0.0369171
11.88	-2.13579	-0.188111	-0.117273	0.344302	0.0423048	-0.207434	0.0234531	0.05685
11.895	-2.09031	-0.470242	-0.204384	0.300772	-0.0422822	-0.207096	-0.00890919	0.0607468
11.91	-2.00721	-0.743831	-0.276853	0.235732	-0.119909	-0.173628	-0.0386653	0.0475242
11.925	-1.88795	-1.00395	-0.329482	0.153805	-0.178147	-0.112424	-0.0574228	0.0209688
11.94	-1.73464	-1.24589	-0.358484	0.0608227	-0.207695	-0.0333313	-0.0599519	-0.0114189
11.955	-1.55004	-1.46525	-0.361721	-0.0365572	-0.203853	0.0509736	-0.0455621	-0.0405125
11.97	-1.33745	-1.65806	-0.338911	-0.131348	-0.167277	0.126977	-0.018348	-0.0581344
11.985	-1.10071	-1.82081	-0.29165	-0.216706	-0.103851	0.182503	0.0140244	-0.0593411
12	-0.844124	-1.95057	-0.223297	-0.286478	-0.0237668	0.20868	0.0424396	-0.0438054
12.015	-0.572331	-2.04498	-0.138767	-0.335588	0.060134	0.201311	0.0588891	-0.0159003
12.03	-0.290272	-2.10236	-0.0441458	-0.360464	0.134392	0.161587	0.0587293	0.016511
12.045	-0.00305885	-2.12164	0.0537195	-0.359288	0.187074	0.0958763	0.0419714	0.0442827
12.06	0.284092	-2.10248	0.14773	-0.332137	0.209706	0.0147417	0.013346	0.0595699
12.075	0.565963	-2.04525	0.231073	-0.280983	0.198634	-0.0687815	-0.0190863	0.0580259
12.09	0.837462	-1.951	0.297722	-0.209544	0.155626	-0.141258	-0.0461771	0.0400723
12.105	1.09371	-1.82144	0.342854	-0.122989	0.0875545	-0.191035	-0.0602412	0.0107461
12.12	1.33012	-1.65892	0.363212	-0.027589	0.00536312	-0.210081	-0.0572789	-0.0216793
12.135	1.54242	-1.46638	0.357345	0.0697454	-0.0777327	-0.195321	-0.038072	-0.0480145
12.15	1.7268	-1.24731	0.325713	0.161977	-0.148358	-0.149096	-0.00804279	-0.0607629
12.165	1.87996	-1.00563	0.270644	0.242454	-0.195124	-0.078858	0.0242847	-0.0562922
12.18	1.99915	-0.745727	0.196141	0.305411	-0.210508	0.00407656	0.049735	-0.0358729
12.195	2.08226	-0.47227	0.107575	0.346338	-0.192019	0.0863496	0.0610962	-0.00527636
12.21	2.12778	-0.190198	0.0113166	0.362316	-0.142628	0.154707	0.055144	0.0267775
12.225	2.13487	0.0954197	-0.0857025	0.352216	-0.0702978	0.198149	0.0336118	0.051223
12.24	2.10339	0.37944	-0.176544	0.316781	0.0133226	0.209711	0.00260551	0.0611465
12.255	2.0339	0.656751	-0.254688	0.258558	0.094802	0.187532	-0.0290799	0.0537604
12.27	1.92763	0.922363	-0.314552	0.181716	0.161049	0.135181	-0.0524943	0.0311983
12.285	1.78647	1.17147	-0.351853	0.0917433	0.201454	0.061056	-0.0610566	-0.000158778
12.3	1.61293	1.39956	-0.363898	-0.00490718	0.209531	-0.0229705	-0.0523796	-0.031447
12.315	1.41015	1.6025	-0.349821	-0.101303	0.183994	-0.10342	-0.0289451	-0.0538782
12.33	1.18178	1.77661	-0.310605	-0.190517	0.128922	-0.167409	0.00265272	-0.061156
12.345	0.931955	1.91873	-0.249049	-0.266131	0.0531256	-0.204686	0.0335417	-0.0512433
12.36	0.665213	2.02632	-0.169569	-0.322692	-0.0312808	-0.209253	0.055017	-0.0269315
12.375	0.38639	2.09744	-0.0778615	-0.356119	-0.110792	-0.180347	0.061043	0.00497106
12.39	0.100549	2.13079	0.0194713	-0.364001	-0.172658	-0.122554	0.0498956	0.0354761
12.405	-0.187136	2.12578	0.115434	-0.345761	-0.206966	-0.0450965	0.0246906	0.0560165
12.42	-0.471437	2.0825	0.203131	-0.302731	-0.208184	0.0396388	-0.00749813	0.0607944
12.435	-0.747213	2.00176	0.276261	-0.238017	-0.17609	0.11808	-0.0376252	0.0484496
12.45	-1.00951	1.88504	0.3296	-0.156274	-0.115776	0.177662	-0.0571929	0.022425
12.465	-1.25362	1.73443	0.359319	-0.063372	-0.0368876	0.208834	-0.0606726	-0.00998033
12.48	-1.47517	1.55268	0.363313	0.0340233	0.0479519	0.206571	-0.0470193	-0.0396173
12.495	-1.67018	1.34306	0.341325	0.128922	0.125131	0.171217	-0.0200728	-0.058114
12.51	-1.83515	1.10934	0.29496	0.214537	0.182292	0.108436	0.0125776	-0.06021
12.525	-1.96713	0.855735	0.227566	0.284772	0.210267	0.0283023	0.0417083	-0.0452951
12.54	-2.06377	0.586809	0.143968	0.33463	0.204577	-0.0563079	0.059049	-0.0175879
12.555	-2.12333	0.307408	0.0501313	0.36057	0.166162	-0.131834	0.0597431	0.0150633
12.57	-2.14473	0.0225538	-0.0472431	0.360748	0.101216	-0.186172	0.0436084	0.0434533
12.585	-2.12756	-0.262624	-0.141209	0.335161	0.0202042	-0.210656	0.0152337	0.0595545
12.6	-2.07211	-0.543002	-0.225043	0.285624	-0.0638656	-0.201393	-0.0173428	0.0588615
12.615	-1.97935	-0.81353	-0.292762	0.215652	-0.137513	-0.159927	-0.0449381	0.0415955
12.63	-1.85094	-1.06933	-0.339493	0.130218	-0.18896	-0.0929292	-0.0597696	0.0126681
12.645	-1.68914	-1.30575	-0.361864	0.0354165	-0.209989	-0.0111656	-0.057723	-0.0197405
12.66	-1.49685	-1.51852	-0.358222	-0.0619605	-0.197276	0.072249	-0.0394003	-0.0465193
12.675	-1.27754	-1.70377	-0.328767	-0.154922	-0.152892	0.143958	-0.00998802	-0.0601403
12.69	-1.03517	-1.85813	-0.275579	-0.236748	-0.0839675	0.192474	0.0222346	-0.0567838
12.705	-0.774128	-1.97881	-0.202452	-0.301534	-0.00157328	0.210042	0.0481783	-0.0374079
12.72	-0.499155	-2.06365	-0.114644	-0.344565	0.081077	0.19385	0.0605422	-0.00745768
12.735	-0.215246	-2.11111	-0.0184951	-0.362706	0.150714	0.146499	0.0558249	0.0246074
12.75	0.0724592	-2.12032	0.0790434	-0.354626	0.196159	0.0755823	0.0353232	0.0497525
12.765	0.358728	-2.09112	0.170895	-0.320914	0.210088	-0.00749685	0.00482539	0.0608641
12.78	0.638366	-2.02405	0.250394	-0.264012	0.190247	-0.0893857	-0.0270736	0.0547737
12.795	0.906327	-1.92035	0.311807	-0.188057	0.139806	-0.156913	-0.0513687	0.0331821
12.81	1.15781	-1.78189	0.350681	-0.0985404	0.0668445	-0.199224	-0.0611673	0.00215631
12.825	1.38828	-1.61119	0.364222	-0.00194802	-0.0169111	-0.209478	-0.0536593	-0.0295317
12.84	1.59362	-1.41134	0.351474	0.0947202	-0.0979791	-0.186017	-0.0309327	-0.0529057
12.855	1.7701	-1.18593	0.313394	0.184483	-0.163322	-0.132588	0.000599315	-0.0612966
12.87	1.9146	-0.939038	0.252775	0.260876	-0.202395	-0.0578014	0.0319848	-0.0523112
12.885	2.02451	-0.675116	0.174017	0.318428	-0.208906	0.0262824	0.0542903	-0.0285088
12.9	2.09788	-0.398915	0.0827878	0.35302	-0.181806	0.10613	0.0612285	0.00337317
12.915	2.13337	-0.115417	-0.0143523	0.362189	-0.125447	0.168879	0.0508186	0.0342712
12.93	2.13033	0.170278	-0.110413	0.345296	-0.0489183	0.204439	0.0260618	0.055429
12.945	2.0888	0.45303	-0.198521	0.303565	0.0354614	0.207102	-0.00602377	0.0608861
12.96	2.00952	0.727748	-0.272362	0.239994	0.114144	0.176452	-0.0363523	0.0491112
12.975	1.89388	0.989485	-0.326656	0.15913	0.174496	0.117402	-0.0563545	0.0234846
12.99	1.74396	1.23351	-0.357524	0.0667525	0.206848	0.0394319	-0.0604327	-0.0087537
13.005	1.56243	1.45538	-0.362725	-0.0305103	0.20601	-0.0449727	-0.0474507	-0.0385088
13.02	1.35256	1.65109	-0.341877	-0.125683	0.172119	-0.12228	-0.0210996	-0.0574215
13.035	1.11814	1.81709	-0.296461	-0.211913	0.110592	-0.180099	0.011208	-0.0601885
13.05	0.86343	1.95038	-0.229714	-0.283009	0.0312724	-0.209174	0.0403969	-0.0460384
13.065	0.59304	2.04856	-0.146433	-0.333831	-0.053159	-0.20481	0.0582483	-0.0189461
13.08	0.311882	2.10987	-0.0525867	-0.360715	-0.129194	-0.167674	0.0597367	0.0134866
13.095	0.0250512	2.13319	0.0450718	-0.361721	-0.184638	-0.103669	0.0444068	0.0421354
13.11	-0.26225	2.1181	0.139516	-0.336775	-0.21059	-0.0230211	0.0165648	0.0589419
13.125	-0.544806	2.06489	0.223961	-0.287685	-0.202862	0.0613724	-0.0159783	0.0591528
13.14	-0.817515	1.97454	0.292353	-0.217998	-0.162669	0.13599	-0.044076	0.0426991
13.155	-1.07548	1.8487	0.339799	-0.132717	-0.096395	0.188882	-0.0597899	0.0141774
13.17	-1.31409	1.68964	0.3629	-0.0379691	-0.0146496	0.211552	-0.0586745	-0.0184006
13.185	-1.52905	1.50024	0.360024	0.0594477	0.0694832	0.200354	-0.0409811	-0.0458389
13.2	-1.71649	1.28391	0.33141	0.152549	0.142512	0.15705	-0.0116847	-0.0603628
13.215	-1.87306	1.04455	0.279138	0.234677	0.192725	0.0885966	0.0209373	-0.057848
13.23	-1.99597	0.786476	0.206975	0.299995	0.212086	0.00597998	0.0476663	-0.0389986
13.245	-2.08303	0.514321	0.120075	0.343855	0.197498	-0.0775404	0.0609433	-0.00912271
13.26	-2.13266	0.233	0.0246391	0.363142	0.151323	-0.148569	0.0570267	0.0232958
13.275	-2.14395	-0.0524359	-0.0725063	0.356487	0.0810135	-0.195732	0.0370676	0.0491258
13.29	-2.11668	-0.336849	-0.164445	0.324366	-0.00211491	-0.211521	0.0067175	0.0610775
13.305	-2.05132	-0.615125	-0.24459	0.269062	-0.0847238	-0.193439	-0.0254286	0.0558071
13.32	-1.94903	-0.882253	-0.307218	0.194502	-0.153567	-0.144437	-0.0503101	0.0348466
13.335	-1.81161	-1.1334	-0.347822	0.105983	-0.197648	-0.0723976	-0.060933	0.00412656
13.35	-1.64151	-1.36402	-0.363449	0.00983208	-0.209926	0.0111193	-0.0543502	-0.0276652
13.365	-1.44177	-1.56993	-0.352938	-0.08706	-0.188483	0.0927113	-0.0324584	-0.0515988
13.38	-1.21601	-1.74737	-0.316984	-0.177725	-0.136784	0.15932	-0.00143345	-0.0609499
13.395	-0.968303	-1.89314	-0.258131	-0.255612	-0.063137	0.200283	0.0299964	-0.0530978
13.41	-0.703139	-2.00461	-0.180594	-0.315086	0.0206432	0.209046	0.052959	-0.0302655
13.425	-0.42533	-2.07977	-0.0899473	-0.35182	0.101117	0.184209	0.0609907	0.00113086
13.44	-0.139923	-2.11724	0.00725214	-0.363136	0.165352	0.12976	0.0518068	0.0322178
13.455	0.147912	-2.11636	0.103972	-0.348195	0.203044	0.0544358	0.0279754	0.0542344
13.47	0.432938	-2.07714	0.193202	-0.308089	0.208109	-0.0296558	-0.00378568	0.0609437
13.485	0.709994	-2.00032	0.268464	-0.245727	0.179722	-0.108992	-0.0345223	0.0504288
13.5	0.974085	-1.88729	0.324335	-0.165633	0.122412	-0.170813	-0.0555393	0.0256292
13.515	1.22048	-1.7401	0.356759	-0.073605	0.0453779	-0.205178	-0.0608792	-0.00647843
13.53	1.44474	-1.56144	0.363415	0.0236939	-0.0390021	-0.206524	-0.0489712	-0.0367983
13.545	1.64285	-1.35451	0.343853	0.119214	-0.117134	-0.174621	-0.0231728	-0.0567397
13.56	1.81122	-1.12306	0.29952	0.206061	-0.176455	-0.114587	0.00922737	-0.0606062
13.575	1.94687	-0.871256	0.233658	0.277994	-0.207397	-0.0360938	0.0390402	-0.0472876
13.59	2.04736	-0.603641	0.151033	0.329858	-0.204964	0.0481977	0.0577644	-0.0205727
13.605	2.11089	-0.325039	0.0575937	0.357945	-0.169552	0.124723	0.0601373	0.0119529
13.62	2.13631	-0.0404667	-0.0399418	0.36026	-0.106859	0.181157	0.0454866	0.0410748
13.635	2.12314	0.244951	-0.134572	0.336658	-0.0269903	0.208436	0.0179969	0.0585295
13.65	2.07161	0.526084	-0.219509	0.288841	0.0572066	0.202173	-0.0145283	0.0594133
13.665	1.98262	0.797868	-0.288686	0.220236	0.132211	0.163392	-0.0429	0.0434916
13.68	1.85777	1.0554	-0.337144	0.13575	0.185993	0.0983052	-0.0590977	0.0153077
13.695	1.69927	1.29403	-0.361419	0.0414272	0.209927	0.017357	-0.0586093	-0.01717
13.71	1.50996	1.50941	-0.359751	-0.0559643	0.200182	-0.0664819	-0.0415866	-0.0448024
13.725	1.29327	1.69765	-0.332238	-0.14944	0.158317	-0.139782	-0.012844	-0.0598264
13.74	1.0531	1.85533	-0.280844	-0.23226	0.09102	-0.190791	0.0195392	-0.0580303
13.755	0.793814	1.97962	-0.209241	-0.298481	0.00905951	-0.211333	0.0464503	-0.0399268
13.77	0.520114	2.06827	-0.12257	-0.343313	-0.0744585	-0.198084	0.060326	-0.0105897
13.785	0.236971	2.11969	-0.0270533	-0.363521	-0.146163	-0.15313	0.057248	0.0217287
13.8	-0.0504904	2.13294	0.0704438	-0.357646	-0.194562	-0.0836241	0.0380425	0.0479521
13.815	-0.337049	2.1078	0.162903	-0.326119	-0.21187	-0.000682507	0.00811145	0.0606943
13.83	-0.617509	2.04472	0.243679	-0.271217	-0.195285	0.082426	-0.0241428	0.0563414
13.845	-0.886813	1.94488	0.306997	-0.196903	-0.147435	0.152387	-0.0496515	0.0361054
13.86	-1.14014	1.81007	0.348314	-0.108509	-0.0759395	0.197998	-0.0612022	0.00564937
13.875	-1.37293	1.64275	0.364684	-0.012384	0.00775539	0.211915	-0.0555073	-0.0264558
13.89	-1.58103	1.44594	0.354959	0.0845704	0.0902407	0.191903	-0.0341267	-0.0511479
13.905	-1.76068	1.22318	0.319862	0.175413	0.158303	0.141137	-0.00306843	-0.061414
13.92	-1.90866	0.978471	0.261945	0.253654	0.201014	0.0677746	0.0288818	-0.0543377
13.935	-2.02236	0.716241	0.185368	0.313735	0.211543	-0.0164042	0.0526779	-0.0319256
13.95	-2.09972	0.441198	0.0955959	0.351382	0.188221	-0.0979002	0.0616237	-0.000486367
13.965	-2.13935	0.158304	-0.000966516	0.363922	0.134808	-0.163641	0.0531822	0.0310627
13.98	-2.14052	-0.127361	-0.0974093	0.350465	0.0599198	-0.203112	0.0297961	0.0538217
13.995	-2.10318	-0.410657	-0.186864	0.31197	-0.0243956	-0.210031	-0.0019222	0.0613901
14.01	-2.028	-0.686486	-0.262925	0.251171	-0.104621	-0.183336	-0.0329997	0.0516518
14.025	-1.91629	-0.94988	-0.320149	0.172388	-0.167897	-0.127345	-0.0546757	0.027411
14.04	-1.77003	-1.19607	-0.354422	0.0812222	-0.204122	-0.0510682	-0.0608847	-0.00448753
14.055	-1.59184	-1.42059	-0.363229	-0.0158023	-0.20752	0.0332672	-0.0499034	-0.0350376
14.07	-1.3849	-1.61937	-0.345896	-0.111728	-0.177588	0.112133	-0.0248739	-0.0556537
14.085	-1.15297	-1.7888	-0.303619	-0.199642	-0.119153	0.172899	0.00714996	-0.0605506
14.1	-0.900234	-1.9258	-0.239393	-0.273201	-0.0416024	0.205854	0.0371601	-0.048361
14.115	-0.631276	-2.02791	-0.157832	-0.327064	0.0426269	0.205714	0.0566872	-0.0225234
14.13	-0.350979	-2.09328	-0.0648017	-0.357315	0.120024	0.172511	0.060229	0.00969457
14.145	-0.0644299	-2.12073	0.0329644	-0.361748	0.178148	0.111571	0.0467581	0.0391908
14.16	0.223174	-2.10976	0.128382	-0.340023	0.207662	0.0326831	0.0200697	0.0576431
14.175	0.506603	-2.06058	0.214538	-0.293724	0.203806	-0.0514791	-0.0123231	0.0598163
14.19	0.78073	-1.9741	0.28519	-0.226216	0.167186	-0.127376	-0.0412852	0.0450799
14.205	1.04063	-1.85188	0.335237	-0.142385	0.103648	-0.182804	-0.0586077	0.0175623
14.22	1.28163	-1.69615	0.361053	-0.0483053	0.0234042	-0.208833	-0.0593762	-0.0149849
14.235	1.4994	-1.50974	0.360796	0.0492114	-0.0606513	-0.201259	-0.0433095	-0.0433364
14.25	1.69003	-1.296	0.334518	0.143107	-0.134978	-0.161269	-0.0149467	-0.0594388
14.265	1.85008	-1.05879	0.284157	0.226606	-0.18761	-0.0953044	0.0176758	-0.0587019
14.28	1.97672	-0.802385	0.213382	0.293722	-0.210071	-0.0139887	0.0453086	-0.0413245
14.295	2.06766	-0.531408	0.127303	0.339642	-0.198727	0.0695702	0.0600895	-0.0122293
14.31	2.12128	-0.250751	0.032116	0.361088	-0.155402	0.141918	0.0578501	0.0202959
14.325	2.13659	0.0345418	-0.0653299	0.35654	-0.0870791	0.191406	0.0392525	0.047055
14.34	2.11331	0.319331	-0.158057	0.326346	-0.00476472	0.210098	0.00958069	0.0604623
14.355	2.05183	0.598495	-0.239408	0.272679	0.0783112	0.194983	-0.0227419	0.0567536
14.37	1.95326	0.867008	-0.303576	0.19938	0.148803	0.148503	-0.0485889	0.0370078
14.385	1.81934	1.12002	-0.34596	0.111689	0.195414	0.0781079	-0.0606681	0.00682799
14.4	1.65246	1.35295	-0.363519	0.0158883	0.210665	-0.00491726	-0.0556208	-0.0252498
14.415	1.45561	1.56157	-0.354988	-0.0811488	0.192122	-0.0872578	-0.0348949	-0.0502135
14.43	1.23236	1.7421	-0.320947	-0.172458	0.142747	-0.155733	-0.00433123	-0.0610505
14.445	0.986739	1.89127	-0.263829	-0.25146	0.0704313	-0.199361	0.027485	-0.0547255
14.46	0.723205	2.0064	-0.187725	-0.312473	-0.0132588	-0.211142	0.0515906	-0.0330238
14.475	0.446537	2.08541	-0.0980921	-0.351089	-0.0949369	-0.189155	0.0612134	-0.0020208
14.49	0.161761	2.12688	-0.00137923	-0.364521	-0.161512	-0.13688	0.0536245	0.0295486
14.505	-0.12597	2.13006	0.0954669	-0.351794	-0.202322	-0.0626485	0.0309255	0.0528244
14.52	-0.411428	2.09489	0.185481	-0.313842	-0.210791	0.0216654	-0.000504317	0.0612417
14.535	-0.689443	2.02203	0.26219	-0.253402	-0.185534	0.102565	-0.0318368	0.052411
14.55	-0.95501	1.91281	0.320117	-0.17483	-0.130558	0.16709	-0.0542474	0.0287927
14.565	-1.20338	1.76921	0.355101	-0.0837637	-0.0546381	0.204907	-0.0614043	-0.00299603
14.58	-1.43008	1.59383	0.364659	0.0132587	0.0300742	0.209917	-0.0512365	-0.0339883
14.595	-1.63106	1.38985	0.348132	0.109271	0.109992	0.18131	-0.0265898	-0.0554389
14.61	-1.80268	1.16093	0.306731	0.197405	0.172323	0.123652	0.00560705	-0.0612448
14.625	-1.94191	0.911182	0.243456	0.271376	0.207061	0.0461987	0.0362533	-0.0497494
14.64	-2.04624	0.645122	0.162843	0.325922	0.208644	-0.0386018	0.0566478	-0.0242111
14.655	-2.11382	0.367535	0.0706429	0.357168	0.176848	-0.117159	0.0610775	0.00815715
14.67	-2.1434	0.0834151	-0.0265633	0.362897	0.116797	-0.17688	0.0482865	0.0382084
14.685	-2.13444	-0.202124	-0.12183	0.342706	0.0381702	-0.208222	0.0219351	0.0574474
14.7	-2.08708	-0.483952	-0.208355	0.298026	-0.0463933	-0.206199	-0.0105171	0.0604829
14.715	-2.00216	-0.756991	-0.279957	0.232033	-0.123336	-0.171193	-0.0399104	0.0464753
14.73	-1.88116	-1.01632	-0.331492	0.149414	-0.180344	-0.108843	-0.0579531	0.0194301
14.745	-1.72625	-1.25725	-0.359255	0.0560535	-0.208309	-0.0291773	-0.0596208	-0.01301
14.76	-1.54018	-1.47539	-0.361196	-0.0413623	-0.202791	0.0550331	-0.0444657	-0.0417107
14.775	-1.32631	-1.6668	-0.337124	-0.135844	-0.16471	0.130292	-0.0167943	-0.0586028
14.79	-1.0885	-1.82799	-0.288728	-0.220569	-0.100191	0.184543	0.0155992	-0.0589481
14.805	-0.831046	-1.95605	-0.219449	-0.289426	-0.0196016	0.209119	0.04359	-0.0426624
14.82	-0.55863	-2.04867	-0.134268	-0.337408	0.0641354	0.200079	0.059292	-0.0143279
14.835	-0.276196	-2.10419	-0.0393229	-0.361022	0.137587	0.158881	0.0582701	0.0180677
14.85	0.0111375	-2.12158	0.0585174	-0.358544	0.188949	0.0921312	0.0407782	0.0453854
14.865	0.29815	-2.10053	0.152157	-0.330145	0.209958	0.0105592	0.0117548	0.059907
14.88	0.579628	-2.04145	0.234805	-0.277887	0.197222	-0.0727277	-0.0206261	0.0574997
14.895	0.850488	-1.94541	0.300491	-0.205569	0.152774	-0.144332	-0.0472293	0.0388304
14.91	1.10587	-1.81416	0.34446	-0.118422	0.0837203	-0.192744	-0.0605077	0.00913859
14.925	1.34118	-1.65009	0.363539	-0.022761	0.00116318	-0.210146	-0.0566821	-0.0231969
14.94	1.5522	-1.45616	0.356372	0.0744845	-0.0816209	-0.193733	-0.0367807	-0.049013
14.955	1.73511	-1.23587	0.323511	0.166285	-0.15131	-0.146107	-0.00642064	-0.0609569
14.97	1.88665	-0.99319	0.267373	0.246021	-0.196664	-0.0749499	0.0257787	-0.0556257
14.985	2.00411	-0.732506	0.19204	0.307982	-0.210385	0.00827258	0.0506734	-0.0345357
15	2.08539	-0.458507	0.102937	0.347728	-0.190256	0.0901583	0.0612156	-0.00364776
15.015	2.12903	-0.17614	0.00647629	0.362427	-0.139506	0.157515	0.0544099	0.0282365
15.03	2.13421	0.109518	-0.0903977	0.351042	-0.0663219	0.199507	0.0322354	0.0520973
15.045	2.10084	0.393326	-0.180757	0.314405	0.0175131	0.209398	0.00097751	0.0611908
15.06	2.0295	0.670175	-0.258118	0.255152	0.0985349	0.185601	-0.0304998	0.0529623
15.075	1.92146	0.935082	-0.316953	0.177522	0.163726	0.13194	-0.053304	0.0297867
15.09	1.77863	1.18326	-0.353055	0.0870617	0.202645	0.0570264	-0.061031	-0.0017856
15.105	1.60357	1.4102	-0.363813	-0.00974026	0.209046	-0.027143	-0.0515258	-0.032831
15.12	1.39943	1.6118	-0.348453	-0.105943	0.18191	-0.107068	-0.0275035	-0.0546301
15.135	1.16991	1.78439	-0.308052	-0.194627	0.125573	-0.169946	0.00427613	-0.061066
