t,	etaU
0,	1.53745e-15
0.166667,	4.95963
0.333333,	5.00528
0.5,	5.08318
0.666667,	5.19625
0.833333,	5.34892
1,	5.54767
1.16667,	5.80171
1.33333,	6.12423
1.5,	6.53434
1.66667,	7.06052
1.83333,	7.74675
2,	8.66427
2.16667,	9.93624
2.33333,	11.795
2.5,	14.7365
2.66667,	20.0423
2.83333,	32.3486
3,	91.4115
3.16667,	100
3.33333,	31.368
3.5,	18.2911
3.66667,	12.7638
3.83333,	9.72039
4,	7.79843
4.16667,	6.47754
4.33333,	5.51598
4.5,	4.78617
4.66667,	4.21445
4.83333,	3.7553
5,	3.37911
5.16667,	3.06577
5.33333,	2.80116
5.5,	2.57511
5.66667,	2.38008
5.83333,	2.2105
6,	2.06263
6.16667,	1.98138
6.33333,	1.80749
6.5,	1.70434
6.66667,	1.61074
6.83333,	1.52608
7,	1.44933
7.16667,	1.37952
7.33333,	1.31586
7.5,	1.25764
7.66667,	1.20428
7.83333,	1.15528
8,	1.11027
8.16667,	1.06891
8.33333,	1.03101
8.5,	0.996543
8.66667,	0.96579
8.83333,	0.939937
9,	0.923755
9.16667,	0.9561
9.33333,	0.700186
9.5,	0.770401
9.66667,	0.763564
9.83333,	0.748511
10,	0.731628
10.1667,	0.714517
10.3333,	0.697736
10.5,	0.681498
10.6667,	0.665891
10.8333,	0.650939
11,	0.636638
11.1667,	0.62297
11.3333,	0.609912
11.5,	0.597437
11.6667,	0.585514
11.8333,	0.574116
12,	0.563218
12.1667,	0.552803
12.3333,	0.543228
12.5,	0.533129
12.6667,	0.52398
12.8333,	0.515185
13,	0.506739
13.1667,	0.498624
13.3333,	0.490824
13.5,	0.483322
13.6667,	0.4761
13.8333,	0.469141
14,	0.462431
14.1667,	0.455949
14.3333,	0.449677
14.5,	0.44359
14.6667,	0.437653
14.8333,	0.431805
15,	0.425907
15.1667,	0.419505
15.3333,	0.409372
15.5,	0.428105
15.6667,	0.412364
15.8333,	0.40618
16,	0.401147
16.1667,	0.396569
16.3333,	0.392262
16.5,	0.388157
16.6667,	0.384218
16.8333,	0.380425
17,	0.376764
17.1667,	0.373224
17.3333,	0.369798
17.5,	0.36648
17.6667,	0.363263
17.8333,	0.360143
18,	0.357116
18.1667,	0.354177
18.3333,	0.351322
18.5,	0.348548
18.6667,	0.345853
18.8333,	0.343233
19,	0.340684
19.1667,	0.338204
19.3333,	0.335791
19.5,	0.333443
19.6667,	0.331157
19.8333,	0.328929
20,	0.326759
20.1667,	0.324645
20.3333,	0.322586
20.5,	0.320577
20.6667,	0.318618
20.8333,	0.316708
21,	0.314846
21.1667,	0.313029
21.3333,	0.311257
21.5,	0.309534
21.6667,	0.307786
21.8333,	0.306164
22,	0.304556
22.1667,	0.302982
22.3333,	0.301443
22.5,	0.299939
22.6667,	0.298469
22.8333,	0.297031
23,	0.295626
23.1667,	0.294251
23.3333,	0.292906
23.5,	0.29159
23.6667,	0.290303
23.8333,	0.289044
24,	0.28781
24.1667,	0.286603
24.3333,	0.285422
24.5,	0.284265
24.6667,	0.283131
24.8333,	0.282021
25,	0.280934
25.1667,	0.279869
25.3333,	0.278824
25.5,	0.277801
25.6667,	0.276798
25.8333,	0.275814
26,	0.274849
26.1667,	0.273904
26.3333,	0.272976
26.5,	0.272065
26.6667,	0.271173
26.8333,	0.270296
27,	0.269434
27.1667,	0.268589
27.3333,	0.267754
27.5,	0.266927
27.6667,	0.266077
27.8333,	0.265678
28,	0.264679
28.1667,	0.2639
28.3333,	0.263148
28.5,	0.262416
28.6667,	0.261698
28.8333,	0.260993
29,	0.260302
29.1667,	0.259623
29.3333,	0.258956
29.5,	0.2583
29.6667,	0.257656
29.8333,	0.257022
30,	0.2564
30.1667,	0.255788
30.3333,	0.255186
30.5,	0.254595
30.6667,	0.254013
30.8333,	0.253442
31,	0.252876
31.1667,	0.252323
31.3333,	0.251778
31.5,	0.251243
31.6667,	0.250715
31.8333,	0.250196
32,	0.249685
32.1667,	0.249182
32.3333,	0.248687
32.5,	0.2482
32.6667,	0.24772
32.8333,	0.247248
33,	0.246782
33.1667,	0.246324
33.3333,	0.245874
33.5,	0.24543
33.6667,	0.244993
33.8333,	0.244564
34,	0.244111
34.1667,	0.243712
34.3333,	0.243301
34.5,	0.242896
34.6667,	0.242496
34.8333,	0.242101
35,	0.241713
35.1667,	0.241329
35.3333,	0.240951
35.5,	0.240579
35.6667,	0.240212
35.8333,	0.23985
36,	0.239493
36.1667,	0.239141
36.3333,	0.238795
36.5,	0.238452
36.6667,	0.238114
36.8333,	0.237781
37,	0.237453
37.1667,	0.23713
37.3333,	0.23681
37.5,	0.236495
37.6667,	0.236184
37.8333,	0.235877
38,	0.235574
38.1667,	0.235276
38.3333,	0.234981
38.5,	0.23469
38.6667,	0.234404
38.8333,	0.234121
39,	0.233842
39.1667,	0.233567
39.3333,	0.233296
39.5,	0.23303
39.6667,	0.232768
39.8333,	0.232515
40,	0.232285
40.1667,	0.231615
40.3333,	0.231678
40.5,	0.231448
40.6667,	0.231209
40.8333,	0.230969
41,	0.230731
41.1667,	0.230495
41.3333,	0.230262
41.5,	0.23003
41.6667,	0.229802
41.8333,	0.229576
42,	0.229354
42.1667,	0.229133
42.3333,	0.228915
42.5,	0.2287
42.6667,	0.228487
42.8333,	0.228276
43,	0.228069
43.1667,	0.227862
43.3333,	0.22766
43.5,	0.227459
