t	eta0	eta1	eta2	eta3	eta4	eta5	eta6	eta7
0.0005	-694.112	727.38	-459.912	-838.799	66.5803	-191.336	63.4437	-12.3807
0.001	-518.397	853.266	-636.2	-738.664	99.0237	-186.461	49.3341	-4.71489
0.0015	-317.3	940.791	-785.254	-605.721	129.335	-177.221	30.4643	4.38052
0.002	-100.949	989.286	-900.879	-444.939	158.026	-161.494	10.8656	15.0386
0.0025	121.982	996.925	-976.979	-263.542	184.491	-136.591	-5.98633	27.6701
0.003	342.354	962.979	-1010.35	-68.7558	206.956	-102.975	-17.1274	42.3868
0.0035	550.488	890.926	-999.324	130.114	224.282	-64.6367	-20.4815	57.1359
0.004	737.83	789.86	-943.958	322.594	234.627	-25.6936	-15.1759	71.6458
0.0045000000000000005	901.844	656.266	-846.368	502.876	236.898	15.1006	-1.17938	88.3852
0.005000000000000001	1037.37	487.321	-709.687	663.748	230.378	57.2875	20.7662	108.958
0.0055	1136.54	286.62	-538.262	795.1	215.313	99.3066	49.4921	132.579
0.006	1191.66	60.2684	-339.589	889.111	191.966	137.622	83.3618	157.203
0.006500000000000001	1196.1	-181.421	-123.439	939.96	160.917	168.943	118.618	180.834
0.007000000000000001	1146.11	-426.126	98.2244	944.769	123.602	190.046	150.154	200.152
0.0075	1041.01	-660.955	313.283	905.759	83.3074	199.952	173.302	215.123
0.008	882.796	-871.5	511.784	828.916	43.0826	201.885	186.666	225.448
0.0085	677.301	-1046.21	687.236	717.896	4.4054	199.529	192.25	230.832
0.009000000000000001	433.708	-1176.6	834.275	573.098	-32.3465	192.139	193.089	230.717
0.009500000000000001	163.132	-1256.05	946.556	398.594	-66.429	179.088	191.234	226.097
0.01	-121.707	-1279.12	1018.09	200.17	-96.5462	161.948	188.471	219.184
0.0105	-407.391	-1241.73	1043.27	-15.6	-122.624	141.692	186.128	211.336
0.011000000000000001	-680.412	-1143.16	1017.21	-234.652	-145.897	117.267	184.538	204.111
0.0115	-926.283	-990.197	939.606	-441.686	-166.111	86.6972	184.695	196.932
0.012	-1131.83	-789.736	815.662	-628.373	-179.343	53.4185	189.651	188.158
0.0125	-1286.44	-548.872	652.119	-786.055	-184.16	18.6606	200.284	178.164
0.013000000000000001	-1381.22	-278.593	458.419	-908.891	-180.105	-15.6751	215.011	167.519
0.013500000000000002	-1410.57	7.87848	243.683	-990.876	-167.64	-46.6562	230.905	156.317
0.014	-1372.86	297.341	16.9836	-1026.75	-148.335	-71.39	244.464	147.602
0.0145	-1269.75	576.971	-211.269	-1012.68	-125.186	-87.6419	253.162	144.653
0.015000000000000001	-1105.23	831.519	-429.975	-948.722	-102.312	-96.1212	256.451	146.238
0.0155	-887.341	1048.66	-629.285	-836.548	-82.9185	-101.151	254.999	149.57
0.016	-626.493	1218.62	-799.63	-677.44	-67.033	-104.834	250.031	153.578
0.0165	-334.311	1334.26	-929.935	-480.278	-53.5652	-108.88	243.635	158.476
0.017	-22.4312	1388.19	-1010.68	-259.601	-41.1172	-113.563	238.528	164.331
0.0175	295.212	1372.67	-1037.93	-27.46	-27.4601	-117.759	237.686	171.641
0.018000000000000002	602.41	1284.26	-1010.7	203.758	-11.7964	-119.448	243.48	181.821
0.018500000000000003	881.926	1126.49	-930.42	417.705	3.95949	-119.301	256.015	196.214
0.019	1117.36	909.371	-803.479	602.124	18.3809	-118.34	273.83	214.303
0.0195	1295.23	647.451	-638.971	748.588	31.2043	-117.507	294.731	233.05
0.02	1407.44	354.034	-448.396	853.587	43.701	-117.831	315.884	251.708
0.0205	1448.56	44.3714	-242.832	916.861	57.5634	-120.576	333.755	270.08
0.021	1415.93	-263.08	-31.3113	939.249	73.37	-124.699	345.528	283.935
0.021500000000000002	1312.64	-553.639	178.209	920.831	90.2925	-128.878	349.921	291.296
0.022000000000000002	1145.47	-814.761	377.603	862.439	109.182	-129.336	346.471	294.039
0.0225	923.462	-1033.26	559.249	764.144	130.336	-123.122	336.03	293.828
0.023	658.263	-1198.62	715.691	626.11	152.226	-108.575	322.11	290.412
0.0235	363.384	-1303.52	838.82	451.928	171.584	-86.7406	309.31	283.217
0.024	53.125	-1342.09	920.419	249.656	185.468	-59.0958	301.032	270.422
0.0245	-257.241	-1311.66	953.533	31.225	192.413	-28.0012	297.277	254.106
0.025	-551.985	-1216.54	933.937	-187.975	191.907	2.49077	296.772	236.592
0.025500000000000002	-815.441	-1067.09	861.822	-394.869	185.675	32.134	299.624	217.776
0.026000000000000002	-1036.15	-875.144	741.672	-576.262	174.382	61.0716	306.218	195.973
0.026500000000000003	-1208.66	-640.281	582.374	-725.933	158.608	89.1057	317.213	171.343
0.027	-1325.15	-366.416	393.055	-837.148	137.804	116.656	332.127	144.257
0.0275	-1376.33	-67.6742	184.426	-902.95	110.92	145.549	349.357	117.243
0.028	-1356.32	237.531	-31.9283	-920.132	76.7043	174.999	365.796	93.286
0.0285	-1264.65	530.827	-244.378	-890.254	33.9948	200.166	377.924	75.5487
0.029	-1106.3	796.384	-442.902	-814.496	-15.6793	216.258	382.876	68.0068
0.029500000000000002	-889.957	1019.48	-617.579	-697.24	-69.0592	217.496	379.298	69.6257
0.030000000000000002	-628.091	1188.31	-760.386	-542.554	-121.219	202.796	367.004	76.9284
0.0305	-335.301	1294.02	-863.638	-355.511	-167.566	174.972	347.341	88.3669
0.031	-27.4114	1330.8	-920.402	-145.347	-203.982	137.291	324.764	100.266
0.0315	278.916	1298.09	-926.49	77.3678	-227.816	93.7763	305.179	107.937
0.032	568.645	1198.26	-879.379	296.514	-238.345	48.0884	294.181	109.755
0.0325	827.334	1037.34	-780.856	493.905	-237.284	3.18503	293.905	107.43
0.033	1039.69	832.304	-638.134	654.275	-228.249	-40.9226	302.068	101.497
0.0335	1198.25	594.22	-462.824	770.031	-213.682	-83.9692	315.598	94.5212
0.034	1299.46	328.063	-267.198	840.329	-194.287	-124.406	330.993	85.6931
0.0345	1339.44	44.095	-62.1747	862.887	-168.87	-160.831	344.153	71.4345
0.035	1315.57	-246.921	139.663	839.018	-136.878	-192.212	350.658	54.3423
0.035500000000000004	1227.6	-533.007	326.45	774.118	-98.8722	-215.75	347.494	38.1992
0.036000000000000004	1076.85	-797.986	489.482	673.751	-56.9612	-228.643	333.539	28.6077
0.036500000000000005	868.206	-1026.5	622.451	542.983	-15.0441	-232.052	310.246	27.5613
0.037	610.881	-1206.88	721.403	387.78	23.531	-226.361	282.572	32.0349
0.0375	315.798	-1326.43	782.876	216.99	55.8694	-213.087	256.996	39.0816
0.038	-3.20909	-1374.38	804.924	39.0774	80.7096	-196.631	239.445	45.3421
0.0385	-328.744	-1343.89	786.799	-137.386	100.51	-180.851	234.13	46.8629
0.039	-640.727	-1233.89	729.182	-303.52	118.853	-167.044	241.782	41.8103
0.0395	-919.12	-1052.87	634.059	-446.651	137.471	-155.373	260.246	31.6706
0.04	-1147.48	-811.949	507.659	-557.029	157.756	-143.504	286.644	18.3059
0.0405	-1311.59	-526.793	360.451	-630.567	179.45	-126.366	317	4.16972
0.041	-1401.89	-215.021	203.435	-666.449	201.502	-98.9415	348.404	-11.7331
0.0415	-1414.63	107.226	45.4059	-666.327	221.323	-58.9873	377.864	-28.1016
0.042	-1350.34	422.87	-105.78	-635.525	234.385	-8.68401	400.443	-40.5398
0.0425	-1213.66	716.631	-244.007	-579.354	237.729	47.9285	412.231	-49.257
0.043000000000000003	-1012.31	973.145	-365.023	-499.347	229.041	106.95	411.979	-55.0828
0.043500000000000004	-757.067	1177.6	-464.769	-398.796	207.338	164.05	401.413	-57.5136
0.044000000000000004	-461.455	1318.02	-538.859	-282.233	173.933	217.419	384.019	-55.0534
0.0445	-142.139	1388.31	-583.15	-156.059	129.685	266.603	363.411	-47.8634
0.045	183.257	1384.12	-596.615	-25.1867	75.1455	308.828	342.649	-38.2668
0.0455	497.34	1305.63	-579.119	103.459	11.0942	340.316	324.763	-29.1812
0.046	783.17	1158.43	-531.575	221.9	-60.118	356.215	312.206	-22.8926
0.0465	1024.93	955.053	-456.856	323.597	-133.783	351.629	306.85	-19.7556
0.047	1211.77	707.852	-360.028	402.111	-203.911	325.912	308.504	-18.7157
0.0475	1336.21	430.398	-248.497	452.821	-265.068	282.604	314.79	-20.4224
0.048	1395.15	131.091	-130.688	476.049	-313.31	229.178	323.268	-25.0121
0.0485	1385.47	-177.476	-14.5154	475.557	-348.387	169.211	331.153	-29.7915
0.049	1305.77	-476.442	94.1028	455.475	-371.182	102.084	335.587	-33.006
0.0495	1160.22	-750.903	191.655	417.706	-380.928	29.051	335.395	-34.0767
0.05	956.172	-987.006	275.56	363.452	-376.092	-46.5059	331.078	-32.5394
0.0505	703.846	-1172.45	343.422	292.983	-355.711	-122	323.738	-28.3261
0.051000000000000004	415.682	-1294.12	393.013	208.645	-319.793	-194.814	312.738	-22.6276
0.051500000000000004	108.032	-1343.59	423.23	113.523	-268.64	-260.26	296.89	-17.1313
0.052000000000000005	-201.472	-1319.15	432.224	12.8795	-204.242	-315.7	277.641	-12.4694
0.052500000000000005	-495.401	-1225.22	418.538	-86.1937	-130.175	-358.322	257.218	-10.7162
0.053	-757.55	-1070.66	383.073	-176.349	-49.8541	-383.322	236.578	-13.6136
0.0535	-975.058	-865.651	329.049	-253.52	32.7107	-389.191	215.184	-19.4827
0.054	-1136.9	-624.762	260.476	-314.822	115.621	-372.007	192.818	-26.3201
0.0545	-1237.16	-363.766	181.551	-357.447	192.939	-331.986	169.591	-32.6894
0.055	-1275.55	-94.6341	96.8924	-381.951	256.142	-276.513	144.186	-37.1979
0.0555	-1253.62	172.125	10.4742	-388.225	301.769	-213.085	116.17	-41.0687
0.056	-1173.92	423.694	-74.2435	-376.887	331.972	-144.45	86.7845	-46.2989
0.0565	-1042.5	653.126	-153.801	-351.657	350.035	-69.7034	59.085	-53.289
0.057	-864.954	849.662	-225.859	-312.325	354.337	7.28023	34.6748	-59.6103
0.0575	-648.226	1003.66	-287.999	-258.919	343.713	79.2755	13.9925	-62.6821
0.058	-401.608	1108.71	-336.114	-192.24	318.456	142.87	-4.63701	-63.3768
0.0585	-135.855	1160.73	-366.788	-115.387	280.264	196.45	-23.4493	-62.4709
0.059000000000000004	137.766	1154.85	-379.193	-34.3539	232.855	237.498	-42.8772	-58.8315
0.059500000000000004	405.649	1090.7	-373.784	47.4257	179.428	266.43	-61.2947	-50.6737
0.060000000000000005	652.497	975.257	-351.177	126.176	121.889	281.305	-76.4881	-37.9091
0.0605	866.435	815.273	-312.206	196.717	63.2603	282.375	-86.2309	-22.1449
0.061	1037.73	617.541	-259.052	255.78	6.27424	271.397	-90.8004	-5.0426
0.0615	1159.48	391.561	-193.652	300.273	-48.0769	248.964	-93.651	12.0063
0.062	1228.9	144.287	-118.761	328.797	-97.6333	220.499	-97.6051	27.8183
0.0625	1241.99	-110.608	-39.425	341.779	-140.325	188.222	-103.622	39.6492
0.063	1197.95	-362.445	39.7533	339.554	-175.048	151.404	-112.183	44.9404
0.0635	1098.3	-602.452	115.487	320.989	-199.142	110.415	-123.344	42.7179
0.064	945.516	-819.494	183.125	288.37	-210.116	67.2749	-136.951	38.6516
0.0645	744.418	-1002.06	238.918	246.145	-207.322	24.8217	-152.336	39.2337
0.065	503.331	-1139.15	281.566	197.818	-192.276	-12.7471	-168.619	47.2524
0.0655	234.34	-1225.33	310.926	147.834	-168.8	-41.8225	-184.737	63.2997
0.066	-49.7933	-1259.42	327.759	98.1126	-142.051	-64.6792	-198.754	87.04
0.0665	-336.52	-1238.82	333.909	48.3033	-114.429	-81.5583	-208.727	115.768
0.067	-613.691	-1159.42	331.438	-3.15793	-87.4408	-92.9671	-213.527	145.268
0.0675	-868.275	-1021.44	321.153	-57.6291	-61.5834	-100.114	-212.963	174.272
0.068	-1087.03	-831.527	301.477	-111.952	-37.4837	-102.34	-207.133	201.949
0.0685	-1257.9	-602.267	271.241	-162.203	-17.1388	-100.856	-196.538	227.943
0.069	-1374.01	-340.49	232.009	-207.401	-1.5159	-96.6257	-182.243	251.551
0.0695	-1429.11	-55.3718	185.215	-245.576	9.77414	-88.2902	-166.409	274.456
0.07	-1419.17	242.458	131.625	-275.558	16.2277	-77.4879	-151.685	296.064
0.07050000000000001	-1341.96	538.718	71.7402	-296.731	17.9846	-65.8727	-140.885	315.666
0.07100000000000001	-1197.49	816.345	7.58192	-311.3	15.1557	-54.2627	-136.667	333.252
0.07150000000000001	-990.329	1058.76	-59.5634	-318.733	8.21807	-41.425	-139.383	350.854
0.07200000000000001	-729.512	1251.53	-128.164	-319.918	-3.42301	-29.6359	-147.25	370.559
0.07250000000000001	-428.048	1383.49	-197.044	-314.024	-19.1916	-22.6445	-157.8	392.261
0.073	-101.588	1446.36	-264.614	-296.532	-37.0898	-22.9372	-168.389	414.983
0.0735	233.025	1435.52	-328.554	-262.896	-54.7459	-33.2213	-177.041	438.499
0.074	558.616	1351.54	-384.802	-210.644	-67.7584	-54.033	-181.828	461.449
0.0745	858.606	1197.99	-427.994	-141.739	-71.4285	-82.0443	-180.458	481.618
0.075	1115.38	986.394	-454.943	-56.5752	-63.4779	-112.401	-171.278	498.753
0.0755	1314.95	733.206	-461.708	40.3315	-44.9208	-140.779	-154.843	511.133
0.076	1449.94	450.577	-445.402	140.672	-17.3711	-163.625	-132.741	518.605
0.0765	1516.12	149.539	-406.685	241.561	17.6512	-176.786	-107.764	524.895
0.077	1512.48	-157.902	-346.019	338.154	56.6657	-180.051	-83.1463	531.436
0.0775	1441.39	-460.258	-264.475	424.318	95.8976	-175.235	-62.1848	537.494
0.078	1306.58	-743.543	-164.298	494.327	133.825	-162.855	-48.4494	542.02
0.0785	1113.21	-992.412	-49.4908	544.696	170.102	-142.813	-43.6765	544.836
0.079	869.979	-1195.33	75.7364	571.318	202.658	-114.196	-46.1935	545.754
0.0795	588.224	-1345.29	206.255	569.041	228.674	-76.5938	-52.2655	543.394
0.08	279.649	-1435.59	334.896	535.127	246.99	-31.5851	-59.1344	536.562
0.0805	-42.6241	-1460.74	453.613	469.902	256.478	19.5016	-64.0755	525.227
0.081	-364.398	-1418.43	554.896	376.294	254.673	74.1625	-63.4848	509.838
0.0815	-670.148	-1310.07	632.316	256.093	239.867	126.876	-54.2337	490.654
0.082	-944.196	-1144.31	679.171	116.036	213.166	174.031	-36.362	468.317
0.0825	-1174.43	-932.589	690.428	-30.7511	176.254	213.842	-10.9364	444.36
0.083	-1352.27	-684.498	665.509	-173.266	130.508	244.312	20.6139	421.873
0.0835	-1470.23	-409.358	608.643	-307.258	77.9366	266.772	55.1561	404.395
0.084	-1523.91	-116.815	524.655	-430.312	18.9311	282.357	87.8891	394.848
0.0845	-1512.62	182.663	416.817	-538.361	-45.5444	285.887	114.987	391.657
0.085	-1437.82	476.85	288.296	-625.624	-111.457	271.557	135.045	391.581
0.0855	-1302.17	752.851	143.018	-685.646	-172.688	237.708	148.605	392.029
0.08600000000000001	-1110.43	998.088	-12.956	-715.792	-224.209	184.783	156.049	392.722
0.08650000000000001	-870.714	1202.68	-173.11	-712.666	-261.25	117.465	157.647	393.869
0.08700000000000001	-593.127	1356.7	-330.485	-671.641	-279.575	42.92	155.934	394.054
0.08750000000000001	-289.658	1452.75	-476.064	-591.34	-277.317	-32.2879	154.895	392.474
0.08800000000000001	26.8444	1486.5	-599.639	-473.928	-255.82	-102.522	158.464	390.027
0.0885	343.876	1455.29	-692.151	-326.807	-217.377	-163.086	169.564	388.639
0.089	647.618	1360.59	-747.425	-159.386	-165.962	-209.857	188.943	388.534
0.0895	923.816	1206.19	-761.562	17.7965	-107.079	-241.764	215.521	390.12
0.09	1158.25	1000.47	-733.526	195.216	-45.638	-258.371	246.838	392.529
0.0905	1340.39	753.854	-663.771	360.565	14.3527	-260.436	279.68	393.641
0.091	1464.97	473.985	-556.551	501.508	69.9539	-248.842	311.374	392.946
0.0915	1526.85	172.409	-420.51	616.449	117.532	-225.126	339.424	389.431
0.092	1523.54	-138.433	-262.24	702.938	154.591	-191.183	361.264	381.416
0.0925	1455.09	-446.642	-87.866	755.87	179.619	-149.44	374.543	371.45
0.093	1323.98	-741.48	94.7593	771.24	191.845	-102.665	378.258	359.847
0.0935	1133.92	-1009.36	276.703	747.56	191.271	-53.4797	373.519	346.845
0.094	890.509	-1235.52	449.486	684.952	178.241	-4.53478	363.241	334.96
0.0945	601.921	-1404.92	605.32	585.596	153.438	41.3228	351.309	323.3
0.095	281.18	-1506.94	736.154	453.732	118.511	80.5702	339.894	311.259
0.0955	-55.4979	-1536.79	834.773	294.028	76.8872	109.93	330.497	298.92
0.096	-391.385	-1491.18	895.089	108.856	32.6425	127.027	325.059	285.891
0.0965	-710.103	-1372.67	910.33	-92.7594	-10.0222	131.393	324.923	270.791
0.097	-995.792	-1188.6	876.599	-300.158	-48.0717	125.493	331.337	253.557
0.0975	-1234.63	-946.317	792.634	-504.197	-79.9354	109.287	344.69	235.628
0.098	-1413.44	-656.949	659.288	-691.367	-104.333	85.1805	363.531	216.895
0.0985	-1520.83	-339.338	481.593	-848.734	-119.745	57.4348	385.284	197.176
0.099	-1552.5	-10.8513	267.186	-962.421	-125.517	28.2393	406.524	176.383
0.0995	-1510.81	315.086	26.7906	-1020.48	-122.349	-3.38224	424.291	154.022
0.1	-1399.94	625.127	-225.061	-1017.73	-109.781	-36.3772	436.701	132.72
0.1005	-1225.19	903.993	-470.732	-953.381	-86.8657	-67.3439	442.426	112.358
0.101	-994.846	1140	-692.834	-830.917	-53.2588	-92.0501	439.836	94.5315
0.1015	-718.355	1323.56	-876.816	-658.462	-12.4285	-107.279	429.838	80.0007
0.10200000000000001	-405.806	1440.88	-1011.79	-451.456	29.73	-112.878	414.986	69.6529
0.10250000000000001	-73.6522	1486.47	-1093.45	-219.176	70.9587	-104.114	398.924	63.3504
0.10300000000000001	260.071	1462.68	-1118.25	27.7884	108.141	-79.0621	384.362	61.4063
0.10350000000000001	580.3	1369.4	-1083.34	276.699	136.315	-37.9908	372.517	65.8382
0.10400000000000001	871.738	1211.22	-989.062	512.041	150.032	15.6968	364.89	79.1894
0.10450000000000001	1119.62	996.295	-841.205	721.671	146.192	74.8524	362.517	100.329
0.105	1311.71	735.794	-647.208	891.19	124.751	132.2	366.39	124.605
0.1055	1439.63	442.944	-417.891	1007.94	88.3311	182.738	375.927	146.61
0.106	1496.95	132.485	-169.534	1068.88	39.2302	220.321	388.486	162.441
0.1065	1480.8	-179.904	81.9538	1077.99	-19.3702	242.294	400.708	171.306
0.107	1394.18	-481.955	326.054	1036.24	-82.9759	249.725	410.091	171.169
0.1075	1242.48	-759.656	552.485	943.366	-147.284	241.621	415.606	163.836
0.108	1033.18	-997.431	749.846	804.996	-207.66	218.861	417.702	153.502
0.1085	776.443	-1180.97	908.639	629.819	-261.373	181.793	416.741	142.849
0.109	486.447	-1303.11	1022.26	424.732	-305.714	128.955	413.215	132.145
0.1095	177.779	-1358.43	1085.36	200.053	-335.563	60.081	406.707	121.663
0.11	-133.827	-1345.93	1095.33	-32.4979	-345.104	-20.6209	397.695	112.001
0.1105	-432.563	-1268.33	1053.02	-261.898	-331.064	-104.015	388.077	104.032
0.111	-703.765	-1134.05	961.014	-476.517	-294.693	-181.34	379.303	96.7258
0.1115	-936.389	-951.897	823.94	-665.001	-239.815	-248.222	373.134	90.2731
0.112	-1120.78	-731.403	647.943	-817.673	-170.136	-297.288	371.775	83.3684
0.1125	-1248.98	-483.74	441.474	-927.159	-90.2602	-320.474	374.941	72.4176
0.113	-1317.46	-218.446	214.189	-986.027	-9.48364	-317.763	379.614	58.7186
0.1135	-1324.43	54.1669	-20.5461	-991.63	63.8634	-293.103	381.492	44.2336
0.114	-1269.47	320.838	-248.06	-949.103	123.886	-253.345	378.762	31.1576
0.1145	-1155.53	569.708	-456.859	-862.96	167.987	-205.641	371.823	18.3498
0.115	-987.401	788.639	-637.081	-737.478	195.667	-152.377	362.01	5.42457
0.1155	-772.922	966.952	-781.764	-579.292	206.987	-97.741	350.508	-6.97148
0.116	-523.161	1095.12	-886.123	-396.867	203.262	-47.0675	337.111	-17.8636
0.1165	-252.087	1168.17	-947.384	-198.166	187.579	-2.58318	321.805	-28.3812
0.117	26.0503	1185.06	-963.353	5.57386	162.763	33.9364	304.717	-37.2931
0.11750000000000001	297.821	1149.92	-933.73	201.903	132.025	61.2779	286.052	-41.8559
0.11800000000000001	552.979	1064.94	-862.194	381.915	97.9679	77.9342	266.94	-40.585
0.11850000000000001	782.453	932.399	-754.012	539.565	62.9318	82.7415	248.913	-35.8545
0.11900000000000001	977.365	755.961	-614.21	669.764	30.987	76.4238	234.184	-30.1931
0.11950000000000001	1128.74	539.777	-449.852	768.923	6.02853	61.0025	225.122	-23.7373
0.12000000000000001	1225.9	293.593	-269.741	836.603	-11.5063	36.2792	223.314	-18.4226
0.1205	1261.24	32.1229	-81.8335	870.524	-20.2152	6.83348	229.098	-13.6499
0.121	1234.19	-233.978	106.238	867.913	-19.9932	-20.5612	240.18	-8.36009
0.1215	1146.46	-492.319	286.882	828.145	-12.6453	-42.0912	253.617	-2.87803
0.122	1001.92	-728.917	453.265	755.16	-0.067679	-54.561	265.497	2.11776
0.1225	807.191	-930.987	600.321	653.132	16.0594	-58.2038	272.782	7.4328
0.123	571.235	-1087.7	723.612	528.299	33.1911	-53.4624	275.442	16.6517
0.1235	305.258	-1189.44	819.179	385.414	48.1981	-41.7963	274.851	33.8714
0.124	23.3506	-1230.53	884.496	226.106	58.5076	-25.9394	273.099	58.4605
0.1245	-258.942	-1210.94	916.157	54.7486	63.1489	-8.98026	272.621	87.5762
0.125	-527.343	-1134.91	910.238	-119.46	62.9738	6.18398	275.576	118.828
0.1255	-769.522	-1007.34	865.699	-289.85	60.3198	18.7053	283.734	150.731
0.126	-975.46	-833.347	783.546	-450.622	57.4714	29.5583	298.159	181.311
0.1265	-1137.47	-617.631	665.928	-593.959	55.7215	38.9731	318.839	208.237
0.127	-1247.77	-369.082	517.788	-713.289	54.598	46.4323	343.891	233.727
0.1275	-1300.32	-97.4615	345.398	-801.033	53.5715	52.9716	369.216	256.542
0.128	-1290.14	183.262	157.857	-853.429	52.6225	61.539	389.714	273.976
0.1285	-1216.21	457.579	-35.3511	-867.912	50.8013	72.8076	401.337	285.409
0.129	-1081.86	711.667	-225.671	-843.837	47.9079	87.7557	401.836	293.13
0.1295	-892.923	930.732	-405.787	-782.263	42.0227	107.626	392.191	292.725
0.13	-658.552	1102.41	-568.576	-684.679	29.3812	132.048	374.384	287.548
0.1305	-391.664	1219.43	-706.502	-550.981	8.33746	159.707	350.533	282.331
0.131	-106.492	1277.37	-810.866	-386.796	-22.3547	186.978	322.639	277.251
0.1315	183.766	1273.64	-874.719	-201.074	-63.489	209.158	293.85	271.805
0.132	465.442	1209.95	-892.507	-8.07132	-113.4	219.66	268.781	264.72
0.1325	725.359	1092.54	-863.043	178.105	-167.081	215.896	251.219	255.15
0.133	952.239	928.527	-791.111	349.842	-220.942	195.953	243.594	242.141
0.1335	1137.4	725.168	-683.092	498.163	-271.091	156.954	246.229	226.537
0.134	1273.98	489.516	-547.572	619.166	-311.554	100.029	258.246	208.198
0.1345	1356.75	227.96	-391.913	708.757	-337.102	28.4426	277.812	187.167
0.135	1381.22	-51.1752	-223.294	764.648	-343.917	-51.3158	301.681	162.483
0.1355	1343.56	-332.799	-48.6611	785.578	-331.291	-133.967	325.115	134.363
0.136	1244.44	-603.542	124.707	768.938	-298.801	-214.597	343.935	107.807
0.1365	1086.38	-850.521	288.011	718.037	-247.976	-288.249	355.144	84.7033
0.137	876.025	-1063.91	434.511	634.999	-180.917	-348.747	358.066	66.7249
0.1375	621.826	-1233.54	558.036	523.041	-101.625	-389.099	354.033	52.5626
0.138	333.469	-1347.32	652.751	388.08	-16.8826	-407.901	344.045	41.5084
0.1385	24.2141	-1396.21	714.739	235.643	66.8039	-409.34	329.694	31.5933
0.139	-289.676	-1376.94	740.655	71.3642	146.311	-397.951	314.572	20.789
0.1395	-591.646	-1290.49	726.922	-95.3815	221.354	-374.669	302.809	9.28144
0.14	-867.171	-1140.16	672.244	-250.074	291.656	-337.221	297.184	-0.939393
0.1405	-1102.17	-933.933	581.598	-380.924	354.67	-283.707	297.607	-7.33784
0.14100000000000001	-1285.02	-683.912	463.547	-480.641	405.591	-216.249	302.582	-10.7349
0.14150000000000001	-1407.16	-401.823	328.031	-546.707	440.822	-139.192	311.084	-14.3771
0.14200000000000002	-1461.59	-102.109	184.655	-580.39	459.591	-52.9042	322.601	-20.2724
0.14250000000000002	-1446.04	201.083	41.9827	-587.141	460.346	40.2996	335.016	-26.5686
0.14300000000000002	-1363.57	496.935	-94.648	-570.068	440.621	132.573	344.782	-32.493
0.14350000000000002	-1218.53	771.484	-220.764	-530.6	400.394	216.163	348.725	-38.7144
0.14400000000000002	-1017.72	1013.25	-332.645	-470.091	341.732	285.442	345.828	-44.1163
0.14450000000000002	-770.15	1213.8	-427.114	-388.188	269.154	337.308	337.074	-47.8456
0.145	-484.297	1362.35	-499.357	-286.835	187.419	369.772	323.884	-47.7534
0.1455	-170.262	1449.37	-544.973	-171.529	102.488	383.791	308.817	-43.645
0.146	159.305	1467.72	-561.089	-49.8632	19.1013	382.048	295.806	-37.3729
0.1465	488.747	1412.3	-546.548	69.2138	-59.9784	367.269	288.102	-30.9774
0.147	798.836	1289.05	-502.012	175.294	-133.265	340.284	286.118	-24.6147
0.1475	1073.47	1104.8	-431.486	261.157	-199.603	302.61	289.065	-17.6815
0.148	1299.04	866.896	-342.969	326.466	-257.873	256.085	294.908	-9.35464
0.1485	1465.23	583.069	-243.411	371.372	-307.678	202.118	301.596	-0.732547
0.149	1564.19	263.465	-138.513	394.458	-348.248	140.867	307.737	6.31647
0.1495	1590.24	-74.1272	-33.4565	393.514	-376.912	74.757	310.951	11.1754
0.15	1541.32	-412.249	65.8709	371.571	-391.063	6.51133	308.736	14.7583
0.1505	1419.19	-736.531	154.893	332.325	-389.783	-62.0054	299.024	15.2846
0.151	1228.47	-1033.76	230.644	277.124	-373.585	-129.333	281.492	10.4007
0.1515	975.862	-1290.13	289.663	210.625	-342.88	-191.674	259.484	2.07873
0.152	670.212	-1490.15	329.236	136.351	-298.518	-246.648	239.039	-5.27032
0.1525	323.954	-1619.4	347.707	57.1563	-242.747	-292.516	225.771	-9.384
0.153	-46.0605	-1668.79	345.005	-23.2091	-178.172	-326.579	222.287	-10.1508
0.1535	-421.312	-1632.37	322.003	-99.2492	-108.046	-347.513	227.838	-7.64429
0.154	-780.784	-1512.67	279.985	-162.666	-36.0112	-355.515	239.239	-4.16033
0.1545	-1104.65	-1318.52	223.077	-210.279	34.329	-352.6	252.941	-1.02583
0.155	-1376.62	-1058.06	156.854	-243.25	101.948	-338.48	267.693	1.57055
0.1555	-1581.64	-746.206	84.8787	-262.494	166.493	-309.218	283.224	3.05142
0.156	-1709.46	-399.317	9.80992	-267.746	224.047	-264.159	298.348	5.33174
0.1565	-1754.71	-34.4235	-65.1114	-257.395	269.914	-206.585	311.446	9.51553
0.157	-1717.04	332.924	-135.362	-231.094	299.988	-142.392	320.57	14.6605
0.1575	-1599.29	689.983	-196.237	-191.779	312.728	-77.0493	324.797	20.6925
0.158	-1405.72	1019.9	-244.909	-142.287	309.248	-14.9892	323.49	27.7115
0.1585	-1144.13	1305.42	-279.657	-84.1146	291.827	41.5187	316.94	34.8918
0.159	-825.046	1529.76	-298.749	-19.0805	262.855	91.268	306.026	42.8564
0.1595	-462.962	1679.37	-300.256	50.1343	224.75	134.313	292.452	52.5824
0.16	-76.5009	1745.27	-282.514	119.088	180.009	172.14	278.693	63.4181
0.1605	314.661	1722.25	-245.402	181.283	130.167	204.931	267.789	74.9684
0.161	689.725	1613.72	-190.974	228.731	76.1199	230.227	262.825	86.4887
